0.07792 1:0.12461 2:0.0614892 3:0.475303719992065 4:0.033 5:0.515069557698344 6:0.0784464 7:0.443126693438666 8:-0.107777 9:-0.0975977 10:-0.0389743 11:-0.0870546 12:0.0667 13:0.611929339562657 14:0.71099406123434 15:0.485714285714286 16:0.501587301587302 17:0.725602850660274 18:0.929135937664739 19:0.731746031746032 20:1.19061722291 21:0.0159 22:0 23:0.0317 30:0.093741 #T0902:ACOMPMOD_TS1
0.58874 1:0.55911 2:0.410501 3:0.699952123598378 4:0.327 5:0.72060220574868 6:0.365485 7:0.735145620754395 8:0.500294 9:0.555922 10:0.566291 11:0.53711 12:0.4187 13:0.818834805754884 14:0.748746143999328 15:0.787301587301587 16:0.73015873015873 17:0.762447895635289 18:0.920342731810281 19:0.892063492063492 20:1.62680337605 21:0.2222 22:0.4286 23:0.8889 30:0.513056 #T0902:BAKER-ROSETTASERVER_TS3
0.60714 1:0.54784 2:0.413135 3:0.695904115243664 4:0.329 5:0.718847341604226 6:0.358307 7:0.73881614136981 8:0.471024 9:0.534449 10:0.536296 11:0.523741 12:0.4231 13:0.83582332521099 14:0.739680607726691 15:0.806349206349206 16:0.695238095238095 17:0.753758831999402 18:0.919047013249159 19:0.888888888888889 20:1.6168164567 21:0.3333 22:0.5079 23:0.9048 30:0.519261 #T0902:BAKER-ROSETTASERVER_TS4
0.56926 1:0.49827 2:0.415288 3:0.678547769406762 4:0.330 5:0.712564504974819 6:0.365458 7:0.718204917489576 8:0.435512 9:0.511084 10:0.533153 11:0.493825 12:0.4297 13:0.815145708519772 14:0.750299036786771 15:0.771428571428571 16:0.679365079365079 17:0.764843107609094 18:0.917165226716437 19:0.882539682539683 20:1.58659239386 21:0.4286 22:0.4127 23:0.8254 30:0.507346 #T0902:BAKER-ROSETTASERVER_TS5
0.50325 1:0.41390 2:0.376636 3:0.65524059953582 4:0.301 5:0.71323465925562 6:0.289818 7:0.716559764586838 8:0.377134 9:0.377982 10:0.396991 11:0.381793 12:0.3853 13:0.778664986908152 14:0.766331605565232 15:0.736507936507937 16:0.698412698412698 17:0.775626959824136 18:0.922780126833084 19:0.863492063492064 20:1.58413153603 21:0.1746 22:0.381 23:0.8254 30:0.462885 #T0902:BhageerathH-Plus_TS1
0.50108 1:0.46940 2:0.374382 3:0.646870259292167 4:0.298 5:0.726658774584067 6:0.30919 7:0.723309910881916 8:0.363701 9:0.381778 10:0.388388 11:0.383524 12:0.3805 13:0.784499646539842 14:0.777516630642352 15:0.752380952380952 16:0.688888888888889 17:0.786254560762689 18:0.923658357542572 19:0.873015873015873 20:1.58444260127 21:0.127 22:0.3968 23:0.8571 30:0.463156 #T0902:BhageerathH-Plus_TS2
0.50325 1:0.42345 2:0.361225 3:0.626143119622857 4:0.285 5:0.732184765153066 6:0.31313 7:0.729816755882281 8:0.364801 9:0.405509 10:0.388997 11:0.392639 12:0.3727 13:0.790593773572238 14:0.775858812666569 15:0.73015873015873 16:0.679365079365079 17:0.785531389425507 18:0.922269111730653 19:0.863492063492064 20:1.56702072043 21:0.127 22:0.4127 23:0.8413 30:0.451916 #T0902:BhageerathH-Plus_TS3
0.50541 1:0.45075 2:0.372983 3:0.640420791466802 4:0.297 5:0.725841739930939 6:0.30152 7:0.728971082729866 8:0.36492 9:0.389809 10:0.385158 11:0.388199 12:0.3797 13:0.783801177673956 14:0.771305059492582 15:0.752380952380952 16:0.720634920634921 17:0.780170260086954 18:0.9238456753987 19:0.873015873015873 20:1.5687706868 21:0.1587 22:0.3492 23:0.8254 30:0.458538 #T0902:BhageerathH-Plus_TS4
0.51299 1:0.40859 2:0.379651 3:0.637697349088417 4:0.303 5:0.71763093787277 6:0.290952 7:0.722288512179065 8:0.363987 9:0.35706 10:0.376311 11:0.368278 12:0.3845 13:0.795856420139725 14:0.767171007071958 15:0.720634920634921 16:0.66031746031746 17:0.776127032082512 18:0.923014960838814 19:0.857142857142857 20:1.59903986003 21:0.1587 22:0.4127 23:0.8413 30:0.465860 #T0902:BhageerathH-Plus_TS5
0.54437 1:0.36294 2:0.427722 3:0.647997676931084 4:0.354 5:0.672852887551352 6:0.30111 7:0.640037248092068 8:0.345671 9:0.394452 10:0.424709 11:0.365419 12:0.4349 13:0.70246087255293 14:0.745094747445072 15:0.793650793650794 16:0.650793650793651 17:0.757576812138064 18:0.917457881057578 19:0.895238095238095 20:1.59519694039 21:0.3333 22:0.4921 23:0.8889 30:0.497175 #T0902:FALCON_TOPOX_TS1
0.55411 1:0.37419 2:0.43032 3:0.582260556138879 4:0.354 5:0.668970600035486 6:0.299843 7:0.629401805525077 8:0.363255 9:0.37394 10:0.41037 11:0.374754 12:0.4385 13:0.693915035286777 14:0.750550857238789 15:0.761904761904762 16:0.688888888888889 17:0.762586826671811 18:0.918969011797974 19:0.877777777777778 20:1.58843827471 21:0.381 22:0.5079 23:0.8889 30:0.496333 #T0902:FALCON_TOPOX_TS2
0.53247 1:0.36692 2:0.421718 3:0.604260279211007 4:0.346 5:0.660638649715432 6:0.282653 7:0.628604992612099 8:0.302265 9:0.32832 10:0.368627 11:0.330556 12:0.4306 13:0.698180805731189 14:0.750341006862107 15:0.787301587301587 16:0.688888888888889 17:0.76180852322361 18:0.917181828231394 19:0.89047619047619 20:1.59731154752 21:0.2857 22:0.4762 23:0.8889 30:0.488907 #T0902:FALCON_TOPOX_TS3
0.53247 1:0.36823 2:0.425467 3:0.606317167487973 4:0.353 5:0.660592981056108 6:0.293789 7:0.628509796064662 8:0.330491 9:0.364293 10:0.417856 11:0.373425 12:0.4333 13:0.714357828056443 14:0.748179547982289 15:0.777777777777778 16:0.676190476190476 17:0.758994868414218 18:0.917523871353606 19:0.885714285714286 20:1.57897541318 21:0.381 22:0.5079 23:0.8889 30:0.496414 #T0902:FALCON_TOPOX_TS4
0.57251 1:0.37881 2:0.426423 3:0.61233682415818 4:0.350 5:0.655615594589799 6:0.298401 7:0.629446522663546 8:0.358643 9:0.421293 10:0.425577 11:0.394053 12:0.4354 13:0.707962529274005 14:0.738148699976916 15:0.787301587301587 16:0.66031746031746 17:0.751011674708033 18:0.917165171423185 19:0.89047619047619 20:1.61289080423 21:0.381 22:0.4444 23:0.9048 30:0.502209 #T0902:FALCON_TOPOX_TS5
0.55411 1:0.36341 2:0.424434 3:0.57521243796794 4:0.349 5:0.669507946307442 6:0.294458 7:0.631796387340599 8:0.381743 9:0.387439 10:0.424851 11:0.386501 12:0.4327 13:0.690796450391176 14:0.751033513105156 15:0.761904761904762 16:0.657142857142857 17:0.763753245115603 18:0.918991983816664 19:0.877777777777778 20:1.5801390683 21:0.3175 22:0.5079 23:0.8889 30:0.491589 #T0902:FALCON_TOPO_TS1
0.55844 1:0.35658 2:0.43085 3:0.601079619367415 4:0.354 5:0.658389419932031 6:0.27881 7:0.620698486601809 8:0.335354 9:0.36279 10:0.418096 11:0.360114 12:0.4362 13:0.702464189944355 14:0.749417665204709 15:0.803174603174603 16:0.685714285714286 17:0.760458446582348 18:0.916608950812246 19:0.9 20:1.59856820512 21:0.3651 22:0.5079 23:0.8889 30:0.497923 #T0902:FALCON_TOPO_TS2
0.54329 1:0.36246 2:0.415681 3:0.609189699498535 4:0.340 5:0.65335596987812 6:0.27934 7:0.624849276058811 8:0.321401 9:0.365052 10:0.377256 11:0.360812 12:0.4288 13:0.69719585642014 14:0.73777096929889 15:0.761904761904762 16:0.676190476190476 17:0.750992096452656 18:0.918342112148182 19:0.880952380952381 20:1.60120969644 21:0.381 22:0.4921 23:0.8571 30:0.490127 #T0902:FALCON_TOPO_TS3
0.52381 1:0.36591 2:0.421696 3:0.607611313241449 4:0.346 5:0.65407989938446 6:0.248665 7:0.621243283373564 8:0.297151 9:0.356049 10:0.39452 11:0.324835 12:0.4296 13:0.706195860369415 14:0.739596667576018 15:0.819047619047619 16:0.663492063492063 17:0.752843478880312 18:0.917299196371574 19:0.907936507936508 20:1.58677426718 21:0.3492 22:0.4603 23:0.9048 30:0.492700 #T0902:FALCON_TOPO_TS4
0.56169 1:0.36777 2:0.415567 3:0.649665581381419 4:0.344 5:0.6751510861756 6:0.296452 7:0.648419498841831 8:0.35909 9:0.389931 10:0.441446 11:0.387319 12:0.4254 13:0.718299520952881 14:0.747046355948209 15:0.758730158730159 16:0.688888888888889 17:0.759983389518871 18:0.918186158499728 19:0.876190476190476 20:1.60854729768 21:0.3175 22:0.4603 23:0.9048 30:0.494020 #T0902:FALCON_TOPO_TS5
0.54113 1:0.37316 2:0.422053 3:0.615941713193877 4:0.339 5:0.649081833776904 6:0.291411 7:0.603417094872358 8:0.283329 9:0.357174 10:0.373976 11:0.347312 12:0.4232 13:0.687897840141226 14:0.748137577906952 15:0.761904761904762 16:0.695238095238095 17:0.757426743567654 18:0.921247492884961 19:0.876190476190476 20:1.54789795241 21:0.3333 22:0.4127 23:0.8571 30:0.481653 #T0902:FFAS-3D_TS1
0.54113 1:0.23354 2:0.467872 3:0.607829495769905 4:0.391 5:0.555231412684764 6:0.220246 7:0.517134429936849 8:0.215014 9:0.313711 10:0.374434 11:0.369531 12:0.4622 13:0.649877296010047 14:0.712525968984114 15:0.641269841269841 16:0.647619047619048 17:0.725041103884261 18:0.912516155768544 19:0.819047619047619 20:1.44049497698 21:0.3968 22:0.4603 23:0.8254 30:0.495957 #T0902:FLOUDAS_SERVER_TS1
0.54113 1:0.22866 2:0.460961 3:0.604842530912399 4:0.381 5:0.556229801689664 6:0.206081 7:0.510138982225148 8:0.202524 9:0.296475 10:0.36055 11:0.350662 12:0.4629 13:0.642653281255554 14:0.719262166075588 15:0.66031746031746 16:0.625396825396825 17:0.731928892695496 18:0.912574219849794 19:0.828571428571429 20:1.45574060609 21:0.3651 22:0.4444 23:0.8571 30:0.493205 #T0902:FLOUDAS_SERVER_TS2
0.54113 1:0.23108 2:0.465423 3:0.596068405524841 4:0.389 5:0.554354836301847 6:0.20287 7:0.512491799478214 8:0.185585 9:0.283276 10:0.321703 11:0.349523 12:0.4665 13:0.649092969894673 14:0.712337103645101 15:0.619047619047619 16:0.641269841269841 17:0.726676091599132 18:0.911876626038277 19:0.806349206349206 20:1.44863456073 21:0.3492 22:0.4603 23:0.7778 30:0.491824 #T0902:FLOUDAS_SERVER_TS3
0.52597 1:0.21231 2:0.468073 3:0.590897493715951 4:0.390 5:0.556444602342055 6:0.194017 7:0.517026470655646 8:0.178662 9:0.26329 10:0.346658 11:0.336704 12:0.4666 13:0.652948884527134 14:0.71189641785407 15:0.625396825396825 16:0.641269841269841 17:0.725200095287874 18:0.910976642447399 19:0.811111111111111 20:1.448536154 21:0.3651 22:0.4762 23:0.7937 30:0.492625 #T0902:FLOUDAS_SERVER_TS4
0.53463 1:0.23110 2:0.467159 3:0.591977946471318 4:0.390 5:0.549358947235529 6:0.194806 7:0.519688450540073 8:0.203523 9:0.289343 10:0.378028 11:0.371027 12:0.4663 13:0.656134054207756 14:0.70308270203345 15:0.647619047619048 16:0.644444444444444 17:0.716733882141939 18:0.911232763839453 19:0.822222222222222 20:1.441839844 21:0.3175 22:0.4603 23:0.8095 30:0.495473 #T0902:FLOUDAS_SERVER_TS5
0.55087 1:0.58657 2:0.400524 3:0.696838204239948 4:0.321 5:0.750179113786185 6:0.391549 7:0.764548359666447 8:0.505431 9:0.53909 10:0.533813 11:0.540527 12:0.4123 13:0.814537046178879 14:0.760015109227121 15:0.812698412698413 16:0.698412698412698 17:0.773634288532358 18:0.924316944743292 19:0.904761904761905 20:1.72091924273 21:0.4921 22:0.381 23:0.9048 30:0.521627 #T0902:GOAL_TS1
0.56385 1:0.56271 2:0.400943 3:0.696429323275961 4:0.315 5:0.723486106552567 6:0.346178 7:0.745290365250043 8:0.50286 9:0.51131 10:0.508018 11:0.489106 12:0.4200 13:0.81272733017128 14:0.748851069187669 15:0.812698412698413 16:0.682539682539683 17:0.763167421002634 18:0.92139157464845 19:0.904761904761905 20:1.67939635885 21:0.4127 22:0.4762 23:0.9048 30:0.517574 #T0902:GOAL_TS2
0.56494 1:0.58600 2:0.409007 3:0.704407276692179 4:0.327 5:0.737359704690933 6:0.384014 7:0.75932073937532 8:0.488448 9:0.520733 10:0.498284 11:0.48529 12:0.4200 13:0.826712267634502 14:0.750592827314125 15:0.780952380952381 16:0.723809523809524 17:0.76079754249279 18:0.922203583393889 19:0.888888888888889 20:1.70841342503 21:0.4762 22:0.4127 23:0.873 30:0.523494 #T0902:GOAL_TS3
0.57035 1:0.52438 2:0.406863 3:0.674326051750787 4:0.326 5:0.735753219710928 6:0.369737 7:0.750792193548387 8:0.516646 9:0.549081 10:0.541579 11:0.532033 12:0.4185 13:0.802478407336174 14:0.756153862296183 15:0.822222222222222 16:0.723809523809524 17:0.770167253706104 18:0.923495840878153 19:0.907936507936508 20:1.69764385171 21:0.4127 22:0.4286 23:0.8889 30:0.517083 #T0902:GOAL_TS4
0.55303 1:0.47355 2:0.399309 3:0.666547416953108 4:0.318 5:0.727223195962822 6:0.351523 7:0.744112146977788 8:0.445994 9:0.496628 10:0.452405 11:0.464323 12:0.4108 13:0.786801442275415 14:0.751117453255829 15:0.796825396825397 16:0.711111111111111 17:0.766256651620927 18:0.924355491434549 19:0.895238095238095 20:1.65311283175 21:0.2857 22:0.3968 23:0.8413 30:0.493758 #T0902:GOAL_TS5
0.52273 1:0.30337 2:0.45486 3:0.62122882185421 4:0.377 5:0.611388161882925 6:0.241862 7:0.593616943871455 8:0.245267 9:0.278 10:0.323636 11:0.312386 12:0.4557 13:0.709053319168599 14:0.715358949069314 15:0.657142857142857 16:0.650793650793651 17:0.729772825080971 18:0.910206159544868 19:0.819047619047619 20:1.52170130291 21:0.5079 22:0.4127 23:0.7778 30:0.498770 #T0902:HHGG_TS1
0.51948 1:0.30974 2:0.455666 3:0.61917634358849 4:0.378 5:0.609465791494356 6:0.246752 7:0.591701297442274 8:0.252017 9:0.283843 10:0.31651 11:0.307831 12:0.4555 13:0.710601356181209 14:0.717352527647787 15:0.650793650793651 16:0.657142857142857 17:0.732281139332881 18:0.910266740535213 19:0.815873015873016 20:1.51686748382 21:0.5079 22:0.3968 23:0.7778 30:0.498487 #T0902:HHGG_TS2
0.51732 1:0.30806 2:0.457302 3:0.624364704457627 4:0.379 5:0.609331994035677 6:0.2494 7:0.588854829566235 8:0.246682 9:0.27893 10:0.33228 11:0.319979 12:0.4578 13:0.714248828052494 14:0.717394497723123 15:0.647619047619048 16:0.663492063492063 17:0.732139856118506 18:0.910334621512073 19:0.814285714285714 20:1.52936206893 21:0.5238 22:0.3968 23:0.7778 30:0.501575 #T0902:HHGG_TS3
0.51948 1:0.29579 2:0.456682 3:0.622034517019127 4:0.379 5:0.605879864512959 6:0.243654 7:0.587351352400458 8:0.256627 9:0.29847 10:0.328163 11:0.319149 12:0.4564 13:0.70358499433279 14:0.716156380500703 15:0.657142857142857 16:0.638095238095238 17:0.73040299970511 18:0.910334991707184 19:0.819047619047619 20:1.52911518614 21:0.5079 22:0.3651 23:0.7937 30:0.500450 #T0902:HHGG_TS4
0.52273 1:0.32942 2:0.457495 3:0.641825223788538 4:0.379 5:0.61025871768415 6:0.245864 7:0.591709536073928 8:0.240771 9:0.287785 10:0.33347 11:0.31704 12:0.4575 13:0.70890135104715 14:0.715820619898013 15:0.66031746031746 16:0.682539682539683 17:0.7305774431658 18:0.910338652650295 19:0.820634920634921 20:1.53237428925 21:0.5079 22:0.3651 23:0.7778 30:0.501810 #T0902:HHGG_TS5
0.52273 1:0.30429 2:0.467541 3:0.603617216232487 4:0.390 5:0.557523512126547 6:0.233829 7:0.489174497647088 8:0.231158 9:0.292448 10:0.304592 11:0.28032 12:0.4640 13:0.645163914679852 14:0.712882714624473 15:0.650793650793651 16:0.653968253968254 17:0.728357179363385 18:0.910510745204289 19:0.811111111111111 20:1.52350473086 21:0.5079 22:0.4286 23:0.8254 30:0.504645 #T0902:HHPred0_TS1
0.52273 1:0.30429 2:0.467541 3:0.603617216232487 4:0.390 5:0.557523512126547 6:0.233829 7:0.489174497647088 8:0.231158 9:0.292448 10:0.304592 11:0.28032 12:0.4640 13:0.645163914679852 14:0.712882714624473 15:0.650793650793651 16:0.653968253968254 17:0.728357179363385 18:0.910510745204289 19:0.811111111111111 20:1.52350473086 21:0.5079 22:0.4286 23:0.8254 30:0.504645 #T0902:HHPred1_TS1
0.5 1:0.34991 2:0.454959 3:0.638766690004423 4:0.376 5:0.601523494861401 6:0.266454 7:0.584476930339161 8:0.276822 9:0.300589 10:0.353676 11:0.305848 12:0.4566 13:0.71947427244472 14:0.703712253163495 15:0.787301587301587 16:0.663492063492063 17:0.718757235324502 18:0.913085829698349 19:0.893650793650794 20:1.54307682217 21:0.3333 22:0.5079 23:0.8254 30:0.507947 #T0902:IntFOLD4_TS1
0.5 1:0.34991 2:0.454959 3:0.638766690004423 4:0.376 5:0.601523494861401 6:0.266454 7:0.584476930339161 8:0.276822 9:0.300589 10:0.353676 11:0.305848 12:0.4566 13:0.71947427244472 14:0.703712253163495 15:0.787301587301587 16:0.663492063492063 17:0.718757235324502 18:0.913085829698349 19:0.893650793650794 20:1.54307682217 21:0.3333 22:0.5079 23:0.8254 30:0.507947 #T0902:IntFOLD4_TS2
0.5 1:0.34991 2:0.454959 3:0.638766690004423 4:0.376 5:0.601523494861401 6:0.266454 7:0.584476930339161 8:0.276822 9:0.300589 10:0.353676 11:0.305848 12:0.4566 13:0.71947427244472 14:0.703712253163495 15:0.787301587301587 16:0.663492063492063 17:0.718757235324502 18:0.913085829698349 19:0.893650793650794 20:1.54307682217 21:0.3333 22:0.5079 23:0.8254 30:0.507947 #T0902:IntFOLD4_TS3
0.5 1:0.34991 2:0.454959 3:0.638766690004423 4:0.376 5:0.601523494861401 6:0.266454 7:0.584476930339161 8:0.276822 9:0.300589 10:0.353676 11:0.305848 12:0.4566 13:0.71947427244472 14:0.703712253163495 15:0.787301587301587 16:0.663492063492063 17:0.718757235324502 18:0.913085829698349 19:0.893650793650794 20:1.54307682217 21:0.3333 22:0.5079 23:0.8254 30:0.507947 #T0902:IntFOLD4_TS4
0.5 1:0.34991 2:0.454959 3:0.638766690004423 4:0.376 5:0.601523494861401 6:0.266454 7:0.584476930339161 8:0.276822 9:0.300589 10:0.353676 11:0.305848 12:0.4566 13:0.71947427244472 14:0.703712253163495 15:0.787301587301587 16:0.663492063492063 17:0.718757235324502 18:0.913085829698349 19:0.893650793650794 20:1.54307682217 21:0.3333 22:0.5079 23:0.8254 30:0.507947 #T0902:IntFOLD4_TS5
0.56277 1:0.34769 2:0.475351 3:0.625678332217085 4:0.398 5:0.627786713616946 6:0.277289 7:0.612711927852144 8:0.315362 9:0.369142 10:0.406486 11:0.362121 12:0.4766 13:0.71334025772972 14:0.721969235934778 15:0.749206349206349 16:0.641269841269841 17:0.732297815501731 18:0.914180645355983 19:0.871428571428571 20:1.56849056639 21:0.254 22:0.4762 23:0.8571 30:0.519753 #T0902:MULTICOM-CLUSTER_TS1
0.56277 1:0.34769 2:0.475351 3:0.625678332217085 4:0.398 5:0.627786713616946 6:0.277289 7:0.612711927852144 8:0.315362 9:0.369142 10:0.406486 11:0.362121 12:0.4766 13:0.71334025772972 14:0.721969235934778 15:0.749206349206349 16:0.641269841269841 17:0.732297815501731 18:0.914180645355983 19:0.871428571428571 20:1.56849056639 21:0.254 22:0.4762 23:0.8571 30:0.519753 #T0902:MULTICOM-CLUSTER_TS2
0.54113 1:0.34353 2:0.473462 3:0.652249344466586 4:0.396 5:0.630106557138763 6:0.268497 7:0.606806121303001 8:0.26589 9:0.361546 10:0.365814 11:0.322495 12:0.4751 13:0.732828826551769 14:0.714540532600256 15:0.761904761904762 16:0.647619047619048 17:0.726533561673997 18:0.911724436664814 19:0.877777777777778 20:1.56634019659 21:0.3333 22:0.4286 23:0.8095 30:0.518055 #T0902:MULTICOM-CLUSTER_TS3
0.54113 1:0.34353 2:0.473462 3:0.652249344466586 4:0.396 5:0.630106557138763 6:0.268497 7:0.606806121303001 8:0.26589 9:0.361546 10:0.365814 11:0.322495 12:0.4751 13:0.732828826551769 14:0.714540532600256 15:0.761904761904762 16:0.647619047619048 17:0.726533561673997 18:0.911724436664814 19:0.877777777777778 20:1.56634019659 21:0.3333 22:0.4286 23:0.8095 30:0.518055 #T0902:MULTICOM-CLUSTER_TS4
0.51948 1:0.33985 2:0.447774 3:0.624765685598318 4:0.367 5:0.623584832958004 6:0.265956 7:0.605550755248336 8:0.292921 9:0.337848 10:0.338007 11:0.321751 12:0.4485 13:0.70722196113123 14:0.715883575011017 15:0.765079365079365 16:0.673015873015873 17:0.725968880796226 18:0.914428054122506 19:0.880952380952381 20:1.49520463987 21:0.3175 22:0.4127 23:0.8095 30:0.492427 #T0902:MULTICOM-CLUSTER_TS5
0.57576 1:0.34107 2:0.480684 3:0.625650639429928 4:0.404 5:0.627648674009472 6:0.282148 7:0.611667908663107 8:0.313141 9:0.37844 10:0.40306 11:0.355802 12:0.4810 13:0.70449095813373 14:0.722955532705181 15:0.749206349206349 16:0.638095238095238 17:0.734078549730828 18:0.913992675349747 19:0.871428571428571 20:1.55846719715 21:0.2381 22:0.4921 23:0.8571 30:0.519861 #T0902:MULTICOM-CONSTRUCT_TS1
0.57576 1:0.34107 2:0.480684 3:0.625650639429928 4:0.404 5:0.627648674009472 6:0.282148 7:0.611667908663107 8:0.313141 9:0.37844 10:0.40306 11:0.355802 12:0.4810 13:0.70449095813373 14:0.722955532705181 15:0.749206349206349 16:0.638095238095238 17:0.734078549730828 18:0.913992675349747 19:0.871428571428571 20:1.55846719715 21:0.2381 22:0.4921 23:0.8571 30:0.519861 #T0902:MULTICOM-CONSTRUCT_TS2
0.5368 1:0.32732 2:0.471953 3:0.649382750345183 4:0.394 5:0.623841467141629 6:0.266006 7:0.598783084022139 8:0.255311 9:0.323164 10:0.346122 11:0.304879 12:0.4733 13:0.717307147003882 14:0.715316978993977 15:0.73968253968254 16:0.644444444444444 17:0.727870822806616 18:0.910776077804357 19:0.865079365079365 20:1.55033165962 21:0.3492 22:0.4127 23:0.8254 30:0.512723 #T0902:MULTICOM-CONSTRUCT_TS3
0.5368 1:0.32732 2:0.471953 3:0.649382750345183 4:0.394 5:0.623841467141629 6:0.266006 7:0.598783084022139 8:0.255311 9:0.323164 10:0.346122 11:0.304879 12:0.4733 13:0.717307147003882 14:0.715316978993977 15:0.73968253968254 16:0.644444444444444 17:0.727870822806616 18:0.910776077804357 19:0.865079365079365 20:1.55033165962 21:0.3492 22:0.4127 23:0.8254 30:0.512723 #T0902:MULTICOM-CONSTRUCT_TS4
