0.09498 1:0.12293 2:0.0589784 3:0.466888592599144 4:0.030 5:0.565612050457507 6:0.13982 7:0.431376625445069 8:0.0164818 9:0.0340269 10:0.0460085 11:0.0329553 12:0.0571 13:0.5850701563519 14:0.757090200721911 15:0.5 16:0.485549132947977 17:0.763660618471096 18:0.932292993606688 19:0.732658959537572 20:1.40239835399 21:0.0435 22:0 23:0.029 30:0.091143 #T0886:ACOMPMOD_TS1
0.11026 1:0.16106 2:0.095944 3:0.545539036802374 4:0.063 5:0.517317268897957 6:0.192059 7:0.462283328915941 8:0.2186 9:0.255653 10:0.311817 11:0.268592 12:0.0853 13:0.635629939429338 14:0.663948358511106 15:0.627167630057804 16:0.557803468208092 17:0.67776146016256 18:0.914791961316956 19:0.804913294797688 20:1.55819338787 21:0.1014 22:0.1304 23:0 30:0.153915 #T0886:FALCON_TOPOX_TS2
0.10371 1:0.16330 2:0.0909276 3:0.523045554634006 4:0.058 5:0.537282834805342 6:0.198077 7:0.472482420953091 8:0.261939 9:0.269579 10:0.315022 11:0.30288 12:0.0817 13:0.634385010311993 14:0.690303852103665 15:0.630057803468208 16:0.543352601156069 17:0.701882911269359 18:0.918021565966517 19:0.80635838150289 20:1.51854689813 21:0.1159 22:0.1304 23:0 30:0.144968 #T0886:FALCON_TOPOX_TS3
0.10153 1:0.17038 2:0.0953597 3:0.561810348624935 4:0.062 5:0.515115526493671 6:0.194371 7:0.453292724598883 8:0.242687 9:0.241276 10:0.350601 11:0.290443 12:0.0845 13:0.62607299952639 14:0.67729798896125 15:0.635838150289017 16:0.554913294797688 17:0.69218330551056 18:0.912748540962829 19:0.809248554913295 20:1.54401599866 21:0.087 22:0.1159 23:0 30:0.152383 #T0886:FALCON_TOPOX_TS4
0.10153 1:0.16743 2:0.0943881 3:0.537699470672029 4:0.061 5:0.518642845093664 6:0.190391 7:0.459386973020609 8:0.206924 9:0.262831 10:0.294583 11:0.265627 12:0.0856 13:0.637137321242402 14:0.678176505414335 15:0.621387283236994 16:0.569364161849711 17:0.691002101472518 18:0.917348648006078 19:0.800578034682081 20:1.51329121216 21:0.1304 22:0.1014 23:0 30:0.150533 #T0886:FALCON_TOPOX_TS5
0.1059 1:0.16755 2:0.0964052 3:0.541753115455818 4:0.064 5:0.516312028041889 6:0.19318 7:0.447873692806976 8:0.222673 9:0.245322 10:0.297376 11:0.263492 12:0.0856 13:0.622185612841041 14:0.682359007658372 15:0.644508670520231 16:0.557803468208092 17:0.697687598760223 18:0.917362773385248 19:0.813583815028902 20:1.55976371213 21:0.1159 22:0.1304 23:0 30:0.154451 #T0886:FALCON_TOPO_TS1
0.10371 1:0.16894 2:0.0955194 3:0.524837090631239 4:0.063 5:0.519660407730655 6:0.197599 7:0.450491143571917 8:0.214005 9:0.27311 10:0.301032 11:0.261524 12:0.0850 13:0.637330018566126 14:0.686350528064781 15:0.647398843930636 16:0.560693641618497 17:0.698750345098946 18:0.917141769389881 19:0.816473988439306 20:1.55327248162 21:0.1159 22:0.1159 23:0 30:0.152775 #T0886:FALCON_TOPO_TS2
0.10262 1:0.16006 2:0.0951097 3:0.530390123781811 4:0.061 5:0.520068840302387 6:0.170614 7:0.455796584267867 8:0.18891 9:0.184947 10:0.272071 11:0.21394 12:0.0851 13:0.630426809062449 14:0.685930368022001 15:0.638728323699422 16:0.549132947976879 17:0.700018957951253 18:0.917202187652182 19:0.812138728323699 20:1.50244539047 21:0.1159 22:0.1304 23:0 30:0.148607 #T0886:FALCON_TOPO_TS3
0.1048 1:0.15965 2:0.0941045 3:0.517868054166519 4:0.061 5:0.523142776591832 6:0.183469 7:0.45723117032045 8:0.229231 9:0.263795 10:0.31308 11:0.277023 12:0.0846 13:0.631931996834528 14:0.687286339069155 15:0.630057803468208 16:0.552023121387283 17:0.701683218096541 18:0.920802722718762 19:0.80635838150289 20:1.55368659564 21:0.087 22:0.1304 23:0 30:0.149672 #T0886:FALCON_TOPO_TS4
0.10371 1:0.16480 2:0.0920007 3:0.51339482745293 4:0.058 5:0.518823585927366 6:0.175014 7:0.451204296147323 8:0.197662 9:0.238892 10:0.274644 11:0.254586 12:0.0817 13:0.634511356810076 14:0.684727182444949 15:0.630057803468208 16:0.569364161849711 17:0.699624856596053 18:0.914001250207352 19:0.80635838150289 20:1.50980303425 21:0.1014 22:0.1159 23:0 30:0.145461 #T0886:FALCON_TOPO_TS5
0.11681 1:0.17872 2:0.0734306 3:0.489789058955546 4:0.042 5:0.632399423083614 6:0.213325 7:0.548209955382116 8:0.225936 9:0.234469 10:0.291867 11:0.260029 12:0.0628 13:0.656819533319917 14:0.767365023586257 15:0.61849710982659 16:0.554913294797688 17:0.774564265117621 18:0.936751522809321 19:0.800578034682081 20:1.52938365954 21:0.2319 22:0.1594 23:0.058 30:0.127527 #T0886:FFAS-3D_TS1
0.10044 1:0.16723 2:0.0751052 3:0.533171653744126 4:0.049 5:0.342948803187392 6:0.115047 7:0.301649992008737 8:0.196141 9:0.182131 10:0.289386 11:0.282239 12:0.0377 13:0.579443954357895 14:0.541777276980959 15:0.502890173410405 16:0.586705202312139 17:0.562581929714077 18:0.683286584020514 19:0.735549132947977 20:1.42342037218 21:0.1014 22:0.0145 23:0 30:0.138015 #T0886:FLOUDAS_SERVER_TS1
0.10153 1:0.17703 2:0.0747157 3:0.534018787603616 4:0.049 5:0.340942189225593 6:0.114044 7:0.306239700505225 8:0.113513 9:0.203671 10:0.297689 11:0.25246 12:0.0364 13:0.579081407999322 14:0.53484463627509 15:0.528901734104046 16:0.595375722543353 17:0.557410132806328 18:0.653444206213503 19:0.754335260115607 20:1.40691196147 21:0.1594 22:0.0145 23:0 30:0.140194 #T0886:FLOUDAS_SERVER_TS2
0.09825 1:0.17267 2:0.0746985 3:0.53133803957542 4:0.050 5:0.342414572550062 6:0.122162 7:0.304383418395887 8:0.0916782 9:0.187032 10:0.271405 11:0.220888 12:0.0368 13:0.578138348658836 14:0.541414411489467 15:0.517341040462428 16:0.589595375722543 17:0.563277796041976 18:0.655799415667395 19:0.744219653179191 20:1.43371109208 21:0.1594 22:0.0145 23:0 30:0.140523 #T0886:FLOUDAS_SERVER_TS3
0.10153 1:0.16622 2:0.0749843 3:0.541725263305658 4:0.050 5:0.345767725013544 6:0.105765 7:0.297420219870719 8:0.159127 9:0.212749 10:0.314338 11:0.299155 12:0.0386 13:0.569142402338696 14:0.55503141651229 15:0.511560693641618 16:0.592485549132948 17:0.577271911116636 18:0.702212614725147 19:0.742774566473988 20:1.44316739318 21:0.0725 22:0.0145 23:0 30:0.137713 #T0886:FLOUDAS_SERVER_TS4
0.09934 1:0.15935 2:0.0752821 3:0.520606648968125 4:0.050 5:0.360479138912221 6:0.110552 7:0.303009464851762 8:0.0763882 9:0.177589 10:0.35179 11:0.279662 12:0.0388 13:0.568624684322896 14:0.578159317048949 15:0.502890173410405 16:0.592485549132948 17:0.598429969533853 18:0.743572948884263 19:0.736994219653179 20:1.46140814489 21:0.1159 22:0.029 23:0 30:0.137607 #T0886:FLOUDAS_SERVER_TS5
0.09716 1:0.19259 2:0.0701142 3:0.54051596579516 4:0.040 5:0.404057182652498 6:0.107322 7:0.343582357777719 8:0.168802 9:0.263617 10:0.399184 11:0.210944 12:0.0589 13:0.596258933151354 14:0.620633677737247 15:0.763005780346821 16:0.609826589595376 17:0.641472390840389 18:0.907891113747939 19:0.878612716763006 20:1.39375965078 21:0.6087 22:0.4783 23:0 30:0.157368 #T0886:GAPF_LNCC_SERVER_TS1
0.09607 1:0.19593 2:0.0671537 3:0.51509697947288 4:0.037 5:0.395624703825566 6:0.116607 7:0.338706698898094 8:0.142458 9:0.235447 10:0.415378 11:0.197813 12:0.0504 13:0.577753407950902 14:0.611581138633716 15:0.757225433526012 16:0.621387283236994 17:0.628586074652611 18:0.881675522246739 19:0.875722543352601 20:1.42736072802 21:0.5942 22:0.4203 23:0 30:0.151349 #T0886:GAPF_LNCC_SERVER_TS2
0.09607 1:0.18421 2:0.0671366 3:0.524088510533855 4:0.040 5:0.408450261059946 6:0.104418 7:0.347764439013345 8:0.177958 9:0.201647 10:0.38033 11:0.210441 12:0.0507 13:0.597484494182765 14:0.625236340024064 15:0.745664739884393 16:0.578034682080925 17:0.646692311351148 18:0.883117346293957 19:0.86849710982659 20:1.39655972369 21:0.6087 22:0.4348 23:0 30:0.152558 #T0886:GAPF_LNCC_SERVER_TS3
0.08843 1:0.19333 2:0.0665881 3:0.547359110541156 4:0.038 5:0.401714290143092 6:0.10721 7:0.352307757229873 8:0.182927 9:0.229865 10:0.397359 11:0.22693 12:0.0486 13:0.601166246268239 14:0.60684478906056 15:0.760115606936416 16:0.624277456647399 17:0.628694154962632 18:0.880491357482497 19:0.875722543352601 20:1.3720189982 21:0.5942 22:0.3188 23:0 30:0.147718 #T0886:GAPF_LNCC_SERVER_TS4
0.09607 1:0.17927 2:0.0666194 3:0.529165743260765 4:0.038 5:0.409137693552155 6:0.109432 7:0.345761138821555 8:0.148209 9:0.270638 10:0.380105 11:0.208868 12:0.0516 13:0.573298899499305 14:0.627050667481522 15:0.760115606936416 16:0.604046242774566 17:0.645444559116052 18:0.894263842154046 19:0.877167630057804 20:1.41703494797 21:0.5797 22:0.4638 23:0 30:0.148861 #T0886:GAPF_LNCC_SERVER_TS5
0.09607 1:0.15973 2:0.110811 3:0.522857274098923 4:0.080 5:0.504953670656912 6:0.104095 7:0.46310591044902 8:0.0685962 9:0.11081 10:0.132803 11:0.0691014 12:0.0922 13:0.655567341170347 14:0.662554191096427 15:0.583815028901734 16:0.563583815028902 17:0.679241186347587 18:0.860187784888821 19:0.774566473988439 20:1.33669348585 21:0.1014 22:0.087 23:0 30:0.158883 #T0886:HHGG_TS1
0.09498 1:0.15643 2:0.11078 3:0.512449568325952 4:0.080 5:0.501239636765093 6:0.108898 7:0.456967179417171 8:0.0803022 9:0.11975 10:0.151762 11:0.08488 12:0.0922 13:0.650920664991125 14:0.661981245583545 15:0.578034682080925 16:0.557803468208092 17:0.678685327154737 18:0.860175431239499 19:0.771676300578035 20:1.34278340299 21:0.1014 22:0.0725 23:0 30:0.158736 #T0886:HHGG_TS2
0.09716 1:0.16134 2:0.111015 3:0.513976723143971 4:0.080 5:0.500365507892683 6:0.106181 7:0.458905251436208 8:0.0807905 9:0.11805 10:0.151798 11:0.0861631 12:0.0922 13:0.658010367978501 14:0.663929260327343 15:0.578034682080925 16:0.557803468208092 17:0.680857595294165 18:0.860035749202962 19:0.771676300578035 20:1.32781558251 21:0.1159 22:0.087 23:0 30:0.160053 #T0886:HHGG_TS3
0.09498 1:0.16082 2:0.110959 3:0.527937763384929 4:0.080 5:0.503898489604819 6:0.101355 7:0.463230166972998 8:0.074694 9:0.100571 10:0.13428 11:0.0750291 12:0.0922 13:0.654043466221604 14:0.664234831267546 15:0.589595375722543 16:0.557803468208092 17:0.681126711657193 18:0.860094203896722 19:0.777456647398844 20:1.32046051092 21:0.1014 22:0.087 23:0 30:0.158609 #T0886:HHGG_TS4
0.09498 1:0.16147 2:0.110832 3:0.526530758457755 4:0.080 5:0.500102970529178 6:0.100076 7:0.458342672078527 8:0.0631651 9:0.0998405 10:0.115604 11:0.0536614 12:0.0922 13:0.653977115395964 14:0.66131280915185 15:0.57514450867052 16:0.563583815028902 17:0.67732917882884 18:0.860035194538564 19:0.770231213872832 20:1.31492923614 21:0.1014 22:0.087 23:0 30:0.158187 #T0886:HHGG_TS5
0.09716 1:0.14589 2:0.110716 3:0.455697170170124 4:0.079 5:0.475343102475658 6:0.0972004 7:0.400548828769434 8:0.0185122 9:0.0440333 10:0.0850228 11:0.000729643 12:0.0915 13:0.614824529680835 14:0.662191325604935 15:0.569364161849711 16:0.554913294797688 17:0.678750421372149 18:0.860298884629046 19:0.767341040462428 20:1.30513675184 21:0.1014 22:0.087 23:0 30:0.154338 #T0886:HHPred0_TS1
0.09716 1:0.14589 2:0.110716 3:0.455697170170124 4:0.079 5:0.475343102475658 6:0.0972004 7:0.400548828769434 8:0.0185122 9:0.0440333 10:0.0850228 11:0.000729643 12:0.0915 13:0.614824529680835 14:0.662191325604935 15:0.569364161849711 16:0.554913294797688 17:0.678750421372149 18:0.860298884629046 19:0.767341040462428 20:1.30513675184 21:0.1014 22:0.087 23:0 30:0.154338 #T0886:HHPred1_TS1
0.119 1:0.21339 2:0.0803075 3:0.529107982186279 4:0.050 5:0.591144868177774 6:0.214464 7:0.512634788386919 8:0.241851 9:0.238435 10:0.315242 11:0.226075 12:0.0645 13:0.658198979846599 14:0.743186722942648 15:0.716763005780347 16:0.592485549132948 17:0.752281291454144 18:0.922845355883939 19:0.854046242774566 20:1.50655678633 21:0.4783 22:0.3188 23:0 30:0.148003 #T0886:IntFOLD4_TS1
0.12664 1:0.15222 2:0.0784373 3:0.467982967853134 4:0.048 5:0.637343656429704 6:0.18965 7:0.511131440735907 8:0.187802 9:0.155933 10:0.258245 11:0.196116 12:0.0710 13:0.63256524245666 14:0.789728996772407 15:0.572254335260116 16:0.505780346820809 17:0.796252479560144 18:0.939016217789889 19:0.742774566473988 20:1.5867449731 21:0.3188 22:0.3188 23:0 30:0.136609 #T0886:IntFOLD4_TS2
0.12664 1:0.15222 2:0.0784373 3:0.467982967853134 4:0.048 5:0.637343656429704 6:0.18965 7:0.511131440735907 8:0.187802 9:0.155933 10:0.258245 11:0.196116 12:0.0710 13:0.63256524245666 14:0.789728996772407 15:0.572254335260116 16:0.505780346820809 17:0.796252479560144 18:0.939016217789889 19:0.742774566473988 20:1.5867449731 21:0.3188 22:0.3188 23:0 30:0.136609 #T0886:IntFOLD4_TS3
0.13974 1:0.16365 2:0.075153 3:0.414692806209538 4:0.039 5:0.652383408565649 6:0.183445 7:0.530852500577147 8:0.201117 9:0.221393 10:0.263766 11:0.22002 12:0.0624 13:0.62784063999419 14:0.793987891751494 15:0.684971098265896 16:0.540462427745665 17:0.803084684781674 18:0.94246088673671 19:0.836705202312139 20:1.46480961067 21:0.2319 22:0.1304 23:0.1884 30:0.130532 #T0886:IntFOLD4_TS4
0.09389 1:0.14916 2:0.0679343 3:0.453706384175591 4:0.035 5:0.631623353744303 6:0.18332 7:0.510417594474486 8:0.192677 9:0.132246 10:0.195979 11:0.160281 12:0.0630 13:0.606677298938841 14:0.795687630106377 15:0.531791907514451 16:0.534682080924855 17:0.799758536317075 18:0.940374504570096 19:0.722543352601156 20:1.57771847415 21:0.2609 22:0.1739 23:0 30:0.113886 #T0886:IntFOLD4_TS5
0.12227 1:0.21407 2:0.0804851 3:0.593975219984852 4:0.048 5:0.538885434259117 6:0.169516 7:0.501736547552454 8:0.279676 9:0.336291 10:0.332341 11:0.249106 12:0.0665 13:0.673419571753463 14:0.681308607551422 15:0.809248554913295 16:0.673410404624277 17:0.693867291544319 18:0.92834980100388 19:0.903179190751445 20:1.53570304322 21:0.5942 22:0.4348 23:0 30:0.163892 #T0886:MULTICOM-CLUSTER_TS1
0.10808 1:0.27461 2:0.0930918 3:0.612343490198357 4:0.063 5:0.578307595465186 6:0.206114 7:0.551673052751214 8:0.319872 9:0.341188 10:0.360151 11:0.268544 12:0.0793 13:0.710523452784995 14:0.692614732338955 15:0.783236994219653 16:0.653179190751445 17:0.706566889332256 18:0.928932321539711 19:0.880057803468208 20:1.56897383034 21:0.6377 22:0.2899 23:0 30:0.184409 #T0886:MULTICOM-CLUSTER_TS2
0.12227 1:0.22857 2:0.0888052 3:0.602606532760385 4:0.055 5:0.552705460837281 6:0.187102 7:0.523433962201327 8:0.27566 9:0.297672 10:0.274522 11:0.222334 12:0.0744 13:0.69064006984616 14:0.679627967380302 15:0.763005780346821 16:0.647398843930636 17:0.695394634695059 18:0.931221747320277 19:0.874277456647399 20:1.49792944232 21:0.3913 22:0.3333 23:0 30:0.160138 #T0886:MULTICOM-CLUSTER_TS3
0.0786 1:0.20498 2:0.0658015 3:0.528880880038818 4:0.038 5:0.372973400128728 6:0.107607 7:0.332377811193096 8:0.113606 9:0.194567 10:0.283861 11:0.180341 12:0.0337 13:0.59030075005939 14:0.540192127728653 15:0.621387283236994 16:0.601156069364162 17:0.569114415597747 18:0.577568798330665 19:0.810693641618497 20:1.39389647568 21:0.1159 22:0.0145 23:0.029 30:0.130765 #T0886:MULTICOM-CLUSTER_TS4
0.07314 1:0.18465 2:0.0633455 3:0.474430097873313 4:0.034 5:0.399862004942868 6:0.0922395 7:0.360636303263987 8:0.0758555 9:0.0870467 10:0.173397 11:0.111818 12:0.0336 13:0.61995525669523 14:0.556425583926969 15:0.540462427745665 16:0.554913294797688 17:0.580958859944489 18:0.62426398266803 19:0.748554913294798 20:1.31815433726 21:0.029 22:0.0435 23:0 30:0.113351 #T0886:MULTICOM-CLUSTER_TS5
0.10808 1:0.25032 2:0.0930918 3:0.612343490198357 4:0.063 5:0.578307595465186 6:0.206114 7:0.551673052751214 8:0.319872 9:0.341188 10:0.360151 11:0.268544 12:0.0793 13:0.710523452784995 14:0.692614732338955 15:0.783236994219653 16:0.653179190751445 17:0.706566889332256 18:0.928932321539711 19:0.880057803468208 20:1.56897383034 21:0.6377 22:0.2899 23:0 30:0.182101 #T0886:MULTICOM-CONSTRUCT_TS1
0.10808 1:0.27035 2:0.0930918 3:0.612343490198357 4:0.063 5:0.578307595465186 6:0.206114 7:0.551673052751214 8:0.319872 9:0.341188 10:0.360151 11:0.268544 12:0.0793 13:0.710523452784995 14:0.692614732338955 15:0.783236994219653 16:0.653179190751445 17:0.706566889332256 18:0.928932321539711 19:0.880057803468208 20:1.56897383034 21:0.6377 22:0.2899 23:0 30:0.184005 #T0886:MULTICOM-CONSTRUCT_TS2
0.12227 1:0.23360 2:0.0888052 3:0.602606532760385 4:0.054 5:0.552705460837281 6:0.187102 7:0.523433962201327 8:0.27566 9:0.297672 10:0.274522 11:0.222334 12:0.0744 13:0.69064006984616 14:0.679627967380302 15:0.763005780346821 16:0.647398843930636 17:0.695394634695059 18:0.931221747320277 19:0.874277456647399 20:1.49792944232 21:0.3913 22:0.3333 23:0 30:0.160164 #T0886:MULTICOM-CONSTRUCT_TS3
0.07424 1:0.20691 2:0.0660478 3:0.551541475108148 4:0.037 5:0.371604717456349 6:0.105238 7:0.331693511627287 8:0.0904165 9:0.186543 10:0.270772 11:0.167376 12:0.0331 13:0.591341557708574 14:0.539791065869636 15:0.61271676300578 16:0.601156069364162 17:0.568640390473833 18:0.571385536075635 19:0.80635838150289 20:1.38234515559 21:0.1014 22:0.0145 23:0.029 30:0.129811 #T0886:MULTICOM-CONSTRUCT_TS4
0.15393 1:0.23728 2:0.0808985 3:0.624122892941991 4:0.049 5:0.549352942298421 6:0.217189 7:0.526364872317377 8:0.333639 9:0.354225 10:0.353767 11:0.298834 12:0.0657 13:0.696540073023736 14:0.665247035006971 15:0.783236994219653 16:0.630057803468208 17:0.683954294320021 18:0.92811392247761 19:0.884393063583815 20:1.58148263982 21:0.6377 22:0.3188 23:0.029 30:0.172419 #T0886:MULTICOM-CONSTRUCT_TS5
0.08734 1:0.18745 2:0.0638664 3:0.416186538447365 4:0.035 5:0.605906928836625 6:0.203356 7:0.511195389907035 8:0.28997 9:0.220029 10:0.393743 11:0.267982 12:0.0642 13:0.666516816189299 14:0.768128950936766 15:0.46242774566474 16:0.528901734104046 17:0.775690063509033 18:0.927333391280859 19:0.651734104046243 20:1.60707825308 21:0.029 22:0.1449 23:0 30:0.114192 #T0886:MULTICOM-NOVEL_TS1
0.17249 1:0.19298 2:0.0734955 3:0.493289859983385 4:0.042 5:0.509896085517324 6:0.132574 7:0.442693462436625 8:0.168242 9:0.0760701 10:0.185374 11:0.084062 12:0.0600 13:0.648929913252159 14:0.700254005844044 15:0.53757225433526 16:0.606936416184971 17:0.710319702743822 18:0.918708254005113 19:0.751445086705202 20:1.40162188109 21:0.4783 22:0.3913 23:0.087 30:0.151392 #T0886:MULTICOM-NOVEL_TS2
0.11245 1:0.14543 2:0.0777172 3:0.374721971267208 4:0.047 5:0.645497011665068 6:0.184155 7:0.484491339824015 8:0.166638 9:0.109911 10:0.11664 11:0.133205 12:0.0600 13:0.563482457507479 14:0.796699833845801 15:0.520231213872832 16:0.557803468208092 17:0.806545234404924 18:0.946094938132477 19:0.728323699421965 20:1.4129514292 21:0.1159 22:0.029 23:0 30:0.100271 #T0886:MULTICOM-NOVEL_TS3
0.08297 1:0.18188 2:0.0612455 3:0.364721763875813 4:0.033 5:0.587967957494819 6:0.196168 7:0.474819188997807 8:0.265959 9:0.234643 10:0.353276 11:0.256661 12:0.0609 13:0.620467149153932 14:0.770306143885716 15:0.439306358381503 16:0.540462427745665 17:0.777446262708255 18:0.930333001954357 19:0.643063583815029 20:1.58210653911 21:0.0145 22:0.029 23:0 30:0.103421 #T0886:MULTICOM-NOVEL_TS4
0.09279 1:0.17943 2:0.0681373 3:0.468034387207276 4:0.038 5:0.520019467343277 6:0.136302 7:0.448852830638502 8:0.189848 9:0.116188 10:0.238834 11:0.11098 12:0.0604 13:0.653620470251074 14:0.708809992169745 15:0.554913294797688 16:0.586705202312139 17:0.721422860381945 18:0.925547505010471 19:0.767341040462428 20:1.42206353216 21:0.3188 22:0.1739 23:0 30:0.124988 #T0886:MULTICOM-NOVEL_TS5
0.10153 1:0.20355 2:0.0789022 3:0.529819454649758 4:0.043 5:0.579799489087918 6:0.17211 7:0.52661407902915 8:0.249244 9:0.228536 10:0.313928 11:0.192631 12:0.0691 13:0.672796237144055 14:0.711617425182865 15:0.670520231213873 16:0.641618497109827 17:0.733432081569411 18:0.933805932947247 19:0.833815028901734 20:1.42960424548 21:0.4058 22:0.3333 23:0.0725 30:0.147620 #T0886:MULTICOM-REFINE_TS1
0.1179 1:0.20922 2:0.077491 3:0.540309088593662 4:0.042 5:0.545907352571335 6:0.163024 7:0.503116202329897 8:0.230471 9:0.237936 10:0.308771 11:0.210414 12:0.0665 13:0.666911138313857 14:0.682931953171253 15:0.682080924855491 16:0.65606936416185 17:0.703245359595348 18:0.923906901958801 19:0.838150289017341 20:1.42988709743 21:0.3913 22:0.3623 23:0.1884 30:0.162093 #T0886:MULTICOM-REFINE_TS2
0.14192 1:0.19871 2:0.0799172 3:0.583131212422093 4:0.045 5:0.519380887777772 6:0.160425 7:0.487656759165535 8:0.254558 9:0.287915 10:0.339984 11:0.263788 12:0.0672 13:0.655390153446687 14:0.656251790454728 15:0.676300578034682 16:0.647398843930636 17:0.673800595797828 18:0.929706706540898 19:0.835260115606936 20:1.42358613482 21:0.4493 22:0.2609 23:0.1014 30:0.158325 #T0886:MULTICOM-REFINE_TS3
