0.12063 1:0.12570 2:0.0741877 3:0.45028164818936 4:0.043 5:0.633142100516969 6:0.124336 7:0.525647530342683 8:0.0149188 9:0.00236005 10:-0.0233621 11:0.00631182 12:0.0645 13:0.643892505856993 14:0.784019266162823 15:0.398148148148148 16:0.503086419753086 17:0.790158971284697 18:0.934607967112374 19:0.685185185185185 20:1.30655516389 21:0.2154 22:0.0769 23:0 30:0.106236 #T0894:ACOMPMOD_TS1
0.15035 1:0.24151 2:0.10829 3:0.557346965038816 4:0.070 5:0.740193497871618 6:0.221466 7:0.707776686602757 8:0.313447 9:0.302989 10:0.275001 11:0.273659 12:0.0932 13:0.789654570014069 14:0.793985197948075 15:0.694444444444444 16:0.564814814814815 17:0.800770269916903 18:0.932590407525687 19:0.83179012345679 20:1.4194664734 21:0.1538 22:0.1385 23:0.0308 30:0.155497 #T0894:BhageerathH-Plus_TS2
0.3986 1:0.32070 2:0.108575 3:0.569766607176277 4:0.066 5:0.757659405286987 6:0.242616 7:0.727427203495098 8:0.301702 9:0.344236 10:0.265168 11:0.294207 12:0.0999 13:0.805808483358654 14:0.790128049496809 15:0.743827160493827 16:0.564814814814815 17:0.801066007426491 18:0.932666300566192 19:0.861111111111111 20:1.51750070992 21:0.3385 22:0.4615 23:0.1692 30:0.196978 #T0894:BhageerathH-Plus_TS3
0.15559 1:0.24942 2:0.108818 3:0.533808593391897 4:0.070 5:0.740739089479634 6:0.226097 7:0.710395696814967 8:0.303674 9:0.301494 10:0.248766 11:0.242329 12:0.0945 13:0.79375555673406 14:0.79091122684732 15:0.685185185185185 16:0.537037037037037 17:0.799511949139921 18:0.933464381740238 19:0.830246913580247 20:1.39504784383 21:0.1846 22:0.1385 23:0.0308 30:0.155943 #T0894:BhageerathH-Plus_TS4
0.1521 1:0.29066 2:0.108684 3:0.542491808972544 4:0.069 5:0.747301925230619 6:0.236372 7:0.719753008642924 8:0.305781 9:0.283727 10:0.247873 11:0.259297 12:0.0928 13:0.816298817371014 14:0.791009124016133 15:0.675925925925926 16:0.552469135802469 17:0.799555271468959 18:0.932537130186494 19:0.825617283950617 20:1.43987592378 21:0.1538 22:0.1231 23:0.0308 30:0.160491 #T0894:BhageerathH-Plus_TS5
0.44406 1:0.34224 2:0.139589 3:0.550264766249127 4:0.094 5:0.698658470205301 6:0.262961 7:0.631274938627183 8:0.378101 9:0.377651 10:0.466059 11:0.333574 12:0.1270 13:0.722154172268895 14:0.767690018404668 15:0.802469135802469 16:0.645061728395062 17:0.780083106092701 18:0.929369919413188 19:0.893518518518518 20:1.55174831743 21:0.4 22:0.4308 23:0.1846 30:0.235625 #T0894:FALCON_TOPOX_TS1
0.47203 1:0.35795 2:0.141375 3:0.580144416696101 4:0.096 5:0.691510482309481 6:0.239956 7:0.623741771325217 8:0.357701 9:0.355418 10:0.43869 11:0.309049 12:0.1286 13:0.731464606918582 14:0.767455065199514 15:0.796296296296296 16:0.638888888888889 17:0.779753608328198 18:0.927076272662515 19:0.890432098765432 20:1.54935830396 21:0.3846 22:0.4615 23:0.1846 30:0.240658 #T0894:FALCON_TOPOX_TS2
0.47028 1:0.34771 2:0.141249 3:0.554062683889475 4:0.096 5:0.703097978448139 6:0.263774 7:0.640174026687338 8:0.372828 9:0.39789 10:0.469974 11:0.344874 12:0.1287 13:0.735542742788334 14:0.764263617496182 15:0.805555555555556 16:0.645061728395062 17:0.777310164391855 18:0.930327201289732 19:0.895061728395062 20:1.51544931594 21:0.4 22:0.4308 23:0.1846 30:0.236922 #T0894:FALCON_TOPOX_TS3
0.44231 1:0.34496 2:0.137108 3:0.561353312371591 4:0.093 5:0.681910658033715 6:0.243177 7:0.632168745827881 8:0.346741 9:0.356613 10:0.456267 11:0.325035 12:0.1236 13:0.747828155367064 14:0.747464463327721 15:0.817901234567901 16:0.62037037037037 17:0.761142487481892 18:0.921946216901791 19:0.901234567901235 20:1.57758792477 21:0.3846 22:0.4 23:0.1846 30:0.237977 #T0894:FALCON_TOPOX_TS4
0.44755 1:0.36269 2:0.13919 3:0.572847820724865 4:0.092 5:0.684120042036878 6:0.248208 7:0.627245514071419 8:0.373898 9:0.391949 10:0.450735 11:0.327692 12:0.1259 13:0.741919845768459 14:0.753729882131809 15:0.805555555555556 16:0.657407407407407 17:0.765951277964117 18:0.925192170807897 19:0.895061728395062 20:1.54602055966 21:0.4154 22:0.4 23:0.1846 30:0.238815 #T0894:FALCON_TOPOX_TS5
0.44231 1:0.35298 2:0.139259 3:0.587373900036082 4:0.092 5:0.687532933332803 6:0.243204 7:0.628677087197284 8:0.367981 9:0.361535 10:0.456139 11:0.320978 12:0.1270 13:0.742447677012201 14:0.764361514664996 15:0.827160493827161 16:0.645061728395062 17:0.776527114746656 18:0.923948096439891 19:0.905864197530864 20:1.55312726797 21:0.3846 22:0.4462 23:0.1692 30:0.237168 #T0894:FALCON_TOPO_TS1
0.44755 1:0.29094 2:0.140921 3:0.548305613625663 4:0.093 5:0.69623708119699 6:0.240812 7:0.629553069162352 8:0.345156 9:0.380999 10:0.430862 11:0.317097 12:0.1274 13:0.741161946237331 14:0.764361514664996 15:0.808641975308642 16:0.626543209876543 17:0.776540290146985 18:0.928927153686725 19:0.896604938271605 20:1.52685988135 21:0.4 22:0.3846 23:0.1846 30:0.230663 #T0894:FALCON_TOPO_TS2
0.45105 1:0.35163 2:0.142447 3:0.578794380389551 4:0.094 5:0.690397702687282 6:0.246645 7:0.626812153002977 8:0.370511 9:0.392248 10:0.457138 11:0.329519 12:0.1291 13:0.737420178002664 14:0.763832869953401 15:0.820987654320988 16:0.635802469135803 17:0.775212402162872 18:0.928078678042086 19:0.902777777777778 20:1.52680508985 21:0.3846 22:0.4462 23:0.1692 30:0.237614 #T0894:FALCON_TOPO_TS3
0.4458 1:0.26109 2:0.140827 3:0.551379475919538 4:0.094 5:0.689470960823965 6:0.234009 7:0.618378048420284 8:0.351441 9:0.394774 10:0.458025 11:0.330467 12:0.1285 13:0.742910777178474 14:0.766241140306222 15:0.820987654320988 16:0.645061728395062 17:0.778627285859776 18:0.929883367306524 19:0.902777777777778 20:1.5226577068 21:0.3692 22:0.4462 23:0.1846 30:0.229980 #T0894:FALCON_TOPO_TS4
0.45455 1:0.25779 2:0.140051 3:0.547141088393908 4:0.093 5:0.693671659461482 6:0.24156 7:0.62736635515636 8:0.390905 9:0.409258 10:0.483552 11:0.351923 12:0.1273 13:0.733232077290466 14:0.76481184164154 15:0.811728395061728 16:0.638888888888889 17:0.775158251814217 18:0.930146102558756 19:0.898148148148148 20:1.56803620496 21:0.4 22:0.4615 23:0.1538 30:0.229289 #T0894:FALCON_TOPO_TS5
0.39161 1:0.24714 2:0.113305 3:0.546305899373258 4:0.072 5:0.674468448138594 6:0.191077 7:0.612927051402401 8:0.226565 9:0.229003 10:0.303157 11:0.207478 12:0.0972 13:0.716092301837115 14:0.762716842228923 15:0.762345679012346 16:0.558641975308642 17:0.774089827986504 18:0.919939619597198 19:0.87962962962963 20:1.55853633468 21:0.3538 22:0.4154 23:0.1231 30:0.193435 #T0894:FFAS-3D_TS1
0.18706 1:0.15245 2:0.0737918 3:0.496849684657118 4:0.049 5:0.361783151691029 6:0.0954543 7:0.314575318005538 8:0.0208568 9:0.174289 10:0.20301 11:0.218114 12:0.0388 13:0.590498803644906 14:0.584994321964209 15:0.45679012345679 16:0.521604938271605 17:0.609628151353054 18:0.760448003610343 19:0.719135802469136 20:1.32762107433 21:0.1846 22:0.0769 23:0.0615 30:0.138962 #T0894:FLOUDAS_SERVER_TS1
0.19406 1:0.15677 2:0.0752062 3:0.528873652860953 4:0.049 5:0.363930080623759 6:0.089534 7:0.313409618393355 8:-0.0167805 9:0.146372 10:0.171641 11:0.213972 12:0.0378 13:0.600015051925243 14:0.594020440928848 15:0.459876543209877 16:0.530864197530864 17:0.615343705619407 18:0.759085225098842 19:0.720679012345679 20:1.33112051814 21:0.1692 22:0.0769 23:0.0615 30:0.140575 #T0894:FLOUDAS_SERVER_TS2
0.13986 1:0.15359 2:0.0619623 3:0.481707829657072 4:0.032 5:0.381930786426653 6:0.0830765 7:0.315555959468813 8:-0.000641795 9:0.090951 10:0.145691 11:0.184615 12:0.0369 13:0.576219595890902 14:0.620452676508595 15:0.459876543209877 16:0.567901234567901 17:0.637812625367685 18:0.794023580767678 19:0.725308641975309 20:1.30238682916 21:0.1846 22:0.0769 23:0.0462 30:0.119122 #T0894:FLOUDAS_SERVER_TS3
0.19406 1:0.15192 2:0.0744 3:0.505232709589461 4:0.050 5:0.33519836946541 6:0.078371 7:0.291569586391307 8:-0.00263853 9:0.169916 10:0.202779 11:0.247619 12:0.0364 13:0.591158514710332 14:0.568997924580021 15:0.438271604938272 16:0.540123456790123 17:0.592720036420689 18:0.797556386863637 19:0.714506172839506 20:1.32382859441 21:0.1538 22:0.0769 23:0.0462 30:0.139225 #T0894:FLOUDAS_SERVER_TS4
0.18706 1:0.17203 2:0.0743205 3:0.49551694542048 4:0.049 5:0.349161836008407 6:0.0809239 7:0.297703937318655 8:-0.00656506 9:0.145224 10:0.177886 11:0.207484 12:0.0348 13:0.586806480594715 14:0.576340212241062 15:0.444444444444444 16:0.537037037037037 17:0.599144120390987 18:0.59518726354177 19:0.717592592592593 20:1.30081412966 21:0.1538 22:0.0769 23:0.0462 30:0.141807 #T0894:FLOUDAS_SERVER_TS5
0.16608 1:0.19742 2:0.0930719 3:0.537593451744461 4:0.055 5:0.533241402741951 6:0.132719 7:0.500095524643948 8:0.176421 9:0.273244 10:0.310148 11:0.175853 12:0.0771 13:0.668716796076829 14:0.676900184046677 15:0.830246913580247 16:0.592592592592593 17:0.695607680641992 18:0.914922188430555 19:0.907407407407407 20:1.43331747607 21:0.2923 22:0.2769 23:0 30:0.151930 #T0894:GAPF_LNCC_SERVER_TS1
0.1993 1:0.21234 2:0.0926856 3:0.522332419932728 4:0.058 5:0.565065929322845 6:0.144045 7:0.496538769224934 8:0.189062 9:0.221451 10:0.327652 11:0.183785 12:0.0794 13:0.655025237321288 14:0.717096761561656 15:0.811728395061728 16:0.595679012345679 17:0.733616699770715 18:0.922111141642873 19:0.899691358024691 20:1.44511711853 21:0.3846 22:0.4154 23:0.0154 30:0.161630 #T0894:GAPF_LNCC_SERVER_TS2
0.20105 1:0.20475 2:0.0922267 3:0.518523778109036 4:0.056 5:0.560891275092088 6:0.131245 7:0.486731011904762 8:0.178974 9:0.206424 10:0.301382 11:0.176635 12:0.0792 13:0.647429552310509 14:0.721208442651839 15:0.811728395061728 16:0.58641975308642 17:0.737747666133812 18:0.919872289682483 19:0.899691358024691 20:1.46689027755 21:0.3846 22:0.4154 23:0.0154 30:0.161193 #T0894:GAPF_LNCC_SERVER_TS3
0.18007 1:0.18957 2:0.0966062 3:0.509347682521276 4:0.059 5:0.5460025716405 6:0.127822 7:0.505876959449849 8:0.207871 9:0.225569 10:0.309531 11:0.179732 12:0.0831 13:0.661153320626285 14:0.696362141206876 15:0.827160493827161 16:0.540123456790123 17:0.713314352624741 18:0.918062701772567 19:0.905864197530864 20:1.44752865047 21:0.3077 22:0.2923 23:0 30:0.156927 #T0894:GAPF_LNCC_SERVER_TS4
0.18881 1:0.20770 2:0.0950658 3:0.538735404299982 4:0.060 5:0.563953234305171 6:0.140975 7:0.517160227878288 8:0.178788 9:0.231315 10:0.284256 11:0.184221 12:0.0818 13:0.68298063994859 14:0.708912558248815 15:0.83641975308642 16:0.561728395061728 17:0.724756926420881 18:0.924517833960196 19:0.910493827160494 20:1.45246009334 21:0.3077 22:0.2769 23:0 30:0.157628 #T0894:GAPF_LNCC_SERVER_TS5
0.24301 1:0.36359 2:0.099376 3:0.626416759753731 4:0.060 5:0.731860576746494 6:0.311117 7:0.734181200550909 8:0.402368 9:0.356709 10:0.380959 11:0.290752 12:0.0840 13:0.826569377676981 14:0.752437639503466 15:0.817901234567901 16:0.617283950617284 17:0.767017559422534 18:0.920912535439891 19:0.901234567901235 20:1.61459530466 21:0.5231 22:0.5538 23:0.1077 30:0.200353 #T0894:GOAL_TS1
0.50524 1:0.38545 2:0.122681 3:0.636948426710412 4:0.079 5:0.740111923850621 6:0.287803 7:0.741610426030229 8:0.42018 9:0.391375 10:0.368172 11:0.320233 12:0.1073 13:0.826089431832716 14:0.760700160551357 15:0.762345679012346 16:0.635802469135803 17:0.777439294249021 18:0.928719509537632 19:0.868827160493827 20:1.65083360802 21:0.5077 22:0.5385 23:0.2308 30:0.239861 #T0894:GOAL_TS2
0.25175 1:0.36632 2:0.102278 3:0.633249361824606 4:0.062 5:0.709358232633249 6:0.258034 7:0.708440386489921 8:0.41966 9:0.35654 10:0.390691 11:0.279092 12:0.0852 13:0.804146532441968 14:0.751106238007597 15:0.83641975308642 16:0.657407407407407 17:0.765749398097588 18:0.923954862785034 19:0.910493827160494 20:1.66547488143 21:0.7231 22:0.5231 23:0.0769 30:0.211952 #T0894:GOAL_TS3
0.21678 1:0.30763 2:0.0912726 3:0.540810879718597 4:0.056 5:0.713247337982867 6:0.241154 7:0.678183218552654 8:0.304565 9:0.285723 10:0.30949 11:0.249352 12:0.0774 13:0.790802415795007 14:0.781219407134746 15:0.771604938271605 16:0.583333333333333 17:0.796977734690757 18:0.934595357553129 19:0.882716049382716 20:1.57359543366 21:0.6 22:0.3231 23:0.0308 30:0.175393 #T0894:GOAL_TS4
0.2465 1:0.31162 2:0.105011 3:0.616378059289513 4:0.067 5:0.728509716450113 6:0.249285 7:0.722880523600918 8:0.37002 9:0.310342 10:0.320834 11:0.240232 12:0.0870 13:0.809272687852706 14:0.758977170380233 15:0.820987654320988 16:0.645061728395062 17:0.774282371291467 18:0.933275126352623 19:0.899691358024691 20:1.65102610971 21:0.6923 22:0.4308 23:0.1692 30:0.212453 #T0894:GOAL_TS5
0.16608 1:0.19069 2:0.119318 3:0.538544185192117 4:0.084 5:0.596665647803149 6:0.185167 7:0.561416949209194 8:0.174344 9:0.216619 10:0.264733 11:0.209646 12:0.1002 13:0.726531318923 14:0.719720405685868 15:0.515432098765432 16:0.570987654320988 17:0.731223833859104 18:0.912450515388313 19:0.756172839506173 20:1.42918687943 21:0.0615 22:0.0462 23:0.1077 30:0.176842 #T0894:HHGG_TS1
0.16783 1:0.18301 2:0.118903 3:0.532433822275374 4:0.084 5:0.598145329660414 6:0.176818 7:0.562698605303332 8:0.167509 9:0.1969 10:0.253478 11:0.199061 12:0.1003 13:0.720331329529538 14:0.71952461134824 15:0.518518518518518 16:0.564814814814815 17:0.73082795510656 18:0.912698911199639 19:0.757716049382716 20:1.4102496581 21:0.0615 22:0.0308 23:0.1077 30:0.174308 #T0894:HHGG_TS2
0.16608 1:0.18437 2:0.118748 3:0.525232446673998 4:0.084 5:0.5958284568432 6:0.176398 7:0.557765789597201 8:0.155477 9:0.190775 10:0.252629 11:0.194154 12:0.1003 13:0.724104215474939 14:0.723420918667032 15:0.524691358024691 16:0.546296296296296 17:0.735188168651781 18:0.912705348088963 19:0.760802469135803 20:1.4158852026 21:0.0615 22:0.0308 23:0.1077 30:0.175022 #T0894:HHGG_TS3
0.16608 1:0.18853 2:0.118831 3:0.529497471687291 4:0.084 5:0.595188212503848 6:0.180279 7:0.56043322884072 8:0.15541 9:0.205643 10:0.262963 11:0.205336 12:0.1004 13:0.724146095702168 14:0.71952461134824 15:0.540123456790123 16:0.564814814814815 17:0.731199623719314 18:0.91258627727401 19:0.768518518518518 20:1.41267837119 21:0.0769 22:0.0308 23:0.1077 30:0.175955 #T0894:HHGG_TS4
0.16434 1:0.18545 2:0.119403 3:0.53293958859957 4:0.084 5:0.594456785797692 6:0.16595 7:0.55852727352032 8:0.125925 9:0.169081 10:0.227909 11:0.173566 12:0.1003 13:0.716180195721822 14:0.718330265888711 15:0.515432098765432 16:0.552469135802469 17:0.729714649154619 18:0.912579412172319 19:0.756172839506173 20:1.40087085062 21:0.0615 22:0.0308 23:0.1077 30:0.174491 #T0894:HHGG_TS5
0.16783 1:0.17952 2:0.119064 3:0.506030969365851 4:0.084 5:0.561009479820176 6:0.165061 7:0.490257672787355 8:0.107498 9:0.150427 10:0.173813 11:0.122067 12:0.0997 13:0.662682377861036 14:0.717958256647218 15:0.546296296296296 16:0.567901234567901 17:0.730038334845481 18:0.912733505466219 19:0.770061728395062 20:1.38987819453 21:0.0923 22:0.0462 23:0.1231 30:0.174071 #T0894:HHPred0_TS1
0.16783 1:0.17952 2:0.119064 3:0.506030969365851 4:0.084 5:0.561009479820176 6:0.165061 7:0.490257672787355 8:0.107498 9:0.150427 10:0.173813 11:0.122067 12:0.0997 13:0.662682377861036 14:0.717958256647218 15:0.546296296296296 16:0.567901234567901 17:0.730038334845481 18:0.912733505466219 19:0.770061728395062 20:1.38987819453 21:0.0923 22:0.0462 23:0.1231 30:0.174071 #T0894:HHPred1_TS1
0.1958 1:0.21356 2:0.122475 3:0.510008430591875 4:0.083 5:0.60907066725582 6:0.16905 7:0.571305220932658 8:0.265655 9:0.26606 10:0.355305 11:0.25485 12:0.0972 13:0.722170861968386 14:0.708286016368407 15:0.75 16:0.570987654320988 17:0.726518645895908 18:0.90851324966835 19:0.871913580246914 20:1.47414287532 21:0.3231 22:0.2769 23:0.1231 30:0.197444 #T0894:IntFOLD4_TS1
0.18706 1:0.19195 2:0.132295 3:0.517839678994058 4:0.096 5:0.613809854994002 6:0.146495 7:0.555513608432421 8:0.235982 9:0.248652 10:0.331685 11:0.217307 12:0.1070 13:0.696619945906656 14:0.726729842972941 15:0.722222222222222 16:0.552469135802469 17:0.74096111244716 18:0.909650185596776 19:0.858024691358025 20:1.47937937461 21:0.3077 22:0.3077 23:0.0769 30:0.201878 #T0894:IntFOLD4_TS2
0.18706 1:0.19195 2:0.132295 3:0.517839678994058 4:0.096 5:0.613809854994002 6:0.146495 7:0.555513608432421 8:0.235982 9:0.248652 10:0.331685 11:0.217307 12:0.1070 13:0.696619945906656 14:0.726729842972941 15:0.722222222222222 16:0.552469135802469 17:0.74096111244716 18:0.909650185596776 19:0.858024691358025 20:1.47937937461 21:0.3077 22:0.3077 23:0.0769 30:0.201878 #T0894:IntFOLD4_TS3
0.18706 1:0.19195 2:0.132295 3:0.517839678994058 4:0.096 5:0.613809854994002 6:0.146495 7:0.555513608432421 8:0.235982 9:0.248652 10:0.331685 11:0.217307 12:0.1070 13:0.696619945906656 14:0.726729842972941 15:0.722222222222222 16:0.552469135802469 17:0.74096111244716 18:0.909650185596776 19:0.858024691358025 20:1.47937937461 21:0.3077 22:0.3077 23:0.0769 30:0.201878 #T0894:IntFOLD4_TS4
0.18706 1:0.19195 2:0.132295 3:0.517839678994058 4:0.096 5:0.613809854994002 6:0.146495 7:0.555513608432421 8:0.235982 9:0.248652 10:0.331685 11:0.217307 12:0.1070 13:0.696619945906656 14:0.726729842972941 15:0.722222222222222 16:0.552469135802469 17:0.74096111244716 18:0.909650185596776 19:0.858024691358025 20:1.47937937461 21:0.3077 22:0.3077 23:0.0769 30:0.201878 #T0894:IntFOLD4_TS5
0.17133 1:0.20854 2:0.109262 3:0.593605082986152 4:0.073 5:0.609768918691549 6:0.169314 7:0.570983116999488 8:0.26516 9:0.309576 10:0.316546 11:0.241367 12:0.0876 13:0.735723677848246 14:0.722579003015233 15:0.833333333333333 16:0.577160493827161 17:0.7341950796857 18:0.927015265179662 19:0.910493827160494 20:1.48248336899 21:0.4615 22:0.2615 23:0.0154 30:0.179839 #T0894:MULTICOM-CLUSTER_TS1
0.21678 1:0.22440 2:0.0958651 3:0.635644227639126 4:0.059 5:0.633746229300022 6:0.188416 7:0.602842563411466 8:0.213917 9:0.269077 10:0.209058 11:0.183169 12:0.0786 13:0.744866357621266 14:0.7264361514665 15:0.811728395061728 16:0.580246913580247 17:0.736613544689443 18:0.927062662125999 19:0.898148148148148 20:1.50777093691 21:0.2769 22:0.1385 23:0.0769 30:0.160202 #T0894:MULTICOM-CLUSTER_TS2
0.2028 1:0.26223 2:0.11171 3:0.605980657378601 4:0.075 5:0.635267939781642 6:0.192393 7:0.614901390737896 8:0.271117 9:0.310864 10:0.294847 11:0.215226 12:0.0920 13:0.7504081957343 14:0.716763911187688 15:0.824074074074074 16:0.632716049382716 17:0.731116587262158 18:0.922685612165708 19:0.901234567901235 20:1.55700166133 21:0.4 22:0.1385 23:0.0615 30:0.187490 #T0894:MULTICOM-CLUSTER_TS3
0.18531 1:0.26700 2:0.0962637 3:0.600997210674506 4:0.058 5:0.629765649886416 6:0.224767 7:0.595764934502475 8:0.226868 9:0.244457 10:0.246189 11:0.165102 12:0.0824 13:0.737933503245913 14:0.725555076947175 15:0.824074074074074 16:0.666666666666667 17:0.738273923604731 18:0.926620854938719 19:0.904320987654321 20:1.49321831568 21:0.4923 22:0.2154 23:0.1077 30:0.175435 #T0894:MULTICOM-CLUSTER_TS4
0.24301 1:0.23162 2:0.0995938 3:0.598996908321724 4:0.065 5:0.610188970176109 6:0.150164 7:0.591778058969107 8:0.239232 9:0.316917 10:0.289036 11:0.220254 12:0.0868 13:0.739928000324435 14:0.709343305791597 15:0.842592592592593 16:0.570987654320988 17:0.719739623952822 18:0.926960311955399 19:0.91358024691358 20:1.45542926264 21:0.4308 22:0.0615 23:0.0308 30:0.168383 #T0894:MULTICOM-CLUSTER_TS5
0.16958 1:0.20892 2:0.109009 3:0.585860752360272 4:0.074 5:0.606513991221087 6:0.163477 7:0.570466139462555 8:0.250769 9:0.291209 10:0.285357 11:0.213555 12:0.0875 13:0.73422433451773 14:0.721267180953127 15:0.839506172839506 16:0.570987654320988 17:0.733644542029424 18:0.926740762765165 19:0.91358024691358 20:1.47156598293 21:0.4462 22:0.2462 23:0.0154 30:0.177938 #T0894:MULTICOM-CONSTRUCT_TS1
0.1993 1:0.24975 2:0.112551 3:0.601060241197262 4:0.075 5:0.632260369295564 6:0.189871 7:0.615141915381844 8:0.248754 9:0.292093 10:0.283101 11:0.205975 12:0.0922 13:0.74873501436562 14:0.71578493949955 15:0.805555555555556 16:0.623456790123457 17:0.729834609876209 18:0.922597110147342 19:0.891975308641975 20:1.54435177025 21:0.4154 22:0.1385 23:0.0615 30:0.186892 #T0894:MULTICOM-CONSTRUCT_TS2
0.1993 1:0.24975 2:0.112551 3:0.601060241197262 4:0.075 5:0.632260369295564 6:0.189871 7:0.615141915381844 8:0.248754 9:0.292093 10:0.283101 11:0.205975 12:0.0922 13:0.74873501436562 14:0.71578493949955 15:0.805555555555556 16:0.623456790123457 17:0.729834609876209 18:0.922597110147342 19:0.891975308641975 20:1.54435177025 21:0.4154 22:0.1385 23:0.0615 30:0.186892 #T0894:MULTICOM-CONSTRUCT_TS3
