0.04444 1:0.11347 2:0.0438514 3:0.358580235400799 4:0.024 5:0.683567029340705 6:0.151122 7:0.553529087833452 8:0.00330698 9:-0.112829 10:-0.063819 11:-0.0612371 12:0.0535 13:0.535850841752407 14:0.793391350443963 15:0.341549295774648 16:0.515845070422535 17:0.802618464258812 18:0.955816872177904 19:0.654049295774648 20:1.26353752138 21:0.1404 22:0 23:0 30:0.061585 #T0920:ACOMPMOD_TS1
0.38333 1:0.65313 2:0.325546 3:0.758238337185929 4:0.267 5:0.927566447613021 6:0.424024 7:0.901106825766427 8:0.637647 9:0.594036 10:0.620641 11:0.601705 12:0.3382 13:0.822159114683826 14:0.834419313513275 15:0.790492957746479 16:0.732394366197183 17:0.839689113007026 18:0.952336811762031 19:0.889084507042254 20:1.85643984761 21:0.7193 22:0.7456 23:0.8421 30:0.490953 #T0920:BhageerathH-Plus_TS5
0.45833 1:0.64561 2:0.398824 3:0.760682710041804 4:0.344 5:0.913877999580674 6:0.431132 7:0.857159823024167 8:0.650916 9:0.613147 10:0.667492 11:0.617225 12:0.4024 13:0.764453046906601 14:0.832608119450457 15:0.823943661971831 16:0.746478873239437 17:0.838285183798021 18:0.951980551974835 19:0.909330985915493 20:1.9197379959 21:0.7368 22:0.8158 23:0.9123 30:0.544267 #T0920:FALCON_TOPOX_TS1
0.46111 1:0.64426 2:0.398503 3:0.756459612429534 4:0.344 5:0.900317546171267 6:0.442292 7:0.841208467620238 8:0.629905 9:0.581483 10:0.625271 11:0.58866 12:0.4016 13:0.75878371310214 14:0.828455625745461 15:0.795774647887324 16:0.741197183098592 17:0.834723153644524 18:0.951390614780868 19:0.89612676056338 20:1.93670590612 21:0.7105 22:0.807 23:0.9298 30:0.544408 #T0920:FALCON_TOPOX_TS2
0.46065 1:0.62728 2:0.397286 3:0.731815718463508 4:0.341 5:0.906920012428397 6:0.437311 7:0.846780848910668 8:0.667593 9:0.63284 10:0.684031 11:0.628682 12:0.4014 13:0.761949176379791 14:0.829217652515793 15:0.806338028169014 16:0.748239436619718 17:0.836078711651556 18:0.951471054238072 19:0.900528169014085 20:1.93352540161 21:0.7105 22:0.8246 23:0.9211 30:0.544494 #T0920:FALCON_TOPOX_TS3
0.46157 1:0.64862 2:0.395899 3:0.753784460633509 4:0.339 5:0.907592691837828 6:0.427298 7:0.85110075566301 8:0.644643 9:0.600243 10:0.647987 11:0.607308 12:0.4017 13:0.763745542501406 14:0.830807969253876 15:0.818661971830986 16:0.734154929577465 17:0.836583060411312 18:0.951943800131211 19:0.904049295774648 20:1.93470361814 21:0.7018 22:0.807 23:0.9298 30:0.544237 #T0920:FALCON_TOPOX_TS4
0.46852 1:0.65734 2:0.398317 3:0.76276286035268 4:0.343 5:0.908704090176268 6:0.438124 7:0.847569244431644 8:0.650203 9:0.60934 10:0.670982 11:0.615354 12:0.4024 13:0.764834171753755 14:0.829184520917083 15:0.809859154929577 16:0.758802816901408 17:0.835779842130907 18:0.9512666791183 19:0.902288732394366 20:1.9474659394 21:0.7368 22:0.807 23:0.9211 30:0.548745 #T0920:FALCON_TOPOX_TS5
0.46065 1:0.62736 2:0.395959 3:0.754672253086943 4:0.340 5:0.908135747020818 6:0.434157 7:0.854410685808399 8:0.62063 9:0.583742 10:0.639276 11:0.589872 12:0.3996 13:0.769255464068028 14:0.828797985598798 15:0.813380281690141 16:0.732394366197183 17:0.835057476778071 18:0.951293174114923 19:0.904929577464789 20:1.94404838816 21:0.7368 22:0.8333 23:0.9298 30:0.544374 #T0920:FALCON_TOPO_TS1
0.4625 1:0.64898 2:0.393694 3:0.740568049016819 4:0.336 5:0.913694184781951 6:0.440974 7:0.851417782988252 8:0.649335 9:0.613325 10:0.658349 11:0.614511 12:0.3972 13:0.779730062718807 14:0.833049874099925 15:0.816901408450704 16:0.741197183098592 17:0.840068086335339 18:0.9530285565522 19:0.90580985915493 20:1.94026149147 21:0.7193 22:0.807 23:0.9211 30:0.544021 #T0920:FALCON_TOPO_TS2
0.47454 1:0.63820 2:0.397387 3:0.753376280195148 4:0.342 5:0.901804629630751 6:0.432997 7:0.850076676037407 8:0.646892 9:0.601813 10:0.662785 11:0.611105 12:0.4008 13:0.768448000111583 14:0.822856385563458 15:0.804577464788732 16:0.735915492957746 17:0.829349656028023 18:0.950734468369694 19:0.899647887323944 20:1.94078243894 21:0.7193 22:0.8333 23:0.9035 30:0.546667 #T0920:FALCON_TOPO_TS3
0.47269 1:0.63568 2:0.397722 3:0.726093342702644 4:0.341 5:0.910147289776925 6:0.429987 7:0.851209776724865 8:0.651843 9:0.63517 10:0.663447 11:0.616852 12:0.3998 13:0.766465197803679 14:0.831857136546362 15:0.815140845070423 16:0.744718309859155 17:0.838287519122575 18:0.952503048948135 19:0.904929577464789 20:1.92948445531 21:0.7105 22:0.8333 23:0.9123 30:0.542946 #T0920:FALCON_TOPO_TS4
0.47269 1:0.65847 2:0.393196 3:0.770182324782267 4:0.336 5:0.898566271450716 6:0.438153 7:0.838241182646957 8:0.663923 9:0.633477 10:0.694242 11:0.634488 12:0.3969 13:0.760084000892662 14:0.825794053982418 15:0.813380281690141 16:0.746478873239437 17:0.832249221099505 18:0.951634169261849 19:0.904049295774648 20:1.96266132038 21:0.7456 22:0.8246 23:0.9035 30:0.549591 #T0920:FALCON_TOPO_TS5
0.43843 1:0.63578 2:0.388336 3:0.742529670008094 4:0.341 5:0.883434338956136 6:0.430118 7:0.827711300991433 8:0.640764 9:0.591969 10:0.64367 11:0.588205 12:0.3888 13:0.776133959746521 14:0.824479833900252 15:0.808098591549296 16:0.757042253521127 17:0.83232136172474 18:0.948982665757602 19:0.901408450704225 20:1.93184569212 21:0.7895 22:0.807 23:0.9649 30:0.545515 #T0920:FFAS-3D_TS1
0.42083 1:0.19137 2:0.32666 3:0.59289802145522 4:0.276 5:0.616939214059075 6:0.222637 7:0.544498192948011 8:0.232807 9:0.263001 10:0.329871 11:0.360023 12:0.2982 13:0.551216135796213 14:0.713919689004727 15:0.52112676056338 16:0.552816901408451 17:0.724266527407547 18:0.893722651381247 19:0.76056338028169 20:1.49123642443 21:0.4649 22:0.7281 23:0.9211 30:0.421577 #T0920:FLOUDAS_SERVER_TS1
0.41713 1:0.18609 2:0.325763 3:0.592070435616443 4:0.275 5:0.612590611913095 6:0.220422 7:0.533805730471539 8:0.21231 9:0.23835 10:0.289751 11:0.3477 12:0.2954 13:0.546309632846244 14:0.715741926933781 15:0.519366197183099 16:0.588028169014085 17:0.726154074996299 18:0.884916504022784 19:0.759683098591549 20:1.4730504778 21:0.4561 22:0.7368 23:0.9123 30:0.417821 #T0920:FLOUDAS_SERVER_TS2
0.41806 1:0.18143 2:0.323182 3:0.555028107932955 4:0.272 5:0.618856741527194 6:0.224152 7:0.530798037972458 8:0.190321 9:0.208502 10:0.262801 11:0.306269 12:0.2946 13:0.542340192573238 14:0.728122100985113 15:0.498239436619718 16:0.552816901408451 17:0.736627173263884 18:0.89473520398029 19:0.747359154929577 20:1.44115894495 21:0.5 22:0.7544 23:0.8947 30:0.411642 #T0920:FLOUDAS_SERVER_TS3
0.42315 1:0.21722 2:0.32519 3:0.607667088662443 4:0.274 5:0.59223524674379 6:0.242718 7:0.522721764052054 8:0.265984 9:0.26969 10:0.356811 11:0.372027 12:0.2969 13:0.546990985043262 14:0.703582630207183 15:0.52112676056338 16:0.573943661971831 17:0.714584727711974 18:0.907248302399855 19:0.76056338028169 20:1.51276221967 21:0.4649 22:0.7281 23:0.886 30:0.423595 #T0920:FLOUDAS_SERVER_TS4
0.42361 1:0.19642 2:0.326092 3:0.591200618801545 4:0.275 5:0.596194614136885 6:0.230859 7:0.525044535952273 8:0.259712 9:0.240385 10:0.325093 11:0.354111 12:0.2973 13:0.547222112447521 14:0.699783540221761 15:0.540492957746479 16:0.573943661971831 17:0.71219241518574 18:0.890332998047794 19:0.770246478873239 20:1.50211200365 21:0.4737 22:0.7193 23:0.8772 30:0.421372 #T0920:FLOUDAS_SERVER_TS5
0.06157 1:0.15911 2:0.0573889 3:0.562714176985782 4:0.036 5:0.55834772339324 6:0.116783 7:0.500605700736678 8:0.075902 9:0.0103304 10:0.110817 11:0.0345989 12:0.0532 13:0.567503963512439 14:0.69517824800106 15:0.762323943661972 16:0.485915492957746 17:0.71159952461494 18:0.934843448682994 19:0.881161971830986 20:1.40156053337 21:0.2193 22:0.3158 23:0.2544 30:0.132365 #T0920:GAPF_LNCC_SERVER_TS1
0.05602 1:0.14988 2:0.0547653 3:0.514757214275263 4:0.034 5:0.589174361194034 6:0.117591 7:0.505318220641051 8:0.0945064 9:0.0576383 10:0.153026 11:0.0879708 12:0.0545 13:0.542599099434182 14:0.721330123249547 15:0.737676056338028 16:0.498239436619718 17:0.736769620494788 18:0.949050087838788 19:0.868838028169014 20:1.41454447029 21:0.1754 22:0.2719 23:0.2281 30:0.121501 #T0920:GAPF_LNCC_SERVER_TS2
0.05972 1:0.15399 2:0.0599958 3:0.53941460959425 4:0.037 5:0.583803407530307 6:0.129426 7:0.50490870499881 8:0.0583646 9:-0.000602088 10:0.0840153 11:0.0352633 12:0.0589 13:0.53755555891337 14:0.719198657065866 15:0.742957746478873 16:0.5 17:0.731619475058975 18:0.946027568090963 19:0.871478873239437 20:1.38567231858 21:0.2281 22:0.3509 23:0.2807 30:0.134280 #T0920:GAPF_LNCC_SERVER_TS3
0.06852 1:0.15469 2:0.0599812 3:0.529911227034356 4:0.036 5:0.584708516176595 6:0.12048 7:0.531066681932996 8:0.0814157 9:0.053085 10:0.116473 11:0.0608027 12:0.0580 13:0.569237099406287 14:0.704035428722887 15:0.742957746478873 16:0.503521126760563 17:0.718790424956324 18:0.94345893926089 19:0.871478873239437 20:1.38348775107 21:0.193 22:0.307 23:0.2544 30:0.129862 #T0920:GAPF_LNCC_SERVER_TS4
0.06944 1:0.14684 2:0.062166 3:0.485387532787879 4:0.037 5:0.614192815009143 6:0.124146 7:0.545466600003245 8:0.0688191 9:0.00955284 10:0.0854881 11:0.0457809 12:0.0622 13:0.572256168434169 14:0.728983522551575 15:0.75 16:0.496478873239437 17:0.743061121045889 18:0.949744487321207 19:0.875 20:1.39064272608 21:0.193 22:0.3246 23:0.2544 30:0.129718 #T0920:GAPF_LNCC_SERVER_TS5
0.36991 1:0.69870 2:0.308935 3:0.817320100751492 4:0.232 5:0.909547543014969 6:0.461068 7:0.902704111091279 8:0.698736 9:0.643251 10:0.645897 11:0.624541 12:0.3189 13:0.85921260931623 14:0.82061448071741 15:0.809859154929577 16:0.732394366197183 17:0.82786618012199 18:0.951857245470368 19:0.900528169014085 20:2.02864166024 21:0.7281 22:0.7895 23:0.9123 30:0.512335 #T0920:GOAL_TS1
0.37407 1:0.70353 2:0.310878 3:0.82595861175949 4:0.233 5:0.911230772392308 6:0.469225 7:0.905267585012765 8:0.696429 9:0.635707 10:0.623108 11:0.619891 12:0.3185 13:0.860845088266608 14:0.818681804125988 15:0.790492957746479 16:0.737676056338028 17:0.826336920882748 18:0.951675800317904 19:0.888204225352113 20:2.04460809319 21:0.7807 22:0.7982 23:0.9298 30:0.517069 #T0920:GOAL_TS2
0.48056 1:0.68831 2:0.375548 3:0.801660101241308 4:0.327 5:0.906207700784457 6:0.464842 7:0.888718990691461 8:0.732752 9:0.700818 10:0.673126 11:0.656691 12:0.3805 13:0.832314598278836 14:0.823982859919601 15:0.806338028169014 16:0.737676056338028 17:0.830980088072268 18:0.948808207369179 19:0.900528169014085 20:1.99111100642 21:0.7719 22:0.7807 23:0.9386 30:0.558558 #T0920:GOAL_TS3
0.47917 1:0.70805 2:0.374347 3:0.804009493649026 4:0.326 5:0.915255293089145 6:0.457804 7:0.902965360198827 8:0.727903 9:0.692952 10:0.671513 11:0.657228 12:0.3796 13:0.854429835368944 14:0.826500861421566 15:0.806338028169014 16:0.741197183098592 17:0.833993572337448 18:0.948813955064542 19:0.898767605633803 20:2.00484273847 21:0.7719 22:0.807 23:0.9386 30:0.562934 #T0920:GOAL_TS4
0.38472 1:0.67622 2:0.294976 3:0.801861051610963 4:0.222 5:0.898955616424255 6:0.449597 7:0.884020679439541 8:0.685204 9:0.627206 10:0.631734 11:0.612404 12:0.3081 13:0.835411717119119 14:0.822050183328179 15:0.806338028169014 16:0.732394366197183 17:0.829355681146454 18:0.950801886521453 19:0.899647887323944 20:1.99024569833 21:0.7544 22:0.7895 23:0.9298 30:0.496559 #T0920:GOAL_TS5
0.42083 1:0.59951 2:0.387103 3:0.667046117481866 4:0.337 5:0.926137299442614 6:0.348927 7:0.811221125895156 8:0.577131 9:0.594158 10:0.580201 11:0.613419 12:0.3784 13:0.695168524829488 14:0.851426867517781 15:0.76056338028169 16:0.732394366197183 17:0.857846005083863 18:0.956121352586199 19:0.877640845070423 20:1.87023574494 21:0.7544 22:0.7544 23:0.9649 30:0.515654 #T0920:HHGG_TS1
0.42176 1:0.60702 2:0.387133 3:0.690565945317637 4:0.337 5:0.928136781014981 6:0.352641 7:0.812556316987949 8:0.579753 9:0.600783 10:0.582168 11:0.614995 12:0.3782 13:0.702041208906164 14:0.853326412510492 15:0.765845070422535 16:0.725352112676056 17:0.859739636434271 18:0.95611580012361 19:0.880281690140845 20:1.86213142782 21:0.7632 22:0.7544 23:0.9737 30:0.517136 #T0920:HHGG_TS2
0.41991 1:0.62214 2:0.387306 3:0.698984666858825 4:0.337 5:0.928403356196941 6:0.359887 7:0.813671722877588 8:0.592379 9:0.602333 10:0.581647 11:0.613929 12:0.3776 13:0.710328553097119 14:0.853757123293723 15:0.776408450704225 16:0.725352112676056 17:0.860425436790512 18:0.956095820500846 19:0.884683098591549 20:1.87416167298 21:0.7632 22:0.7807 23:0.9561 30:0.519980 #T0920:HHGG_TS3
0.42176 1:0.62084 2:0.387823 3:0.685171683832224 4:0.337 5:0.930100182989597 6:0.34959 7:0.813994085061444 8:0.602557 9:0.615987 10:0.604891 11:0.636041 12:0.3785 13:0.695880446052063 14:0.85106241993197 15:0.767605633802817 16:0.725352112676056 17:0.857503155036241 18:0.956129355118189 19:0.876760563380282 20:1.8609559768 21:0.7632 22:0.7632 23:0.9561 30:0.518157 #T0920:HHGG_TS4
0.4213 1:0.61372 2:0.386785 3:0.683257160583836 4:0.337 5:0.931247875046928 6:0.352526 7:0.814381257721058 8:0.579111 9:0.592406 10:0.583885 11:0.621469 12:0.3777 13:0.698055902960198 14:0.852266201351769 15:0.769366197183099 16:0.714788732394366 17:0.859163769424151 18:0.956090902563257 19:0.881161971830986 20:1.86157806598 21:0.7719 22:0.7719 23:0.9561 30:0.516614 #T0920:HHGG_TS5
0.4287 1:0.61815 2:0.401093 3:0.631207874993799 4:0.352 5:0.900064176365156 6:0.319326 7:0.714382692323295 8:0.556683 9:0.537959 10:0.548023 11:0.574748 12:0.3978 13:0.562884669924263 14:0.85273004373371 15:0.765845070422535 16:0.727112676056338 17:0.860122656145104 18:0.956674431811694 19:0.878521126760563 20:1.88907384275 21:0.7807 22:0.7895 23:0.9737 30:0.516406 #T0920:HHPred0_TS1
0.4287 1:0.61815 2:0.401093 3:0.631207874993799 4:0.352 5:0.900064176365156 6:0.319326 7:0.714382692323295 8:0.556683 9:0.537959 10:0.548023 11:0.574748 12:0.3978 13:0.562884669924263 14:0.85273004373371 15:0.765845070422535 16:0.727112676056338 17:0.860122656145104 18:0.956674431811694 19:0.878521126760563 20:1.88907384275 21:0.7807 22:0.7895 23:0.9737 30:0.516406 #T0920:HHPred1_TS1
0.42731 1:0.27976 2:0.389828 3:0.679788411820152 4:0.344 5:0.637144868820619 6:0.334609 7:0.601399528298825 8:0.361328 9:0.308776 10:0.367827 11:0.3758 12:0.3422 13:0.65172162892225 14:0.673664796571984 15:0.616197183098592 16:0.584507042253521 17:0.689027339678601 18:0.685728480187439 19:0.808098591549296 20:1.70257389483 21:0.5439 22:0.8333 23:0.9649 30:0.505635 #T0920:IntFOLD4_TS1
0.42731 1:0.27976 2:0.389828 3:0.679788411820152 4:0.344 5:0.637144868820619 6:0.334609 7:0.601399528298825 8:0.361347 9:0.308776 10:0.368184 11:0.376181 12:0.3422 13:0.65172162892225 14:0.673664796571984 15:0.616197183098592 16:0.584507042253521 17:0.689027339678601 18:0.685728480187439 19:0.808098591549296 20:1.70257389483 21:0.5439 22:0.8333 23:0.9649 30:0.505654 #T0920:IntFOLD4_TS2
0.3963 1:0.26612 2:0.366074 3:0.695266300057836 4:0.317 5:0.633624916369455 6:0.320165 7:0.595582800404578 8:0.361204 9:0.327894 10:0.37673 11:0.376446 12:0.3263 13:0.624941942097849 14:0.668717144497946 15:0.621478873239437 16:0.589788732394366 17:0.683957777600695 18:0.685769676745347 19:0.810739436619718 20:1.69530556937 21:0.5088 22:0.7895 23:0.9561 30:0.487147 #T0920:IntFOLD4_TS3
0.41435 1:0.26541 2:0.376097 3:0.694902077512837 4:0.328 5:0.636167825325772 6:0.327731 7:0.60035928567372 8:0.382808 9:0.308062 10:0.381094 11:0.3958 12:0.3327 13:0.638760768898167 14:0.673256173521226 15:0.628521126760563 16:0.566901408450704 17:0.68831614113082 18:0.685509853471819 19:0.814260563380282 20:1.67127412572 21:0.5702 22:0.7895 23:0.9474 30:0.493338 #T0920:IntFOLD4_TS4
0.41435 1:0.27326 2:0.377788 3:0.703574341903239 4:0.329 5:0.634153683134923 6:0.327534 7:0.596407219364575 8:0.346954 9:0.308292 10:0.357043 11:0.369881 12:0.3338 13:0.632990255106073 14:0.671643769050669 15:0.623239436619718 16:0.579225352112676 17:0.686621047364234 18:0.68559130233886 19:0.811619718309859 20:1.69087719807 21:0.5614 22:0.7895 23:0.9474 30:0.494374 #T0920:IntFOLD4_TS5
0.44583 1:0.36804 2:0.386123 3:0.703385165969306 4:0.341 5:0.781169418756737 6:0.345089 7:0.731864515385323 8:0.509667 9:0.436079 10:0.500277 11:0.446622 12:0.3647 13:0.703395137781456 14:0.777996200910015 15:0.73943661971831 16:0.688380281690141 17:0.785771639126064 18:0.940565435857674 19:0.869718309859155 20:1.83553231481 21:0.8158 22:0.8421 23:0.9737 30:0.511334 #T0920:MULTICOM-CLUSTER_TS1
0.45926 1:0.29301 2:0.381254 3:0.680379488493393 4:0.336 5:0.752861029490572 6:0.354208 7:0.710432633178101 8:0.427126 9:0.365362 10:0.433942 11:0.373869 12:0.3583 13:0.724268493679302 14:0.762225559924018 15:0.737676056338028 16:0.617957746478873 17:0.771676887570692 18:0.941107446825198 19:0.868838028169014 20:1.75016106566 21:0.7544 22:0.8246 23:0.9737 30:0.494746 #T0920:MULTICOM-CLUSTER_TS2
0.45139 1:0.26466 2:0.380258 3:0.663691973225875 4:0.336 5:0.758729898445921 6:0.344585 7:0.711425812942169 8:0.385786 9:0.339657 10:0.406196 11:0.366216 12:0.3548 13:0.704620630256594 14:0.771679109422627 15:0.737676056338028 16:0.610915492957746 17:0.779578270444997 18:0.946572457357635 19:0.868838028169014 20:1.75207750409 21:0.7368 22:0.807 23:0.9737 30:0.487162 #T0920:MULTICOM-CLUSTER_TS3
0.45093 1:0.29637 2:0.380137 3:0.666001332552139 4:0.334 5:0.750697154146937 6:0.34417 7:0.705985112624673 8:0.435712 9:0.361164 10:0.43665 11:0.379895 12:0.3454 13:0.703564662206456 14:0.767416177055263 15:0.753521126760563 16:0.633802816901408 17:0.775420508361867 18:0.913521536216315 19:0.875880281690141 20:1.77340746468 21:0.7193 22:0.8158 23:0.9737 30:0.492530 #T0920:MULTICOM-CLUSTER_TS4
0.44722 1:0.48719 2:0.388011 3:0.709748855995825 4:0.342 5:0.851886929406404 6:0.4073 7:0.787778692477445 8:0.550202 9:0.491973 10:0.5771 11:0.504055 12:0.3775 13:0.754296168527154 14:0.818295268807704 15:0.751760563380282 16:0.713028169014085 17:0.824647418085557 18:0.950897498627303 19:0.873239436619718 20:1.896317994 21:0.7544 22:0.807 23:0.9737 30:0.524637 #T0920:MULTICOM-CLUSTER_TS5
0.44722 1:0.36115 2:0.385756 3:0.719537336892667 4:0.341 5:0.78184847522798 6:0.345638 7:0.732440573386556 8:0.495362 9:0.424072 10:0.485856 11:0.440765 12:0.3638 13:0.708452044986447 14:0.777885762247648 15:0.735915492957746 16:0.679577464788732 17:0.785628049298132 18:0.939970072805202 19:0.867077464788732 20:1.84486812671 21:0.7895 22:0.8421 23:0.9649 30:0.511118 #T0920:MULTICOM-CONSTRUCT_TS1
0.45046 1:0.51043 2:0.385164 3:0.704517866685757 4:0.339 5:0.848713865571979 6:0.406809 7:0.782914631187664 8:0.545833 9:0.479776 10:0.550673 11:0.488954 12:0.3754 13:0.747540820691162 14:0.817930821221893 15:0.757042253521127 16:0.721830985915493 17:0.823622642863832 18:0.950810224980863 19:0.875 20:1.88300232247 21:0.7544 22:0.7895 23:0.9825 30:0.521320 #T0920:MULTICOM-CONSTRUCT_TS2
0.44676 1:0.52674 2:0.38107 3:0.694077867012301 4:0.333 5:0.865097417921112 6:0.350235 7:0.740502849922113 8:0.507304 9:0.451056 10:0.507354 11:0.473444 12:0.3729 13:0.63806349291217 14:0.834021734328754 15:0.732394366197183 16:0.748239436619718 17:0.839746269342436 18:0.950691679531929 19:0.86443661971831 20:1.7584067164 21:0.7456 22:0.7632 23:0.9737 30:0.492879 #T0920:MULTICOM-CONSTRUCT_TS3
