0.13274 1:0.21453 2:0.115224 3:0.609119858470535 4:0.050 5:0.462851260675334 6:0.113535 7:0.400265400829262 8:0.02133 9:0.0289677 10:0.01071 11:0.0752831 12:0.0992 13:0.786647937542132 14:0.70197898851698 15:0.571428571428571 16:0.511278195488722 17:0.720004871222742 18:0.8734684858917 19:0.763157894736842 20:1.21871584235 21:0 22:0.037 23:0.1481 30:0.171179 #T0859:ACOMPMOD_TS1
0.25 1:0.43666 2:0.193765 3:0.680365915989527 4:0.117 5:0.677856269273786 6:0.312529 7:0.683269763117471 8:0.335474 9:0.189368 10:0.2241 11:0.255117 12:0.1840 13:0.892170721862916 14:0.762228194478378 15:0.699248120300752 16:0.639097744360902 17:0.780111339755424 18:0.888845225860476 19:0.845864661654135 20:1.4289848982 21:0.2963 22:0.3333 23:0.037 30:0.272433 #T0859:BAKER-ROSETTASERVER_TS2
0.2146 1:0.58941 2:0.208353 3:0.703799826696696 4:0.131 5:0.668733235798007 6:0.332602 7:0.677185069182172 8:0.402787 9:0.340265 10:0.348657 11:0.369563 12:0.2116 13:0.894583498846114 14:0.755924749572441 15:0.744360902255639 16:0.669172932330827 17:0.770828806233777 18:0.879304743467065 19:0.868421052631579 20:1.48763052458 21:0.2222 22:0.3333 23:0 30:0.305508 #T0859:BAKER-ROSETTASERVER_TS3
0.26549 1:0.51053 2:0.190714 3:0.681322457756967 4:0.110 5:0.666506320832175 6:0.297204 7:0.669808657242184 8:0.370311 9:0.243211 10:0.360835 11:0.372657 12:0.1805 13:0.895738236700493 14:0.755338382604447 15:0.781954887218045 16:0.661654135338346 17:0.773213874873339 18:0.890718543385894 19:0.887218045112782 20:1.41225582988 21:0.3333 22:0.3333 23:0.1481 30:0.289418 #T0859:BAKER-ROSETTASERVER_TS4
0.13053 1:0.41833 2:0.135905 3:0.690165793994978 4:0.069 5:0.586100748679523 6:0.269578 7:0.584091874386427 8:0.351187 9:0.35261 10:0.385364 11:0.385534 12:0.1110 13:0.860175015788056 14:0.741265575372587 15:0.661654135338346 16:0.601503759398496 17:0.750245226808989 18:0.877362514652994 19:0.823308270676692 20:1.37944132816 21:0.1852 22:0.0741 23:0.0741 30:0.212708 #T0859:BAKER-ROSETTASERVER_TS5
0.18363 1:0.33839 2:0.19916 3:0.648477309361433 4:0.127 5:0.571361940825839 6:0.207566 7:0.584380389048659 8:0.271759 9:0.137933 10:0.176629 11:0.142105 12:0.1836 13:0.86304604574436 14:0.700806254580992 15:0.759398496240602 16:0.56390977443609 17:0.718062962397457 18:0.867233699715177 19:0.87593984962406 20:1.40941878347 21:0.2593 22:0.4444 23:0 30:0.274775 #T0859:BhageerathH-Plus_TS1
0.19912 1:0.33158 2:0.196143 3:0.633199733232069 4:0.126 5:0.578249819303202 6:0.198702 7:0.593761290207085 8:0.209689 9:0.0682518 10:0.0947524 11:0.0595592 12:0.1766 13:0.881771371915472 14:0.697239188859028 15:0.676691729323308 16:0.548872180451128 17:0.715319106297628 18:0.862041852980041 19:0.81203007518797 20:1.3832413454 21:0.2593 22:0.2963 23:0 30:0.264542 #T0859:BhageerathH-Plus_TS2
0.17478 1:0.34915 2:0.193332 3:0.664369162160941 4:0.123 5:0.556633659546545 6:0.230121 7:0.577574972338681 8:0.269344 9:0.169078 10:0.204615 11:0.187145 12:0.1716 13:0.865297268054028 14:0.679208404593208 15:0.759398496240602 16:0.586466165413534 17:0.696669918486182 18:0.853672242029599 19:0.87593984962406 20:1.42735439531 21:0.2593 22:0.4815 23:0 30:0.274317 #T0859:BhageerathH-Plus_TS3
0.18363 1:0.32445 2:0.198443 3:0.652103428674583 4:0.126 5:0.566536284692815 6:0.217164 7:0.576262726689997 8:0.288957 9:0.175196 10:0.211626 11:0.178558 12:0.1825 13:0.864865532624566 14:0.695431224041046 15:0.714285714285714 16:0.526315789473684 17:0.713403206244882 18:0.865792421972168 19:0.853383458646617 20:1.40207423733 21:0.2593 22:0.4074 23:0 30:0.273949 #T0859:BhageerathH-Plus_TS4
0.18363 1:0.37367 2:0.193699 3:0.641131540327318 4:0.125 5:0.559669700217871 6:0.225384 7:0.571641133883095 8:0.201528 9:0.12707 10:0.163408 11:0.111358 12:0.1725 13:0.871248592919496 14:0.700903982408991 15:0.75187969924812 16:0.601503759398496 17:0.718452638528379 18:0.853177517715536 19:0.87218045112782 20:1.37598310104 21:0.2593 22:0.3333 23:0 30:0.267465 #T0859:BhageerathH-Plus_TS5
0.18805 1:0.31634 2:0.214037 3:0.633496684994041 4:0.140 5:0.516235502330633 6:0.179628 7:0.505776486261737 8:0.125862 9:0.116762 10:0.193818 11:0.164966 12:0.2028 13:0.82602010008509 14:0.671145858783289 15:0.789473684210526 16:0.56390977443609 17:0.689225870313563 18:0.853831239026811 19:0.894736842105263 20:1.34015283726 21:0.3704 22:0.3704 23:0 30:0.291232 #T0859:FALCON_TOPOX_TS1
0.1792 1:0.35319 2:0.191093 3:0.640547879759721 4:0.118 5:0.500972233819717 6:0.156248 7:0.492367488941247 8:-0.0197426 9:0.106558 10:0.179832 11:0.0740559 12:0.1649 13:0.836198789990639 14:0.657415098949426 15:0.827067669172932 16:0.593984962406015 17:0.680928525325153 18:0.837832778564326 19:0.913533834586466 20:1.37172018579 21:0.3704 22:0.4074 23:0 30:0.271625 #T0859:FALCON_TOPOX_TS2
0.1969 1:0.30125 2:0.21022 3:0.642734891897812 4:0.135 5:0.497823635755339 6:0.182117 7:0.491538996107781 8:0.0673312 9:0.141179 10:0.189029 11:0.125871 12:0.1822 13:0.829044271518348 14:0.652626435377474 15:0.744360902255639 16:0.541353383458647 17:0.66762165477562 18:0.82726149289047 19:0.87218045112782 20:1.35248533249 21:0.3333 22:0.4074 23:0 30:0.283866 #T0859:FALCON_TOPOX_TS3
0.20796 1:0.31206 2:0.211914 3:0.668304787905493 4:0.136 5:0.494772369164528 6:0.185217 7:0.493268110483582 8:0.0506865 9:0.0837439 10:0.137485 11:0.0771867 12:0.1858 13:0.830521799231311 14:0.640654776447593 15:0.759398496240602 16:0.548872180451128 17:0.658753634981886 18:0.827038971614605 19:0.879699248120301 20:1.36766884569 21:0.2593 22:0.4074 23:0 30:0.284115 #T0859:FALCON_TOPOX_TS4
0.1969 1:0.31591 2:0.214873 3:0.651125094782586 4:0.139 5:0.505656652745363 6:0.168751 7:0.492475484621692 8:0.126072 9:0.159487 10:0.211333 11:0.187062 12:0.2053 13:0.8170288423548 14:0.665819692157342 15:0.796992481203007 16:0.56390977443609 17:0.684863098253821 18:0.852736250723979 19:0.898496240601504 20:1.37635750224 21:0.2593 22:0.3704 23:0 30:0.291921 #T0859:FALCON_TOPOX_TS5
0.19912 1:0.30429 2:0.206177 3:0.653579823969627 4:0.132 5:0.487563024618727 6:0.162377 7:0.482637787325457 8:0.0875229 9:0.164546 10:0.210708 11:0.154808 12:0.1864 13:0.823810624269836 14:0.639530906425605 15:0.804511278195489 16:0.526315789473684 17:0.657246279999445 18:0.839240865384613 19:0.902255639097744 20:1.41608548493 21:0.3333 22:0.3333 23:0 30:0.287772 #T0859:FALCON_TOPO_TS1
0.19912 1:0.31974 2:0.205747 3:0.670027202097006 4:0.133 5:0.500795949611777 6:0.201306 7:0.505095521580449 8:0.150419 9:0.125728 10:0.169185 11:0.183641 12:0.1775 13:0.822894544308259 14:0.641338871243587 15:0.75187969924812 16:0.556390977443609 17:0.662055178851519 18:0.81247894292278 19:0.87593984962406 20:1.39558440512 21:0.3333 22:0.4074 23:0 30:0.286208 #T0859:FALCON_TOPO_TS2
0.19248 1:0.32849 2:0.206597 3:0.664453718235441 4:0.133 5:0.490120030967358 6:0.192586 7:0.495231995599598 8:0.151255 9:0.140981 10:0.222078 11:0.209915 12:0.1873 13:0.816223198910331 14:0.631468360615685 15:0.774436090225564 16:0.601503759398496 17:0.651604310967061 18:0.833948331134386 19:0.887218045112782 20:1.36821122081 21:0.2593 22:0.3704 23:0 30:0.285617 #T0859:FALCON_TOPO_TS3
0.20575 1:0.30398 2:0.205675 3:0.670669783156614 4:0.133 5:0.500257495652286 6:0.179933 7:0.501934379439382 8:0.139461 9:0.12428 10:0.210814 11:0.189078 12:0.1824 13:0.824475053807184 14:0.641778646469582 15:0.774436090225564 16:0.541353383458647 17:0.666058005288508 18:0.850826652842322 19:0.887218045112782 20:1.42179233237 21:0.2963 22:0.3704 23:0 30:0.285917 #T0859:FALCON_TOPO_TS4
0.19469 1:0.34164 2:0.209641 3:0.68230690923115 4:0.135 5:0.481275139741012 6:0.220597 7:0.49106172868808 8:0.229082 9:0.181344 10:0.218632 11:0.266125 12:0.1790 13:0.828995602773586 14:0.619545565599805 15:0.774436090225564 16:0.578947368421053 17:0.642369769616757 18:0.805453383379577 19:0.887218045112782 20:1.38989909918 21:0.2222 22:0.3704 23:0 30:0.290767 #T0859:FALCON_TOPO_TS5
0.23451 1:0.26682 2:0.174791 3:0.621272985217534 4:0.093 5:0.634744792667395 6:0.236214 7:0.620809092662532 8:0.219617 9:0.178687 10:0.189475 11:0.195027 12:0.1732 13:0.85214360794078 14:0.75201563645248 15:0.526315789473684 16:0.593984962406015 17:0.763817030280527 18:0.891062608554746 19:0.736842105263158 20:1.36333053024 21:0.2222 22:0.1852 23:0.037 30:0.232359 #T0859:FFAS-3D_TS1
0.16372 1:0.30320 2:0.172947 3:0.630172892645642 4:0.104 5:0.570857026713387 6:0.18085 7:0.563314360382523 8:0.224484 9:0.198353 10:0.321429 11:0.222126 12:0.1489 13:0.840695057832739 14:0.73203029562668 15:0.601503759398496 16:0.609022556390977 17:0.746469855676471 18:0.878906977832048 19:0.796992481203007 20:1.29563351924 21:0.037 22:0 23:0 30:0.220898 #T0859:FLOUDAS_SERVER_TS1
0.1792 1:0.28890 2:0.172976 3:0.640300639226256 4:0.103 5:0.565283971094977 6:0.183958 7:0.564372830405507 8:0.224598 9:0.106292 10:0.220195 11:0.176022 12:0.1517 13:0.849924760463514 14:0.721280234546787 15:0.586466165413534 16:0.601503759398496 17:0.736428491491193 18:0.879937674630425 19:0.781954887218045 20:1.26010867034 21:0.0741 22:0.0741 23:0 30:0.221462 #T0859:FLOUDAS_SERVER_TS2
0.17035 1:0.29306 2:0.172237 3:0.655916101354147 4:0.101 5:0.572565519915438 6:0.177049 7:0.565664943175912 8:0.114525 9:0.0954624 10:0.187816 11:0.0954248 12:0.1475 13:0.836221047687915 14:0.732225751282678 15:0.601503759398496 16:0.616541353383459 17:0.745618298273254 18:0.880718561327523 19:0.789473684210526 20:1.27928324827 21:0.0741 22:0.1481 23:0 30:0.218635 #T0859:FLOUDAS_SERVER_TS3
0.18363 1:0.30260 2:0.17398 3:0.62880916987041 4:0.104 5:0.556245609326412 6:0.169446 7:0.54248005705508 8:0.149323 9:0.128056 10:0.207064 11:0.137369 12:0.1499 13:0.842603681998209 14:0.715416564866846 15:0.578947368421053 16:0.62406015037594 17:0.734160648848604 18:0.880514924815787 19:0.778195488721805 20:1.28973177476 21:0.037 22:0 23:0 30:0.220823 #T0859:FLOUDAS_SERVER_TS4
0.17035 1:0.30377 2:0.17342 3:0.626843743888878 4:0.103 5:0.557995974986908 6:0.162268 7:0.555620503332063 8:0.0668612 9:0.00733224 10:0.15596 11:0.0730971 12:0.1490 13:0.849115922134268 14:0.720498411922795 15:0.616541353383459 16:0.601503759398496 17:0.735240702601224 18:0.878991600703765 19:0.804511278195489 20:1.25715249193 21:0.0741 22:0.0741 23:0 30:0.220542 #T0859:FLOUDAS_SERVER_TS5
0.17699 1:0.23514 2:0.161407 3:0.634847627566859 4:0.100 5:0.414809754394585 6:0.116215 7:0.33564693253872 8:-0.0439932 9:0.0551038 10:0.175762 11:0.069834 12:0.1269 13:0.754690783076908 14:0.667236745663328 15:0.684210526315789 16:0.533834586466165 17:0.691798439820663 18:0.864890587352845 19:0.823308270676692 20:1.31515652226 21:0.037 22:0.2222 23:0.037 30:0.221821 #T0859:GAPF_LNCC_SERVER_TS1
0.21681 1:0.22901 2:0.160495 3:0.622850964327354 4:0.097 5:0.400160392393279 6:0.105245 7:0.320015932169133 8:-0.092985 9:0.0485963 10:0.150504 11:0.0574804 12:0.1253 13:0.745843614650038 14:0.652479843635475 15:0.684210526315789 16:0.556390977443609 17:0.679265811737435 18:0.862394907390336 19:0.823308270676692 20:1.31965005727 21:0.037 22:0.1852 23:0.037 30:0.219548 #T0859:GAPF_LNCC_SERVER_TS2
0.18805 1:0.24053 2:0.160513 3:0.634721423068021 4:0.099 5:0.410477005184931 6:0.116669 7:0.33256970548491 8:-0.0705543 9:0.0143904 10:0.132749 11:0.0523253 12:0.1245 13:0.752938495273168 14:0.658343513315417 15:0.684210526315789 16:0.571428571428571 17:0.683688964403204 18:0.858836505068423 19:0.823308270676692 20:1.3110614835 21:0.037 22:0.2222 23:0.037 30:0.220560 #T0859:GAPF_LNCC_SERVER_TS3
0.20354 1:0.23779 2:0.158086 3:0.63260460807113 4:0.094 5:0.41587466026416 6:0.111566 7:0.332349230853632 8:-0.066725 9:0.0240664 10:0.160434 11:0.0549868 12:0.1223 13:0.750525824786129 14:0.663620816027364 15:0.684210526315789 16:0.571428571428571 17:0.68871287373513 18:0.862170365074855 19:0.823308270676692 20:1.31449219526 21:0.037 22:0.2222 23:0.037 30:0.216649 #T0859:GAPF_LNCC_SERVER_TS4
0.20354 1:0.22895 2:0.162208 3:0.628063313498647 4:0.093 5:0.42709964277633 6:0.0993999 7:0.346281428917917 8:0.000210834 9:0.050373 10:0.20173 11:0.0852738 12:0.1262 13:0.750477369033686 14:0.662154898607378 15:0.691729323308271 16:0.556390977443609 17:0.688250853656844 18:0.864904731864024 19:0.827067669172932 20:1.31025584071 21:0.037 22:0.1852 23:0.037 30:0.217140 #T0859:GAPF_LNCC_SERVER_TS5
0.2146 1:0.40782 2:0.187542 3:0.679659621862002 4:0.120 5:0.623461799759502 6:0.267871 7:0.663109262326323 8:0.373185 9:0.30197 10:0.276563 11:0.306273 12:0.1775 13:0.867019736933188 14:0.695480087955045 15:0.729323308270677 16:0.654135338345865 17:0.71600159800397 18:0.867656356082197 19:0.864661654135338 20:1.41590866112 21:0.2963 22:0.0741 23:0.2963 30:0.289026 #T0859:GOAL_TS1
0.21903 1:0.44179 2:0.197724 3:0.658428531275646 4:0.116 5:0.638427205599984 6:0.249628 7:0.671330803506462 8:0.197607 9:0.154413 10:0.155538 11:0.0920833 12:0.2027 13:0.888500544727854 14:0.71800635230882 15:0.774436090225564 16:0.631578947368421 17:0.736189090196133 18:0.866429221300626 19:0.883458646616541 20:1.4445736872 21:0.3333 22:0.4444 23:0.2222 30:0.297994 #T0859:GOAL_TS2
0.23009 1:0.48650 2:0.197841 3:0.677167858279584 4:0.120 5:0.614288468473419 6:0.242865 7:0.648049257128998 8:0.487117 9:0.338929 10:0.377977 11:0.367319 12:0.1944 13:0.883397887755178 14:0.696359638407036 15:0.819548872180451 16:0.616541353383459 17:0.717882440868648 18:0.857032249051051 19:0.909774436090226 20:1.44064843152 21:0.2963 22:0.5185 23:0.4815 30:0.334546 #T0859:GOAL_TS3
0.18584 1:0.39617 2:0.18871 3:0.673853181222612 4:0.111 5:0.664648627383161 6:0.276187 7:0.692323688426134 8:0.351579 9:0.343049 10:0.322883 11:0.325311 12:0.1907 13:0.884793839410182 14:0.733105301734669 15:0.699248120300752 16:0.631578947368421 17:0.747916639194648 18:0.881111117281615 19:0.849624060150376 20:1.40559767198 21:0.2222 22:0.4444 23:0.5926 30:0.313604 #T0859:GOAL_TS4
0.18363 1:0.40154 2:0.189116 3:0.680425964146458 4:0.109 5:0.644351958992494 6:0.260536 7:0.66396764428352 8:0.300962 9:0.181048 10:0.271946 11:0.257812 12:0.2008 13:0.861479167753815 14:0.732518934766675 15:0.706766917293233 16:0.654135338345865 17:0.755076521140152 18:0.887117319250274 19:0.853383458646617 20:1.40945857244 21:0.2222 22:0.5926 23:0 30:0.271923 #T0859:GOAL_TS5
0.13938 1:0.29342 2:0.206424 3:0.637628449256817 4:0.137 5:0.578968284641095 6:0.203031 7:0.580700473072081 8:0.244804 9:0.263095 10:0.245078 11:0.27095 12:0.1943 13:0.841753310166869 14:0.718299535792817 15:0.639097744360902 16:0.601503759398496 17:0.732715166636592 18:0.878082958301787 19:0.815789473684211 20:1.3705818133 21:0.037 22:0.1852 23:0.037 30:0.268437 #T0859:HHGG_TS1
0.14159 1:0.29206 2:0.206465 3:0.638473164253135 4:0.138 5:0.576890541088318 6:0.210618 7:0.580864242980724 8:0.251136 9:0.265416 10:0.251795 11:0.276199 12:0.1943 13:0.841935844583765 14:0.722257512826777 15:0.639097744360902 16:0.578947368421053 17:0.735429951556709 18:0.878149284537727 19:0.815789473684211 20:1.37529661244 21:0.037 22:0.1852 23:0.037 30:0.269163 #T0859:HHGG_TS2
0.13938 1:0.30091 2:0.20602 3:0.634293756147536 4:0.138 5:0.581167796210216 6:0.214093 7:0.580197433387617 8:0.27128 9:0.266511 10:0.273158 11:0.295334 12:0.1942 13:0.842700487006936 14:0.721720009772783 15:0.631578947368421 16:0.616541353383459 17:0.735707212185778 18:0.878181291651935 19:0.81203007518797 20:1.37188307819 21:0.037 22:0.1852 23:0.037 30:0.269610 #T0859:HHGG_TS3
0.14381 1:0.29943 2:0.206253 3:0.63519889518909 4:0.137 5:0.575945337667039 6:0.215869 7:0.574543819687468 8:0.255847 9:0.275735 10:0.267604 11:0.281739 12:0.1936 13:0.839304217993378 14:0.715563156608844 15:0.639097744360902 16:0.609022556390977 17:0.729227236685035 18:0.878332952465624 19:0.815789473684211 20:1.37317810972 21:0.037 22:0.1852 23:0.037 30:0.269025 #T0859:HHGG_TS4
0.14159 1:0.28680 2:0.206105 3:0.636143126614499 4:0.137 5:0.576380761674177 6:0.212155 7:0.575123612429692 8:0.268254 9:0.283276 10:0.28091 11:0.285474 12:0.1936 13:0.83980517592633 14:0.719081358416809 15:0.631578947368421 16:0.578947368421053 17:0.732546465305443 18:0.878170197954877 19:0.81203007518797 20:1.37129956877 21:0.037 22:0.1852 23:0.037 30:0.268311 #T0859:HHGG_TS5
0.13938 1:0.27473 2:0.206523 3:0.646199266472765 4:0.137 5:0.556385058314315 6:0.196108 7:0.53939922080547 8:0.256308 9:0.236214 10:0.22457 11:0.245317 12:0.1940 13:0.816722452904736 14:0.714683606156853 15:0.631578947368421 16:0.586466165413534 17:0.728136989367461 18:0.878633341531421 19:0.808270676691729 20:1.36983288861 21:0.0741 22:0.1852 23:0.037 30:0.268440 #T0859:HHPred0_TS1
0.13938 1:0.27473 2:0.206523 3:0.646199266472765 4:0.137 5:0.556385058314315 6:0.196108 7:0.53939922080547 8:0.256308 9:0.236214 10:0.22457 11:0.245317 12:0.1940 13:0.816722452904736 14:0.714683606156853 15:0.631578947368421 16:0.586466165413534 17:0.728136989367461 18:0.878633341531421 19:0.808270676691729 20:1.36983288861 21:0.0741 22:0.1852 23:0.037 30:0.268440 #T0859:HHPred1_TS1
0.17035 1:0.36290 2:0.162012 3:0.691930401648872 4:0.091 5:0.602403910905811 6:0.249706 7:0.558847739914302 8:0.264202 9:0.236768 10:0.173721 11:0.234984 12:0.1462 13:0.816060046794412 14:0.751771316882482 15:0.729323308270677 16:0.661654135338346 17:0.770071025290452 18:0.890515432481063 19:0.864661654135338 20:1.3365269058 21:0.2963 22:0.2963 23:0.037 30:0.231887 #T0859:IntFOLD4_TS1
0.18805 1:0.34714 2:0.165441 3:0.63830711559383 4:0.094 5:0.589786581339419 6:0.20465 7:0.556638651178638 8:0.245113 9:0.233966 10:0.258242 11:0.258689 12:0.1492 13:0.827486445701336 14:0.743122404104569 15:0.804511278195489 16:0.593984962406015 17:0.753823762371084 18:0.887042736014458 19:0.898496240601504 20:1.40180944091 21:0.2963 22:0.2963 23:0 30:0.238219 #T0859:IntFOLD4_TS2
0.1792 1:0.32004 2:0.161375 3:0.620514724531664 4:0.093 5:0.57754937661221 6:0.214004 7:0.536633912257603 8:0.194614 9:0.146767 10:0.173533 11:0.159985 12:0.1489 13:0.822040977592143 14:0.742389445394576 15:0.684210526315789 16:0.593984962406015 17:0.763953719480033 18:0.888261436690335 19:0.842105263157895 20:1.33278012579 21:0.3704 22:0.0741 23:0.0741 30:0.231969 #T0859:IntFOLD4_TS3
0.18363 1:0.24715 2:0.154188 3:0.662217154621373 4:0.092 5:0.527809497022867 6:0.15632 7:0.495089260882621 8:0.10238 9:0.0509568 10:0.131974 11:0.101811 12:0.1330 13:0.811809572087783 14:0.706327876862937 15:0.62406015037594 16:0.541353383458647 17:0.722585179163833 18:0.880697422521867 19:0.808270676691729 20:1.29722985984 21:0.4074 22:0.2222 23:0 30:0.221234 #T0859:IntFOLD4_TS4
0.18363 1:0.24715 2:0.154188 3:0.662217154621373 4:0.092 5:0.527809497022867 6:0.15632 7:0.495089260882621 8:0.10238 9:0.0509568 10:0.131974 11:0.101811 12:0.1330 13:0.811809572087783 14:0.706327876862937 15:0.62406015037594 16:0.541353383458647 17:0.722585179163833 18:0.880697422521867 19:0.808270676691729 20:1.29722985984 21:0.4074 22:0.2222 23:0 30:0.221234 #T0859:IntFOLD4_TS5
0.21239 1:0.32218 2:0.181802 3:0.652563346811748 4:0.106 5:0.593066582955669 6:0.189667 7:0.585223318954067 8:0.295064 9:0.238409 10:0.237333 11:0.265586 12:0.1807 13:0.842987068171386 14:0.706572196432934 15:0.699248120300752 16:0.586466165413534 17:0.727386066307622 18:0.879881114981789 19:0.842105263157895 20:1.37040343399 21:0.2963 22:0.1852 23:0 30:0.254071 #T0859:MULTICOM-CLUSTER_TS1
0.21681 1:0.27321 2:0.176041 3:0.635599310207369 4:0.108 5:0.526673872245101 6:0.134807 7:0.488797655255651 8:0.0898437 9:0.172839 10:0.195844 11:0.18604 12:0.1550 13:0.806018417445775 14:0.708282433422917 15:0.759398496240602 16:0.593984962406015 17:0.721181876622295 18:0.876721394365771 19:0.860902255639098 20:1.32691980676 21:0.1481 22:0.037 23:0.037 30:0.235607 #T0859:MULTICOM-CLUSTER_TS2
0.22566 1:0.32386 2:0.182371 3:0.6636379372415 4:0.110 5:0.533581417419301 6:0.153208 7:0.543333645519328 8:0.25146 9:0.236611 10:0.229899 11:0.18274 12:0.1791 13:0.850213471551148 14:0.683508429025165 15:0.729323308270677 16:0.571428571428571 17:0.698146098510612 18:0.864597623274574 19:0.834586466165414 20:1.31032366903 21:0.037 22:0.1111 23:0.1111 30:0.254408 #T0859:MULTICOM-CLUSTER_TS3
0.20354 1:0.35494 2:0.184505 3:0.664133207673873 4:0.110 5:0.565129987813472 6:0.181701 7:0.560217846401719 8:0.277373 9:0.179613 10:0.175558 11:0.221239 12:0.1943 13:0.833555768311216 14:0.720058636696799 15:0.736842105263158 16:0.639097744360902 17:0.731881176866594 18:0.875175628538673 19:0.842105263157895 20:1.31552712528 21:0.2593 22:0.3333 23:0 30:0.261404 #T0859:MULTICOM-CLUSTER_TS4
