0.06917 1:0.14522 2:0.0641365 3:0.493901228222973 4:0.033 5:0.546505785485688 6:0.129966 7:0.427868944972189 8:0.000544865 9:0.0336597 10:-0.0275212 11:0.00282157 12:0.0706 13:0.681421709862252 14:0.718504795117698 15:0.555956678700361 16:0.469314079422383 17:0.726461255380301 18:0.916437567362129 19:0.776173285198556 20:1.29201845051 21:0.1091 22:0 23:0 30:0.104109 #T0944:ACOMPMOD_TS1
0.68676 1:0.71277 2:0.534193 3:0.702221627066618 4:0.458 5:0.856498517589578 6:0.420559 7:0.814658816871572 8:0.665919 9:0.686933 10:0.650844 11:0.678349 12:0.5317 13:0.866973598415053 14:0.797951176983435 15:0.743682310469314 16:0.75812274368231 17:0.803882240069816 18:0.928881062781627 19:0.870036101083033 20:1.65051562101 21:0.7091 22:0.8909 23:0.8545 30:0.606287 #T0944:BhageerathH-Plus_TS2
0.68577 1:0.71459 2:0.543397 3:0.687629405544527 4:0.468 5:0.862731373626033 6:0.434165 7:0.824755979331992 8:0.650468 9:0.686295 10:0.662504 11:0.685297 12:0.5391 13:0.88219690107191 14:0.797406277244987 15:0.740072202166065 16:0.768953068592058 17:0.802933453532291 18:0.928785264296756 19:0.866425992779783 20:1.66536840211 21:0.7273 22:0.8364 23:0.8909 30:0.614409 #T0944:BhageerathH-Plus_TS3
0.66798 1:0.69521 2:0.536818 3:0.693816347977602 4:0.462 5:0.861400416916291 6:0.417595 7:0.824976011468055 8:0.662961 9:0.723626 10:0.670065 11:0.704612 12:0.5342 13:0.874854667302293 14:0.799716652136007 15:0.76173285198556 16:0.740072202166065 17:0.805701775744866 18:0.929038871216121 19:0.879061371841155 20:1.66215909068 21:0.8 22:0.8545 23:0.9091 30:0.613497 #T0944:BhageerathH-Plus_TS4
0.6581 1:0.70861 2:0.528244 3:0.680006150333306 4:0.454 5:0.855826218527957 6:0.428182 7:0.820502963449733 8:0.674032 9:0.69567 10:0.661157 11:0.690043 12:0.5288 13:0.8742711658091 14:0.798081952920663 15:0.750902527075812 16:0.743682310469314 17:0.802905274505605 18:0.929164690578055 19:0.871841155234657 20:1.66697240601 21:0.7091 22:0.8727 23:0.8727 30:0.607749 #T0944:BhageerathH-Plus_TS5
0.68775 1:0.63993 2:0.559129 3:0.6597194011876 4:0.488 5:0.807375872913634 6:0.410535 7:0.74147736428821 8:0.588329 9:0.651418 10:0.579835 11:0.618677 12:0.5519 13:0.831383096406736 14:0.800283347863993 15:0.765342960288809 16:0.696750902527076 17:0.809364801777868 18:0.929349127589624 19:0.879061371841155 20:1.60580214297 21:0.8 22:0.9273 23:0.8727 30:0.607694 #T0944:FALCON_TOPOX_TS1
0.70455 1:0.62877 2:0.562869 3:0.665514052567707 4:0.493 5:0.806462457667367 6:0.406086 7:0.747371225274086 8:0.619335 9:0.667065 10:0.642264 11:0.652838 12:0.5578 13:0.828329335623146 14:0.788055797733217 15:0.754512635379061 16:0.736462093862816 17:0.795339334937676 18:0.92952813289186 19:0.875451263537906 20:1.65270809318 21:0.7273 22:0.9091 23:0.8909 30:0.618585 #T0944:FALCON_TOPOX_TS2
0.72332 1:0.65937 2:0.574091 3:0.662346966131088 4:0.503 5:0.811263017249675 6:0.419514 7:0.717957537723136 8:0.605309 9:0.652689 10:0.627877 11:0.634082 12:0.5675 13:0.815873594992023 14:0.798801220575414 15:0.772563176895307 16:0.754512635379061 17:0.806981439926031 18:0.929068032394175 19:0.886281588447653 20:1.63359302695 21:0.7818 22:0.9455 23:0.8727 30:0.619362 #T0944:FALCON_TOPOX_TS3
0.69269 1:0.64172 2:0.566366 3:0.658677584831507 4:0.495 5:0.799678039894335 6:0.40489 7:0.746368056364272 8:0.609828 9:0.680686 10:0.634498 11:0.645463 12:0.5608 13:0.830140536280368 14:0.786595466434176 15:0.823104693140794 16:0.707581227436823 17:0.793979363399282 18:0.928760979202628 19:0.911552346570397 20:1.63879555133 21:0.7818 22:0.9455 23:0.8909 30:0.622137 #T0944:FALCON_TOPOX_TS4
0.7085 1:0.65708 2:0.574034 3:0.673868696382516 4:0.502 5:0.798487914145851 6:0.430921 7:0.741420880539243 8:0.669283 9:0.711712 10:0.719917 11:0.70799 12:0.5688 13:0.836676020167495 14:0.779598953792502 15:0.833935018050541 16:0.747292418772563 17:0.787340328411531 18:0.928077232197631 19:0.916967509025271 20:1.66252922902 21:0.7636 22:0.8909 23:0.8909 30:0.636391 #T0944:FALCON_TOPOX_TS5
0.71344 1:0.66132 2:0.576333 3:0.65331412721504 4:0.503 5:0.812934986186602 6:0.414219 7:0.747955342073012 8:0.615132 9:0.676154 10:0.635987 11:0.646834 12:0.5687 13:0.824865980001152 14:0.798975588491718 15:0.815884476534296 16:0.725631768953069 17:0.805318735703394 18:0.929155412382435 19:0.906137184115523 20:1.63188685074 21:0.8 22:0.9455 23:0.8727 30:0.622405 #T0944:FALCON_TOPO_TS1
0.7164 1:0.68724 2:0.575229 3:0.660326495189517 4:0.502 5:0.812516388960456 6:0.422593 7:0.750001158922402 8:0.635645 9:0.677901 10:0.687322 11:0.672614 12:0.5693 13:0.843771545264571 14:0.787401918047079 15:0.797833935018051 16:0.754512635379061 17:0.79550824055436 18:0.92844892339497 19:0.897111913357401 20:1.62214901488 21:0.8 22:0.9091 23:0.9091 30:0.628143 #T0944:FALCON_TOPO_TS2
0.69565 1:0.65684 2:0.569587 3:0.68101762081078 4:0.500 5:0.79438888719886 6:0.409466 7:0.734457998081264 8:0.609191 9:0.650207 10:0.62182 11:0.636076 12:0.5633 13:0.821861811417728 14:0.78140802092415 15:0.783393501805054 16:0.736462093862816 17:0.787878738598037 18:0.928606602116311 19:0.889891696750903 20:1.62007729863 21:0.8545 22:0.9455 23:0.9091 30:0.622643 #T0944:FALCON_TOPO_TS3
0.72727 1:0.63439 2:0.571448 3:0.661137894583534 4:0.502 5:0.793592305704468 6:0.404136 7:0.709103451202538 8:0.622051 9:0.643735 10:0.668011 11:0.650811 12:0.5667 13:0.816221074347391 14:0.788077593722755 15:0.808664259927798 16:0.743682310469314 17:0.795643835534893 18:0.927847545945779 19:0.902527075812274 20:1.67650114778 21:0.8 22:0.9273 23:0.9091 30:0.630299 #T0944:FALCON_TOPO_TS4
0.70652 1:0.66466 2:0.557062 3:0.651588911086664 4:0.483 5:0.811303434088362 6:0.428991 7:0.743911527308723 8:0.640447 9:0.64981 10:0.65299 11:0.670683 12:0.5532 13:0.823784385803941 14:0.796687009590235 15:0.76173285198556 16:0.732851985559567 17:0.806315060452583 18:0.929234683607875 19:0.879061371841155 20:1.63359872916 21:0.8 22:0.8545 23:0.8727 30:0.612569 #T0944:FALCON_TOPO_TS5
0.66107 1:0.57399 2:0.528105 3:0.643532874246061 4:0.453 5:0.799054577961888 6:0.371572 7:0.726436708562778 8:0.6102 9:0.646773 10:0.614486 11:0.628926 12:0.5263 13:0.828784932653959 14:0.791521360069747 15:0.743682310469314 16:0.72202166064982 17:0.796057328146308 18:0.929758950008204 19:0.870036101083033 20:1.58227428372 21:0.7455 22:0.8545 23:0.7091 30:0.579704 #T0944:FFAS-3D_TS1
0.66403 1:0.37526 2:0.549155 3:0.616603976845036 4:0.474 5:0.740135035604422 6:0.287528 7:0.635857662413283 8:0.475362 9:0.563381 10:0.464858 11:0.547363 12:0.5408 13:0.734664029541589 14:0.801176983435048 15:0.657039711191336 16:0.67870036101083 17:0.807297191693549 18:0.929973212391225 19:0.828519855595668 20:1.50119641785 21:0.6909 22:0.8182 23:0.8364 30:0.559047 #T0944:FLOUDAS_SERVER_TS1
0.667 1:0.41370 2:0.550796 3:0.637539916077767 4:0.473 5:0.733474814093391 6:0.307891 7:0.632840194923666 8:0.509839 9:0.610555 10:0.518836 11:0.575633 12:0.5458 13:0.725918770647763 14:0.791020052310375 15:0.67870036101083 16:0.72202166064982 17:0.800037466845357 18:0.927824156353554 19:0.839350180505415 20:1.55965620374 21:0.7091 22:0.8727 23:0.8545 30:0.573200 #T0944:FLOUDAS_SERVER_TS2
0.667 1:0.43179 2:0.548474 3:0.63987302014093 4:0.476 5:0.733001169125658 6:0.309686 7:0.623887112883817 8:0.470092 9:0.582557 10:0.498572 11:0.558497 12:0.5433 13:0.729230845012686 14:0.791848299912816 15:0.653429602888087 16:0.75812274368231 17:0.800161337299579 18:0.930596351952936 19:0.823104693140794 20:1.50594815882 21:0.6909 22:0.8727 23:0.8182 30:0.563791 #T0944:FLOUDAS_SERVER_TS3
0.66008 1:0.38233 2:0.549234 3:0.626462611804494 4:0.475 5:0.727365986711201 6:0.295379 7:0.630683089359885 8:0.491629 9:0.583187 10:0.518881 11:0.578765 12:0.5418 13:0.730491438666387 14:0.778945074106364 15:0.67870036101083 16:0.729241877256318 17:0.787648216014438 18:0.925856969244131 19:0.839350180505415 20:1.54370313989 21:0.7273 22:0.8364 23:0.8364 30:0.569646 #T0944:FLOUDAS_SERVER_TS4
0.6581 1:0.40218 2:0.551522 3:0.645223863046227 4:0.476 5:0.740235261135306 6:0.327907 7:0.649674683879841 8:0.516414 9:0.603777 10:0.570997 11:0.598536 12:0.5469 13:0.740622273576959 14:0.7865518744551 15:0.67870036101083 16:0.72202166064982 17:0.796909367170351 18:0.929196487463517 19:0.839350180505415 20:1.55898504518 21:0.6909 22:0.8364 23:0.8545 30:0.575254 #T0944:FLOUDAS_SERVER_TS5
0.09684 1:0.19904 2:0.0947236 3:0.584349854106013 4:0.064 5:0.489822930815053 6:0.116264 7:0.402050668064128 8:0.0829742 9:0.137418 10:0.166727 11:0.0903161 12:0.0843 13:0.669327224197654 14:0.679838709677419 15:0.783393501805054 16:0.55956678700361 17:0.694486392233979 18:0.906609757907782 19:0.888086642599278 20:1.38574155736 21:0.3273 22:0.4364 23:0 30:0.168493 #T0944:GAPF_LNCC_SERVER_TS1
0.09486 1:0.19638 2:0.0921351 3:0.559556830200077 4:0.064 5:0.473563014502516 6:0.107837 7:0.392567245254454 8:0.0931447 9:0.166145 10:0.196125 11:0.110843 12:0.0820 13:0.672733724115418 14:0.667894507410636 15:0.783393501805054 16:0.55956678700361 17:0.683705330791938 18:0.896217040238719 19:0.888086642599278 20:1.32331352177 21:0.3091 22:0.4364 23:0 30:0.164869 #T0944:GAPF_LNCC_SERVER_TS2
0.09881 1:0.21627 2:0.0927473 3:0.583668571488053 4:0.062 5:0.467044952724033 6:0.108703 7:0.397811922063806 8:0.0942268 9:0.153383 10:0.210737 11:0.116154 12:0.0810 13:0.691914133693559 14:0.659176111595466 15:0.797833935018051 16:0.563176895306859 17:0.677140124997545 18:0.898359265501988 19:0.895306859205776 20:1.397092702 21:0.3091 22:0.4364 23:0 30:0.171538 #T0944:GAPF_LNCC_SERVER_TS3
0.09486 1:0.21454 2:0.0917743 3:0.587097920416345 4:0.063 5:0.489279205884818 6:0.127352 7:0.410608797018749 8:0.116182 9:0.122464 10:0.185384 11:0.0927219 12:0.0853 13:0.681661238519281 14:0.674019180470793 15:0.787003610108303 16:0.577617328519856 17:0.69038790377447 18:0.903964517141949 19:0.889891696750903 20:1.37486429219 21:0.3091 22:0.4182 23:0 30:0.167209 #T0944:GAPF_LNCC_SERVER_TS4
0.09091 1:0.18287 2:0.0873061 3:0.569846200206405 4:0.057 5:0.539836560029303 6:0.132859 7:0.451721689985415 8:0.0973418 9:0.156278 10:0.147473 11:0.145106 12:0.0830 13:0.691688714601898 14:0.701133391455972 15:0.797833935018051 16:0.541516245487365 17:0.719175687804213 18:0.91473060724265 19:0.895306859205776 20:1.36578817052 21:0.3091 22:0.4364 23:0 30:0.156495 #T0944:GAPF_LNCC_SERVER_TS5
0.73419 1:0.69706 2:0.557803 3:0.690587158347529 4:0.483 5:0.839006132310625 6:0.460687 7:0.804969713021345 8:0.682802 9:0.757439 10:0.711647 11:0.706768 12:0.5515 13:0.871194362185029 14:0.789668700959024 15:0.776173285198556 16:0.75812274368231 17:0.7992396862539 18:0.928211652713664 19:0.888086642599278 20:1.71181233605 21:0.7091 22:0.9636 23:0.8909 30:0.634938 #T0944:GOAL_TS1
0.74111 1:0.69746 2:0.557277 3:0.685957559348026 4:0.481 5:0.839772317127682 6:0.434794 7:0.80682663691516 8:0.696732 9:0.731231 10:0.680079 11:0.678599 12:0.5530 13:0.876472842426211 14:0.790736704446382 15:0.76173285198556 16:0.787003610108303 17:0.799891952904807 18:0.928405989153714 19:0.88086642599278 20:1.71477024565 21:0.8182 22:0.9455 23:0.8727 30:0.633979 #T0944:GOAL_TS2
0.71542 1:0.73556 2:0.550826 3:0.6951341001137 4:0.475 5:0.844611711899078 6:0.427242 7:0.815977493331559 8:0.685615 9:0.717152 10:0.670933 11:0.671106 12:0.5489 13:0.88661478131426 14:0.793090671316478 15:0.750902527075812 16:0.779783393501805 17:0.802386734513406 18:0.928916885144044 19:0.873646209386282 20:1.69160501485 21:0.7636 22:0.9273 23:0.8909 30:0.629232 #T0944:GOAL_TS3
0.73617 1:0.73508 2:0.540676 3:0.685795685257134 4:0.463 5:0.854689186499499 6:0.442061 7:0.820712543656801 8:0.641308 9:0.657754 10:0.609788 11:0.645016 12:0.5441 13:0.880616880216469 14:0.799934612031386 15:0.794223826714801 16:0.740072202166065 17:0.808670056804156 18:0.929238029916705 19:0.897111913357401 20:1.69147570564 21:0.7636 22:0.9636 23:0.8364 30:0.617911 #T0944:GOAL_TS4
0.72925 1:0.73881 2:0.564318 3:0.699509817024056 4:0.489 5:0.844037119735776 6:0.445002 7:0.813404260038708 8:0.704338 9:0.728291 10:0.704351 11:0.697326 12:0.5577 13:0.874582578109803 14:0.789646904969486 15:0.808664259927798 16:0.750902527075812 17:0.799911387396423 18:0.928304140013599 19:0.904332129963899 20:1.71288231759 21:0.8182 22:0.9818 23:0.9091 30:0.643975 #T0944:GOAL_TS5
0.6502 1:0.55736 2:0.54694 3:0.637846374165918 4:0.478 5:0.775679999146363 6:0.321136 7:0.701911384429398 8:0.550635 9:0.580018 10:0.551844 11:0.5876 12:0.5401 13:0.796460001886841 14:0.789428945074106 15:0.736462093862816 16:0.740072202166065 17:0.796395655768051 18:0.926679878483459 19:0.866425992779783 20:1.56828984958 21:0.6364 22:0.7818 23:0.6909 30:0.577569 #T0944:HHGG_TS1
0.64921 1:0.55421 2:0.545868 3:0.642341798510247 4:0.477 5:0.779772000614619 6:0.330552 7:0.709938197774044 8:0.57053 9:0.596978 10:0.569075 11:0.604115 12:0.5386 13:0.80641242176079 14:0.790104620749782 15:0.725631768953069 16:0.729241877256318 17:0.7977470154545 18:0.926589910594668 19:0.86101083032491 20:1.56296201362 21:0.6545 22:0.7818 23:0.6727 30:0.577956 #T0944:HHGG_TS2
0.65217 1:0.57261 2:0.546705 3:0.635192256578638 4:0.478 5:0.777621397232975 6:0.327244 7:0.70768312565506 8:0.578599 9:0.614121 10:0.572436 11:0.598827 12:0.5392 13:0.802240081351246 14:0.788600697471665 15:0.736462093862816 16:0.740072202166065 17:0.794827135047179 18:0.926683742704767 19:0.866425992779783 20:1.57181872239 21:0.6545 22:0.7636 23:0.6909 30:0.580556 #T0944:HHGG_TS3
0.65613 1:0.54660 2:0.54778 3:0.644900555938261 4:0.479 5:0.774444568121781 6:0.315198 7:0.699967162515874 8:0.576152 9:0.610958 10:0.577022 11:0.605884 12:0.5399 13:0.788938100752315 14:0.789319965126417 15:0.740072202166065 16:0.71841155234657 17:0.795484343247943 18:0.926705206592606 19:0.868231046931408 20:1.57038613566 21:0.6545 22:0.7818 23:0.6727 30:0.579046 #T0944:HHGG_TS4
0.65711 1:0.52681 2:0.546949 3:0.636936350666388 4:0.478 5:0.76845271756102 6:0.314707 7:0.691398744114858 8:0.539826 9:0.578394 10:0.517842 11:0.56777 12:0.5394 13:0.781754996163701 14:0.787859633827376 15:0.72202166064982 16:0.71841155234657 17:0.793375809384986 18:0.926709453148709 19:0.859205776173285 20:1.56955624335 21:0.6545 22:0.7818 23:0.6727 30:0.573732 #T0944:HHGG_TS5
0.65514 1:0.49381 2:0.553114 3:0.611016691909321 4:0.485 5:0.726185298664291 6:0.302351 7:0.613892466020064 8:0.514284 9:0.559281 10:0.527338 11:0.539893 12:0.5447 13:0.745828953663019 14:0.781909328683522 15:0.71841155234657 16:0.71841155234657 17:0.788992215373542 18:0.926709971340647 19:0.857400722021661 20:1.54997432154 21:0.6182 22:0.8182 23:0.6909 30:0.572412 #T0944:HHPred0_TS1
0.65514 1:0.49381 2:0.553114 3:0.611016691909321 4:0.485 5:0.726185298664291 6:0.302351 7:0.613892466020064 8:0.514284 9:0.559281 10:0.527338 11:0.539893 12:0.5447 13:0.745828953663019 14:0.781909328683522 15:0.71841155234657 16:0.71841155234657 17:0.788992215373542 18:0.926709971340647 19:0.857400722021661 20:1.54997432154 21:0.6182 22:0.8182 23:0.6909 30:0.572412 #T0944:HHPred1_TS1
0.70751 1:0.65148 2:0.577333 3:0.673695354372378 4:0.505 5:0.796356690620237 6:0.412748 7:0.727635810555269 8:0.627564 9:0.665886 10:0.650813 11:0.647478 12:0.5717 13:0.831449302828843 14:0.782911944202267 15:0.8014440433213 16:0.747292418772563 17:0.789973832019149 18:0.927327811278236 19:0.898916967509025 20:1.66604155955 21:0.7818 22:0.9455 23:0.8727 30:0.633004 #T0944:IntFOLD4_TS1
0.70751 1:0.64332 2:0.577333 3:0.673695354372378 4:0.505 5:0.796356690620237 6:0.412748 7:0.727635810555269 8:0.627564 9:0.665886 10:0.650813 11:0.647478 12:0.5717 13:0.831449302828843 14:0.782911944202267 15:0.8014440433213 16:0.747292418772563 17:0.789973832019149 18:0.927327811278236 19:0.898916967509025 20:1.66604155955 21:0.7818 22:0.9455 23:0.8727 30:0.632584 #T0944:IntFOLD4_TS2
0.70158 1:0.62727 2:0.560443 3:0.66826344209949 4:0.490 5:0.820179131385593 6:0.418276 7:0.733709683048018 8:0.587733 9:0.625049 10:0.588348 11:0.584526 12:0.5535 13:0.830762192042038 14:0.799847428073235 15:0.819494584837545 16:0.703971119133574 17:0.80347891923356 18:0.930097862771056 19:0.907942238267148 20:1.62808175281 21:0.8364 22:0.9636 23:0.7818 30:0.607558 #T0944:IntFOLD4_TS3
0.70059 1:0.65692 2:0.58327 3:0.657478305122693 4:0.509 5:0.776286341343035 6:0.389965 7:0.704698584460453 8:0.62958 9:0.659832 10:0.655664 11:0.658846 12:0.5759 13:0.811101055378792 14:0.786595466434176 15:0.765342960288809 16:0.754512635379061 17:0.792648099827053 18:0.927240871507655 19:0.882671480144404 20:1.66502050219 21:0.8 22:0.9455 23:0.8909 30:0.634927 #T0944:IntFOLD4_TS4
0.70553 1:0.65745 2:0.573515 3:0.678304663976293 4:0.500 5:0.803688520088406 6:0.414851 7:0.739522419687568 8:0.621954 9:0.673278 10:0.664406 11:0.654943 12:0.5688 13:0.830111315287004 14:0.778705318221447 15:0.8014440433213 16:0.754512635379061 17:0.784142869530031 18:0.927551333815257 19:0.898916967509025 20:1.65736152526 21:0.8 22:0.9273 23:0.8727 30:0.629623 #T0944:IntFOLD4_TS5
0.69466 1:0.63606 2:0.572495 3:0.643708245195758 4:0.504 5:0.800050303770592 6:0.395711 7:0.732691242409623 8:0.621024 9:0.664808 10:0.644381 11:0.649767 12:0.5659 13:0.823417286638743 14:0.779598953792502 15:0.812274368231047 16:0.732851985559567 17:0.787664066268694 18:0.926904821077789 19:0.906137184115523 20:1.64095732443 21:0.8364 22:0.9455 23:0.8545 30:0.624581 #T0944:MULTICOM-CLUSTER_TS1
0.69071 1:0.64954 2:0.573058 3:0.65806096363514 4:0.500 5:0.79422631050346 6:0.411013 7:0.721380518530226 8:0.590827 9:0.632736 10:0.632 11:0.621439 12:0.5681 13:0.815206187503601 14:0.785592850915432 15:0.8014440433213 16:0.71841155234657 17:0.791290972010746 18:0.926983543366511 19:0.90072202166065 20:1.64754570608 21:0.7818 22:0.9455 23:0.8909 30:0.624036 #T0944:MULTICOM-CLUSTER_TS2
0.68379 1:0.61402 2:0.56459 3:0.637415709690859 4:0.486 5:0.787811839572126 6:0.360663 7:0.713758189539004 8:0.570732 9:0.618075 10:0.578588 11:0.587048 12:0.5590 13:0.812554257123035 14:0.788012205754141 15:0.783393501805054 16:0.729241877256318 17:0.792807170755435 18:0.927834183584456 19:0.889891696750903 20:1.58974584874 21:0.8182 22:0.9455 23:0.7818 30:0.602042 #T0944:MULTICOM-CLUSTER_TS3
0.70751 1:0.63502 2:0.567028 3:0.661640806949841 4:0.494 5:0.80570112135303 6:0.393343 7:0.735281263787453 8:0.625128 9:0.681532 10:0.62811 11:0.637237 12:0.5600 13:0.827313446916726 14:0.785723626852659 15:0.808664259927798 16:0.740072202166065 17:0.792694845526004 18:0.927690547464391 19:0.904332129963899 20:1.62836795369 21:0.8364 22:0.9455 23:0.8727 30:0.619123 #T0944:MULTICOM-CLUSTER_TS4
0.70059 1:0.63053 2:0.574013 3:0.647357248884987 4:0.504 5:0.795755721261148 6:0.399521 7:0.720812215003854 8:0.613807 9:0.671925 10:0.671225 11:0.658743 12:0.5695 13:0.804793996171215 14:0.781800348735833 15:0.819494584837545 16:0.743682310469314 17:0.788616259535076 18:0.927353588331068 19:0.909747292418773 20:1.63819096774 21:0.8 22:0.9455 23:0.8909 30:0.624091 #T0944:MULTICOM-CLUSTER_TS5
0.6996 1:0.62433 2:0.573133 3:0.635074137010407 4:0.503 5:0.796187730815673 6:0.380788 7:0.718989029734871 8:0.589855 9:0.653244 10:0.632891 11:0.632405 12:0.5684 13:0.810649549287049 14:0.785941586748038 15:0.812274368231047 16:0.736462093862816 17:0.79389888929164 18:0.928204575893132 19:0.904332129963899 20:1.62135556271 21:0.8182 22:0.9455 23:0.8909 30:0.618878 #T0944:MULTICOM-CONSTRUCT_TS1
0.69071 1:0.65499 2:0.573673 3:0.671949848848414 4:0.501 5:0.79022205954661 6:0.411978 7:0.716376642322004 8:0.592031 9:0.652499 10:0.650267 11:0.633474 12:0.5689 13:0.815330418469672 14:0.783217088055798 15:0.794223826714801 16:0.740072202166065 17:0.788672493870399 18:0.927013462100474 19:0.897111913357401 20:1.65011435194 21:0.7818 22:0.9455 23:0.8909 30:0.626641 #T0944:MULTICOM-CONSTRUCT_TS2
0.68182 1:0.64165 2:0.564979 3:0.649641834828265 4:0.487 5:0.788259038851346 6:0.368912 7:0.7180068188624 8:0.580409 9:0.620741 10:0.584239 11:0.594622 12:0.5597 13:0.824749429981908 14:0.785701830863121 15:0.772563176895307 16:0.743682310469314 17:0.790301062669898 18:0.927871224237103 19:0.884476534296029 20:1.58827017347 21:0.8182 22:0.9273 23:0.7818 30:0.605461 #T0944:MULTICOM-CONSTRUCT_TS3
