0.0976 1:0.14824 2:0.0849458 3:0.65773276562696 4:0.047 5:0.678703440632745 6:0.211921 7:0.554448234684196 8:0.0303056 9:-0.0911962 10:-0.072438 11:-0.0109699 12:0.0843 13:0.677684709148881 14:0.772436257441312 15:0.541176470588235 16:0.588235294117647 17:0.784713675495872 18:0.934605584097618 19:0.763235294117647 20:1.35441736928 21:0.0588 22:0 23:0.0735 30:0.119411 #T0909:ACOMPMOD_TS1
0.35435 1:0.31514 2:0.27763 3:0.699059779274937 4:0.229 5:0.865099248583784 6:0.399567 7:0.819177280292762 8:0.369487 9:0.242272 10:0.332321 11:0.34639 12:0.2750 13:0.848037269828678 14:0.824459919877195 15:0.717647058823529 16:0.614705882352941 17:0.829665974135909 18:0.927723116776254 19:0.855882352941176 20:1.70089835272 21:0.2206 22:0.8382 23:0.5 30:0.386095 #T0909:BhageerathH-Plus_TS1
0.33258 1:0.40474 2:0.247339 3:0.750420539149231 4:0.195 5:0.859040170919529 6:0.386854 7:0.814177813273697 8:0.3155 9:0.229317 10:0.304642 11:0.324678 12:0.2556 13:0.827144502585852 14:0.819274401887004 15:0.7 16:0.626470588235294 17:0.823002373866262 18:0.935318335913636 19:0.848529411764706 20:1.71019113036 21:0.1765 22:0.8235 23:0.4853 30:0.367289 #T0909:BhageerathH-Plus_TS2
0.34985 1:0.31084 2:0.276774 3:0.700153438798882 4:0.229 5:0.867647767171615 6:0.395651 7:0.822245064854974 8:0.367239 9:0.236228 10:0.34106 11:0.337757 12:0.2738 13:0.855029519901143 14:0.82036017821708 15:0.708823529411765 16:0.632352941176471 17:0.826314458023521 18:0.927333457462725 19:0.851470588235294 20:1.69851447367 21:0.2206 22:0.8235 23:0.4853 30:0.384183 #T0909:BhageerathH-Plus_TS3
0.35135 1:0.31722 2:0.271497 3:0.716762802173917 4:0.221 5:0.873060345619847 6:0.396134 7:0.820880153971266 8:0.331674 9:0.247178 10:0.289554 11:0.334427 12:0.2728 13:0.841727638865581 14:0.82374854917818 15:0.679411764705882 16:0.664705882352941 17:0.833317322686068 18:0.937272312820355 19:0.839705882352941 20:1.69535014483 21:0.2059 22:0.8088 23:0.4853 30:0.377148 #T0909:BhageerathH-Plus_TS4
0.3476 1:0.44839 2:0.269146 3:0.725000042955991 4:0.221 5:0.872507989783016 6:0.405098 7:0.822448460242161 8:0.374562 9:0.317985 10:0.331589 11:0.3914 12:0.2661 13:0.850116706585913 14:0.823561346362649 15:0.711764705882353 16:0.644117647058824 17:0.829518397665982 18:0.936426551313333 19:0.855882352941176 20:1.70062863226 21:0.1765 22:0.8088 23:0.4706 30:0.386131 #T0909:BhageerathH-Plus_TS5
0.47447 1:0.35614 2:0.34744 3:0.708379511023366 4:0.281 5:0.84956660913712 6:0.402972 7:0.750582919671094 8:0.344744 9:0.332204 10:0.332281 11:0.343116 12:0.3547 13:0.776029153762834 14:0.822962297352952 15:0.691176470588235 16:0.652941176470588 17:0.827773314920343 18:0.93712281667344 19:0.836764705882353 20:1.72666191781 21:0.1912 22:0.8676 23:0.4412 30:0.429447 #T0909:FALCON_TOPOX_TS1
0.47222 1:0.34887 2:0.342178 3:0.718937234424587 4:0.276 5:0.843752321695918 6:0.413654 7:0.746244200799675 8:0.337769 9:0.308153 10:0.305076 11:0.358971 12:0.3498 13:0.781605440205037 14:0.820528660751058 15:0.708823529411765 16:0.638235294117647 17:0.827285902418816 18:0.936904414851533 19:0.851470588235294 20:1.7222454129 21:0.1618 22:0.8676 23:0.4265 30:0.425221 #T0909:FALCON_TOPOX_TS2
0.47072 1:0.44382 2:0.348201 3:0.747441111632311 4:0.282 5:0.858131090536644 6:0.401754 7:0.76722639660703 8:0.345382 9:0.330586 10:0.28277 11:0.341159 12:0.3563 13:0.778516682176692 14:0.827005878168408 15:0.714705882352941 16:0.670588235294118 17:0.833138406124393 18:0.93717041990621 19:0.855882352941176 20:1.69310499662 21:0.2059 22:0.8088 23:0.4412 30:0.431436 #T0909:FALCON_TOPOX_TS3
0.47072 1:0.42242 2:0.348201 3:0.747441111632311 4:0.281 5:0.858131090536644 6:0.401754 7:0.76722639660703 8:0.345382 9:0.330586 10:0.28277 11:0.341159 12:0.3563 13:0.778516682176692 14:0.827005878168408 15:0.714705882352941 16:0.670588235294118 17:0.833138406124393 18:0.93717041990621 19:0.855882352941176 20:1.69310499662 21:0.2059 22:0.8088 23:0.4412 30:0.429945 #T0909:FALCON_TOPOX_TS4
0.48649 1:0.36500 2:0.351837 3:0.719975051160585 4:0.285 5:0.848558667695109 6:0.387756 7:0.746657433134544 8:0.352607 9:0.297194 10:0.350064 11:0.361289 12:0.3573 13:0.770815801919175 14:0.826481710284923 15:0.7 16:0.658823529411765 17:0.831777623373931 18:0.937472208342064 19:0.844117647058824 20:1.66928301092 21:0.2206 22:0.8676 23:0.4265 30:0.428703 #T0909:FALCON_TOPOX_TS5
0.47447 1:0.35614 2:0.34744 3:0.708379511023366 4:0.281 5:0.84956660913712 6:0.402972 7:0.750582919671094 8:0.344744 9:0.332204 10:0.332281 11:0.343116 12:0.3547 13:0.776029153762834 14:0.822962297352952 15:0.691176470588235 16:0.652941176470588 17:0.827773314920343 18:0.93712281667344 19:0.836764705882353 20:1.72666191781 21:0.1912 22:0.8676 23:0.4412 30:0.429447 #T0909:FALCON_TOPO_TS1
0.48649 1:0.36500 2:0.351837 3:0.719975051160585 4:0.285 5:0.848558667695109 6:0.387756 7:0.746657433134544 8:0.352607 9:0.297194 10:0.350064 11:0.361289 12:0.3573 13:0.770815801919175 14:0.826481710284923 15:0.7 16:0.658823529411765 17:0.831777623373931 18:0.937472208342064 19:0.844117647058824 20:1.66928301092 21:0.2206 22:0.8676 23:0.4265 30:0.428703 #T0909:FALCON_TOPO_TS2
0.47523 1:0.37514 2:0.350605 3:0.699075243431599 4:0.284 5:0.852513731753578 6:0.412082 7:0.755013056135358 8:0.356324 9:0.291712 10:0.310453 11:0.34484 12:0.3562 13:0.768607987917436 14:0.824834325508256 15:0.676470588235294 16:0.688235294117647 17:0.830551174130171 18:0.937095504008094 19:0.833823529411765 20:1.68656739078 21:0.2059 22:0.8235 23:0.4265 30:0.426002 #T0909:FALCON_TOPO_TS3
0.47523 1:0.37514 2:0.350605 3:0.699075243431599 4:0.284 5:0.852513731753578 6:0.412082 7:0.755013056135358 8:0.356324 9:0.291712 10:0.310453 11:0.34484 12:0.3562 13:0.768607987917436 14:0.824834325508256 15:0.676470588235294 16:0.688235294117647 17:0.830551174130171 18:0.937095504008094 19:0.833823529411765 20:1.68656739078 21:0.2059 22:0.8235 23:0.4265 30:0.426002 #T0909:FALCON_TOPO_TS4
0.46021 1:0.39667 2:0.341651 3:0.721031768532503 4:0.275 5:0.854573381252845 6:0.424419 7:0.765749507974158 8:0.353576 9:0.337706 10:0.315585 11:0.355544 12:0.3514 13:0.786557079436757 14:0.81850687034333 15:0.685294117647059 16:0.685294117647059 17:0.825136312249943 18:0.936968611530092 19:0.838235294117647 20:1.69603123412 21:0.1912 22:0.8382 23:0.4559 30:0.426726 #T0909:FALCON_TOPO_TS5
0.46547 1:0.38787 2:0.291267 3:0.638275763714559 4:0.230 5:0.834467269751151 6:0.36947 7:0.737500758877745 8:0.376142 9:0.330295 10:0.385076 11:0.397008 12:0.3040 13:0.752630017239012 14:0.816466359654049 15:0.741176470588235 16:0.65 17:0.825187261136998 18:0.938681707655262 19:0.866176470588235 20:1.69173131715 21:0.1765 22:0.8529 23:0.4706 30:0.394863 #T0909:FFAS-3D_TS1
0.44144 1:0.21031 2:0.353186 3:0.659964587081244 4:0.288 5:0.719278596669364 6:0.277208 7:0.572426002914069 8:0.216164 9:0.125462 10:0.179951 11:0.236139 12:0.3561 13:0.626890799249416 14:0.808173274926055 15:0.561764705882353 16:0.673529411764706 17:0.819019166820144 18:0.937207489182764 19:0.780882352941176 20:1.52752848565 21:0.1618 22:0.8235 23:0.4706 30:0.404125 #T0909:FLOUDAS_SERVER_TS1
0.44144 1:0.19597 2:0.352042 3:0.654230477790894 4:0.287 5:0.713276218691518 6:0.271609 7:0.573972866607934 8:0.20744 9:0.120897 10:0.168763 11:0.22938 12:0.3551 13:0.639369784436071 14:0.805945561421244 15:0.582352941176471 16:0.664705882352941 17:0.816010537066977 18:0.937124418663062 19:0.791176470588235 20:1.50735438078 21:0.1912 22:0.8382 23:0.4118 30:0.400481 #T0909:FLOUDAS_SERVER_TS2
0.44219 1:0.20476 2:0.353178 3:0.659446194185133 4:0.289 5:0.701712419566537 6:0.273679 7:0.536944055593205 8:0.215895 9:0.152221 10:0.178893 11:0.23379 12:0.3548 13:0.604295336313292 14:0.804185854955259 15:0.602941176470588 16:0.667647058823529 17:0.81514014727871 18:0.936916670294177 19:0.801470588235294 20:1.50370849133 21:0.1912 22:0.8235 23:0.4412 30:0.402111 #T0909:FLOUDAS_SERVER_TS3
0.43243 1:0.19938 2:0.3506 3:0.676396026742682 4:0.286 5:0.697205244461585 6:0.290092 7:0.521305466499503 8:0.184696 9:0.107531 10:0.15717 11:0.199389 12:0.3540 13:0.611138385024943 14:0.803474484256243 15:0.570588235294118 16:0.655882352941176 17:0.81731616779805 18:0.937171015711065 19:0.785294117647059 20:1.49041034983 21:0.2059 22:0.8382 23:0.4559 30:0.400568 #T0909:FLOUDAS_SERVER_TS4
0.43769 1:0.19362 2:0.35072 3:0.654802479763433 4:0.286 5:0.711845458752719 6:0.270674 7:0.543813083446282 8:0.200025 9:0.118208 10:0.145252 11:0.207535 12:0.3538 13:0.585244626157531 14:0.811936051518215 15:0.570588235294118 16:0.647058823529412 17:0.820781751237326 18:0.937367479916203 19:0.785294117647059 20:1.50538563869 21:0.1618 22:0.8529 23:0.4412 30:0.396770 #T0909:FLOUDAS_SERVER_TS5
0.06381 1:0.16973 2:0.0768784 3:0.639366674055097 4:0.048 5:0.524174752769207 6:0.129825 7:0.459024436387458 8:0.0117206 9:-0.100894 10:-0.0103248 11:0.00923562 12:0.0838 13:0.651664480007323 14:0.679171814744094 15:0.682352941176471 16:0.579411764705882 17:0.696206317224375 18:0.919953938033965 19:0.839705882352941 20:1.36928739865 21:0.4265 22:0.0147 23:0.0294 30:0.144047 #T0909:GAPF_LNCC_SERVER_TS1
0.06231 1:0.16245 2:0.0758529 3:0.639508171088556 4:0.047 5:0.512319557407314 6:0.120795 7:0.448185580938827 8:0.00145788 9:-0.0942057 10:-0.0137408 11:0.00486117 12:0.0787 13:0.651030297945049 14:0.673293646336441 15:0.682352941176471 16:0.582352941176471 17:0.691005354606398 18:0.918710859531821 19:0.839705882352941 20:1.34946976217 21:0.4265 22:0.0147 23:0.0294 30:0.141051 #T0909:GAPF_LNCC_SERVER_TS2
0.06006 1:0.18008 2:0.0754131 3:0.630080619803399 4:0.047 5:0.517407961521926 6:0.130528 7:0.452973225580555 8:-0.00422385 9:-0.123813 10:-0.0250134 11:-0.00407778 12:0.0771 13:0.656878289523868 14:0.677692912501404 15:0.682352941176471 16:0.582352941176471 17:0.696134563864396 18:0.913035364403383 19:0.839705882352941 20:1.36908670652 21:0.4265 22:0.0147 23:0.0294 30:0.142427 #T0909:GAPF_LNCC_SERVER_TS3
0.06081 1:0.19562 2:0.0782588 3:0.639575611994 4:0.048 5:0.51778776340347 6:0.140777 7:0.451841844357098 8:0.0245128 9:-0.0757552 10:0.0134785 11:0.0186396 12:0.0790 13:0.661327556484462 14:0.678142199258677 15:0.676470588235294 16:0.597058823529412 17:0.698065575273101 18:0.910943166101363 19:0.836764705882353 20:1.37158225315 21:0.4265 22:0.0147 23:0.0294 30:0.146152 #T0909:GAPF_LNCC_SERVER_TS4
0.07282 1:0.18180 2:0.0784693 3:0.635021503768959 4:0.048 5:0.506312967920186 6:0.127572 7:0.442646785285082 8:-0.0132558 9:-0.137384 10:-0.0310117 11:-0.0198676 12:0.0809 13:0.652927809730126 14:0.671234415365607 15:0.682352941176471 16:0.591176470588235 17:0.690741184484104 18:0.911818754249983 19:0.839705882352941 20:1.36679945591 21:0.4265 22:0.0147 23:0.0294 30:0.145915 #T0909:GAPF_LNCC_SERVER_TS5
0.60135 1:0.61122 2:0.323904 3:0.764632958241622 4:0.257 5:0.895057043169288 6:0.475496 7:0.860960072038493 8:0.530326 9:0.447531 10:0.461896 11:0.513372 12:0.3284 13:0.864766663106989 14:0.825264891983975 15:0.673529411764706 16:0.714705882352941 17:0.835931836137265 18:0.939677629121078 19:0.833823529411765 20:1.7962339227 21:0.25 22:0.8971 23:0.4412 30:0.447827 #T0909:GOAL_TS1
0.53754 1:0.46777 2:0.323908 3:0.76303757274597 4:0.259 5:0.864634122869354 6:0.446274 7:0.81817874579832 8:0.466817 9:0.422835 10:0.438192 11:0.482802 12:0.3307 13:0.832178675494668 14:0.816691003032686 15:0.694117647058824 16:0.676470588235294 17:0.826655562775459 18:0.937497299831822 19:0.844117647058824 20:1.72540136746 21:0.2206 22:0.8824 23:0.4706 30:0.433548 #T0909:GOAL_TS2
0.52102 1:0.33083 2:0.310976 3:0.763394107469016 4:0.243 5:0.845142836869658 6:0.400676 7:0.802439385538086 8:0.423436 9:0.348616 10:0.358452 11:0.415072 12:0.3195 13:0.82248226517567 14:0.812329177430829 15:0.717647058823529 16:0.632352941176471 17:0.820912772415336 18:0.938532243456695 19:0.858823529411765 20:1.74236799802 21:0.2647 22:0.8529 23:0.4412 30:0.414153 #T0909:GOAL_TS3
0.45646 1:0.35620 2:0.29937 3:0.79527260730836 4:0.241 5:0.829002916936422 6:0.395361 7:0.780157488908467 8:0.35268 9:0.277559 10:0.283868 11:0.352824 12:0.3104 13:0.812466399182291 14:0.800460518926205 15:0.670588235294118 16:0.667647058823529 17:0.811444601529701 18:0.93597194877398 19:0.832352941176471 20:1.68757901131 21:0.3382 22:0.8382 23:0.4265 30:0.404944 #T0909:GOAL_TS4
0.51351 1:0.33137 2:0.316467 3:0.754199807213514 4:0.250 5:0.818814106557584 6:0.40155 7:0.783473495256167 8:0.418155 9:0.351271 10:0.369077 11:0.439305 12:0.3248 13:0.82044279851714 14:0.788741622674005 15:0.705882352941177 16:0.65 17:0.800556554742954 18:0.935656873417812 19:0.85 20:1.71267706346 21:0.3088 22:0.8971 23:0.4706 30:0.423319 #T0909:GOAL_TS5
0.50375 1:0.36890 2:0.376256 3:0.72466326798868 4:0.312 5:0.85758797993273 6:0.373915 7:0.773194131471944 8:0.349609 9:0.292291 10:0.343048 11:0.381881 12:0.3755 13:0.752661825504584 14:0.829832640682916 15:0.705882352941177 16:0.647058823529412 17:0.834459393293997 18:0.938369168752889 19:0.85 20:1.70139880145 21:0.3088 22:0.9265 23:0.4853 30:0.450374 #T0909:HHGG_TS1
0.50826 1:0.37996 2:0.376104 3:0.72274657168238 4:0.312 5:0.860620032244196 6:0.394481 7:0.776871837444655 8:0.373999 9:0.331295 10:0.397521 11:0.422269 12:0.3759 13:0.759360554699538 14:0.827848290838294 15:0.694117647058824 16:0.655882352941176 17:0.833640339836794 18:0.938261677038567 19:0.844117647058824 20:1.69770234906 21:0.3235 22:0.9265 23:0.5 30:0.454107 #T0909:HHGG_TS2
0.50976 1:0.36527 2:0.376592 3:0.719204420686918 4:0.312 5:0.857761248710232 6:0.380017 7:0.771927521008403 8:0.366612 9:0.318681 10:0.376576 11:0.395968 12:0.3764 13:0.751849761247311 14:0.828840465760605 15:0.708823529411765 16:0.638235294117647 17:0.833672499277346 18:0.938343309938171 19:0.851470588235294 20:1.70157609053 21:0.3088 22:0.9265 23:0.5294 30:0.453621 #T0909:HHGG_TS3
0.50676 1:0.37052 2:0.376123 3:0.7115720002543 4:0.312 5:0.85652489466896 6:0.376149 7:0.766336398481973 8:0.368511 9:0.315404 10:0.382889 11:0.406416 12:0.3763 13:0.753364353384491 14:0.828203976187802 15:0.714705882352941 16:0.655882352941176 17:0.833366313710575 18:0.938340988952372 19:0.854411764705882 20:1.68541863922 21:0.3235 22:0.9118 23:0.5 30:0.451680 #T0909:HHGG_TS4
0.50526 1:0.38735 2:0.376512 3:0.720895168481987 4:0.313 5:0.861574092964443 6:0.39043 7:0.775224555548026 8:0.349559 9:0.298732 10:0.353529 11:0.384678 12:0.3762 13:0.756349677340616 14:0.826257066906286 15:0.708823529411765 16:0.673529411764706 17:0.832288711244965 18:0.938347385888912 19:0.851470588235294 20:1.6968975369 21:0.3235 22:0.9265 23:0.5 30:0.452343 #T0909:HHGG_TS5
0.4985 1:0.35430 2:0.37492 3:0.685505531872486 4:0.310 5:0.824489843154115 6:0.356923 7:0.689718774351676 8:0.323823 9:0.245757 10:0.303327 11:0.314474 12:0.3741 13:0.692469068940792 14:0.824029353401475 15:0.7 16:0.644117647058824 17:0.829240505039109 18:0.938708674950275 19:0.847058823529412 20:1.66847446889 21:0.3382 22:0.9412 23:0.5441 30:0.445122 #T0909:HHPred0_TS1
0.4985 1:0.35430 2:0.37492 3:0.685505531872486 4:0.310 5:0.824489843154115 6:0.356923 7:0.689718774351676 8:0.323823 9:0.245757 10:0.303327 11:0.314474 12:0.3741 13:0.692469068940792 14:0.824029353401475 15:0.7 16:0.644117647058824 17:0.829240505039109 18:0.938708674950275 19:0.847058823529412 20:1.66847446889 21:0.3382 22:0.9412 23:0.5441 30:0.445122 #T0909:HHPred1_TS1
0.41892 1:0.41585 2:0.330153 3:0.71956782836848 4:0.254 5:0.833303430339892 6:0.384497 7:0.73051759135267 8:0.373657 9:0.295402 10:0.31099 11:0.35061 12:0.3321 13:0.756420540359121 14:0.823018458197611 15:0.761764705882353 16:0.661764705882353 17:0.831017826619563 18:0.935361096703649 19:0.877941176470588 20:1.67702396888 21:0.2794 22:0.9118 23:0.4853 30:0.420481 #T0909:IntFOLD4_TS1
0.41892 1:0.41927 2:0.330153 3:0.71956782836848 4:0.254 5:0.833303430339892 6:0.384497 7:0.73051759135267 8:0.373657 9:0.295402 10:0.31099 11:0.35061 12:0.3321 13:0.756420540359121 14:0.823018458197611 15:0.761764705882353 16:0.661764705882353 17:0.831017826619563 18:0.935361096703649 19:0.877941176470588 20:1.67702396888 21:0.2794 22:0.9118 23:0.4853 30:0.420687 #T0909:IntFOLD4_TS2
0.41366 1:0.35897 2:0.32664 3:0.750357823402767 4:0.252 5:0.817426794092358 6:0.368977 7:0.721338680378603 8:0.324725 9:0.232315 10:0.23731 11:0.285201 12:0.3316 13:0.76150276892096 14:0.811730128421131 15:0.752941176470588 16:0.632352941176471 17:0.820042428675743 18:0.935041961596088 19:0.873529411764706 20:1.6851593213 21:0.2647 22:0.8824 23:0.5 30:0.415934 #T0909:IntFOLD4_TS3
0.41366 1:0.35897 2:0.32664 3:0.750357823402767 4:0.253 5:0.817426794092358 6:0.368977 7:0.721338680378603 8:0.324725 9:0.232315 10:0.23731 11:0.285201 12:0.3316 13:0.76150276892096 14:0.811730128421131 15:0.752941176470588 16:0.632352941176471 17:0.820042428675743 18:0.935041961596088 19:0.873529411764706 20:1.6851593213 21:0.2647 22:0.8824 23:0.5 30:0.416174 #T0909:IntFOLD4_TS4
0.41366 1:0.35897 2:0.32664 3:0.750357823402767 4:0.253 5:0.817426794092358 6:0.368977 7:0.721338680378603 8:0.324725 9:0.232315 10:0.23731 11:0.285201 12:0.3316 13:0.76150276892096 14:0.811730128421131 15:0.752941176470588 16:0.632352941176471 17:0.820042428675743 18:0.935041961596088 19:0.873529411764706 20:1.6851593213 21:0.2647 22:0.8824 23:0.5 30:0.416174 #T0909:IntFOLD4_TS5
0.18919 1:0.18380 2:0.149737 3:0.706718832421807 4:0.115 5:0.677168906795306 6:0.247704 7:0.572089187245866 8:0.124876 9:0.0138377 10:0.0601398 11:0.0613245 12:0.1543 13:0.671565393827518 14:0.750907933655322 15:0.6 16:0.602941176470588 17:0.761070468605176 18:0.917287299606104 19:0.782352941176471 20:1.50978071225 21:0.2794 22:0.4559 23:0.3971 30:0.250006 #T0909:MULTICOM-CLUSTER_TS1
0.44595 1:0.32495 2:0.334978 3:0.70642587256504 4:0.269 5:0.833072629179101 6:0.382937 7:0.705417323167977 8:0.334231 9:0.211913 10:0.264305 11:0.28278 12:0.3392 13:0.706699263146654 14:0.824179115653899 15:0.673529411764706 16:0.65 17:0.833749773714439 18:0.939515105990582 19:0.833823529411765 20:1.64076820827 21:0.1765 22:0.8676 23:0.5 30:0.408786 #T0909:MULTICOM-CLUSTER_TS2
0.38363 1:0.32881 2:0.314501 3:0.736671185636891 4:0.212 5:0.803379386424561 6:0.363966 7:0.697697520285534 8:0.364043 9:0.258141 10:0.299811 11:0.330657 12:0.3037 13:0.74317991121146 14:0.809858100265828 15:0.673529411764706 16:0.644117647058824 17:0.819951530182957 18:0.933642456821017 19:0.833823529411765 20:1.64124869028 21:0.2794 22:0.5882 23:0.3529 30:0.380573 #T0909:MULTICOM-CLUSTER_TS3
0.46922 1:0.27599 2:0.316275 3:0.656105506786188 4:0.257 5:0.744679720765262 6:0.330103 7:0.665397188352761 8:0.322988 9:0.2588 10:0.302697 11:0.330387 12:0.3098 13:0.747972737951761 14:0.757422591635778 15:0.688235294117647 16:0.655882352941176 17:0.77469852100459 18:0.911411973060864 19:0.841176470588235 20:1.59626200207 21:0.1618 22:0.8088 23:0.4412 30:0.399245 #T0909:MULTICOM-CLUSTER_TS4
0.42192 1:0.42088 2:0.332249 3:0.704416391318766 4:0.268 5:0.804230417821557 6:0.372758 7:0.719314080215957 8:0.371633 9:0.327353 10:0.359973 11:0.397972 12:0.3311 13:0.745807487528414 14:0.793328091654498 15:0.741176470588235 16:0.682352941176471 17:0.799539406245679 18:0.933334051507298 19:0.867647058823529 20:1.67497133465 21:0.2059 22:0.8235 23:0.5 30:0.425846 #T0909:MULTICOM-CLUSTER_TS5
0.47147 1:0.48627 2:0.321863 3:0.703144893993206 4:0.256 5:0.85352747234586 6:0.423641 7:0.747884070457215 8:0.422653 9:0.383771 10:0.391906 11:0.432512 12:0.3224 13:0.781119849273063 14:0.817159010071511 15:0.741176470588235 16:0.7 17:0.827147156178925 18:0.937369925607152 19:0.866176470588235 20:1.75118729106 21:0.2353 22:0.7647 23:0.4118 30:0.422755 #T0909:MULTICOM-CONSTRUCT_TS1
0.42042 1:0.43573 2:0.331465 3:0.711436259323598 4:0.268 5:0.802922397223206 6:0.371116 7:0.716103874762808 8:0.356881 9:0.304733 10:0.334698 11:0.385045 12:0.3309 13:0.741708569162001 14:0.7936463364409 15:0.738235294117647 16:0.679411764705882 17:0.799799814667747 18:0.933955747318339 19:0.866176470588235 20:1.68155552433 21:0.2059 22:0.8235 23:0.5147 30:0.426866 #T0909:MULTICOM-CONSTRUCT_TS2
