0.12148 1:0.23157 2:0.10981 3:0.636510556145486 4:0.053 5:0.496735650939169 6:0.108756 7:0.43908987992471 8:-0.0700443 9:-0.0392646 10:-0.0612758 11:-0.0206539 12:0.0918 13:0.796437403028139 14:0.691966807142547 15:0.535211267605634 16:0.507042253521127 17:0.701053818511693 18:0.862771857293023 19:0.757042253521127 20:1.16505692043 21:0 22:0 23:0 30:0.149673 #T0877:ACOMPMOD_TS1
0.58979 1:0.71347 2:0.584645 3:0.685229276623591 4:0.495 5:0.731165518450341 6:0.344677 7:0.680901817139396 8:0.412235 9:0.38787 10:0.381034 11:0.418401 12:0.5743 13:0.839611840355789 14:0.789546856671156 15:0.640845070422535 16:0.753521126760563 17:0.793212613509786 18:0.897676754661653 19:0.820422535211268 20:1.42570727802 21:0.5 22:0.25 23:0.3571 30:0.558620 #T0877:FALCON_TOPOX_TS3
0.5581 1:0.69390 2:0.566459 3:0.698973201910066 4:0.474 5:0.750777448288181 6:0.358668 7:0.711081424677095 8:0.508705 9:0.523772 10:0.449715 11:0.542612 12:0.5663 13:0.844224089014148 14:0.789286179780162 15:0.697183098591549 16:0.683098591549296 17:0.794978649680705 18:0.898634590912342 19:0.848591549295775 20:1.42576717201 21:0.5357 22:0.2143 23:0.6071 30:0.567877 #T0877:FALCON_TOPOX_TS4
0.57746 1:0.71893 2:0.58889 3:0.684131555791154 4:0.501 5:0.749490893270197 6:0.357992 7:0.714134595476082 8:0.484314 9:0.457097 10:0.468925 11:0.514271 12:0.5817 13:0.85029177929885 14:0.7836816266238 15:0.669014084507042 16:0.725352112676056 17:0.789414616624796 18:0.898399103422526 19:0.834507042253521 20:1.36271167135 21:0.5357 22:0.2143 23:0.3214 30:0.560215 #T0877:FALCON_TOPOX_TS5
0.56162 1:0.59327 2:0.564596 3:0.686743474368326 4:0.474 5:0.718412233054388 6:0.368478 7:0.681929911133468 8:0.449634 9:0.420046 10:0.381973 11:0.453118 12:0.5615 13:0.829689773800376 14:0.779554242516401 15:0.683098591549296 16:0.697183098591549 17:0.785089694706443 18:0.897104467591582 19:0.841549295774648 20:1.41194844908 21:0.4643 22:0.2857 23:0.3571 30:0.546384 #T0877:FALCON_TOPO_TS1
0.58275 1:0.74298 2:0.594518 3:0.688248032310372 4:0.508 5:0.738216141111501 6:0.334184 7:0.695816944246122 8:0.475717 9:0.450923 10:0.432461 11:0.483817 12:0.5831 13:0.841727057059761 14:0.78489811878177 15:0.71830985915493 16:0.676056338028169 17:0.789269955140997 18:0.898493493946601 19:0.859154929577465 20:1.40936237177 21:0.5357 22:0.2857 23:0.3929 30:0.572885 #T0877:FALCON_TOPO_TS2
0.54754 1:0.72114 2:0.55992 3:0.71060413860127 4:0.469 5:0.746988194718613 6:0.392979 7:0.717801432249411 8:0.524845 9:0.502499 10:0.488372 11:0.562873 12:0.5596 13:0.847498256862101 14:0.78489811878177 15:0.647887323943662 16:0.697183098591549 17:0.791251600252995 18:0.897053476829049 19:0.823943661971831 20:1.41610743953 21:0.5357 22:0.2143 23:0.6786 30:0.569126 #T0877:FALCON_TOPO_TS3
0.57218 1:0.71049 2:0.579309 3:0.700594560568191 4:0.492 5:0.732399783524881 6:0.352926 7:0.693240265247398 8:0.471717 9:0.468371 10:0.43922 11:0.476033 12:0.5755 13:0.843522332056777 14:0.776773689012469 15:0.676056338028169 16:0.71830985915493 17:0.781659156189484 18:0.89725257871587 19:0.838028169014085 20:1.41210092581 21:0.5357 22:0.25 23:0.3929 30:0.564868 #T0877:FALCON_TOPO_TS4
0.55458 1:0.63261 2:0.568158 3:0.675103085055068 4:0.479 5:0.730665385234883 6:0.352506 7:0.696478729581792 8:0.410555 9:0.460847 10:0.440928 11:0.460982 12:0.5618 13:0.847722509197277 14:0.781161750010862 15:0.669014084507042 16:0.704225352112676 17:0.787357400876154 18:0.897755986767509 19:0.834507042253521 20:1.38598442672 21:0.5 22:0.25 23:0.4286 30:0.550241 #T0877:FALCON_TOPO_TS5
0.62852 1:0.80355 2:0.61011 3:0.710326924081219 4:0.518 5:0.777588192387342 6:0.401533 7:0.764753909045672 8:0.52974 9:0.466864 10:0.462053 11:0.549103 12:0.6033 13:0.862959732991057 14:0.786983533909719 15:0.711267605633803 16:0.711267605633803 17:0.792898622578013 18:0.896185778992713 19:0.855633802816901 20:1.48353527031 21:0.5714 22:0.25 23:0.4643 30:0.597132 #T0877:FFAS-3D_TS1
0.55986 1:0.64706 2:0.556762 3:0.715026093916386 4:0.465 5:0.76392201367275 6:0.38105 7:0.766866350576578 8:0.460023 9:0.439177 10:0.466951 11:0.519276 12:0.5580 13:0.880446180486487 14:0.784724334187774 15:0.711267605633803 16:0.71830985915493 17:0.792095745105306 18:0.895034269454031 19:0.855633802816901 20:1.3930307058 21:0.4643 22:0.3214 23:0.4286 30:0.551208 #T0877:FLOUDAS_SERVER_TS1
0.53169 1:0.61132 2:0.517149 3:0.689894285992917 4:0.415 5:0.732049514974629 6:0.301543 7:0.734396244293719 8:0.485366 9:0.52488 10:0.544726 11:0.571987 12:0.5235 13:0.878399328289924 14:0.778207411912934 15:0.725352112676056 16:0.73943661971831 17:0.78391230668258 18:0.893609820459997 19:0.862676056338028 20:1.33038620345 21:0.5 22:0.25 23:0.3571 30:0.525788 #T0877:FLOUDAS_SERVER_TS2
0.56338 1:0.52243 2:0.543893 3:0.697605940963602 4:0.447 5:0.751076734434985 6:0.335139 7:0.756241550864326 8:0.461239 9:0.486296 10:0.484897 11:0.517591 12:0.5490 13:0.886533553048973 14:0.778641873397923 15:0.676056338028169 16:0.711267605633803 17:0.786329928616129 18:0.8948299728259 19:0.838028169014085 20:1.36671617718 21:0.4643 22:0.25 23:0.4286 30:0.536925 #T0877:FLOUDAS_SERVER_TS3
0.57218 1:0.60947 2:0.536271 3:0.695225284060652 4:0.434 5:0.732439325172877 6:0.334208 7:0.743920322147942 8:0.546912 9:0.507602 10:0.558561 11:0.595911 12:0.5419 13:0.873231892827904 14:0.77225528956858 15:0.704225352112676 16:0.73943661971831 17:0.778035702671418 18:0.893438085778154 19:0.852112676056338 20:1.37818843381 21:0.4286 22:0.2143 23:0.3571 30:0.539772 #T0877:FLOUDAS_SERVER_TS4
0.59155 1:0.60506 2:0.555052 3:0.71298554422676 4:0.451 5:0.743521218981992 6:0.342369 7:0.754876252244651 8:0.519867 9:0.527064 10:0.477733 11:0.576093 12:0.5570 13:0.88609939131509 14:0.773037320241561 15:0.697183098591549 16:0.690140845070423 17:0.781276584427962 18:0.89386102705324 19:0.848591549295775 20:1.39789050326 21:0.4643 22:0.25 23:0.3929 30:0.552414 #T0877:FLOUDAS_SERVER_TS5
0.15845 1:0.43180 2:0.152974 3:0.707496191342035 4:0.094 5:0.559199124895547 6:0.219428 7:0.527476751476602 8:0.14493 9:0.102953 10:0.161922 11:0.143479 12:0.1184 13:0.796818485427786 14:0.695746622061954 15:0.873239436619718 16:0.584507042253521 17:0.708280611048405 18:0.867513007072446 19:0.936619718309859 20:1.2882278578 21:0.1786 22:0.0714 23:0 30:0.215374 #T0877:GAPF_LNCC_SERVER_TS1
0.16549 1:0.33377 2:0.169028 3:0.676191914807355 4:0.118 5:0.528172565517784 6:0.136396 7:0.507472126089873 8:0.0793139 9:0.0729789 10:0.0929028 11:0.10081 12:0.1375 13:0.800548067681909 14:0.681452839205804 15:0.788732394366197 16:0.570422535211268 17:0.68976165154761 18:0.862522079706122 19:0.880281690140845 20:1.22096314757 21:0.2857 22:0.0714 23:0 30:0.232649 #T0877:GAPF_LNCC_SERVER_TS2
0.16725 1:0.35769 2:0.169853 3:0.66115844597396 4:0.115 5:0.487914340099064 6:0.117616 7:0.462839727396638 8:0.0768531 9:0.0879034 10:0.11167 11:0.0990167 12:0.1216 13:0.793568606348163 14:0.662944779945258 15:0.78169014084507 16:0.577464788732394 17:0.673044403751823 18:0.84243851815386 19:0.876760563380282 20:1.19300013415 21:0.2857 22:0.1429 23:0 30:0.233150 #T0877:GAPF_LNCC_SERVER_TS3
0.22007 1:0.35116 2:0.196813 3:0.669830955296959 4:0.105 5:0.541351033418914 6:0.162169 7:0.509613988554986 8:0.141107 9:0.212416 10:0.175075 11:0.188891 12:0.2040 13:0.805436287001112 14:0.678628839553374 15:0.788732394366197 16:0.591549295774648 17:0.688532715073845 18:0.86477362475304 19:0.880281690140845 20:1.2170264847 21:0.2857 22:0.1429 23:0 30:0.259993 #T0877:GAPF_LNCC_SERVER_TS4
0.15317 1:0.44050 2:0.162843 3:0.689493345073303 4:0.098 5:0.609634377914088 6:0.239327 7:0.58112578362649 8:0.247367 9:0.190547 10:0.278831 11:0.264083 12:0.1356 13:0.819166664921784 14:0.72203154190381 15:0.880281690140845 16:0.563380281690141 17:0.732739801983651 18:0.887586228292614 19:0.940140845070423 20:1.26070894474 21:0.1786 22:0.0714 23:0 30:0.224032 #T0877:GAPF_LNCC_SERVER_TS5
0.43662 1:0.73577 2:0.376272 3:0.717212457320476 4:0.273 5:0.709885498740508 6:0.286552 7:0.70524631536531 8:0.421441 9:0.454883 10:0.442769 11:0.461359 12:0.3947 13:0.874411677872304 14:0.75222661511057 15:0.795774647887324 16:0.633802816901408 17:0.757849536631575 18:0.888768645041436 19:0.897887323943662 20:1.45271526926 21:0.4286 22:0.3571 23:0.5357 30:0.475732 #T0877:GOAL_COMPLEX_TS1
0.43838 1:0.71517 2:0.373399 3:0.698839367756226 4:0.270 5:0.723969702475386 6:0.306397 7:0.733058517881482 8:0.436865 9:0.480228 10:0.447051 11:0.493716 12:0.3934 13:0.88474843326975 14:0.75796150671243 15:0.774647887323944 16:0.612676056338028 17:0.767361353914661 18:0.889553209621233 19:0.887323943661972 20:1.46999450445 21:0.3571 22:0.3929 23:0.5714 30:0.475186 #T0877:GOAL_COMPLEX_TS2
0.4331 1:0.71153 2:0.377459 3:0.689971685185383 4:0.274 5:0.707128081879065 6:0.284996 7:0.706761676402501 8:0.4492 9:0.528457 10:0.452792 11:0.496568 12:0.3973 13:0.87569856382188 14:0.747838554112178 15:0.830985915492958 16:0.598591549295775 17:0.756612524270683 18:0.889426241228843 19:0.915492957746479 20:1.43369939638 21:0.3929 22:0.3214 23:0.5357 30:0.474785 #T0877:GOAL_COMPLEX_TS3
0.4419 1:0.71549 2:0.381992 3:0.703718418181379 4:0.282 5:0.713673600965207 6:0.274536 7:0.716800118182212 8:0.438746 9:0.489606 10:0.502721 11:0.511692 12:0.4043 13:0.871166824055094 14:0.747664769518182 15:0.838028169014085 16:0.612676056338028 17:0.753405894402518 18:0.888948831504143 19:0.919014084507042 20:1.44554728284 21:0.3929 22:0.3929 23:0.5 30:0.479740 #T0877:GOAL_COMPLEX_TS4
0.44718 1:0.74045 2:0.382699 3:0.703571200612156 4:0.280 5:0.71082702293728 6:0.292765 7:0.707673460115532 8:0.431299 9:0.425543 10:0.401527 11:0.435819 12:0.4002 13:0.876155548622555 14:0.753529999565538 15:0.78169014084507 16:0.591549295774648 17:0.761706258902051 18:0.889616955797431 19:0.890845070422535 20:1.49154331278 21:0.4286 22:0.3571 23:0.5 30:0.480324 #T0877:GOAL_COMPLEX_TS5
0.70246 1:0.91977 2:0.620324 3:0.714882900730809 4:0.532 5:0.807592604604411 6:0.489701 7:0.838385382023323 8:0.674729 9:0.635258 10:0.618718 11:0.698942 12:0.6141 13:0.922417695624043 14:0.778207411912934 15:0.76056338028169 16:0.732394366197183 17:0.7840923024658 18:0.892885114589263 19:0.880281690140845 20:1.57123102825 21:0.5 22:0.2143 23:0.5714 30:0.643793 #T0877:GOAL_TS1
0.66197 1:0.91938 2:0.598345 3:0.720850874498567 4:0.505 5:0.798666730317416 6:0.475596 7:0.826673435289154 8:0.65576 9:0.572863 10:0.521315 11:0.634522 12:0.5919 13:0.916230760050001 14:0.773211104835556 15:0.795774647887324 16:0.71830985915493 17:0.778942341167316 18:0.892593160562781 19:0.897887323943662 20:1.54161388107 21:0.5357 22:0.2143 23:0.4643 30:0.619262 #T0877:GOAL_TS2
0.69894 1:0.92540 2:0.602458 3:0.725158368855538 4:0.508 5:0.806613872724741 6:0.470935 7:0.839304824646806 8:0.659932 9:0.614317 10:0.575529 11:0.678577 12:0.5972 13:0.925223257751991 14:0.775948212190989 15:0.788732394366197 16:0.753521126760563 17:0.782932130281283 18:0.892456186561289 19:0.894366197183099 20:1.56825659768 21:0.6429 22:0.2143 23:0.5714 30:0.633712 #T0877:GOAL_TS3
0.69366 1:0.90049 2:0.62333 3:0.718114480799291 4:0.535 5:0.804824303525365 6:0.451412 7:0.833524225838904 8:0.612588 9:0.581011 10:0.547889 11:0.632418 12:0.6151 13:0.909517428238206 14:0.773384889429552 15:0.795774647887324 16:0.725352112676056 17:0.780633999188331 18:0.892387843785466 19:0.897887323943662 20:1.50451808848 21:0.5 22:0.25 23:0.5714 30:0.628155 #T0877:GOAL_TS4
0.69718 1:0.90587 2:0.62392 3:0.725870684761044 4:0.536 5:0.80649413461422 6:0.471617 7:0.833592205545099 8:0.648079 9:0.614622 10:0.584508 11:0.667912 12:0.6152 13:0.929371716566824 14:0.774818612330017 15:0.732394366197183 16:0.697183098591549 17:0.78141498260448 18:0.892624170284624 19:0.866197183098592 20:1.54518142634 21:0.5357 22:0.2143 23:0.5714 30:0.640910 #T0877:GOAL_TS5
0.65317 1:0.90780 2:0.618839 3:0.704514310240297 4:0.528 5:0.783135107632035 6:0.389455 7:0.786688957238052 8:0.587681 9:0.549068 10:0.568846 11:0.631904 12:0.6072 13:0.894280518523327 14:0.787852456879698 15:0.76056338028169 16:0.71830985915493 17:0.794453251030369 18:0.895380962590663 19:0.876760563380282 20:1.48788975047 21:0.5357 22:0.2857 23:0.5 30:0.618819 #T0877:HHGG_TS1
0.64965 1:0.89710 2:0.618157 3:0.697814740961656 4:0.527 5:0.782029235797416 6:0.402891 7:0.778898652344173 8:0.597348 9:0.558329 10:0.599948 11:0.664701 12:0.6082 13:0.896117984786018 14:0.78733110309771 15:0.767605633802817 16:0.725352112676056 17:0.793392745053035 18:0.895432939723401 19:0.880281690140845 20:1.48558402633 21:0.5357 22:0.2857 23:0.5 30:0.620145 #T0877:HHGG_TS2
0.66021 1:0.90083 2:0.618263 3:0.693743655746361 4:0.526 5:0.783741159095588 6:0.406627 7:0.784789222972242 8:0.55539 9:0.486838 10:0.498591 11:0.57911 12:0.6064 13:0.896902030415401 14:0.789503410522657 15:0.767605633802817 16:0.711267605633803 17:0.796516392520814 18:0.895156989978999 19:0.880281690140845 20:1.48502621485 21:0.5357 22:0.3214 23:0.4643 30:0.612281 #T0877:HHGG_TS3
0.64789 1:0.87611 2:0.616945 3:0.688949398148746 4:0.526 5:0.775231730499074 6:0.381953 7:0.779721116916553 8:0.548415 9:0.503898 10:0.517773 11:0.59828 12:0.6052 13:0.889870536677087 14:0.787678672285702 15:0.76056338028169 16:0.697183098591549 17:0.79319306039643 18:0.89534686139263 19:0.876760563380282 20:1.48035806367 21:0.5357 22:0.2857 23:0.5 30:0.611959 #T0877:HHGG_TS4
0.64965 1:0.88816 2:0.61638 3:0.690075851208616 4:0.526 5:0.777883476650963 6:0.382885 7:0.779201418186539 8:0.549719 9:0.522288 10:0.530831 11:0.59688 12:0.6064 13:0.897957544908048 14:0.789068949037668 15:0.767605633802817 16:0.697183098591549 17:0.794729885939047 18:0.895464175327023 19:0.880281690140845 20:1.48816694806 21:0.5357 22:0.2857 23:0.5 30:0.615070 #T0877:HHGG_TS5
0.63556 1:0.85789 2:0.623302 3:0.659173601241232 4:0.531 5:0.72255672698703 6:0.367036 7:0.67370420863893 8:0.534954 9:0.500961 10:0.517003 11:0.561463 12:0.6113 13:0.846896167609252 14:0.787548333840205 15:0.753521126760563 16:0.711267605633803 17:0.793496597805976 18:0.895486218263121 19:0.873239436619718 20:1.45089604754 21:0.5357 22:0.25 23:0.5 30:0.607673 #T0877:HHPred0_TS1
0.63556 1:0.85789 2:0.623302 3:0.659173601241232 4:0.531 5:0.72255672698703 6:0.367036 7:0.67370420863893 8:0.534954 9:0.500961 10:0.517003 11:0.561463 12:0.6113 13:0.846896167609252 14:0.787548333840205 15:0.753521126760563 16:0.711267605633803 17:0.793496597805976 18:0.895486218263121 19:0.873239436619718 20:1.45089604754 21:0.5357 22:0.25 23:0.5 30:0.607673 #T0877:HHPred1_TS1
0.64965 1:0.86820 2:0.638924 3:0.711146962442018 4:0.554 5:0.795555389261623 6:0.469953 7:0.801488988933602 8:0.654169 9:0.610112 10:0.622466 11:0.69409 12:0.6283 13:0.889094343020224 14:0.781683103792849 15:0.753521126760563 16:0.732394366197183 17:0.788079945103634 18:0.894525347884001 19:0.876760563380282 20:1.53335465743 21:0.5357 22:0.25 23:0.5714 30:0.641119 #T0877:IntFOLD4_TS1
0.64965 1:0.86820 2:0.638924 3:0.711146962442018 4:0.554 5:0.795555389261623 6:0.469953 7:0.801488988933602 8:0.654169 9:0.610112 10:0.622466 11:0.69409 12:0.6283 13:0.889094343020224 14:0.781683103792849 15:0.753521126760563 16:0.732394366197183 17:0.788079945103634 18:0.894525347884001 19:0.876760563380282 20:1.53335465743 21:0.5357 22:0.25 23:0.5714 30:0.641119 #T0877:IntFOLD4_TS2
0.65141 1:0.90804 2:0.606603 3:0.734777020132962 4:0.516 5:0.805593557246315 6:0.430952 7:0.811814508935333 8:0.634514 9:0.660935 10:0.630617 11:0.685605 12:0.6029 13:0.889336288466813 14:0.775209627666507 15:0.788732394366197 16:0.725352112676056 17:0.783178035723953 18:0.894404256919359 19:0.894366197183099 20:1.54676548219 21:0.5714 22:0.2857 23:0.5714 30:0.630045 #T0877:IntFOLD4_TS3
0.63028 1:0.90841 2:0.60966 3:0.737655858295275 4:0.519 5:0.786017057603575 6:0.45672 7:0.783788437128145 8:0.635497 9:0.609056 10:0.627093 11:0.685272 12:0.6072 13:0.880636931072244 14:0.774210366251032 15:0.788732394366197 16:0.73943661971831 17:0.783194759891841 18:0.894726435766974 19:0.894366197183099 20:1.5035305826 21:0.5357 22:0.2857 23:0.5714 30:0.625344 #T0877:IntFOLD4_TS4
0.63028 1:0.90665 2:0.60966 3:0.737655858295275 4:0.520 5:0.786017057603575 6:0.45672 7:0.783788437128145 8:0.635497 9:0.609056 10:0.627093 11:0.685272 12:0.6072 13:0.880636931072244 14:0.774210366251032 15:0.788732394366197 16:0.73943661971831 17:0.783194759891841 18:0.894726435766974 19:0.894366197183099 20:1.5035305826 21:0.5357 22:0.2857 23:0.5714 30:0.625418 #T0877:IntFOLD4_TS5
0.67782 1:0.86040 2:0.641847 3:0.710703063566731 4:0.559 5:0.802971347595461 6:0.477123 7:0.790197121925099 8:0.601882 9:0.572078 10:0.590843 11:0.659467 12:0.6333 13:0.897955241662776 14:0.792674979363079 15:0.774647887323944 16:0.725352112676056 17:0.797906835729536 18:0.89574273553812 19:0.887323943661972 20:1.50818159327 21:0.5357 22:0.25 23:0.5 30:0.633008 #T0877:MULTICOM-CLUSTER_TS1
0.67782 1:0.86040 2:0.641847 3:0.710703063566731 4:0.559 5:0.802971347595461 6:0.477123 7:0.790197121925099 8:0.601882 9:0.572078 10:0.590843 11:0.659467 12:0.6333 13:0.897955241662776 14:0.792674979363079 15:0.774647887323944 16:0.725352112676056 17:0.797906835729536 18:0.89574273553812 19:0.887323943661972 20:1.50818159327 21:0.5357 22:0.25 23:0.5 30:0.633008 #T0877:MULTICOM-CLUSTER_TS2
0.66725 1:0.85344 2:0.637533 3:0.716139069970555 4:0.553 5:0.787836788871665 6:0.445767 7:0.771987752266286 8:0.616174 9:0.622513 10:0.632059 11:0.672913 12:0.6289 13:0.884990483409306 14:0.788721379849676 15:0.71830985915493 16:0.71830985915493 17:0.794470419170244 18:0.895607059721165 19:0.859154929577465 20:1.49830939105 21:0.5357 22:0.2857 23:0.5 30:0.630828 #T0877:MULTICOM-CLUSTER_TS3
