0.07468 1:0.13895 2:0.0620621 3:0.524902459034674 4:0.033 5:0.584766390123715 6:0.117325 7:0.482338915027219 8:-2.53133e-05 9:-0.0441635 10:0.0211635 11:-0.0133989 12:0.0702 13:0.621335700544314 14:0.739865351382488 15:0.484419263456091 16:0.538243626062323 17:0.747981070278275 18:0.934490514885673 19:0.736543909348442 20:1.31719048668 21:0.0141 22:0.0986 23:0 30:0.095769 #T0905:ACOMPMOD_TS1
0.31494 1:0.34485 2:0.362769 3:0.572546303919695 4:0.297 5:0.798872536251123 6:0.304454 7:0.761448307767958 8:0.421549 9:0.504118 10:0.475601 11:0.465374 12:0.3559 13:0.78391460653611 14:0.807189660138249 15:0.722379603399433 16:0.594900849858357 17:0.811232005385328 18:0.936079871311306 19:0.842776203966006 20:1.52836554905 21:0.1831 22:0.0986 23:0.662 30:0.428901 #T0905:BhageerathH-Plus_TS1
0.33766 1:0.30469 2:0.362444 3:0.532098345663869 4:0.296 5:0.805664841805529 6:0.308794 7:0.762440750882277 8:0.40385 9:0.428875 10:0.416234 11:0.411814 12:0.3530 13:0.799157112012596 14:0.813436059907834 15:0.69971671388102 16:0.577903682719547 17:0.819703764278184 18:0.936696455480847 19:0.834277620396601 20:1.51655050967 21:0.1549 22:0.1268 23:0.6479 30:0.420989 #T0905:BhageerathH-Plus_TS2
0.12094 1:0.24343 2:0.0981425 3:0.61188527017132 4:0.049 5:0.775227846988958 6:0.270854 7:0.746154127796417 8:0.287987 9:0.219078 10:0.223847 11:0.221138 12:0.0758 13:0.785093165839917 14:0.799107142857143 15:0.637393767705382 16:0.594900849858357 17:0.808017753149862 18:0.936751875076756 19:0.81728045325779 20:1.40683838665 21:0.169 22:0.0282 23:0.1972 30:0.145373 #T0905:BhageerathH-Plus_TS3
0.31818 1:0.33006 2:0.36138 3:0.578849562218186 4:0.296 5:0.807869579759779 6:0.332237 7:0.764337586149876 8:0.366913 9:0.381062 10:0.398815 11:0.394275 12:0.3546 13:0.816300181138105 14:0.809961837557604 15:0.677053824362606 16:0.58356940509915 17:0.819878334203365 18:0.935335362242168 19:0.827195467422096 20:1.54913002497 21:0.2394 22:0.1268 23:0.5915 30:0.424625 #T0905:BhageerathH-Plus_TS4
0.32224 1:0.31349 2:0.376561 3:0.574044613813487 4:0.310 5:0.807164057556042 6:0.308721 7:0.768195680104263 8:0.386322 9:0.422418 10:0.417469 11:0.424415 12:0.3671 13:0.798008080393243 14:0.80753168202765 15:0.648725212464589 16:0.592067988668555 17:0.813349081075737 18:0.936370183591877 19:0.803116147308782 20:1.52403512983 21:0.169 22:0.0986 23:0.6479 30:0.431252 #T0905:BhageerathH-Plus_TS5
0.30438 1:0.32239 2:0.384585 3:0.53621386985144 4:0.321 5:0.74847352569427 6:0.316812 7:0.687421969513018 8:0.393795 9:0.41826 10:0.467231 11:0.450121 12:0.3742 13:0.765518334518688 14:0.783284130184332 15:0.665722379603399 16:0.620396600566572 17:0.794747781239062 18:0.932790546310978 19:0.81728045325779 20:1.57717729489 21:0.1831 22:0.1549 23:0.6761 30:0.447344 #T0905:FALCON_TOPOX_TS1
0.30032 1:0.30875 2:0.38078 3:0.560621264532875 4:0.317 5:0.759559765929668 6:0.31673 7:0.700887647180411 8:0.402934 9:0.428931 10:0.473774 11:0.4561 12:0.3704 13:0.753615230289709 14:0.785462269585253 15:0.628895184135977 16:0.614730878186969 17:0.796630580494122 18:0.933057909069914 19:0.80028328611898 20:1.57313785516 21:0.2113 22:0.1408 23:0.6901 30:0.443850 #T0905:FALCON_TOPOX_TS2
0.30519 1:0.34963 2:0.387465 3:0.576538094063338 4:0.324 5:0.760136761221224 6:0.313049 7:0.695333382353581 8:0.357415 9:0.415281 10:0.434082 11:0.393845 12:0.3760 13:0.766244760522235 14:0.790232574884793 15:0.671388101983003 16:0.626062322946176 17:0.801693418952597 18:0.933174904057471 19:0.821529745042493 20:1.5644981891 21:0.2254 22:0.1408 23:0.6761 30:0.447377 #T0905:FALCON_TOPOX_TS3
0.30438 1:0.33789 2:0.385173 3:0.559668221858901 4:0.320 5:0.76798902827746 6:0.324574 7:0.711057278212208 8:0.397555 9:0.428751 10:0.474093 11:0.43968 12:0.3745 13:0.758760017117064 14:0.786200316820276 15:0.631728045325779 16:0.623229461756374 17:0.796255096860094 18:0.932551528140513 19:0.801699716713881 20:1.59951611236 21:0.2394 22:0.1408 23:0.6901 30:0.449385 #T0905:FALCON_TOPOX_TS4
0.30357 1:0.32529 2:0.384273 3:0.557324025707628 4:0.321 5:0.757700149230646 6:0.319913 7:0.695619165524384 8:0.377697 9:0.430566 10:0.465439 11:0.442841 12:0.3740 13:0.74500925925232 14:0.790502592165899 15:0.674220963172805 16:0.60056657223796 17:0.801555994201657 18:0.933117359744626 19:0.822946175637394 20:1.57908081658 21:0.2113 22:0.1127 23:0.662 30:0.444412 #T0905:FALCON_TOPOX_TS5
0.30357 1:0.33484 2:0.387923 3:0.548176422529201 4:0.324 5:0.760107472676165 6:0.32904 7:0.702453101482574 8:0.402119 9:0.429493 10:0.47937 11:0.445491 12:0.3764 13:0.765761750557017 14:0.786704349078341 15:0.662889518413598 16:0.634560906515581 17:0.797284096784929 18:0.932498150110818 19:0.813031161473088 20:1.5868351311 21:0.1972 22:0.1549 23:0.6761 30:0.449734 #T0905:FALCON_TOPO_TS1
0.30682 1:0.32687 2:0.38801 3:0.563418610984524 4:0.324 5:0.764195374410227 6:0.325749 7:0.708826384729529 8:0.364981 9:0.387043 10:0.430131 11:0.40444 12:0.3764 13:0.7672651143898 14:0.790322580645161 15:0.648725212464589 16:0.597733711048159 17:0.800261819745993 18:0.932473215618183 19:0.810198300283286 20:1.58487709863 21:0.2394 22:0.1408 23:0.6901 30:0.448495 #T0905:FALCON_TOPO_TS2
0.29789 1:0.33186 2:0.382848 3:0.539838388640941 4:0.319 5:0.754798448563961 6:0.308401 7:0.693029821325222 8:0.395861 9:0.428521 10:0.475135 11:0.447198 12:0.3730 13:0.766463070534444 14:0.790034562211982 15:0.654390934844193 16:0.623229461756374 17:0.801436541960584 18:0.932990151515239 19:0.811614730878187 20:1.55756043125 21:0.1831 22:0.0986 23:0.6901 30:0.444477 #T0905:FALCON_TOPO_TS3
0.30357 1:0.33286 2:0.382983 3:0.549110153121734 4:0.320 5:0.755891558694789 6:0.301751 7:0.686398504566955 8:0.371406 9:0.386284 10:0.415686 11:0.406508 12:0.3735 13:0.757924548522454 14:0.794534850230415 15:0.662889518413598 16:0.606232294617564 17:0.804966384629207 18:0.933118834299964 19:0.818696883852691 20:1.57055229484 21:0.1831 22:0.1408 23:0.7042 30:0.444614 #T0905:FALCON_TOPO_TS4
0.30844 1:0.31528 2:0.387872 3:0.532410842486135 4:0.324 5:0.76725806969618 6:0.309616 7:0.706184515911455 8:0.376122 9:0.398206 10:0.432293 11:0.40107 12:0.3773 13:0.753878731148934 14:0.791924683179724 15:0.665722379603399 16:0.594900849858357 17:0.802185428960825 18:0.933503992041958 19:0.820113314447592 20:1.57983287046 21:0.1972 22:0.1408 23:0.6901 30:0.445077 #T0905:FALCON_TOPO_TS5
0.31899 1:0.27931 2:0.337708 3:0.563718546408684 4:0.279 5:0.679682465636639 6:0.248376 7:0.597898534636188 8:0.335489 9:0.379279 10:0.441124 11:0.374278 12:0.3243 13:0.692475461669843 14:0.7517821140553 15:0.773371104815864 16:0.572237960339943 17:0.762681069428597 18:0.919764505193184 19:0.882436260623229 20:1.5243259659 21:0.2254 22:0.1127 23:0.8732 30:0.424116 #T0905:FFAS-3D_TS1
0.32955 1:0.19594 2:0.277489 3:0.52191857154857 4:0.218 5:0.587813328745868 6:0.215204 7:0.460239058693751 8:0.227894 9:0.356444 10:0.334268 11:0.413996 12:0.2512 13:0.583046237805778 14:0.72222422235023 15:0.691218130311615 16:0.569405099150142 17:0.742504580134747 18:0.889835072050094 19:0.844192634560907 20:1.39663841691 21:0.1972 22:0.0986 23:0.5915 30:0.352685 #T0905:FLOUDAS_SERVER_TS1
0.32468 1:0.19683 2:0.276068 3:0.533685610764657 4:0.217 5:0.60011339652262 6:0.211453 7:0.431946610596903 8:0.25031 9:0.418431 10:0.396714 11:0.442452 12:0.2484 13:0.538504475242835 14:0.728254608294931 15:0.665722379603399 16:0.589235127478754 17:0.745159951007843 18:0.874483408736764 19:0.8328611898017 20:1.38274342155 21:0.1831 22:0.0845 23:0.5493 30:0.346780 #T0905:FLOUDAS_SERVER_TS2
0.32143 1:0.19875 2:0.277447 3:0.565376565506965 4:0.217 5:0.566601301995669 6:0.207034 7:0.480606580353607 8:0.270059 9:0.380055 10:0.397061 11:0.44299 12:0.2488 13:0.61640555150445 14:0.691856278801843 15:0.643059490084986 16:0.563739376770538 17:0.711629218561924 18:0.856554436119684 19:0.821529745042493 20:1.40318127336 21:0.1549 22:0.1127 23:0.6197 30:0.360481 #T0905:FLOUDAS_SERVER_TS3
0.31981 1:0.19228 2:0.273501 3:0.558912828938795 4:0.215 5:0.566920833221691 6:0.21674 7:0.452865725621511 8:0.259207 9:0.429085 10:0.457381 11:0.473285 12:0.2474 13:0.567198864458186 14:0.7010008640553 15:0.668555240793201 16:0.572237960339943 17:0.720368197739177 18:0.867861656595722 19:0.834277620396601 20:1.40041031746 21:0.2254 22:0.0986 23:0.6338 30:0.358501 #T0905:FLOUDAS_SERVER_TS4
0.31575 1:0.20583 2:0.274939 3:0.512760286909169 4:0.216 5:0.597709926608678 6:0.196199 7:0.431778880301824 8:0.219738 9:0.364346 10:0.38097 11:0.4037 12:0.2498 13:0.539879086380468 14:0.733276929723502 15:0.691218130311615 16:0.577903682719547 17:0.750880568266665 18:0.895160223411781 19:0.845609065155807 20:1.38130144971 21:0.1549 22:0.0845 23:0.6056 30:0.347722 #T0905:FLOUDAS_SERVER_TS5
0.10065 1:0.16887 2:0.0921216 3:0.574288407478766 4:0.059 5:0.49160228014878 6:0.121514 7:0.456200995722423 8:0.0580021 9:0.0945338 10:0.174942 11:0.0917659 12:0.0711 13:0.629497782051215 14:0.641651065668203 15:0.798866855524079 16:0.492917847025496 17:0.65688367961938 18:0.911662991155863 19:0.896600566572238 20:1.3520134223 21:0.2394 22:0.2254 23:0.2394 30:0.168534 #T0905:GAPF_LNCC_SERVER_TS1
0.09984 1:0.17079 2:0.0968935 3:0.584662413280423 4:0.067 5:0.502163924158241 6:0.114175 7:0.471225200911215 8:0.0810277 9:0.117205 10:0.179415 11:0.122012 12:0.0773 13:0.645800361376889 14:0.652469758064516 15:0.798866855524079 16:0.509915014164306 17:0.665883890859123 18:0.914353556572202 19:0.896600566572238 20:1.35108144437 21:0.2676 22:0.2254 23:0.2535 30:0.179007 #T0905:GAPF_LNCC_SERVER_TS2
0.09821 1:0.17172 2:0.0936745 3:0.596863632522195 4:0.066 5:0.480900557218681 6:0.113817 7:0.442829615888391 8:0.0500449 9:0.128071 10:0.179728 11:0.108897 12:0.0756 13:0.639786980989118 14:0.633982574884793 15:0.818696883852691 16:0.518413597733711 17:0.652428494292367 18:0.916774804283294 19:0.909348441926346 20:1.40579387691 21:0.169 22:0.2113 23:0.2254 30:0.174102 #T0905:GAPF_LNCC_SERVER_TS3
0.10471 1:0.16471 2:0.0977248 3:0.58295175594246 4:0.067 5:0.495670333975578 6:0.12149 7:0.458438646014195 8:0.0765989 9:0.101727 10:0.186509 11:0.105056 12:0.0768 13:0.640813180438883 14:0.652811779953917 15:0.807365439093484 16:0.492917847025496 17:0.66742649259153 18:0.909959012203882 19:0.900849858356941 20:1.33866146059 21:0.2676 22:0.2254 23:0.2676 30:0.179214 #T0905:GAPF_LNCC_SERVER_TS4
0.09903 1:0.17339 2:0.0983059 3:0.581083867498955 4:0.068 5:0.494775961516445 6:0.116442 7:0.462923380634718 8:0.0751406 9:0.0988512 10:0.180739 11:0.101883 12:0.0787 13:0.645918622001422 14:0.645971342165899 15:0.804532577903683 16:0.509915014164306 17:0.66119024973518 18:0.912538049625431 19:0.89943342776204 20:1.35634412579 21:0.2676 22:0.2254 23:0.2676 30:0.182367 #T0905:GAPF_LNCC_SERVER_TS5
0.39448 1:0.37998 2:0.31467 3:0.642404682273962 4:0.247 5:0.7922701027308 6:0.338482 7:0.765897431038759 8:0.458672 9:0.50183 10:0.460921 11:0.442713 12:0.3178 13:0.80029745020201 14:0.789800547235023 15:0.84985835694051 16:0.58356940509915 17:0.802594383570586 18:0.935860117760878 19:0.922096317280453 20:1.62016048047 21:0.3662 22:0.2254 23:0.662 30:0.418175 #T0905:GOAL_TS1
0.39042 1:0.35203 2:0.323829 3:0.624358054876903 4:0.256 5:0.794178266169597 6:0.344201 7:0.767851295457414 8:0.424308 9:0.480778 10:0.437452 11:0.458404 12:0.3229 13:0.81131352480363 14:0.788306451612903 15:0.781869688385269 16:0.620396600566572 17:0.803781479142834 18:0.933771997094264 19:0.890934844192635 20:1.58323777577 21:0.2958 22:0.1127 23:0.7042 30:0.417035 #T0905:GOAL_TS2
0.36282 1:0.33851 2:0.258746 3:0.638463394077805 4:0.196 5:0.794304412711094 6:0.345401 7:0.785458342993782 8:0.428247 9:0.480536 10:0.448792 11:0.44759 12:0.2637 13:0.794809572665458 14:0.776389688940092 15:0.827195467422096 16:0.589235127478754 17:0.788835813855553 18:0.936633454730072 19:0.913597733711048 20:1.61189097004 21:0.3239 22:0.2817 23:0.662 30:0.374918 #T0905:GOAL_TS3
0.41883 1:0.35883 2:0.297454 3:0.652545319516251 4:0.222 5:0.778173453520859 6:0.32716 7:0.759498862895611 8:0.407116 9:0.408758 10:0.413314 11:0.40285 12:0.3001 13:0.805224676450772 14:0.775435627880184 15:0.801699716713881 16:0.637393767705382 17:0.789103409090182 18:0.929727997295547 19:0.900849858356941 20:1.56034818341 21:0.338 22:0.1408 23:0.7042 30:0.398016 #T0905:GOAL_TS4
0.38474 1:0.39631 2:0.311643 3:0.637540515849622 4:0.243 5:0.790422109933526 6:0.34379 7:0.7662136835681 8:0.46591 9:0.493726 10:0.473436 11:0.45754 12:0.3167 13:0.82122703267006 14:0.784706221198157 15:0.838526912181303 16:0.58356940509915 17:0.800063329878604 18:0.935403896281286 19:0.915014164305949 20:1.62347172735 21:0.3521 22:0.2254 23:0.6056 30:0.416513 #T0905:GOAL_TS5
0.34334 1:0.25092 2:0.285271 3:0.521812611455705 4:0.223 5:0.730429957105171 6:0.252546 7:0.681732016118153 8:0.261173 9:0.369489 10:0.335301 11:0.39529 12:0.2880 13:0.732500762548704 14:0.780079925115207 15:0.759206798866855 16:0.558073654390935 17:0.793137340184759 18:0.928239480687365 19:0.876770538243626 20:1.52342560514 21:0.2535 22:0.2676 23:0.6479 30:0.376675 #T0905:HHGG_TS1
0.34334 1:0.24837 2:0.286467 3:0.53311043545411 4:0.224 5:0.728682938283574 6:0.239449 7:0.674968665422122 8:0.274559 9:0.386688 10:0.347713 11:0.394165 12:0.2887 13:0.728695213592328 14:0.780673963133641 15:0.756373937677054 16:0.54957507082153 17:0.794295972484791 18:0.928164727202587 19:0.875354107648725 20:1.54140392173 21:0.2394 22:0.2535 23:0.6479 30:0.378296 #T0905:HHGG_TS2
0.34578 1:0.26235 2:0.286827 3:0.538463898242763 4:0.224 5:0.726805792543461 6:0.252064 7:0.67568212466765 8:0.283902 9:0.388816 10:0.366213 11:0.401091 12:0.2888 13:0.736804534972694 14:0.778855846774194 15:0.759206798866855 16:0.560906515580737 17:0.791682578780559 18:0.928163978785652 19:0.876770538243626 20:1.52579655235 21:0.2394 22:0.2817 23:0.6479 30:0.379743 #T0905:HHGG_TS3
0.34172 1:0.24524 2:0.28669 3:0.531675103454222 4:0.225 5:0.72986824748684 6:0.261876 7:0.683436941097375 8:0.268747 9:0.391102 10:0.341268 11:0.394369 12:0.2885 13:0.732321498027866 14:0.778225806451613 15:0.764872521246459 16:0.558073654390935 17:0.790706862578237 18:0.928125915085811 19:0.879603399433428 20:1.53712794668 21:0.2676 22:0.2676 23:0.662 30:0.379498 #T0905:HHGG_TS4
0.34578 1:0.24572 2:0.286646 3:0.539070007064291 4:0.224 5:0.737186230772229 6:0.243234 7:0.69011496055317 8:0.286611 9:0.39648 10:0.368676 11:0.409791 12:0.2882 13:0.735267821344019 14:0.781700028801843 15:0.762039660056657 16:0.552407932011331 17:0.795079604350257 18:0.92818652966143 19:0.878186968838527 20:1.51909337783 21:0.2394 22:0.2817 23:0.662 30:0.378465 #T0905:HHGG_TS5
0.34091 1:0.23873 2:0.286573 3:0.49435254067949 4:0.223 5:0.706544130557633 6:0.253769 7:0.632198633525237 8:0.27023 9:0.347015 10:0.336527 11:0.355223 12:0.2878 13:0.675486850812498 14:0.779197868663595 15:0.747875354107649 16:0.56657223796034 17:0.792455729296651 18:0.928293590317568 19:0.871104815864023 20:1.5379025215 21:0.2394 22:0.2676 23:0.6338 30:0.372321 #T0905:HHPred0_TS1
0.34091 1:0.23873 2:0.286573 3:0.49435254067949 4:0.223 5:0.706544130557633 6:0.253769 7:0.632198633525237 8:0.27023 9:0.347015 10:0.336527 11:0.355223 12:0.2878 13:0.675486850812498 14:0.779197868663595 15:0.747875354107649 16:0.56657223796034 17:0.792455729296651 18:0.928293590317568 19:0.871104815864023 20:1.5379025215 21:0.2394 22:0.2676 23:0.6338 30:0.372321 #T0905:HHPred1_TS1
0.31006 1:0.27814 2:0.390701 3:0.524478105953086 4:0.327 5:0.758031673714312 6:0.275187 7:0.684597114506773 8:0.398133 9:0.42174 10:0.449087 11:0.414774 12:0.3810 13:0.736068666105591 14:0.795002880184332 15:0.671388101983003 16:0.569405099150142 17:0.804421668227694 18:0.936204488368727 19:0.81728045325779 20:1.54111276954 21:0.2958 22:0.1127 23:0.7042 30:0.445285 #T0905:IntFOLD4_TS1
0.31088 1:0.28875 2:0.391388 3:0.5171036252964 4:0.326 5:0.754129383115855 6:0.284716 7:0.680219256406574 8:0.411028 9:0.445411 10:0.477256 11:0.426112 12:0.3813 13:0.726220059190267 14:0.796947004608295 15:0.674220963172805 16:0.569405099150142 17:0.807410236506559 18:0.936118829656135 19:0.81728045325779 20:1.5184826306 21:0.2817 22:0.1127 23:0.6761 30:0.442574 #T0905:IntFOLD4_TS2
0.31006 1:0.26173 2:0.391907 3:0.494387575871485 4:0.327 5:0.738402740068544 6:0.279509 7:0.669026330422144 8:0.403086 9:0.438456 10:0.466106 11:0.408038 12:0.3808 13:0.736917999222088 14:0.779431883640553 15:0.694050991501416 16:0.56657223796034 17:0.79075957210918 18:0.935333885393221 19:0.828611898016997 20:1.54119329302 21:0.2676 22:0.0986 23:0.662 30:0.443547 #T0905:IntFOLD4_TS3
0.31006 1:0.26173 2:0.391907 3:0.494387575871485 4:0.327 5:0.738402740068544 6:0.279509 7:0.669026330422144 8:0.403086 9:0.438456 10:0.466106 11:0.408038 12:0.3808 13:0.736917999222088 14:0.779431883640553 15:0.694050991501416 16:0.56657223796034 17:0.79075957210918 18:0.935333885393221 19:0.828611898016997 20:1.54119329302 21:0.2676 22:0.0986 23:0.662 30:0.443547 #T0905:IntFOLD4_TS4
0.30925 1:0.29948 2:0.390177 3:0.51540330761266 4:0.324 5:0.75336601487313 6:0.297229 7:0.686868293842987 8:0.388139 9:0.402941 10:0.441645 11:0.392711 12:0.3779 13:0.744660847564453 14:0.789296514976959 15:0.691218130311615 16:0.569405099150142 17:0.79929980256219 18:0.935564114204386 19:0.831444759206799 20:1.52050231842 21:0.2817 22:0.1127 23:0.6761 30:0.441897 #T0905:IntFOLD4_TS5
0.32792 1:0.30145 2:0.398473 3:0.523284944036408 4:0.335 5:0.755858231641817 6:0.306818 7:0.678298878561202 8:0.391596 9:0.432966 10:0.472069 11:0.428936 12:0.3863 13:0.749807957636016 14:0.795056883640553 15:0.648725212464589 16:0.592067988668555 17:0.805582702405572 18:0.935868804267565 19:0.805949008498584 20:1.53751564103 21:0.2394 22:0.0845 23:0.6479 30:0.447197 #T0905:MULTICOM-CLUSTER_TS1
0.31737 1:0.28944 2:0.406924 3:0.522400433616045 4:0.344 5:0.767169663259763 6:0.289601 7:0.702676288560202 8:0.369101 9:0.367459 10:0.42097 11:0.379152 12:0.3952 13:0.760007899030308 14:0.792554723502304 15:0.637393767705382 16:0.60056657223796 17:0.801302775719858 18:0.935737453630058 19:0.80028328611898 20:1.51179244951 21:0.1972 22:0.0704 23:0.6901 30:0.447828 #T0905:MULTICOM-CLUSTER_TS2
0.31899 1:0.29603 2:0.409291 3:0.5324986013695 4:0.347 5:0.764212743722277 6:0.277224 7:0.699409776395434 8:0.369949 9:0.376948 10:0.418767 11:0.377239 12:0.3956 13:0.749542433306029 14:0.796010944700461 15:0.654390934844193 16:0.603399433427762 17:0.803823534753168 18:0.935744023545514 19:0.808781869688385 20:1.52425697216 21:0.1831 22:0.0845 23:0.6901 30:0.449739 #T0905:MULTICOM-CLUSTER_TS3
0.31899 1:0.28522 2:0.407822 3:0.544645986047961 4:0.345 5:0.76224556243134 6:0.28135 7:0.696724647023755 8:0.375737 9:0.382225 10:0.455017 11:0.40665 12:0.3956 13:0.757377911643276 14:0.791132632488479 15:0.654390934844193 16:0.572237960339943 17:0.799866589256022 18:0.935739488286064 19:0.808781869688385 20:1.53125403872 21:0.1831 22:0.0704 23:0.6761 30:0.451152 #T0905:MULTICOM-CLUSTER_TS4
0.32143 1:0.26580 2:0.406329 3:0.518338914895161 4:0.343 5:0.754227200448678 6:0.270829 7:0.688246384881834 8:0.352986 9:0.370125 10:0.411779 11:0.368788 12:0.3946 13:0.74289668083346 14:0.792518721198157 15:0.654390934844193 16:0.575070821529745 17:0.800700566426491 18:0.935849176724494 19:0.813031161473088 20:1.49852604744 21:0.1972 22:0.0704 23:0.662 30:0.443596 #T0905:MULTICOM-CLUSTER_TS5
0.32386 1:0.29664 2:0.396652 3:0.536670352767639 4:0.334 5:0.759931435003739 6:0.302324 7:0.690670845985475 8:0.379539 9:0.411823 10:0.458099 11:0.408108 12:0.3792 13:0.752437720192964 14:0.791744671658986 15:0.631728045325779 16:0.58356940509915 17:0.801832652563861 18:0.936205142681887 19:0.796033994334278 20:1.52245018895 21:0.1831 22:0.0704 23:0.6761 30:0.443051 #T0905:MULTICOM-CONSTRUCT_TS1
0.32792 1:0.30145 2:0.398473 3:0.523284944036408 4:0.335 5:0.755858231641817 6:0.306818 7:0.678298878561202 8:0.391596 9:0.432966 10:0.472069 11:0.428936 12:0.3863 13:0.749807957636016 14:0.795056883640553 15:0.648725212464589 16:0.592067988668555 17:0.805582702405572 18:0.935868804267565 19:0.805949008498584 20:1.53751564103 21:0.2394 22:0.0845 23:0.6479 30:0.447197 #T0905:MULTICOM-CONSTRUCT_TS2
