0.09401 1:0.14248 2:0.0999624 3:0.557626885818658 4:0.056 5:0.595932158886607 6:0.157064 7:0.527900149230047 8:0.00945302 9:-0.0480958 10:-0.0140623 11:-0.0249851 12:0.0785 13:0.720909017212483 14:0.715860221976154 15:0.43801652892562 16:0.491735537190083 17:0.732240332973232 18:0.899170037851756 19:0.679752066115702 20:1.26224996884 21:0.1042 22:0.0833 23:0.0208 30:0.131955 #T0893:ACOMPMOD_TS1
0.4907 1:0.51470 2:0.445618 3:0.684770782488592 4:0.365 5:0.747688019158204 6:0.340384 7:0.726416655939369 8:0.52437 9:0.550455 10:0.54847 11:0.497596 12:0.4628 13:0.80272893730934 14:0.764504416346921 15:0.84297520661157 16:0.685950413223141 17:0.774340754324098 18:0.91230833490641 19:0.913223140495868 20:1.57936794629 21:0.5 22:0.7917 23:0.9167 30:0.536262 #T0893:FALCON_TOPOX_TS3
0.56508 1:0.63397 2:0.533255 3:0.676959848183505 4:0.447 5:0.749335443282193 6:0.346369 7:0.743074292283962 8:0.624531 9:0.626945 10:0.603632 11:0.615928 12:0.5402 13:0.841084737160249 14:0.752478562047743 15:0.855371900826446 16:0.71900826446281 17:0.761856740494598 18:0.915344980062972 19:0.915289256198347 20:1.63754524289 21:0.6458 22:0.7917 23:0.875 30:0.608750 #T0893:FALCON_TOPOX_TS4
0.51653 1:0.55058 2:0.508131 3:0.689002205214824 4:0.429 5:0.745559111410359 6:0.349523 7:0.731325565182618 8:0.594204 9:0.648957 10:0.619611 11:0.595986 12:0.5146 13:0.821438062727669 14:0.754255401333917 15:0.84297520661157 16:0.694214876033058 17:0.764229424458584 18:0.914894034073034 19:0.913223140495868 20:1.59891789495 21:0.4792 22:0.7708 23:0.8958 30:0.581519 #T0893:FALCON_TOPOX_TS5
0.52583 1:0.60068 2:0.532113 3:0.662086155072827 4:0.451 5:0.777589189862354 6:0.357984 7:0.770122882913763 8:0.621937 9:0.640312 10:0.63119 11:0.602518 12:0.5395 13:0.840409772362394 14:0.769165400561378 15:0.855371900826446 16:0.690082644628099 17:0.776127812704978 18:0.918366531978501 19:0.919421487603306 20:1.60645950025 21:0.6458 22:0.7708 23:0.875 30:0.597378 #T0893:FALCON_TOPO_TS1
0.48967 1:0.46935 2:0.443547 3:0.680180092245427 4:0.360 5:0.733652881121068 6:0.336639 7:0.717306362144698 8:0.534228 9:0.537381 10:0.522366 11:0.512552 12:0.4574 13:0.801793414951792 14:0.748281101125332 15:0.822314049586777 16:0.685950413223141 17:0.758091762643003 18:0.910384519869739 19:0.902892561983471 20:1.60642382079 21:0.5 22:0.7083 23:0.9167 30:0.535743 #T0893:FALCON_TOPO_TS2
0.52686 1:0.54552 2:0.483423 3:0.694895822270395 4:0.413 5:0.727197621106713 6:0.35121 7:0.706015164305392 8:0.550848 9:0.549857 10:0.510555 11:0.498203 12:0.5014 13:0.802790441934523 14:0.753019339221796 15:0.834710743801653 16:0.698347107438017 17:0.762308887213504 18:0.911905029399814 19:0.909090909090909 20:1.64708228122 21:0.6667 22:0.8333 23:0.9583 30:0.577158 #T0893:FALCON_TOPO_TS3
0.44525 1:0.45930 2:0.432194 3:0.675796168875792 4:0.348 5:0.746586662023976 6:0.284609 7:0.714287945817623 8:0.487145 9:0.479932 10:0.439671 11:0.442117 12:0.4439 13:0.806697131135263 14:0.767285556099194 15:0.822314049586777 16:0.619834710743802 17:0.776275829893487 18:0.919426533950919 19:0.902892561983471 20:1.59954310594 21:0.4583 22:0.7083 23:0.6667 30:0.510395 #T0893:FALCON_TOPO_TS4
0.50517 1:0.53457 2:0.454383 3:0.687608566040838 4:0.371 5:0.745278737999474 6:0.354841 7:0.731638849671834 8:0.534818 9:0.536782 10:0.541237 11:0.508131 12:0.4671 13:0.812571263417789 14:0.757216800144207 15:0.851239669421488 16:0.702479338842975 17:0.766116882512454 18:0.911267160032522 19:0.917355371900826 20:1.58343968932 21:0.6458 22:0.8125 23:0.8958 30:0.545434 #T0893:FALCON_TOPO_TS5
0.52996 1:0.61472 2:0.493965 3:0.66777676628072 4:0.409 5:0.766274637035168 6:0.356638 7:0.745419277081667 8:0.554463 9:0.633425 10:0.57078 11:0.568403 12:0.5034 13:0.823858419524987 14:0.770839234671542 15:0.797520661157025 16:0.710743801652893 17:0.777035021276722 18:0.916855963715848 19:0.890495867768595 20:1.58574859559 21:0.625 22:0.7708 23:0.9167 30:0.570538 #T0893:FFAS-3D_TS1
0.42355 1:0.24076 2:0.431838 3:0.642256773115041 4:0.355 5:0.650147650739396 6:0.263533 7:0.597418503383225 8:0.401274 9:0.421296 10:0.420563 11:0.474582 12:0.4396 13:0.745395347853594 14:0.74704503901321 15:0.65702479338843 16:0.590909090909091 17:0.758601311358611 18:0.917619338725805 19:0.824380165289256 20:1.47842305572 21:0.4167 22:0.6042 23:0.625 30:0.485066 #T0893:FLOUDAS_SERVER_TS1
0.43079 1:0.27542 2:0.435258 3:0.633227642537059 4:0.358 5:0.646837484171031 6:0.253425 7:0.595970166876135 8:0.427664 9:0.454669 10:0.469379 11:0.532264 12:0.4408 13:0.751985594876612 14:0.743439857852857 15:0.644628099173554 16:0.603305785123967 17:0.755796761396481 18:0.916995300751602 19:0.818181818181818 20:1.45791458381 21:0.4375 22:0.5833 23:0.6042 30:0.489402 #T0893:FLOUDAS_SERVER_TS2
0.42975 1:0.27170 2:0.435582 3:0.606468194347608 4:0.359 5:0.647718977405968 6:0.245723 7:0.592812278820886 8:0.397243 9:0.438364 10:0.431212 11:0.469803 12:0.4407 13:0.735502795905096 14:0.744572914788968 15:0.628099173553719 16:0.648760330578512 17:0.75538318143816 18:0.917078126354099 19:0.807851239669422 20:1.46359721701 21:0.4167 22:0.6042 23:0.6042 30:0.484009 #T0893:FLOUDAS_SERVER_TS3
0.42872 1:0.25650 2:0.433756 3:0.66336033690195 4:0.358 5:0.635346986064822 6:0.227398 7:0.57720861490904 8:0.343667 9:0.391695 10:0.396771 11:0.408131 12:0.4417 13:0.72689197214845 14:0.741044987510622 15:0.640495867768595 16:0.59504132231405 17:0.752618971042255 18:0.916765309769233 19:0.81198347107438 20:1.46325182374 21:0.3958 22:0.6458 23:0.6042 30:0.482558 #T0893:FLOUDAS_SERVER_TS4
0.42355 1:0.26185 2:0.434194 3:0.647790854008976 4:0.357 5:0.63454669863846 6:0.228417 7:0.57570244414188 8:0.349607 9:0.379645 10:0.417692 11:0.423953 12:0.4405 13:0.734399942196226 14:0.744881930316998 15:0.652892561983471 16:0.62396694214876 17:0.754978570953721 18:0.917492522114319 19:0.818181818181818 20:1.44246443979 21:0.4375 22:0.5833 23:0.5833 30:0.480376 #T0893:FLOUDAS_SERVER_TS5
0.19628 1:0.24231 2:0.162484 3:0.597944187450961 4:0.103 5:0.599521764494788 6:0.155199 7:0.55467704891394 8:0.224426 9:0.227157 10:0.30866 11:0.172942 12:0.1146 13:0.739153157090567 14:0.721164988540674 15:0.818181818181818 16:0.549586776859504 17:0.735257971097627 18:0.891409695335505 19:0.909090909090909 20:1.40927835471 21:0.125 22:0.25 23:0.1458 30:0.219256 #T0893:GAPF_LNCC_SERVER_TS1
0.15083 1:0.26408 2:0.151234 3:0.578846683213986 4:0.090 5:0.650529676296696 6:0.165839 7:0.570851679139531 8:0.290354 9:0.233248 10:0.319058 11:0.222257 12:0.1168 13:0.708307001482103 14:0.755954986738084 15:0.805785123966942 16:0.603305785123967 17:0.770302259143562 18:0.91822007885366 19:0.900826446280992 20:1.41534100977 21:0.0417 22:0.25 23:0.2292 30:0.210853 #T0893:GAPF_LNCC_SERVER_TS2
0.14773 1:0.24390 2:0.146783 3:0.625241408608057 4:0.087 5:0.572297740454652 6:0.180434 7:0.530691071650734 8:0.221794 9:0.179642 10:0.288216 11:0.167979 12:0.1004 13:0.722395437731413 14:0.691705508201787 15:0.756198347107438 16:0.607438016528926 17:0.708506909568192 18:0.905841356977278 19:0.87396694214876 20:1.36743664311 21:0.2083 22:0.2708 23:0.125 30:0.203725 #T0893:GAPF_LNCC_SERVER_TS3
0.14979 1:0.23558 2:0.144069 3:0.609995409757498 4:0.079 5:0.581983528687564 6:0.171865 7:0.534457490415254 8:0.240297 9:0.208431 10:0.290386 11:0.191806 12:0.1038 13:0.706771588740248 14:0.693636855251976 15:0.760330578512397 16:0.611570247933884 17:0.710145513600313 18:0.908310392101851 19:0.880165289256198 20:1.38891630066 21:0.1458 22:0.1667 23:0.0625 30:0.188777 #T0893:GAPF_LNCC_SERVER_TS4
0.20455 1:0.23180 2:0.168405 3:0.596018810860338 4:0.108 5:0.542941182837916 6:0.135612 7:0.493701400610631 8:0.17632 9:0.183472 10:0.255218 11:0.12738 12:0.1522 13:0.715736372495978 14:0.696804264414287 15:0.805785123966942 16:0.566115702479339 17:0.711855368162897 18:0.900678773549531 19:0.902892561983471 20:1.39725772847 21:0.125 22:0.25 23:0.1667 30:0.237537 #T0893:GAPF_LNCC_SERVER_TS5
0.49793 1:0.57753 2:0.462362 3:0.722848572323542 4:0.382 5:0.759727966430505 6:0.359753 7:0.768766039881428 8:0.581207 9:0.569239 10:0.519315 11:0.50162 12:0.4769 13:0.856599587266957 14:0.754255401333917 15:0.830578512396694 16:0.644628099173554 17:0.764900403932996 18:0.912669509339538 19:0.90702479338843 20:1.6174960911 21:0.625 22:0.625 23:0.75 30:0.553417 #T0893:GOAL_COMPLEX_TS1
0.50723 1:0.53873 2:0.444361 3:0.712961999490291 4:0.361 5:0.75248580718859 6:0.342794 7:0.765799445036879 8:0.570319 9:0.560798 10:0.502829 11:0.491132 12:0.4576 13:0.852813528197844 14:0.747946334303299 15:0.838842975206612 16:0.690082644628099 17:0.757431248653179 18:0.911188563209527 19:0.911157024793388 20:1.65321455797 21:0.5417 22:0.7083 23:0.8958 30:0.549715 #T0893:GOAL_COMPLEX_TS2
0.46178 1:0.53816 2:0.446054 3:0.702687235060355 4:0.370 5:0.752040439409336 6:0.341177 7:0.748853257194907 8:0.499229 9:0.506526 10:0.44531 11:0.4255 12:0.4541 13:0.831930681291491 14:0.761311255890609 15:0.776859504132231 16:0.706611570247934 17:0.770595259760248 18:0.918596994762391 19:0.880165289256198 20:1.62261890394 21:0.4792 22:0.6667 23:0.6458 30:0.524762 #T0893:GOAL_COMPLEX_TS3
0.56198 1:0.62493 2:0.495904 3:0.719624835880473 4:0.422 5:0.792092679217328 6:0.369981 7:0.813216611982836 8:0.605463 9:0.61837 10:0.490872 11:0.522105 12:0.5073 13:0.861210143152456 14:0.76867612597533 15:0.892561983471074 16:0.677685950413223 17:0.775079067461002 18:0.919054808184692 19:0.93801652892562 20:1.67589436433 21:0.6667 22:0.8542 23:0.9583 30:0.592939 #T0893:GOAL_COMPLEX_TS4
0.56612 1:0.65643 2:0.531169 3:0.709129693245359 4:0.448 5:0.758125208210456 6:0.372573 7:0.783866737727082 8:0.648173 9:0.626154 10:0.516391 11:0.554014 12:0.5379 13:0.855942774263927 14:0.74112224139263 15:0.87603305785124 16:0.735537190082645 17:0.750810261146661 18:0.912982505807096 19:0.929752066115702 20:1.65400124905 21:0.6042 22:0.8333 23:0.875 30:0.611381 #T0893:GOAL_COMPLEX_TS5
0.53926 1:0.67292 2:0.480013 3:0.735456963745323 4:0.409 5:0.794123789625719 6:0.391427 7:0.816125310520369 8:0.641719 9:0.623163 10:0.521482 11:0.547888 12:0.5025 13:0.875177949270139 14:0.762985090000773 15:0.871900826446281 16:0.698347107438017 17:0.772516324233771 18:0.913507747679113 19:0.927685950413223 20:1.66384651156 21:0.7083 22:0.7917 23:0.9583 30:0.591636 #T0893:GOAL_TS1
0.54339 1:0.62570 2:0.466822 3:0.733031102071913 4:0.388 5:0.800721647971547 6:0.381685 7:0.828116160579401 8:0.646686 9:0.632729 10:0.550079 11:0.562869 12:0.4819 13:0.883022168099719 14:0.765869234929055 15:0.871900826446281 16:0.690082644628099 17:0.774903586064198 18:0.913467270457574 19:0.927685950413223 20:1.70752888576 21:0.5833 22:0.8125 23:0.9792 30:0.585236 #T0893:GOAL_TS2
0.60744 1:0.71408 2:0.545763 3:0.714480289806742 4:0.457 5:0.808874266537808 6:0.418807 7:0.837291479224588 8:0.670445 9:0.692438 10:0.52755 11:0.568048 12:0.5536 13:0.893600434938152 14:0.76847011562331 15:0.888429752066116 16:0.71900826446281 17:0.777254315357115 18:0.916353966540941 19:0.935950413223141 20:1.73612165205 21:0.6667 22:0.8333 23:0.9167 30:0.636145 #T0893:GOAL_TS3
0.58884 1:0.71161 2:0.504367 3:0.728891287189606 4:0.435 5:0.80996742867193 6:0.396634 7:0.833521961096089 8:0.663463 9:0.695361 10:0.566793 11:0.572944 12:0.5194 13:0.891264404682811 14:0.769834934205444 15:0.880165289256198 16:0.694214876033058 17:0.778087465906938 18:0.914355563650268 19:0.931818181818182 20:1.72488562303 21:0.7292 22:0.8333 23:0.9583 30:0.618987 #T0893:GOAL_TS4
0.61983 1:0.74034 2:0.542017 3:0.732228749890527 4:0.456 5:0.799494703921889 6:0.384255 7:0.82875990015361 8:0.680758 9:0.712421 10:0.582382 11:0.606948 12:0.5514 13:0.894449427866001 14:0.761027991656581 15:0.87603305785124 16:0.735537190082645 17:0.769444361808709 18:0.915969193946731 19:0.929752066115702 20:1.6923020419 21:0.6458 22:0.8333 23:0.9167 30:0.634131 #T0893:GOAL_TS5
0.57645 1:0.58646 2:0.550056 3:0.704133618144478 4:0.477 5:0.808339046975264 6:0.386125 7:0.823490286018966 8:0.647496 9:0.674563 10:0.571611 11:0.601233 12:0.5551 13:0.860483807012937 14:0.768186851389282 15:0.822314049586777 16:0.644628099173554 17:0.777301561615939 18:0.920244452103692 19:0.898760330578512 20:1.65561081087 21:0.625 22:0.8125 23:0.9583 30:0.618490 #T0893:HHGG_TS1
0.57541 1:0.59420 2:0.549693 3:0.70292614975008 4:0.477 5:0.813936651773342 6:0.391251 7:0.833398420135583 8:0.615379 9:0.636729 10:0.518766 11:0.566967 12:0.5549 13:0.874162065568512 14:0.770092447145469 15:0.818181818181818 16:0.648760330578512 17:0.778269028005114 18:0.920300406707212 19:0.896694214876033 20:1.65585316686 21:0.625 22:0.8125 23:0.9583 30:0.616396 #T0893:HHGG_TS2
0.57438 1:0.59725 2:0.549513 3:0.708980326790163 4:0.475 5:0.812340289025248 6:0.393306 7:0.832755982341217 8:0.636946 9:0.651025 10:0.519301 11:0.571442 12:0.5542 13:0.877829168700666 14:0.768753379857338 15:0.805785123966942 16:0.65702479338843 17:0.777851043492511 18:0.920247157326878 19:0.890495867768595 20:1.65960204971 21:0.625 22:0.8333 23:0.9583 30:0.618453 #T0893:HHGG_TS3
0.57851 1:0.61510 2:0.550455 3:0.712886331232114 4:0.477 5:0.814073796074558 6:0.403091 7:0.833642464676086 8:0.63225 9:0.646319 10:0.562322 11:0.580243 12:0.5551 13:0.874375745677494 14:0.771689027373626 15:0.822314049586777 16:0.644628099173554 17:0.780425561488297 18:0.920212268248631 19:0.898760330578512 20:1.67665553681 21:0.625 22:0.8125 23:0.9583 30:0.622773 #T0893:HHGG_TS4
0.57541 1:0.62195 2:0.550364 3:0.705481229525916 4:0.477 5:0.815010196645182 6:0.399267 7:0.833060464638001 8:0.629239 9:0.657465 10:0.548567 11:0.576558 12:0.5551 13:0.883582406505039 14:0.773285607601782 15:0.822314049586777 16:0.644628099173554 17:0.78245936717394 18:0.920275706181165 19:0.898760330578512 20:1.64808837576 21:0.6458 22:0.7708 23:0.9583 30:0.618916 #T0893:HHGG_TS5
0.56921 1:0.58514 2:0.551554 3:0.706095440866555 4:0.478 5:0.763058672427393 6:0.379144 7:0.747940616121415 8:0.571766 9:0.630717 10:0.528288 11:0.537766 12:0.5560 13:0.844189839576905 14:0.767131048335179 15:0.84297520661157 16:0.669421487603306 17:0.775746143248153 18:0.919913715445937 19:0.909090909090909 20:1.64990137582 21:0.6667 22:0.8125 23:0.9792 30:0.618047 #T0893:HHPred0_TS1
0.56921 1:0.58514 2:0.551554 3:0.706095440866555 4:0.478 5:0.763058672427393 6:0.379144 7:0.747940616121415 8:0.571766 9:0.630717 10:0.528288 11:0.537766 12:0.5560 13:0.844189839576905 14:0.767131048335179 15:0.84297520661157 16:0.669421487603306 17:0.775746143248153 18:0.919913715445937 19:0.909090909090909 20:1.64990137582 21:0.6667 22:0.8125 23:0.9792 30:0.618047 #T0893:HHPred1_TS1
0.55165 1:0.63527 2:0.533395 3:0.710935075201712 4:0.447 5:0.749759214574021 6:0.370124 7:0.73860623773343 8:0.597563 9:0.673048 10:0.62667 11:0.599953 12:0.5399 13:0.823982662392477 14:0.758221100610306 15:0.851239669421488 16:0.739669421487603 17:0.765570799062551 18:0.916344402667056 19:0.917355371900826 20:1.60905517494 21:0.5625 22:0.8333 23:0.9583 30:0.604362 #T0893:IntFOLD4_TS1
0.54339 1:0.57201 2:0.516739 3:0.673905268355463 4:0.438 5:0.746401489450907 6:0.359007 7:0.705429878921177 8:0.578631 9:0.63245 10:0.566524 11:0.592745 12:0.5221 13:0.814877863093172 14:0.775551721474004 15:0.793388429752066 16:0.685950413223141 17:0.78458478099829 18:0.917207833320351 19:0.882231404958678 20:1.54124690454 21:0.6042 22:0.8333 23:0.9375 30:0.579552 #T0893:IntFOLD4_TS2
0.57541 1:0.61278 2:0.54615 3:0.675506480337088 4:0.456 5:0.745965231252176 6:0.337941 7:0.742610998178264 8:0.578786 9:0.647044 10:0.584407 11:0.58902 12:0.5510 13:0.824467650153233 14:0.750392707233538 15:0.863636363636364 16:0.731404958677686 17:0.757058168626399 18:0.915546821195097 19:0.923553719008264 20:1.61663366549 21:0.6458 22:0.8333 23:0.8958 30:0.607903 #T0893:IntFOLD4_TS3
0.59298 1:0.59468 2:0.561055 3:0.698571956394308 4:0.479 5:0.776049109775943 6:0.383451 7:0.76281871710401 8:0.613976 9:0.686567 10:0.583693 11:0.606118 12:0.5606 13:0.820310272329792 14:0.779826436278423 15:0.809917355371901 16:0.669421487603306 17:0.787995252641785 18:0.92130766681139 19:0.894628099173554 20:1.66817202391 21:0.7083 22:0.8125 23:0.9167 30:0.619712 #T0893:IntFOLD4_TS4
0.56405 1:0.62581 2:0.534884 3:0.703276910184733 4:0.448 5:0.755919520707347 6:0.366903 7:0.744664456049815 8:0.579908 9:0.663401 10:0.617159 11:0.591774 12:0.5379 13:0.823391847905582 14:0.760538717070533 15:0.851239669421488 16:0.727272727272727 17:0.76493716713295 18:0.916907478996018 19:0.917355371900826 20:1.60783824215 21:0.5417 22:0.75 23:1 30:0.601972 #T0893:IntFOLD4_TS5
0.52066 1:0.64937 2:0.528842 3:0.706510676030069 4:0.448 5:0.782331533189315 6:0.351966 7:0.756735021962397 8:0.521282 9:0.575381 10:0.519841 11:0.529125 12:0.5352 13:0.834080611592124 14:0.780032446630443 15:0.809917355371901 16:0.706611570247934 17:0.786241073544664 18:0.921407388631537 19:0.896694214876033 20:1.5917348153 21:0.6458 22:0.7708 23:0.8958 30:0.587982 #T0893:M4T-SmotifTF_TS1
0.54132 1:0.62890 2:0.533754 3:0.680193972221779 4:0.451 5:0.756792417426434 6:0.356446 7:0.748508854972008 8:0.61053 9:0.670837 10:0.609721 11:0.631284 12:0.5398 13:0.834139825214077 14:0.761491514948626 15:0.838842975206612 16:0.747933884297521 17:0.769141306506264 18:0.916318400707247 19:0.911157024793388 20:1.57794329032 21:0.6667 22:0.7292 23:0.875 30:0.597267 #T0893:MULTICOM-CLUSTER_TS1
0.5031 1:0.47910 2:0.497137 3:0.664487122337037 4:0.405 5:0.720681663303085 6:0.327069 7:0.699508590851963 8:0.526057 9:0.531692 10:0.562874 11:0.52604 12:0.5038 13:0.797179775023483 14:0.746401256663147 15:0.805785123966942 16:0.665289256198347 17:0.757399828034778 18:0.91572525701398 19:0.894628099173554 20:1.56562301755 21:0.4375 22:0.7292 23:0.8958 30:0.557826 #T0893:MULTICOM-CLUSTER_TS2
