0.19471 1:0.27092 2:0.159669 3:0.646945483213534 4:0.100 5:0.456490420392663 6:0.112774 7:0.430181562852023 8:0.0043133 9:-0.100196 10:0.0265752 11:0.0121345 12:0.1137 13:0.810412607575029 14:0.636604774535809 15:0.491666666666667 16:0.541666666666667 17:0.646257308655658 18:0.761090954322736 19:0.733333333333333 20:1.26853547839 21:0.0833 22:0.0417 23:0.0417 30:0.218694 #T0869:ACOMPMOD_TS1
0.27885 1:0.30853 2:0.269881 3:0.674500130450072 4:0.183 5:0.696886548688736 6:0.251144 7:0.663707414746544 8:0.288421 9:0.308103 10:0.31156 11:0.310027 12:0.2866 13:0.871857607793456 14:0.794378698224852 15:0.641666666666667 16:0.533333333333333 17:0.795126454561401 18:0.878756916183475 19:0.795833333333333 20:1.29668429651 21:0.0833 22:0 23:0.125 30:0.321537 #T0869:FALCON_TOPOX_TS1
0.27885 1:0.33709 2:0.273071 3:0.665497950610469 4:0.187 5:0.694813906133563 6:0.290775 7:0.680699814772145 8:0.370029 9:0.323184 10:0.428473 11:0.404458 12:0.2892 13:0.876700449958499 14:0.771067129157315 15:0.658333333333333 16:0.583333333333333 17:0.779214793604791 18:0.875008160505234 19:0.795833333333333 20:1.31263853282 21:0.125 22:0 23:0.125 30:0.331982 #T0869:FALCON_TOPOX_TS2
0.27885 1:0.28975 2:0.269326 3:0.654676219140996 4:0.184 5:0.687250224742046 6:0.245171 7:0.665030436955965 8:0.305195 9:0.290213 10:0.342972 11:0.345996 12:0.2860 13:0.87394740290944 14:0.774688839012446 15:0.65 16:0.516666666666667 17:0.779716228332347 18:0.878104347754351 19:0.791666666666667 20:1.28401341975 21:0.0833 22:0 23:0.125 30:0.322138 #T0869:FALCON_TOPOX_TS3
0.28365 1:0.31587 2:0.271403 3:0.653607067368954 4:0.185 5:0.689586285576096 6:0.237682 7:0.665568158858167 8:0.228333 9:0.153856 10:0.233868 11:0.217766 12:0.2877 13:0.871585885282425 14:0.784686798612528 15:0.608333333333333 16:0.558333333333333 17:0.786452856723554 18:0.877552156947387 19:0.770833333333333 20:1.27717862162 21:0.0833 22:0 23:0.125 30:0.319303 #T0869:FALCON_TOPOX_TS4
0.27404 1:0.32557 2:0.272353 3:0.650922792463389 4:0.186 5:0.692055983877902 6:0.247257 7:0.653570891065028 8:0.296995 9:0.219583 10:0.289079 11:0.306361 12:0.2891 13:0.864120833515355 14:0.791981228320751 15:0.666666666666667 16:0.558333333333333 17:0.793540230789206 18:0.87841298434375 19:0.795833333333333 20:1.31290018449 21:0.0833 22:0 23:0.125 30:0.325140 #T0869:FALCON_TOPOX_TS5
0.28365 1:0.31473 2:0.271849 3:0.659848441594289 4:0.186 5:0.693003903697335 6:0.247867 7:0.673054887992832 8:0.295243 9:0.225078 10:0.309319 11:0.309824 12:0.2903 13:0.88050281770128 14:0.769383799224648 15:0.616666666666667 16:0.616666666666667 17:0.777272951203633 18:0.874456898108321 19:0.779166666666667 20:1.29850534943 21:0.0833 22:0 23:0.125 30:0.325094 #T0869:FALCON_TOPO_TS1
0.28125 1:0.33434 2:0.273168 3:0.657020955197017 4:0.188 5:0.686073737066495 6:0.24497 7:0.652293371799795 8:0.28076 9:0.263885 10:0.286547 11:0.295654 12:0.2901 13:0.860205320868464 14:0.783615588655376 15:0.6 16:0.558333333333333 17:0.786607164095266 18:0.877918659742715 19:0.758333333333333 20:1.31738683329 21:0.0833 22:0 23:0.125 30:0.327169 #T0869:FALCON_TOPO_TS2
0.28365 1:0.27757 2:0.270656 3:0.646673617701886 4:0.184 5:0.694481206147893 6:0.258164 7:0.667214514208909 8:0.220546 9:0.234213 10:0.269589 11:0.275465 12:0.2871 13:0.874388515136953 14:0.785094878596205 15:0.633333333333333 16:0.516666666666667 17:0.78666348996849 18:0.877677201078261 19:0.779166666666667 20:1.30334765738 21:0.0417 22:0 23:0.125 30:0.317710 #T0869:FALCON_TOPO_TS3
0.27644 1:0.30260 2:0.266903 3:0.653230359701893 4:0.182 5:0.674886176017483 6:0.249809 7:0.653635582693292 8:0.329839 9:0.277623 10:0.32152 11:0.352994 12:0.2826 13:0.883880892053646 14:0.757498469700061 15:0.658333333333333 16:0.55 17:0.764990767827975 18:0.872014787138113 19:0.791666666666667 20:1.30229290609 21:0.0833 22:0 23:0.125 30:0.324009 #T0869:FALCON_TOPO_TS4
0.26923 1:0.31622 2:0.268154 3:0.66221348154226 4:0.181 5:0.675194559759243 6:0.257179 7:0.654286436827957 8:0.309729 9:0.276472 10:0.318335 11:0.318971 12:0.2810 13:0.867168974706216 14:0.759436849622526 15:0.666666666666667 16:0.558333333333333 17:0.770045610297623 18:0.871658615657432 19:0.808333333333333 20:1.28830619152 21:0.0833 22:0 23:0.125 30:0.321240 #T0869:FALCON_TOPO_TS5
0.2476 1:0.25762 2:0.204529 3:0.666100525959564 4:0.127 5:0.61123660855546 6:0.188681 7:0.604061847478239 8:0.247611 9:0.17784 10:0.284086 11:0.241525 12:0.2008 13:0.86244888820934 14:0.695980412160784 15:0.625 16:0.583333333333333 17:0.71101723846199 18:0.854977735141437 19:0.791666666666667 20:1.26775933613 21:0.0833 22:0.2083 23:0.0833 30:0.265056 #T0869:FFAS-3D_TS1
0.19952 1:0.19170 2:0.180958 3:0.647279643360848 4:0.107 5:0.611017340534537 6:0.193355 7:0.572998734447005 8:0.0331047 9:-0.0558507 10:0.0366288 11:0.112224 12:0.1598 13:0.860963697523044 14:0.755713119771475 15:0.35 16:0.516666666666667 17:0.76442868237301 18:0.875757310444295 19:0.666666666666667 20:1.21488677465 21:0.0417 22:0 23:0.0833 30:0.220699 #T0869:FLOUDAS_SERVER_TS1
0.19712 1:0.21423 2:0.173437 3:0.659985310187583 4:0.103 5:0.532831698373459 6:0.16252 7:0.503444376664107 8:-0.128405 9:-0.152721 10:-0.0357785 11:-0.0194958 12:0.1206 13:0.832495194617972 14:0.685625382574985 15:0.408333333333333 16:0.475 17:0.701282818122946 18:0.786942019755057 19:0.704166666666667 20:1.18081383809 21:0.0417 22:0 23:0.0833 30:0.211452 #T0869:FLOUDAS_SERVER_TS2
0.19231 1:0.18751 2:0.175365 3:0.640556360102696 4:0.103 5:0.545643358412153 6:0.145787 7:0.507730619751664 8:-0.0752168 9:-0.116747 10:-0.0457393 11:0.0463001 12:0.1415 13:0.85291937879516 14:0.713629871454805 15:0.358333333333333 16:0.508333333333333 17:0.724544264743422 18:0.861256055299043 19:0.679166666666667 20:1.17193526275 21:0.0417 22:0 23:0.0833 30:0.215246 #T0869:FLOUDAS_SERVER_TS3
0.20433 1:0.20947 2:0.175871 3:0.654601890958865 4:0.104 5:0.534914956255374 6:0.145085 7:0.511609211725551 8:-0.0305979 9:-0.0415543 10:-0.0390235 11:0.0612373 12:0.1339 13:0.841355773011227 14:0.694807182207713 15:0.408333333333333 16:0.483333333333333 17:0.708846435711032 18:0.820676215247921 19:0.704166666666667 20:1.18572697134 21:0.0417 22:0 23:0.0833 30:0.217068 #T0869:FLOUDAS_SERVER_TS4
0.1851 1:0.21718 2:0.172558 3:0.641766615368909 4:0.103 5:0.505979344905417 6:0.139446 7:0.475948398169483 8:-0.0373421 9:-0.152305 10:-0.0345363 11:0.036618 12:0.1160 13:0.83552575247914 14:0.685013262599469 15:0.408333333333333 16:0.45 17:0.70142786773748 18:0.777093958603428 19:0.695833333333333 20:1.20763703267 21:0.0417 22:0 23:0.0833 30:0.215629 #T0869:FLOUDAS_SERVER_TS5
0.27644 1:0.25720 2:0.200103 3:0.656656158188672 4:0.123 5:0.545696744124391 6:0.212369 7:0.496350047683052 8:0.154766 9:0.0488351 10:0.149929 11:0.148271 12:0.2076 13:0.807826765977895 14:0.69771475209141 15:0.716666666666667 16:0.625 17:0.710976019604178 18:0.857339591715662 19:0.858333333333333 20:1.23914021547 21:0.0833 22:0.0417 23:0.2083 30:0.266509 #T0869:GAPF_LNCC_SERVER_TS1
0.33413 1:0.24525 2:0.207466 3:0.691396061542185 4:0.121 5:0.555778281635139 6:0.215054 7:0.502298240847414 8:0.155128 9:0.113611 10:0.185278 11:0.193847 12:0.2234 13:0.820145144379887 14:0.70021424199143 15:0.716666666666667 16:0.55 17:0.716196131452187 18:0.857395832378821 19:0.858333333333333 20:1.30102291934 21:0.125 22:0.0417 23:0.0833 30:0.269331 #T0869:GAPF_LNCC_SERVER_TS2
0.27644 1:0.25233 2:0.199766 3:0.657516580393165 4:0.121 5:0.535388274971338 6:0.223658 7:0.478892211597542 8:0.142555 9:0.0362139 10:0.145496 11:0.130277 12:0.2051 13:0.79824898431698 14:0.688430932462763 15:0.716666666666667 16:0.633333333333333 17:0.701434851734685 18:0.849844523536434 19:0.858333333333333 20:1.25195959417 21:0.0833 22:0.0833 23:0.2083 30:0.266168 #T0869:GAPF_LNCC_SERVER_TS3
0.26923 1:0.26677 2:0.197363 3:0.657551149662153 4:0.121 5:0.527582012826025 6:0.203324 7:0.477286140040963 8:0.175605 9:0.050249 10:0.189316 11:0.147021 12:0.2040 13:0.807657157834957 14:0.688328912466843 15:0.716666666666667 16:0.625 17:0.700006296730772 18:0.850582328559659 19:0.858333333333333 20:1.23464685384 21:0.0833 22:0.0417 23:0.2083 30:0.266745 #T0869:GAPF_LNCC_SERVER_TS4
0.24279 1:0.24414 2:0.192144 3:0.677343752954032 4:0.114 5:0.566055126397249 6:0.24834 7:0.494270695852535 8:0.16974 9:0.0899686 10:0.127242 11:0.170158 12:0.2021 13:0.797203267659779 14:0.705009181799633 15:0.675 16:0.575 17:0.720505797263639 18:0.854790360091207 19:0.8375 20:1.288937315 21:0.125 22:0.0833 23:0.0833 30:0.251929 #T0869:GAPF_LNCC_SERVER_TS5
0.33413 1:0.38847 2:0.227426 3:0.725653479235752 4:0.143 5:0.799036281456005 6:0.434873 7:0.859168361751152 8:0.595099 9:0.417158 10:0.500736 11:0.547638 12:0.2717 13:0.928764143113014 14:0.770250969189961 15:0.633333333333333 16:0.691666666666667 17:0.78235751098818 18:0.875644565428516 19:0.816666666666667 20:1.42142934908 21:0.1667 22:0.0833 23:0.0833 30:0.306710 #T0869:GOAL_TS1
0.38942 1:0.32796 2:0.228339 3:0.68879972700014 4:0.146 5:0.76456332899828 6:0.344849 7:0.809585625960061 8:0.429456 9:0.291611 10:0.288696 11:0.297247 12:0.2616 13:0.923605893145778 14:0.758416649663334 15:0.575 16:0.6 17:0.767321346107868 18:0.871687807527606 19:0.783333333333333 20:1.34812240913 21:0.375 22:0.25 23:0.0833 30:0.303025 #T0869:GOAL_TS2
0.44471 1:0.44519 2:0.231154 3:0.708420552125202 4:0.141 5:0.754326563771854 6:0.356941 7:0.786249194956477 8:0.439754 9:0.281543 10:0.331367 11:0.316834 12:0.2697 13:0.918418920099602 14:0.757804529687819 15:0.641666666666667 16:0.691666666666667 17:0.773048908940987 18:0.877177639371286 19:0.808333333333333 20:1.39728276589 21:0.2917 22:0.125 23:0.0833 30:0.311110 #T0869:GOAL_TS3
0.3149 1:0.41678 2:0.22475 3:0.720248781520708 4:0.140 5:0.793827359021209 6:0.443361 7:0.84586694796467 8:0.572917 9:0.395666 10:0.451227 11:0.473775 12:0.2607 13:0.930734458957669 14:0.771067129157315 15:0.683333333333333 16:0.633333333333333 17:0.78862088471658 18:0.874040723063328 19:0.8375 20:1.42838605843 21:0.3333 22:0.1667 23:0.2083 30:0.319601 #T0869:GOAL_TS4
0.28846 1:0.40323 2:0.226454 3:0.700297766467904 4:0.138 5:0.767201903840642 6:0.400021 7:0.817375437019969 8:0.592898 9:0.480712 10:0.436303 11:0.502257 12:0.2562 13:0.927849919182211 14:0.758212609671496 15:0.55 16:0.675 17:0.775672519643134 18:0.870623561410972 19:0.775 20:1.39500386085 21:0.3333 22:0.2917 23:0.0833 30:0.312043 #T0869:GOAL_TS5
0.28125 1:0.25002 2:0.22911 3:0.658570853294715 4:0.162 5:0.650411579499857 6:0.180345 7:0.613739529313876 8:0.159135 9:0.180242 10:0.151695 11:0.152802 12:0.2573 13:0.852796513913765 14:0.76917975923281 15:0.658333333333333 16:0.583333333333333 17:0.771893166595503 18:0.870176380374789 19:0.829166666666667 20:1.37270460728 21:0.125 22:0.2083 23:0.0833 30:0.297059 #T0869:HHGG_TS1
0.27885 1:0.23859 2:0.229662 3:0.661133342660198 4:0.162 5:0.652183889653196 6:0.179613 7:0.615213373655914 8:0.174614 9:0.197438 10:0.167953 11:0.176947 12:0.2591 13:0.847489952383033 14:0.768567639257294 15:0.625 16:0.591666666666667 17:0.770844513634499 18:0.870268367290006 19:0.8125 20:1.35810779695 21:0.125 22:0.2083 23:0.0833 30:0.296480 #T0869:HHGG_TS2
0.28125 1:0.25622 2:0.229551 3:0.663926745667734 4:0.161 5:0.664215655309544 6:0.175547 7:0.631698366167435 8:0.20574 9:0.225872 10:0.229084 11:0.216483 12:0.2581 13:0.86028428203224 14:0.768108549275658 15:0.641666666666667 16:0.575 17:0.769776809904909 18:0.870140931520033 19:0.816666666666667 20:1.35990691481 21:0.125 22:0.2083 23:0.0833 30:0.299094 #T0869:HHGG_TS3
0.28125 1:0.25521 2:0.229578 3:0.670222653694762 4:0.162 5:0.662896963743193 6:0.174 7:0.628866122439836 8:0.179457 9:0.22987 10:0.213379 11:0.195937 12:0.2589 13:0.857004281158534 14:0.76790450928382 15:0.616666666666667 16:0.575 17:0.769819261988469 18:0.870238878547988 19:0.804166666666667 20:1.36055107375 21:0.125 22:0.2083 23:0.0833 30:0.298917 #T0869:HHGG_TS4
0.28125 1:0.25835 2:0.229644 3:0.663627523452654 4:0.162 5:0.655404102321582 6:0.181754 7:0.617266442524322 8:0.207989 9:0.240424 10:0.210216 11:0.195863 12:0.2576 13:0.854880302302215 14:0.769536829218527 15:0.616666666666667 16:0.6 17:0.77211003448172 18:0.870336074290065 19:0.804166666666667 20:1.36109529973 21:0.125 22:0.2083 23:0.0833 30:0.298656 #T0869:HHGG_TS5
0.28606 1:0.22510 2:0.23016 3:0.64521484559627 4:0.162 5:0.614237769453998 6:0.187556 7:0.523287552931388 8:0.119595 9:0.0816417 10:0.101105 11:0.0853673 12:0.2573 13:0.805809706871696 14:0.772240359110386 15:0.65 16:0.6 17:0.775345175283664 18:0.871062777076348 19:0.825 20:1.3645921503 21:0.1667 22:0.2083 23:0.0833 30:0.294445 #T0869:HHPred0_TS1
0.28606 1:0.22510 2:0.23016 3:0.64521484559627 4:0.162 5:0.614237769453998 6:0.187556 7:0.523287552931388 8:0.119595 9:0.0816417 10:0.101105 11:0.0853673 12:0.2573 13:0.805809706871696 14:0.772240359110386 15:0.65 16:0.6 17:0.775345175283664 18:0.871062777076348 19:0.825 20:1.3645921503 21:0.1667 22:0.2083 23:0.0833 30:0.294445 #T0869:HHPred1_TS1
0.26442 1:0.37964 2:0.253871 3:0.660750636180422 4:0.155 5:0.721189329105761 6:0.295499 7:0.700166435675883 8:0.400451 9:0.340291 10:0.345364 11:0.395788 12:0.2887 13:0.884795989690271 14:0.795347888186084 15:0.658333333333333 16:0.608333333333333 17:0.803108752290915 18:0.880664304879731 19:0.8125 20:1.30880634207 21:0.4167 22:0.125 23:0.0833 30:0.325206 #T0869:IntFOLD4_TS1
0.27163 1:0.35249 2:0.253699 3:0.650257497097959 4:0.165 5:0.688213980546002 6:0.283544 7:0.645911150793651 8:0.292614 9:0.275166 10:0.322982 11:0.309147 12:0.2718 13:0.860980297933686 14:0.782850438685982 15:0.733333333333333 16:0.591666666666667 17:0.78683414614543 18:0.878540423690593 19:0.845833333333333 20:1.35316892464 21:0.125 22:0.0417 23:0.2917 30:0.326746 #T0869:IntFOLD4_TS2
0.27163 1:0.35249 2:0.253699 3:0.650257497097959 4:0.165 5:0.688213980546002 6:0.283544 7:0.645911150793651 8:0.292614 9:0.275166 10:0.322982 11:0.309147 12:0.2718 13:0.860980297933686 14:0.782850438685982 15:0.733333333333333 16:0.591666666666667 17:0.78683414614543 18:0.878540423690593 19:0.845833333333333 20:1.35316892464 21:0.125 22:0.0417 23:0.2917 30:0.326746 #T0869:IntFOLD4_TS3
0.27404 1:0.41531 2:0.266638 3:0.689167066839592 4:0.177 5:0.693008506914589 6:0.308594 7:0.673619736687148 8:0.314601 9:0.310109 10:0.354167 11:0.330263 12:0.2783 13:0.87300696780394 14:0.772648439094062 15:0.733333333333333 16:0.658333333333333 17:0.777239285853528 18:0.871584334066086 19:0.8375 20:1.36348883025 21:0.0833 22:0.0833 23:0.375 30:0.346400 #T0869:IntFOLD4_TS4
0.27404 1:0.40807 2:0.266638 3:0.689167066839592 4:0.177 5:0.693008506914589 6:0.308594 7:0.673619736687148 8:0.314601 9:0.310109 10:0.354167 11:0.330263 12:0.2783 13:0.87300696780394 14:0.772648439094062 15:0.733333333333333 16:0.658333333333333 17:0.777239285853528 18:0.871584334066086 19:0.8375 20:1.36348883025 21:0.0833 22:0.0833 23:0.375 30:0.345903 #T0869:IntFOLD4_TS5
0.31971 1:0.35433 2:0.236897 3:0.723958479065599 4:0.145 5:0.756537418708799 6:0.363896 7:0.765374921466974 8:0.363558 9:0.317474 10:0.279108 11:0.363544 12:0.2775 13:0.877637827093618 14:0.765456029381759 15:0.683333333333333 16:0.708333333333333 17:0.772917270656462 18:0.874442575549871 19:0.841666666666667 20:1.41551115432 21:0.375 22:0.2917 23:0.0417 30:0.312266 #T0869:MULTICOM-CLUSTER_TS1
0.375 1:0.35103 2:0.248512 3:0.69981907142236 4:0.152 5:0.737070056069074 6:0.352409 7:0.760523298515105 8:0.387838 9:0.338707 10:0.299299 11:0.364701 12:0.2868 13:0.888577170066838 14:0.738267700469292 15:0.65 16:0.683333333333333 17:0.745998834387566 18:0.872504261647179 19:0.825 20:1.40542092376 21:0.25 22:0.2083 23:0.2083 30:0.328677 #T0869:MULTICOM-CLUSTER_TS2
0.3101 1:0.41740 2:0.242431 3:0.738868166023239 4:0.148 5:0.76075896102035 6:0.37128 7:0.788924491167435 8:0.352175 9:0.391888 10:0.324912 11:0.412873 12:0.2741 13:0.904822200864969 14:0.752856559885738 15:0.708333333333333 16:0.691666666666667 17:0.755496483947072 18:0.874880340976279 19:0.854166666666667 20:1.41843788063 21:0.1667 22:0.0833 23:0.125 30:0.317282 #T0869:MULTICOM-CLUSTER_TS3
0.30529 1:0.47971 2:0.239804 3:0.73954962585407 4:0.147 5:0.77221578564775 6:0.389591 7:0.803633557539683 8:0.382529 9:0.347105 10:0.338856 11:0.392753 12:0.2779 13:0.893901642566948 14:0.759895939604162 15:0.675 16:0.741666666666667 17:0.765872447161147 18:0.877366128800013 19:0.8375 20:1.41844006041 21:0.2917 22:0.1667 23:0.0833 30:0.321259 #T0869:MULTICOM-CLUSTER_TS4
0.30769 1:0.36819 2:0.235189 3:0.722111570732298 4:0.138 5:0.727025295679278 6:0.355805 7:0.724674816692268 8:0.382532 9:0.32683 10:0.301873 11:0.361412 12:0.2695 13:0.882791162465598 14:0.759385839624566 15:0.658333333333333 16:0.666666666666667 17:0.767725668589806 18:0.87336578558443 19:0.829166666666667 20:1.40430124845 21:0.4583 22:0.2917 23:0.1667 30:0.323445 #T0869:MULTICOM-CLUSTER_TS5
0.3101 1:0.43543 2:0.238709 3:0.730683747433537 4:0.147 5:0.757995767591 6:0.370281 7:0.786478397145417 8:0.360417 9:0.340648 10:0.308322 11:0.359577 12:0.2767 13:0.883942815953868 14:0.765915119363395 15:0.675 16:0.758333333333333 17:0.772230899169086 18:0.877342037137331 19:0.8375 20:1.41783355315 21:0.3333 22:0.1667 23:0.0833 30:0.317613 #T0869:MULTICOM-CONSTRUCT_TS1
0.36779 1:0.40594 2:0.234974 3:0.738038390132681 4:0.144 5:0.728208433827744 6:0.352045 7:0.746563467549923 8:0.449413 9:0.412123 10:0.401077 11:0.42267 12:0.2666 13:0.873676226464549 14:0.740257090389716 15:0.666666666666667 16:0.75 17:0.751169797051079 18:0.872212584195305 19:0.833333333333333 20:1.37686620176 21:0.1667 22:0.4583 23:0.1667 30:0.321175 #T0869:MULTICOM-CONSTRUCT_TS2
0.30769 1:0.41163 2:0.241907 3:0.738501582416087 4:0.148 5:0.751373742476354 6:0.357908 7:0.777429755504352 8:0.368155 9:0.4227 10:0.325819 11:0.41798 12:0.2736 13:0.898886680354725 14:0.751938379922465 15:0.708333333333333 16:0.708333333333333 17:0.754072767641407 18:0.874521800613561 19:0.854166666666667 20:1.41964354249 21:0.2083 22:0.125 23:0.125 30:0.319617 #T0869:MULTICOM-CONSTRUCT_TS3
0.375 1:0.35702 2:0.248126 3:0.700414793416242 4:0.151 5:0.740046755338206 6:0.35764 7:0.768987527713774 8:0.375048 9:0.320153 10:0.252665 11:0.331487 12:0.2865 13:0.890364116901839 14:0.73602326055907 15:0.65 16:0.691666666666667 17:0.745026054784298 18:0.87240413125719 19:0.825 20:1.40003393851 21:0.25 22:0.2083 23:0.2083 30:0.326426 #T0869:MULTICOM-CONSTRUCT_TS4
0.32692 1:0.40230 2:0.230715 3:0.714448952429207 4:0.139 5:0.739126150257954 6:0.318063 7:0.745328701036866 8:0.337573 9:0.361291 10:0.305556 11:0.346919 12:0.2524 13:0.873267987418636 14:0.755356049785758 15:0.65 16:0.7 17:0.759141668028175 18:0.878655544784276 19:0.825 20:1.36897820492 21:0.4167 22:0.2083 23:0.125 30:0.310534 #T0869:MULTICOM-CONSTRUCT_TS5
0.28365 1:0.29744 2:0.185513 3:0.654175791869747 4:0.106 5:0.603937820113213 6:0.208355 7:0.592130646377368 8:0.193458 9:0.0358823 10:0.188669 11:0.155487 12:0.1720 13:0.866164977502075 14:0.717455621301775 15:0.458333333333333 16:0.566666666666667 17:0.729979210511571 18:0.856591247073426 19:0.666666666666667 20:1.31360568862 21:0.375 22:0.4167 23:0.0833 30:0.261705 #T0869:MULTICOM-NOVEL_TS1
