0.14955 1:0.19207 2:0.118336 3:0.593826379812158 4:0.063 5:0.499760574012832 6:0.103114 7:0.439898797766749 8:0.0825093 9:0.154631 10:0.132099 11:0.110723 12:0.1085 13:0.806967577468108 14:0.717717853587911 15:0.523076923076923 16:0.476923076923077 17:0.722803064426641 18:0.875496299005474 19:0.746153846153846 20:1.23788986053 21:0.0385 22:0 23:0 30:0.164995 #T0891:ACOMPMOD_TS1
0.18973 1:0.27659 2:0.159686 3:0.610317502886518 4:0.073 5:0.490349650902837 6:0.169491 7:0.415065775729647 8:0.220596 9:0.165759 10:0.321487 11:0.232404 12:0.1202 13:0.794981309111942 14:0.71581757307031 15:0.684615384615385 16:0.592307692307692 17:0.727440795417342 18:0.853077934951216 19:0.838461538461538 20:1.31467375979 21:0.3846 22:0.1538 23:0 30:0.217836 #T0891:GAPF_LNCC_SERVER_TS2
0.16741 1:0.31456 2:0.153224 3:0.620325698998493 4:0.070 5:0.472657379886236 6:0.140837 7:0.426713155795817 8:0.237569 9:0.301635 10:0.312985 11:0.244613 12:0.1179 13:0.800760274632877 14:0.693828612795222 15:0.761538461538461 16:0.6 17:0.704274406649223 18:0.836637495382434 19:0.880769230769231 20:1.30816771044 21:0.2692 22:0.1538 23:0 30:0.213983 #T0891:GAPF_LNCC_SERVER_TS3
0.18527 1:0.34837 2:0.153981 3:0.625775501811896 4:0.077 5:0.520596879522455 6:0.201714 7:0.470177139430462 8:0.289458 9:0.300696 10:0.344941 11:0.269889 12:0.1301 13:0.814692323347008 14:0.710614424034024 15:0.784615384615385 16:0.576923076923077 17:0.718311040489671 18:0.869672872389945 19:0.892307692307692 20:1.38238057903 21:0.4615 22:0.1923 23:0.1154 30:0.242066 #T0891:GAPF_LNCC_SERVER_TS4
0.16741 1:0.31915 2:0.153259 3:0.610823478708458 4:0.071 5:0.496958556386004 6:0.138545 7:0.444950803792981 8:0.208856 9:0.321645 10:0.316761 11:0.269599 12:0.1255 13:0.80069354441362 14:0.712107501583567 15:0.769230769230769 16:0.584615384615385 17:0.722668777554731 18:0.86236648185887 19:0.884615384615385 20:1.30649248959 21:0.2692 22:0.1538 23:0 30:0.214993 #T0891:GAPF_LNCC_SERVER_TS5
0.90848 1:0.81801 2:0.739747 3:0.703468903236006 4:0.656 5:0.749261515245717 6:0.493593 7:0.770028704891882 8:0.725524 9:0.932267 10:0.820043 11:0.820132 12:0.7250 13:0.904683218902968 14:0.767125147045516 15:0.830769230769231 16:0.723076923076923 17:0.775814303145762 18:0.877020402704829 19:0.911538461538462 20:1.6547588366 21:0.8846 22:0.8077 23:1 30:0.769785 #T0891:GOAL_TS1
0.91741 1:0.80212 2:0.740473 3:0.707981940323648 4:0.655 5:0.747695643858721 6:0.507917 7:0.768556995332624 8:0.718051 9:0.900201 10:0.775794 11:0.770153 12:0.7240 13:0.909087841818318 14:0.772509275178717 15:0.807692307692308 16:0.692307692307692 17:0.778205285803007 18:0.877797272555981 19:0.9 20:1.61470885615 21:0.9615 22:0.8077 23:1 30:0.757698 #T0891:GOAL_TS2
0.91071 1:0.79728 2:0.739893 3:0.713292004603373 4:0.656 5:0.750501107976718 6:0.487023 7:0.77112498658868 8:0.718554 9:0.918872 10:0.83017 11:0.814808 12:0.7242 13:0.903065091419329 14:0.772916478146774 15:0.823076923076923 16:0.669230769230769 17:0.780063971660351 18:0.877434409321842 19:0.907692307692308 20:1.62441504809 21:0.9615 22:0.8077 23:1 30:0.761743 #T0891:GOAL_TS3
0.89509 1:0.82232 2:0.73989 3:0.707712720158766 4:0.654 5:0.74985720279119 6:0.481821 7:0.771270899799126 8:0.693777 9:0.875884 10:0.786683 11:0.775005 12:0.7233 13:0.912514540332687 14:0.772328296081803 15:0.861538461538462 16:0.707692307692308 17:0.779315317782126 18:0.877578164044365 19:0.926923076923077 20:1.6547341598 21:0.8462 22:0.8077 23:1 30:0.768683 #T0891:GOAL_TS4
0.91295 1:0.79381 2:0.743715 3:0.695760511678283 4:0.660 5:0.734699775944176 6:0.469916 7:0.748815558785301 8:0.704196 9:0.901437 10:0.819446 11:0.776776 12:0.7271 13:0.89770214543546 14:0.762148221880373 15:0.815384615384615 16:0.715384615384615 17:0.770095648030817 18:0.877198208256688 19:0.903846153846154 20:1.629498529 21:0.9231 22:0.8077 23:1 30:0.763750 #T0891:GOAL_TS5
0.87277 1:0.74419 2:0.719949 3:0.698408204016377 4:0.636 5:0.738543763939414 6:0.425497 7:0.74085091445114 8:0.597115 9:0.784243 10:0.672631 11:0.711891 12:0.7066 13:0.888754619166461 14:0.782553615057461 15:0.876923076923077 16:0.607692307692308 17:0.787587552397028 18:0.881547890058597 19:0.934615384615385 20:1.61204055066 21:0.9231 22:0.7692 23:0.9615 30:0.734661 #T0891:HHGG_TS1
0.87277 1:0.75067 2:0.720142 3:0.697339227758754 4:0.637 5:0.740216221310933 6:0.418702 7:0.750039637126315 8:0.65045 9:0.839518 10:0.754164 11:0.766857 12:0.7078 13:0.890550336864429 14:0.782870328477061 15:0.876923076923077 16:0.607692307692308 17:0.787940336466221 18:0.881460117519881 19:0.934615384615385 20:1.61199850891 21:0.9231 22:0.8077 23:1 30:0.741954 #T0891:HHGG_TS2
0.87723 1:0.75679 2:0.719208 3:0.692477455987067 4:0.637 5:0.735482918248561 6:0.435114 7:0.740914495450786 8:0.665947 9:0.858327 10:0.778474 11:0.792629 12:0.7077 13:0.892276325232163 14:0.781558230024432 15:0.9 16:0.630769230769231 17:0.787622387120749 18:0.88133909627137 19:0.946153846153846 20:1.62411318087 21:0.9231 22:0.8077 23:1 30:0.747365 #T0891:HHGG_TS3
0.87723 1:0.76287 2:0.721578 3:0.695206733044823 4:0.639 5:0.741354649679212 6:0.424213 7:0.75206857467801 8:0.654862 9:0.836966 10:0.729157 11:0.756884 12:0.7085 13:0.897030130354216 14:0.782010677766718 15:0.892307692307692 16:0.623076923076923 17:0.787284352721581 18:0.88143997337003 19:0.942307692307692 20:1.60940215471 21:0.9231 22:0.8077 23:1 30:0.743360 #T0891:HHGG_TS4
0.86384 1:0.76801 2:0.719108 3:0.697149051612921 4:0.635 5:0.746047681261988 6:0.431939 7:0.753184242230887 8:0.673486 9:0.892649 10:0.786281 11:0.807093 12:0.7066 13:0.89751930677692 14:0.786897113383404 15:0.876923076923077 16:0.623076923076923 17:0.79308707275312 18:0.881645711857614 19:0.934615384615385 20:1.61373381175 21:0.9231 22:0.8462 23:1 30:0.744747 #T0891:HHGG_TS5
0.86607 1:0.69204 2:0.720804 3:0.68989290476419 4:0.639 5:0.699095890468946 6:0.39017 7:0.673254684449959 8:0.582617 9:0.729448 10:0.680499 11:0.701003 12:0.7077 13:0.861663221259412 14:0.776898018278889 15:0.838461538461538 16:0.630769230769231 17:0.784158392068227 18:0.881110695575377 19:0.915384615384615 20:1.6004333925 21:0.9615 22:0.7692 23:1 30:0.731747 #T0891:HHPred0_TS1
0.86607 1:0.69204 2:0.720804 3:0.68989290476419 4:0.639 5:0.699095890468946 6:0.39017 7:0.673254684449959 8:0.582617 9:0.729448 10:0.680499 11:0.701003 12:0.7077 13:0.861663221259412 14:0.776898018278889 15:0.838461538461538 16:0.630769230769231 17:0.784158392068227 18:0.881110695575377 19:0.915384615384615 20:1.6004333925 21:0.9615 22:0.7692 23:1 30:0.731747 #T0891:HHPred1_TS1
0.88616 1:0.77120 2:0.734454 3:0.718036151346712 4:0.652 5:0.698901944606125 6:0.425296 7:0.694753079581709 8:0.648873 9:0.877031 10:0.860817 11:0.799792 12:0.7248 13:0.866939514358244 14:0.753823183422315 15:0.884615384615385 16:0.707692307692308 17:0.762054549991706 18:0.875607298670603 19:0.942307692307692 20:1.58341913718 21:0.9231 22:0.8077 23:1 30:0.752939 #T0891:IntFOLD4_TS1
0.88616 1:0.77120 2:0.734454 3:0.718036151346712 4:0.652 5:0.698901944606125 6:0.425296 7:0.694753079581709 8:0.648873 9:0.877031 10:0.860817 11:0.799792 12:0.7248 13:0.866939514358244 14:0.753823183422315 15:0.884615384615385 16:0.707692307692308 17:0.762054549991706 18:0.875607298670603 19:0.942307692307692 20:1.58341913718 21:0.9231 22:0.8077 23:1 30:0.752939 #T0891:IntFOLD4_TS2
0.88616 1:0.77120 2:0.734454 3:0.718036151346712 4:0.652 5:0.698901944606125 6:0.425296 7:0.694753079581709 8:0.648873 9:0.877031 10:0.860817 11:0.799792 12:0.7248 13:0.866939514358244 14:0.753823183422315 15:0.884615384615385 16:0.707692307692308 17:0.762054549991706 18:0.875607298670603 19:0.942307692307692 20:1.58341913718 21:0.9231 22:0.8077 23:1 30:0.752939 #T0891:IntFOLD4_TS3
0.88616 1:0.77120 2:0.734454 3:0.718036151346712 4:0.652 5:0.698901944606125 6:0.425296 7:0.694753079581709 8:0.648873 9:0.877031 10:0.860817 11:0.799792 12:0.7248 13:0.866939514358244 14:0.753823183422315 15:0.884615384615385 16:0.707692307692308 17:0.762054549991706 18:0.875607298670603 19:0.942307692307692 20:1.58341913718 21:0.9231 22:0.8077 23:1 30:0.752939 #T0891:IntFOLD4_TS4
0.88616 1:0.77120 2:0.734454 3:0.718036151346712 4:0.652 5:0.698901944606125 6:0.425296 7:0.694753079581709 8:0.648873 9:0.877031 10:0.860817 11:0.799792 12:0.7248 13:0.866939514358244 14:0.753823183422315 15:0.884615384615385 16:0.707692307692308 17:0.762054549991706 18:0.875607298670603 19:0.942307692307692 20:1.58341913718 21:0.9231 22:0.8077 23:1 30:0.752939 #T0891:IntFOLD4_TS5
0.90179 1:0.79679 2:0.745139 3:0.691751474312105 4:0.663 5:0.730633878761823 6:0.455692 7:0.725132446945528 8:0.702726 9:0.935438 10:0.82445 11:0.82663 12:0.7331 13:0.882156467904157 14:0.765586824721745 15:0.892307692307692 16:0.707692307692308 17:0.77495076887502 18:0.875849453695515 19:0.942307692307692 20:1.63674264309 21:0.9615 22:0.7692 23:1 30:0.769431 #T0891:MULTICOM-CLUSTER_TS1
0.90402 1:0.75915 2:0.745315 3:0.691007237232744 4:0.664 5:0.728080953039222 6:0.452203 7:0.72584528104691 8:0.647175 9:0.845825 10:0.779043 11:0.768259 12:0.7334 13:0.882835016762888 14:0.765134376979459 15:0.815384615384615 16:0.684615384615385 17:0.774451144309303 18:0.875367742055681 19:0.903846153846154 20:1.62483254435 21:0.9615 22:0.7692 23:1 30:0.759389 #T0891:MULTICOM-CLUSTER_TS2
0.89955 1:0.73593 2:0.747019 3:0.697339133658731 4:0.666 5:0.725938051623785 6:0.453421 7:0.722260974713459 8:0.68578 9:0.864139 10:0.780015 11:0.796495 12:0.7358 13:0.876568588596952 14:0.768844448466202 15:0.823076923076923 16:0.646153846153846 17:0.775559614076152 18:0.874712134366334 19:0.907692307692308 20:1.64089759173 21:1 22:0.7692 23:1 30:0.766425 #T0891:MULTICOM-CLUSTER_TS3
0.90179 1:0.76723 2:0.744525 3:0.702537124811447 4:0.664 5:0.734312404094186 6:0.457568 7:0.730514329847572 8:0.690452 9:0.875462 10:0.802821 11:0.796338 12:0.7326 13:0.895599875751117 14:0.774273821373631 15:0.8 16:0.646153846153846 17:0.782302260185596 18:0.875406908075932 19:0.896153846153846 20:1.63267149701 21:1 22:0.7692 23:1 30:0.766149 #T0891:MULTICOM-CLUSTER_TS4
0.90402 1:0.75484 2:0.747215 3:0.689749778629697 4:0.666 5:0.728926132085455 6:0.452335 7:0.73054496644216 8:0.66386 9:0.843321 10:0.76536 11:0.761196 12:0.7348 13:0.874468461134735 14:0.767487105239345 15:0.823076923076923 16:0.661538461538462 17:0.775788886436825 18:0.87563137579984 19:0.907692307692308 20:1.63671546496 21:0.9231 22:0.7692 23:1 30:0.761675 #T0891:MULTICOM-CLUSTER_TS5
0.90179 1:0.80779 2:0.741597 3:0.708737375305707 4:0.661 5:0.714535659832 6:0.448364 7:0.715435768639962 8:0.696528 9:0.861947 10:0.833736 11:0.811193 12:0.7324 13:0.892575272329988 14:0.754728078906886 15:0.853846153846154 16:0.715384615384615 17:0.761821291939108 18:0.874045169394204 19:0.923076923076923 20:1.61688425835 21:0.9615 22:0.8077 23:1 30:0.770364 #T0891:MULTICOM-CONSTRUCT_TS1
0.90179 1:0.79054 2:0.744412 3:0.693593105855938 4:0.665 5:0.723697717937694 6:0.427275 7:0.709287855961243 8:0.713234 9:0.923289 10:0.854468 11:0.839388 12:0.7318 13:0.879469800023564 14:0.76318885168763 15:0.9 16:0.723076923076923 17:0.771795327523768 18:0.874983877609789 19:0.946153846153846 20:1.61616427102 21:0.9615 22:0.8077 23:1 30:0.767155 #T0891:MULTICOM-CONSTRUCT_TS2
