0.125 1:0.15810 2:0.108527 3:0.506366841058481 4:0.056 5:0.535118532298218 6:0.112704 7:0.433394504266493 8:-0.0592066 9:0.0327011 10:-0.0890978 11:0.0158424 12:0.0896 13:0.717599429462619 14:0.73377812257564 15:0.413612565445026 16:0.554973821989529 17:0.742737207720722 18:0.894429444860337 19:0.698952879581152 20:1.26488463732 21:0.0263 22:0 23:0 30:0.139452 #T0890:ACOMPMOD_TS1
0.29388 1:0.49038 2:0.198358 3:0.653729496402087 4:0.126 5:0.81142254079763 6:0.326394 7:0.831492534883908 8:0.505646 9:0.50669 10:0.407565 11:0.418879 12:0.2044 13:0.89956394916926 14:0.770209464701319 15:0.785340314136126 16:0.727748691099476 17:0.778271926309537 18:0.89336646606412 19:0.884816753926702 20:1.48031574244 21:0.2895 22:0.2895 23:0.2895 30:0.302484 #T0890:BAKER-ROSETTASERVER_TS3
0.22473 1:0.35015 2:0.207103 3:0.632303128421959 4:0.137 5:0.894994775337298 6:0.389807 7:0.909872315607885 8:0.553503 9:0.460404 10:0.443604 11:0.440435 12:0.2321 13:0.910400612714203 14:0.811854150504267 15:0.670157068062827 16:0.628272251308901 17:0.814436384017585 18:0.909202474673012 19:0.819371727748691 20:1.48862144406 21:0.2368 22:0.2105 23:0.2632 30:0.293323 #T0890:BAKER-ROSETTASERVER_TS4
0.30585 1:0.48250 2:0.183543 3:0.631927537586782 4:0.114 5:0.850836257512391 6:0.323251 7:0.851321762089737 8:0.480185 9:0.468086 10:0.368268 11:0.418873 12:0.1777 13:0.90490439760474 14:0.801458494957331 15:0.780104712041885 16:0.607329842931937 17:0.808556865232555 18:0.905949991793461 19:0.879581151832461 20:1.45311880082 21:0.3158 22:0.2105 23:0.2632 30:0.278039 #T0890:BAKER-ROSETTASERVER_TS5
0.23936 1:0.32956 2:0.227463 3:0.649021311133317 4:0.142 5:0.84521938012362 6:0.274659 7:0.838525236285698 8:0.435476 9:0.429116 10:0.343899 11:0.375298 12:0.2468 13:0.863335400636678 14:0.810488750969744 15:0.743455497382199 16:0.534031413612565 17:0.810796855394722 18:0.907543803057107 19:0.871727748691099 20:1.4492347525 21:0.2632 22:0.2895 23:0.1316 30:0.296409 #T0890:BhageerathH-Plus_TS1
0.21676 1:0.29373 2:0.214144 3:0.551977151214158 4:0.129 5:0.820043857778898 6:0.241452 7:0.808337571315978 8:0.30634 9:0.272196 10:0.174612 11:0.26599 12:0.2206 13:0.863431448764267 14:0.80400310318076 15:0.764397905759162 16:0.544502617801047 17:0.811972536588016 18:0.905478437491429 19:0.87696335078534 20:1.45820621049 21:0.0789 22:0.2105 23:0.1316 30:0.267036 #T0890:BhageerathH-Plus_TS2
0.2234 1:0.33402 2:0.215422 3:0.58683506463076 4:0.131 5:0.792281860034304 6:0.22204 7:0.775589690086134 8:0.342594 9:0.364143 10:0.289033 11:0.338846 12:0.2230 13:0.86198718016309 14:0.792521334367727 15:0.795811518324607 16:0.581151832460733 17:0.802038020564195 18:0.90401677543413 19:0.895287958115183 20:1.4410965872 21:0.0789 22:0.2105 23:0.1316 30:0.277001 #T0890:BhageerathH-Plus_TS3
0.2234 1:0.36779 2:0.216354 3:0.575850458828079 4:0.129 5:0.781463087902293 6:0.235401 7:0.764500367819143 8:0.339331 9:0.371632 10:0.302278 11:0.35068 12:0.2250 13:0.846780614382105 14:0.79121799844841 15:0.780104712041885 16:0.591623036649215 17:0.800094422267798 18:0.902540016377565 19:0.887434554973822 20:1.45675888025 21:0.0789 22:0.1842 23:0.1053 30:0.277747 #T0890:BhageerathH-Plus_TS4
0.21941 1:0.34672 2:0.214551 3:0.56918799988243 4:0.129 5:0.816670495829075 6:0.248638 7:0.806901720229048 8:0.319941 9:0.293075 10:0.172179 11:0.253877 12:0.2220 13:0.868505320510301 14:0.799906904577192 15:0.764397905759162 16:0.586387434554974 17:0.808630956744133 18:0.905318633884242 19:0.87696335078534 20:1.44439696925 21:0.0789 22:0.2105 23:0.1053 30:0.268727 #T0890:BhageerathH-Plus_TS5
0.17686 1:0.27492 2:0.217535 3:0.544174981616019 4:0.149 5:0.782724834018358 6:0.295196 7:0.705345299177263 8:0.374296 9:0.413807 10:0.329034 11:0.363638 12:0.2140 13:0.806062438951446 14:0.794848719937936 15:0.691099476439791 16:0.602094240837696 17:0.800349996155225 18:0.908136483006783 19:0.829842931937173 20:1.4112803971 21:0.3158 22:0.2105 23:0.1053 30:0.278562 #T0890:FALCON_TOPOX_TS1
0.17952 1:0.28079 2:0.216058 3:0.559548668355188 4:0.148 5:0.78233570453287 6:0.269288 7:0.697409005919206 8:0.331031 9:0.348158 10:0.281415 11:0.319707 12:0.2121 13:0.796443343586774 14:0.78988363072149 15:0.68586387434555 16:0.617801047120419 17:0.792226776952168 18:0.910228048469368 19:0.827225130890052 20:1.40753857464 21:0.2895 22:0.2105 23:0.1053 30:0.275755 #T0890:FALCON_TOPOX_TS2
0.17553 1:0.26956 2:0.216026 3:0.539386127504568 4:0.148 5:0.783419579846308 6:0.277202 7:0.701989874980899 8:0.326356 9:0.369945 10:0.284611 11:0.318185 12:0.2098 13:0.808808054239394 14:0.789821567106284 15:0.68586387434555 16:0.612565445026178 17:0.793092118609439 18:0.910819337416943 19:0.827225130890052 20:1.4058144184 21:0.2632 22:0.1842 23:0.1053 30:0.272579 #T0890:FALCON_TOPOX_TS3
0.17154 1:0.27142 2:0.21809 3:0.521040146438214 4:0.148 5:0.782230710587801 6:0.278229 7:0.697280201864228 8:0.344681 9:0.355642 10:0.329789 11:0.341304 12:0.2132 13:0.803455144469996 14:0.795686578743212 15:0.680628272251309 16:0.617801047120419 17:0.799810860089825 18:0.912583077461548 19:0.821989528795812 20:1.37871339389 21:0.3158 22:0.2105 23:0.1053 30:0.275731 #T0890:FALCON_TOPOX_TS4
0.17686 1:0.28223 2:0.217343 3:0.552760856803831 4:0.148 5:0.775063832591285 6:0.283916 7:0.699816463636291 8:0.303867 9:0.313298 10:0.260763 11:0.302252 12:0.2110 13:0.808325321334666 14:0.791497284716835 15:0.712041884816754 16:0.628272251308901 17:0.795584339039452 18:0.907894563858563 19:0.840314136125654 20:1.39546860396 21:0.2895 22:0.1842 23:0.1053 30:0.274536 #T0890:FALCON_TOPOX_TS5
0.17021 1:0.26707 2:0.21755 3:0.530629758122579 4:0.149 5:0.78263040826892 6:0.301398 7:0.703176835798329 8:0.367902 9:0.377788 10:0.315651 11:0.343988 12:0.2097 13:0.80734049252943 14:0.7933281613654 15:0.680628272251309 16:0.607329842931937 17:0.798232031325115 18:0.907195386716904 19:0.824607329842932 20:1.39285069295 21:0.2632 22:0.1842 23:0.1053 30:0.272558 #T0890:FALCON_TOPO_TS1
0.18085 1:0.27564 2:0.217872 3:0.577030091859012 4:0.149 5:0.778482246717057 6:0.263249 7:0.715008823396949 8:0.342649 9:0.325199 10:0.281582 11:0.316131 12:0.2117 13:0.806913931483752 14:0.78355314197052 15:0.680628272251309 16:0.628272251308901 17:0.788166654551317 18:0.907666381800929 19:0.824607329842932 20:1.42834176628 21:0.2632 22:0.2105 23:0.1053 30:0.277173 #T0890:FALCON_TOPO_TS2
0.17154 1:0.26381 2:0.216682 3:0.5436146032764 4:0.147 5:0.78190619790846 6:0.292476 7:0.700714950458819 8:0.31491 9:0.358299 10:0.269534 11:0.31443 12:0.2089 13:0.804737319873815 14:0.790162916989915 15:0.670157068062827 16:0.62303664921466 17:0.79434352568589 18:0.909040601917235 19:0.819371727748691 20:1.41036798255 21:0.3158 22:0.1842 23:0.1053 30:0.273211 #T0890:FALCON_TOPO_TS3
0.1742 1:0.29098 2:0.217475 3:0.537893616567347 4:0.149 5:0.778697853920849 6:0.267218 7:0.690787377936481 8:0.372393 9:0.373231 10:0.308738 11:0.342474 12:0.2159 13:0.797562083803429 14:0.79711404189294 15:0.696335078534031 16:0.607329842931937 17:0.800841655404521 18:0.911603941617888 19:0.832460732984293 20:1.40592669396 21:0.2632 22:0.2105 23:0.1053 30:0.277917 #T0890:FALCON_TOPO_TS4
0.1742 1:0.26240 2:0.218184 3:0.528787468548537 4:0.148 5:0.790207495104284 6:0.276553 7:0.706333634682044 8:0.346315 9:0.349842 10:0.272377 11:0.322087 12:0.2129 13:0.806258752888873 14:0.79844840961986 15:0.680628272251309 16:0.581151832460733 17:0.802152307805222 18:0.90970216724059 19:0.824607329842932 20:1.39297099453 21:0.3158 22:0.1842 23:0.1316 30:0.276219 #T0890:FALCON_TOPO_TS5
0.20479 1:0.25502 2:0.159562 3:0.565551767100902 4:0.094 5:0.700910742303035 6:0.213368 7:0.667662102122389 8:0.224455 9:0.224167 10:0.240101 11:0.195512 12:0.1330 13:0.820741411025597 14:0.758044996121024 15:0.717277486910995 16:0.617801047120419 17:0.764275619947994 18:0.883855622947704 19:0.850785340314136 20:1.38368719964 21:0.1579 22:0.1053 23:0.1316 30:0.211497 #T0890:FFAS-3D_TS1
0.17154 1:0.21254 2:0.154161 3:0.536878159739508 4:0.096 5:0.537367993701971 6:0.137602 7:0.452783991282039 8:0.135594 9:0.179275 10:0.225594 11:0.25471 12:0.1034 13:0.727836511133243 14:0.708363072148953 15:0.549738219895288 16:0.544502617801047 17:0.716347477167765 18:0.830013721116267 19:0.769633507853403 20:1.35109153023 21:0.0526 22:0.0789 23:0.0263 30:0.198538 #T0890:FLOUDAS_SERVER_TS1
0.18883 1:0.28238 2:0.161473 3:0.567870012003267 4:0.103 5:0.52204096829377 6:0.145535 7:0.470609844178509 8:0.138442 9:0.161722 10:0.219433 11:0.211378 12:0.0916 13:0.75115760999284 14:0.681303335919317 15:0.549738219895288 16:0.575916230366492 17:0.688178050226516 18:0.661451197859566 19:0.769633507853403 20:1.40825209299 21:0.0526 22:0.1053 23:0 30:0.213944 #T0890:FLOUDAS_SERVER_TS2
0.18617 1:0.26958 2:0.160506 3:0.568123647297507 4:0.102 5:0.525182679543337 6:0.18355 7:0.47690317887905 8:0.151986 9:0.145673 10:0.209594 11:0.159481 12:0.0930 13:0.747100391381741 14:0.680434445306439 15:0.56020942408377 16:0.581151832460733 17:0.687099806497118 18:0.687657718785254 19:0.772251308900524 20:1.41265859415 21:0.0526 22:0.1053 23:0.0263 30:0.210566 #T0890:FLOUDAS_SERVER_TS3
0.17154 1:0.20947 2:0.155475 3:0.541591014827776 4:0.098 5:0.53438094841829 6:0.137867 7:0.451690020709179 8:0.0976407 9:0.123831 10:0.147358 11:0.173398 12:0.1057 13:0.731071952700611 14:0.707245927075252 15:0.554973821989529 16:0.56020942408377 17:0.714714375906073 18:0.82687559778651 19:0.769633507853403 20:1.34915351032 21:0.0526 22:0.1053 23:0 30:0.196419 #T0890:FLOUDAS_SERVER_TS4
0.13564 1:0.18213 2:0.117584 3:0.519894667185169 4:0.042 5:0.514437539379561 6:0.146699 7:0.429511219066921 8:0.0701968 9:0.173154 10:0.197355 11:0.217987 12:0.0970 13:0.692287009442815 14:0.728968192397207 15:0.602094240837696 16:0.534031413612565 17:0.732223811742537 18:0.849803773037264 19:0.793193717277487 20:1.30282667212 21:0.0526 22:0.0526 23:0.0526 30:0.153752 #T0890:FLOUDAS_SERVER_TS5
0.14495 1:0.22719 2:0.136711 3:0.55376880529444 4:0.082 5:0.614530449640531 6:0.12685 7:0.549718388785678 8:0.178646 9:0.263995 10:0.24335 11:0.203239 12:0.1140 13:0.732699115341148 14:0.727292474786656 15:0.827225130890052 16:0.607329842931937 17:0.734530811139441 18:0.890942933044307 19:0.910994764397906 20:1.37901533923 21:0.1316 22:0.0526 23:0.0789 30:0.187462 #T0890:GAPF_LNCC_SERVER_TS1
0.19548 1:0.26424 2:0.166441 3:0.562487816120455 4:0.091 5:0.660922379610414 6:0.142238 7:0.598731473246958 8:0.22122 9:0.287644 10:0.293493 11:0.225997 12:0.1542 13:0.774668983835733 14:0.760961986035687 15:0.795811518324607 16:0.596858638743455 17:0.769795373011954 18:0.900043122985078 19:0.895287958115183 20:1.39973989717 21:0.1579 22:0.0526 23:0.2368 30:0.231833 #T0890:GAPF_LNCC_SERVER_TS2
0.16755 1:0.25768 2:0.154442 3:0.548690971764715 4:0.086 5:0.64266254829314 6:0.150565 7:0.553832068304099 8:0.214613 9:0.298789 10:0.226197 11:0.242009 12:0.1185 13:0.738718706475197 14:0.767757951900698 15:0.821989528795812 16:0.607329842931937 17:0.772215513266029 18:0.900186108216386 19:0.908376963350785 20:1.34209192196 21:0.1053 22:0.0263 23:0.0263 30:0.188607 #T0890:GAPF_LNCC_SERVER_TS3
0.17686 1:0.25618 2:0.152896 3:0.584486053858768 4:0.097 5:0.667093538173076 6:0.154897 7:0.616257385496337 8:0.258522 9:0.330293 10:0.270406 11:0.291552 12:0.1252 13:0.793705205099178 14:0.743087664856478 15:0.821989528795812 16:0.586387434554974 17:0.75766388462198 18:0.900591961423414 19:0.908376963350785 20:1.40142844907 21:0.1316 22:0.0526 23:0 30:0.200085 #T0890:GAPF_LNCC_SERVER_TS4
0.14761 1:0.29356 2:0.142682 3:0.562726160044969 4:0.085 5:0.640354062138449 6:0.181598 7:0.581506993952116 8:0.300819 9:0.378485 10:0.351973 11:0.32245 12:0.1201 13:0.749432769665662 14:0.74010861132661 15:0.780104712041885 16:0.649214659685864 17:0.750155253681244 18:0.894846302618405 19:0.887434554973822 20:1.3706969145 21:0.1579 22:0.1316 23:0.0263 30:0.195794 #T0890:GAPF_LNCC_SERVER_TS5
0.19149 1:0.57636 2:0.17733 3:0.659987420788187 4:0.101 5:0.852285114435946 6:0.382138 7:0.880252409462687 8:0.545041 9:0.473954 10:0.460236 11:0.458224 12:0.1805 13:0.890822323425295 14:0.790690457719162 15:0.795811518324607 16:0.68586387434555 17:0.797911547324742 18:0.908646971177092 19:0.897905759162304 20:1.5486993305 21:0.3947 22:0.1053 23:0.0526 30:0.266699 #T0890:GOAL_TS1
0.25532 1:0.57599 2:0.21038 3:0.691055913030747 4:0.128 5:0.835137561460927 6:0.334792 7:0.862115934567038 8:0.603705 9:0.597608 10:0.504287 11:0.534474 12:0.2299 13:0.895530119523364 14:0.783615205585725 15:0.863874345549738 16:0.696335078534031 17:0.792275423389638 18:0.905090153080752 19:0.926701570680628 20:1.57655470274 21:0.5789 22:0.4474 23:0.2895 30:0.342687 #T0890:GOAL_TS2
0.26995 1:0.57537 2:0.216037 3:0.682429108248522 4:0.133 5:0.836348743095353 6:0.365817 7:0.857624835653566 8:0.542221 9:0.45909 10:0.451439 11:0.441491 12:0.2321 13:0.891946239888346 14:0.781039565554694 15:0.821989528795812 16:0.638743455497382 17:0.790414240797506 18:0.905929811717825 19:0.903141361256545 20:1.52076166423 21:0.5263 22:0.3158 23:0.1579 30:0.324267 #T0890:GOAL_TS3
0.27926 1:0.59572 2:0.200824 3:0.684394461301068 4:0.123 5:0.823866787577712 6:0.377007 7:0.854184353672562 8:0.564261 9:0.528543 10:0.432746 11:0.472456 12:0.2108 13:0.893667054246104 14:0.780729247478666 15:0.858638743455497 16:0.680628272251309 17:0.788734300460279 18:0.8980392857055 19:0.924083769633508 20:1.52958457984 21:0.4211 22:0.3684 23:0.1579 30:0.311181 #T0890:GOAL_TS4
0.28457 1:0.47773 2:0.192106 3:0.647483557886029 4:0.119 5:0.792960646392026 6:0.311179 7:0.808656596939063 8:0.523611 9:0.470363 10:0.41629 11:0.409929 12:0.1985 13:0.880246197615668 14:0.771326609775019 15:0.853403141361257 16:0.675392670157068 17:0.781576052450222 18:0.898776921026737 19:0.924083769633508 20:1.54160953618 21:0.5526 22:0.2632 23:0.3421 30:0.312638 #T0890:GOAL_TS5
0.40957 1:0.28168 2:0.190953 3:0.623701549821526 4:0.133 5:0.674073263877947 6:0.243462 7:0.647436841709493 8:0.281004 9:0.286648 10:0.277658 11:0.29749 12:0.1684 13:0.820006000611564 14:0.73532971295578 15:0.638743455497382 16:0.680628272251309 17:0.745875611681637 18:0.895870633138755 19:0.81151832460733 20:1.42591413801 21:0.3684 22:0.1053 23:0.0526 30:0.258384 #T0890:HHGG_TS1
0.4016 1:0.28462 2:0.190408 3:0.606721262045273 4:0.133 5:0.668235267474891 6:0.246971 7:0.637651424871925 8:0.343306 9:0.342423 10:0.303136 11:0.322972 12:0.1685 13:0.818526360993341 14:0.737843289371606 15:0.633507853403141 16:0.680628272251309 17:0.748574121821038 18:0.895801875841049 19:0.808900523560209 20:1.4255586863 21:0.3684 22:0.1053 23:0.0526 30:0.258980 #T0890:HHGG_TS2
0.39761 1:0.29593 2:0.190259 3:0.61144016042936 4:0.132 5:0.6731017621425 6:0.248178 7:0.646929950619667 8:0.309126 9:0.319566 10:0.292636 11:0.307107 12:0.1684 13:0.819270686053946 14:0.735764158262219 15:0.649214659685864 16:0.696335078534031 17:0.746330775129562 18:0.895944047754503 19:0.816753926701571 20:1.42402621926 21:0.3684 22:0.1053 23:0.0526 30:0.258470 #T0890:HHGG_TS3
0.40293 1:0.28145 2:0.191045 3:0.616298878703087 4:0.133 5:0.669489969747854 6:0.234496 7:0.639935497744107 8:0.324526 9:0.321693 10:0.287555 11:0.311206 12:0.1687 13:0.806215617502231 14:0.734243599689682 15:0.638743455497382 16:0.675392670157068 17:0.744531339766988 18:0.895798192045993 19:0.81151832460733 20:1.42430313808 21:0.3684 22:0.1053 23:0.0526 30:0.258333 #T0890:HHGG_TS4
0.4016 1:0.28354 2:0.190266 3:0.61173335184169 4:0.133 5:0.673378418267434 6:0.232528 7:0.647641710859652 8:0.289658 9:0.301921 10:0.30462 11:0.318375 12:0.1684 13:0.828712542907728 14:0.738650116369278 15:0.633507853403141 16:0.675392670157068 17:0.748443790369914 18:0.895847425342198 19:0.808900523560209 20:1.43014411389 21:0.3684 22:0.1053 23:0.0526 30:0.260004 #T0890:HHGG_TS5
0.40824 1:0.26915 2:0.191037 3:0.594873563721472 4:0.133 5:0.621842346342056 6:0.23004 7:0.556730395123089 8:0.278726 9:0.299516 10:0.300005 11:0.284154 12:0.1676 13:0.788225573149468 14:0.734740108611327 15:0.643979057591623 16:0.664921465968586 17:0.747741441775889 18:0.895907718515822 19:0.816753926701571 20:1.44105369965 21:0.3684 22:0.1053 23:0.0526 30:0.260391 #T0890:HHPred0_TS1
0.40824 1:0.26915 2:0.191037 3:0.594873563721472 4:0.133 5:0.621842346342056 6:0.23004 7:0.556730395123089 8:0.278726 9:0.299516 10:0.300005 11:0.284154 12:0.1676 13:0.788225573149468 14:0.734740108611327 15:0.643979057591623 16:0.664921465968586 17:0.747741441775889 18:0.895907718515822 19:0.816753926701571 20:1.44105369965 21:0.3684 22:0.1053 23:0.0526 30:0.260391 #T0890:HHPred1_TS1
0.21809 1:0.40953 2:0.204271 3:0.625388728136203 4:0.128 5:0.841311775557886 6:0.31401 7:0.810172243708833 8:0.453393 9:0.39075 10:0.363256 11:0.392097 12:0.2263 13:0.86748253256482 14:0.803103180760279 15:0.691099476439791 16:0.643979057591623 17:0.810860872154482 18:0.909163200439747 19:0.832460732984293 20:1.46676570858 21:0.1842 22:0.2632 23:0.0263 30:0.274035 #T0890:IntFOLD4_TS1
0.21144 1:0.28055 2:0.211056 3:0.54218069399561 4:0.145 5:0.826537417065452 6:0.245573 7:0.717146656533243 8:0.41656 9:0.407242 10:0.402516 11:0.392845 12:0.2256 13:0.804321782315833 14:0.819767261442979 15:0.81151832460733 16:0.586387434554974 17:0.825268929130256 18:0.915672984871456 19:0.900523560209424 20:1.47615554659 21:0.2632 22:0.2632 23:0.3158 30:0.296739 #T0890:IntFOLD4_TS2
0.21144 1:0.28055 2:0.211056 3:0.54218069399561 4:0.145 5:0.826537417065452 6:0.245573 7:0.717146656533243 8:0.41656 9:0.407242 10:0.402516 11:0.392845 12:0.2256 13:0.804321782315833 14:0.819767261442979 15:0.81151832460733 16:0.586387434554974 17:0.825268929130256 18:0.915672984871456 19:0.900523560209424 20:1.47615554659 21:0.2632 22:0.2632 23:0.3158 30:0.296739 #T0890:IntFOLD4_TS3
0.21144 1:0.28055 2:0.211056 3:0.54218069399561 4:0.145 5:0.826537417065452 6:0.245573 7:0.717146656533243 8:0.41656 9:0.407242 10:0.402516 11:0.392845 12:0.2256 13:0.804321782315833 14:0.819767261442979 15:0.81151832460733 16:0.586387434554974 17:0.825268929130256 18:0.915672984871456 19:0.900523560209424 20:1.47615554659 21:0.2632 22:0.2632 23:0.3158 30:0.296739 #T0890:IntFOLD4_TS4
0.21144 1:0.28055 2:0.211056 3:0.54218069399561 4:0.145 5:0.826537417065452 6:0.245573 7:0.717146656533243 8:0.41656 9:0.407242 10:0.402516 11:0.392845 12:0.2256 13:0.804321782315833 14:0.819767261442979 15:0.81151832460733 16:0.586387434554974 17:0.825268929130256 18:0.915672984871456 19:0.900523560209424 20:1.47615554659 21:0.2632 22:0.2632 23:0.3158 30:0.296739 #T0890:IntFOLD4_TS5
0.25399 1:0.38821 2:0.180672 3:0.627615499515483 4:0.114 5:0.766195305830291 6:0.29119 7:0.746555763867108 8:0.385181 9:0.438179 10:0.256883 11:0.366959 12:0.1734 13:0.849036307534218 14:0.773716058960434 15:0.81151832460733 16:0.659685863874346 17:0.780293106907994 18:0.900266091892046 19:0.892670157068063 20:1.44476739844 21:0.3684 22:0.1316 23:0.2105 30:0.265916 #T0890:MULTICOM-CLUSTER_TS1
0.32048 1:0.44553 2:0.198491 3:0.614323545055929 4:0.129 5:0.722344470002206 6:0.250614 7:0.683626893462334 8:0.441183 9:0.470613 10:0.383175 11:0.383913 12:0.2057 13:0.812806512868244 14:0.762079131109387 15:0.837696335078534 16:0.680628272251309 17:0.773148667143125 18:0.899300107204968 19:0.903141361256545 20:1.44204174652 21:0.2632 22:0.2368 23:0.3684 30:0.304614 #T0890:MULTICOM-CLUSTER_TS2
0.20346 1:0.38717 2:0.169799 3:0.63187405441878 4:0.107 5:0.724355627169309 6:0.250953 7:0.687332052098664 8:0.364038 9:0.37941 10:0.290277 11:0.273742 12:0.1616 13:0.815297916944251 14:0.762730799069046 15:0.879581151832461 16:0.664921465968586 17:0.771094954029827 18:0.900015839177401 19:0.934554973821989 20:1.44340527085 21:0.2368 22:0.1579 23:0.1579 30:0.247196 #T0890:MULTICOM-CLUSTER_TS3
