0.1565 1:0.21221 2:0.148612 3:0.620898228262258 4:0.086 5:0.572747458129276 6:0.134104 7:0.496804512901 8:-0.00292851 9:0.00147465 10:-0.02349 11:-0.0130046 12:0.1146 13:0.797086560350047 14:0.731416907637353 15:0.442028985507246 16:0.521739130434783 17:0.734348976991075 18:0.860467371256515 19:0.721014492753623 20:1.17262490802 21:0.0357 22:0 23:0.0357 30:0.181022 #T0870:ACOMPMOD_TS1
0.29268 1:0.50612 2:0.224765 3:0.695805589085032 4:0.126 5:0.824175964303961 6:0.349009 7:0.823393077595227 8:0.391296 9:0.322628 10:0.401876 11:0.360228 12:0.2440 13:0.908819855989434 14:0.785805409083177 15:0.746376811594203 16:0.623188405797101 17:0.790000719743301 18:0.881966480015121 19:0.873188405797101 20:1.39128945272 21:0.0357 22:0.0714 23:0.1786 30:0.294991 #T0870:BhageerathH-Plus_TS4
0.31911 1:0.46293 2:0.221462 3:0.669993569966323 4:0.127 5:0.827273962951886 6:0.32537 7:0.758780627184488 8:0.383747 9:0.343865 10:0.385977 11:0.366552 12:0.2418 13:0.85743291567597 14:0.812723252253785 15:0.797101449275362 16:0.688405797101449 17:0.814348667469656 18:0.892542105511018 19:0.898550724637681 20:1.36171137795 21:0.2857 22:0.2857 23:0 30:0.285094 #T0870:BhageerathH-Plus_TS5
0.18089 1:0.47281 2:0.261981 3:0.68968880624709 4:0.182 5:0.77190004763418 6:0.328725 7:0.746990253010975 8:0.424583 9:0.298243 10:0.301436 11:0.320332 12:0.2638 13:0.887703932336553 14:0.76360775642116 15:0.826086956521739 16:0.608695652173913 17:0.767567384597359 18:0.851026072290072 19:0.91304347826087 20:1.41550872416 21:0.1071 22:0.2857 23:0 30:0.325796 #T0870:FALCON_TOPOX_TS1
0.18293 1:0.48153 2:0.260522 3:0.692585040430079 4:0.183 5:0.761685384749586 6:0.325298 7:0.736312015294196 8:0.395119 9:0.324513 10:0.34658 11:0.329347 12:0.2569 13:0.879358028494092 14:0.763905426092873 15:0.77536231884058 16:0.673913043478261 17:0.768322980795857 18:0.849653844676932 19:0.88768115942029 20:1.39717986457 21:0.1071 22:0.2143 23:0 30:0.322157 #T0870:FALCON_TOPOX_TS2
0.18293 1:0.46515 2:0.261935 3:0.67896711419376 4:0.184 5:0.761040090314903 6:0.326096 7:0.722702502949754 8:0.398078 9:0.292273 10:0.329367 11:0.308436 12:0.2605 13:0.880876299860968 14:0.759482905255996 15:0.811594202898551 16:0.688405797101449 17:0.76284026818547 18:0.85077631640217 19:0.905797101449275 20:1.39559166523 21:0.1071 22:0.3214 23:0 30:0.324190 #T0870:FALCON_TOPOX_TS3
0.18089 1:0.46326 2:0.26192 3:0.68786424434353 4:0.184 5:0.76238424056351 6:0.329879 7:0.731072603853603 8:0.386911 9:0.25235 10:0.305339 11:0.300589 12:0.2621 13:0.875784768973381 14:0.764713386630379 15:0.804347826086957 16:0.630434782608696 17:0.76932555459366 18:0.85107181426714 19:0.902173913043478 20:1.39475458091 21:0.1071 22:0.2857 23:0 30:0.323009 #T0870:FALCON_TOPOX_TS4
0.18089 1:0.45400 2:0.259624 3:0.694302810144114 4:0.182 5:0.755686096676511 6:0.31473 7:0.72834851649636 8:0.377347 9:0.276946 10:0.314532 11:0.294227 12:0.2567 13:0.882340034557472 14:0.763565232182344 15:0.753623188405797 16:0.644927536231884 17:0.768200158032591 18:0.849368068411678 19:0.876811594202899 20:1.38881550233 21:0.1071 22:0.25 23:0 30:0.319669 #T0870:FALCON_TOPOX_TS5
0.18089 1:0.48024 2:0.261952 3:0.681469182999433 4:0.183 5:0.762686044275799 6:0.324633 7:0.73057300668982 8:0.404704 9:0.301029 10:0.308761 11:0.299009 12:0.2613 13:0.888046869890484 14:0.763862901854057 15:0.77536231884058 16:0.644927536231884 17:0.768549578035032 18:0.850730055187278 19:0.88768115942029 20:1.38373407253 21:0.1071 22:0.2857 23:0 30:0.323778 #T0870:FALCON_TOPO_TS1
0.18089 1:0.46713 2:0.261812 3:0.689541416148817 4:0.183 5:0.756289226295064 6:0.314623 7:0.721741952347559 8:0.394688 9:0.319252 10:0.343853 11:0.32158 12:0.2607 13:0.880056351043159 14:0.762034359584963 15:0.797101449275362 16:0.63768115942029 17:0.766671472022037 18:0.851063306937829 19:0.898550724637681 20:1.39452211653 21:0.1071 22:0.2857 23:0 30:0.324785 #T0870:FALCON_TOPO_TS2
0.18293 1:0.45295 2:0.261479 3:0.692728961422986 4:0.183 5:0.765300614851646 6:0.323207 7:0.737283653520782 8:0.392231 9:0.281587 10:0.307599 11:0.303749 12:0.2612 13:0.880571759498558 14:0.762161932301412 15:0.77536231884058 16:0.630434782608696 17:0.766581293875147 18:0.850351799742126 19:0.88768115942029 20:1.39823891959 21:0.1071 22:0.25 23:0 30:0.321580 #T0870:FALCON_TOPO_TS3
0.18089 1:0.49493 2:0.262348 3:0.697246767965793 4:0.183 5:0.763794768122173 6:0.324826 7:0.727022725127452 8:0.387353 9:0.297713 10:0.320467 11:0.311048 12:0.2609 13:0.88454312616431 14:0.763225038271815 15:0.833333333333333 16:0.659420289855073 17:0.768100266707823 18:0.851205820362897 19:0.916666666666667 20:1.40890509825 21:0.1071 22:0.3214 23:0 30:0.327588 #T0870:FALCON_TOPO_TS4
0.18293 1:0.46028 2:0.260248 3:0.684004911503122 4:0.183 5:0.753893375453288 6:0.310455 7:0.723243244061533 8:0.384515 9:0.275203 10:0.309586 11:0.310689 12:0.2570 13:0.884036156652102 14:0.762374553495492 15:0.77536231884058 16:0.659420289855073 17:0.767601424886801 18:0.849621684722848 19:0.88768115942029 20:1.37273825129 21:0.1071 22:0.2857 23:0 30:0.321128 #T0870:FALCON_TOPO_TS5
0.20325 1:0.34898 2:0.199758 3:0.652926537287163 4:0.119 5:0.742792996591773 6:0.236715 7:0.721350731650304 8:0.339609 9:0.286645 10:0.308802 11:0.256119 12:0.2066 13:0.877323082830337 14:0.747023303282871 15:0.768115942028985 16:0.594202898550725 17:0.750728037838782 18:0.866893029850378 19:0.884057971014493 20:1.31296691515 21:0.1071 22:0.25 23:0.0357 30:0.257505 #T0870:FFAS-3D_TS1
0.27236 1:0.30641 2:0.21744 3:0.653925686512512 4:0.137 5:0.744576146927611 6:0.235277 7:0.725693944433313 8:0.177653 9:0.22523 10:0.155624 11:0.13554 12:0.2061 13:0.884924038962601 14:0.781510460962749 15:0.608695652173913 16:0.5 17:0.783766022017644 18:0.876111036762076 19:0.804347826086957 20:1.27908308231 21:0 22:0 23:0.0357 30:0.251033 #T0870:FLOUDAS_SERVER_TS1
0.27642 1:0.36131 2:0.217618 3:0.653368988860796 4:0.134 5:0.708997333887871 6:0.2476 7:0.701214769028696 8:0.199847 9:0.179549 10:0.159472 11:0.170049 12:0.2075 13:0.888052249716768 14:0.75416737540398 15:0.615942028985507 16:0.644927536231884 17:0.761003279761041 18:0.871895763439965 19:0.807971014492754 20:1.25069350329 21:0 22:0 23:0.0357 30:0.256311 #T0870:FLOUDAS_SERVER_TS2
0.27033 1:0.32243 2:0.215512 3:0.640642219537364 4:0.136 5:0.697983094072053 6:0.244538 7:0.689718870244217 8:0.194565 9:0.216218 10:0.210466 11:0.192828 12:0.2000 13:0.893008757513297 14:0.746342915461813 15:0.623188405797101 16:0.579710144927536 17:0.749850866149406 18:0.855307243887735 19:0.811594202898551 20:1.26115887657 21:0 22:0 23:0.0357 30:0.254902 #T0870:FLOUDAS_SERVER_TS3
0.27236 1:0.34247 2:0.214672 3:0.647982124543883 4:0.135 5:0.703862368094757 6:0.237127 7:0.692978100581046 8:0.197987 9:0.261332 10:0.238501 11:0.226829 12:0.2007 13:0.889672632296257 14:0.750595339343426 15:0.630434782608696 16:0.565217391304348 17:0.753923277625485 18:0.863606513720705 19:0.815217391304348 20:1.23036515297 21:0 22:0 23:0.0357 30:0.255064 #T0870:FLOUDAS_SERVER_TS4
0.25813 1:0.27446 2:0.213399 3:0.626267184494712 4:0.134 5:0.716838801170137 6:0.19674 7:0.688922623667045 8:0.172253 9:0.152634 10:0.150682 11:0.141578 12:0.2029 13:0.865948442276574 14:0.777683279469297 15:0.623188405797101 16:0.5 17:0.780180163372896 18:0.87245093940873 19:0.804347826086957 20:1.24821677111 21:0 22:0 23:0.0357 30:0.246174 #T0870:FLOUDAS_SERVER_TS5
0.25407 1:0.41763 2:0.213697 3:0.721531724406019 4:0.138 5:0.675069582102758 6:0.255295 7:0.638756913054609 8:0.340621 9:0.304449 10:0.26982 11:0.212361 12:0.2195 13:0.841672028911819 14:0.727547201905086 15:0.876811594202899 16:0.644927536231884 17:0.734677560831294 18:0.852005768158701 19:0.938405797101449 20:1.33141688862 21:0.2143 22:0.3571 23:0.0357 30:0.287308 #T0870:GAPF_LNCC_SERVER_TS1
0.20732 1:0.51099 2:0.222554 3:0.722431629090005 4:0.141 5:0.712030758439568 6:0.29596 7:0.691466482112246 8:0.397364 9:0.308966 10:0.297978 11:0.281236 12:0.2353 13:0.857334918448163 14:0.743833985371662 15:0.898550724637681 16:0.72463768115942 17:0.753716933545857 18:0.868249971866716 19:0.949275362318841 20:1.36704826444 21:0.2143 22:0.25 23:0.1786 30:0.310438 #T0870:GAPF_LNCC_SERVER_TS2
0.20122 1:0.45441 2:0.201574 3:0.728571664309863 4:0.130 5:0.674848684374494 6:0.272108 7:0.652658944099379 8:0.285678 9:0.175733 10:0.163377 11:0.129216 12:0.1838 13:0.846729698539852 14:0.723082156829393 15:0.847826086956522 16:0.717391304347826 17:0.733975940080328 18:0.832538654177666 19:0.923913043478261 20:1.38579662859 21:0.1786 22:0.3571 23:0 30:0.269234 #T0870:GAPF_LNCC_SERVER_TS3
0.20732 1:0.48005 2:0.221704 3:0.72669600342185 4:0.141 5:0.68036755825763 6:0.277542 7:0.666522059596162 8:0.41805 9:0.341943 10:0.323032 11:0.323908 12:0.2236 13:0.853997421902855 14:0.719340023813574 15:0.898550724637681 16:0.72463768115942 17:0.728961915686012 18:0.849502769857847 19:0.949275362318841 20:1.35023890154 21:0.2143 22:0.25 23:0.1786 30:0.309403 #T0870:GAPF_LNCC_SERVER_TS4
0.20732 1:0.48367 2:0.222538 3:0.72606481376436 4:0.141 5:0.682214198132017 6:0.277888 7:0.667949868374185 8:0.421894 9:0.347924 10:0.323901 11:0.318558 12:0.2224 13:0.854493104328545 14:0.721296138799115 15:0.898550724637681 16:0.710144927536232 17:0.731053156876444 18:0.844292357307542 19:0.949275362318841 20:1.35101100549 21:0.2143 22:0.25 23:0.1786 30:0.309577 #T0870:GAPF_LNCC_SERVER_TS5
0.37805 1:0.65873 2:0.272235 3:0.739238600754165 4:0.167 5:0.908531686667414 6:0.467529 7:0.964715872236693 8:0.578737 9:0.488784 10:0.428143 11:0.4234 12:0.3058 13:0.960197091518229 14:0.779511821738391 15:0.797101449275362 16:0.717391304347826 17:0.782986052774038 18:0.878041208600082 19:0.898550724637681 20:1.44686462072 21:0.25 22:0.4286 23:0.1071 30:0.358192 #T0870:GOAL_TS1
0.29878 1:0.61193 2:0.212809 3:0.744081659364981 4:0.139 5:0.862093401466722 6:0.436984 7:0.906808796611679 8:0.551248 9:0.490754 10:0.448801 11:0.434471 12:0.2574 13:0.942289548579831 14:0.771049498213982 15:0.855072463768116 16:0.681159420289855 17:0.775397220038318 18:0.88191525150072 19:0.927536231884058 20:1.45366975761 21:0.1071 22:0.0357 23:0.0357 30:0.301570 #T0870:GOAL_TS2
0.29065 1:0.56555 2:0.246771 3:0.759060881299028 4:0.148 5:0.894741193409099 6:0.466268 7:0.949765676328502 8:0.619769 9:0.54271 10:0.502211 11:0.488392 12:0.2903 13:0.951310251417215 14:0.779341724783126 15:0.833333333333333 16:0.688405797101449 17:0.784642476437064 18:0.880976945485408 19:0.916666666666667 20:1.43448945968 21:0.3214 22:0.3929 23:0.1071 30:0.339188 #T0870:GOAL_TS3
0.24593 1:0.64877 2:0.252831 3:0.753733460571367 4:0.146 5:0.904675368238065 6:0.471657 7:0.945200057993277 8:0.676426 9:0.52662 10:0.50308 11:0.506186 12:0.2935 13:0.950407495469342 14:0.784954924306855 15:0.826086956521739 16:0.731884057971015 17:0.79366620948657 18:0.882089218009244 19:0.91304347826087 20:1.50670337916 21:0.2857 22:0.3929 23:0.1071 30:0.350424 #T0870:GOAL_TS4
0.24187 1:0.60597 2:0.240206 3:0.728588822317486 4:0.151 5:0.882437227871447 6:0.385502 7:0.913298777187827 8:0.491126 9:0.398597 10:0.380245 11:0.385369 12:0.2772 13:0.924260273885901 14:0.785592787889097 15:0.760869565217391 16:0.681159420289855 17:0.790987428801682 18:0.883474014076743 19:0.880434782608696 20:1.40443260912 21:0.1071 22:0.1429 23:0.0714 30:0.316715 #T0870:GOAL_TS5
0.22561 1:0.36239 2:0.226463 3:0.673905783223669 4:0.149 5:0.670071933312149 6:0.196897 7:0.679149824294842 8:0.183397 9:0.134521 10:0.149654 11:0.137457 12:0.2233 13:0.869861369260728 14:0.709772070079946 15:0.673913043478261 16:0.572463768115942 17:0.716134772127398 18:0.844816404053822 19:0.83695652173913 20:1.3476324951 21:0.0714 22:0.25 23:0.0357 30:0.286526 #T0870:HHGG_TS1
0.22358 1:0.35655 2:0.226386 3:0.669970411344012 4:0.148 5:0.670034689178412 6:0.195411 7:0.680060480420312 8:0.180018 9:0.128604 10:0.132112 11:0.123296 12:0.2224 13:0.87426185618775 14:0.706667800646368 15:0.681159420289855 16:0.536231884057971 17:0.714220760216407 18:0.844987591491184 19:0.840579710144927 20:1.35311550351 21:0.0714 22:0.25 23:0.0357 30:0.285912 #T0870:HHGG_TS2
0.21951 1:0.35530 2:0.226476 3:0.665553077593386 4:0.149 5:0.663031213752539 6:0.20198 7:0.671272961441706 8:0.18482 9:0.140143 10:0.141455 11:0.137225 12:0.2225 13:0.865893800119411 14:0.706114985541759 15:0.673913043478261 16:0.550724637681159 17:0.713231973548498 18:0.844703902234113 19:0.83695652173913 20:1.34791681922 21:0.1071 22:0.25 23:0.0357 30:0.287267 #T0870:HHGG_TS3
0.21951 1:0.34797 2:0.226701 3:0.678262323246738 4:0.149 5:0.665337100358892 6:0.194552 7:0.672958612836439 8:0.178062 9:0.119949 10:0.104372 11:0.107961 12:0.2227 13:0.873724928427213 14:0.707348188467426 15:0.666666666666667 16:0.528985507246377 17:0.714638306731275 18:0.844931933683041 19:0.833333333333333 20:1.35330325006 21:0.0714 22:0.25 23:0.0357 30:0.285747 #T0870:HHGG_TS4
0.22358 1:0.35049 2:0.226936 3:0.670085173099919 4:0.149 5:0.668861465288422 6:0.194437 7:0.676016525913311 8:0.166215 9:0.11645 10:0.124829 11:0.122245 12:0.2223 13:0.870187956362225 14:0.704754209899643 15:0.666666666666667 16:0.536231884057971 17:0.712164439119451 18:0.84484408022354 19:0.833333333333333 20:1.34788474973 21:0.0714 22:0.25 23:0.0357 30:0.285625 #T0870:HHGG_TS5
0.21748 1:0.34252 2:0.225575 3:0.664577780811422 4:0.149 5:0.626992164068439 6:0.183471 7:0.612987329025579 8:0.19242 9:0.164657 10:0.187772 11:0.14592 12:0.2208 13:0.838565864896739 14:0.706157509780575 15:0.695652173913043 16:0.594202898550725 17:0.713942116738547 18:0.844211765867017 19:0.847826086956522 20:1.32852422594 21:0.1071 22:0.25 23:0 30:0.283611 #T0870:HHPred0_TS1
0.21748 1:0.34252 2:0.225575 3:0.664577780811422 4:0.149 5:0.626992164068439 6:0.183471 7:0.612987329025579 8:0.19242 9:0.164657 10:0.187772 11:0.14592 12:0.2208 13:0.838565864896739 14:0.706157509780575 15:0.695652173913043 16:0.594202898550725 17:0.713942116738547 18:0.844211765867017 19:0.847826086956522 20:1.32852422594 21:0.1071 22:0.25 23:0 30:0.283611 #T0870:HHPred1_TS1
0.27846 1:0.50747 2:0.264859 3:0.715331120481654 4:0.162 5:0.862039010679527 6:0.376421 7:0.839778419711036 8:0.585673 9:0.517959 10:0.486073 11:0.473371 12:0.3029 13:0.89656007578171 14:0.789675114815445 15:0.789855072463768 16:0.688405797101449 17:0.789796778341359 18:0.881805641377457 19:0.894927536231884 20:1.38538541643 21:0.2857 22:0.6071 23:0.1071 30:0.348446 #T0870:IntFOLD4_TS1
0.30285 1:0.46396 2:0.252238 3:0.689754625489449 4:0.151 5:0.802396369210064 6:0.340351 7:0.796045186001469 8:0.442856 9:0.348073 10:0.349462 11:0.370109 12:0.2763 13:0.8832474319241 14:0.773771049498214 15:0.768115942028985 16:0.63768115942029 17:0.777079066151264 18:0.882703582714805 19:0.884057971014493 20:1.33647386733 21:0.2143 22:0.4286 23:0.1786 30:0.327199 #T0870:IntFOLD4_TS2
0.37195 1:0.37332 2:0.272179 3:0.681671703745152 4:0.169 5:0.88021287334729 6:0.33675 7:0.836849645361651 8:0.463655 9:0.315342 10:0.393615 11:0.334326 12:0.3070 13:0.911041829731663 14:0.805281510460963 15:0.797101449275362 16:0.63768115942029 17:0.807121738060291 18:0.884257265218667 19:0.898550724637681 20:1.34993124256 21:0.25 22:0.6071 23:0.1786 30:0.340148 #T0870:IntFOLD4_TS3
0.30691 1:0.45635 2:0.251973 3:0.677565501866097 4:0.150 5:0.795366114870338 6:0.318054 7:0.787430069458358 8:0.410465 9:0.330706 10:0.322972 11:0.33052 12:0.2746 13:0.882343832081908 14:0.772410273856098 15:0.760869565217391 16:0.630434782608696 17:0.776230754860909 18:0.881820759631098 19:0.880434782608696 20:1.33497634714 21:0.25 22:0.3571 23:0.1429 30:0.322350 #T0870:IntFOLD4_TS4
0.30691 1:0.45635 2:0.251973 3:0.677565501866097 4:0.150 5:0.795366114870338 6:0.318054 7:0.787430069458358 8:0.410465 9:0.330706 10:0.322972 11:0.33052 12:0.2746 13:0.882343832081908 14:0.772410273856098 15:0.760869565217391 16:0.630434782608696 17:0.776230754860909 18:0.881820759631098 19:0.880434782608696 20:1.33497634714 21:0.25 22:0.3571 23:0.1429 30:0.322350 #T0870:IntFOLD4_TS5
0.23984 1:0.47933 2:0.245016 3:0.740117690805952 4:0.148 5:0.83399669071741 6:0.386136 7:0.84360714302411 8:0.465435 9:0.420713 10:0.352144 11:0.412604 12:0.2923 13:0.902900781235166 14:0.762459601973125 15:0.86231884057971 16:0.673913043478261 17:0.767192125209753 18:0.870522533527927 19:0.931159420289855 20:1.43236283104 21:0.25 22:0.3571 23:0.0357 30:0.325168 #T0870:MULTICOM-CLUSTER_TS1
0.22561 1:0.48070 2:0.242814 3:0.717958639638148 4:0.147 5:0.847440218450534 6:0.363742 7:0.836280261081057 8:0.4858 9:0.435758 10:0.439925 11:0.454305 12:0.2831 13:0.892577316542649 14:0.783083857798945 15:0.833333333333333 16:0.739130434782609 17:0.787899415573386 18:0.883773855053451 19:0.916666666666667 20:1.40708640343 21:0.1429 22:0.2857 23:0.0714 30:0.316810 #T0870:MULTICOM-CLUSTER_TS2
0.21951 1:0.53878 2:0.226258 3:0.721080365669958 4:0.139 5:0.818109238102359 6:0.378943 7:0.821399036933146 8:0.355148 9:0.341863 10:0.322767 11:0.333054 12:0.2686 13:0.917746992044186 14:0.762714747406021 15:0.847826086956522 16:0.644927536231884 17:0.767971893052435 18:0.864393228342348 19:0.923913043478261 20:1.42471768477 21:0.1786 22:0.1786 23:0 30:0.305161 #T0870:MULTICOM-CLUSTER_TS3
0.21138 1:0.54082 2:0.222882 3:0.722811918045855 4:0.141 5:0.809992559316859 6:0.360493 7:0.806043760713729 8:0.459024 9:0.510524 10:0.426018 11:0.430196 12:0.2634 13:0.926580455829516 14:0.761013777853376 15:0.869565217391304 16:0.695652173913043 17:0.763665453703104 18:0.872337412341869 19:0.934782608695652 20:1.40538681618 21:0.2857 22:0.2143 23:0.0714 30:0.317454 #T0870:MULTICOM-CLUSTER_TS4
0.23171 1:0.46944 2:0.210253 3:0.749414799428516 4:0.124 5:0.818442071666231 6:0.366335 7:0.814052262405664 8:0.470881 9:0.494218 10:0.449956 11:0.458946 12:0.2564 13:0.903385387547917 14:0.765946589556047 15:0.833333333333333 16:0.681159420289855 17:0.769323024715391 18:0.875557270741852 19:0.916666666666667 20:1.38083961183 21:0.2857 22:0.1429 23:0.0357 30:0.293523 #T0870:MULTICOM-CLUSTER_TS5
0.23984 1:0.51295 2:0.232286 3:0.714128372275135 4:0.149 5:0.847758359502536 6:0.421994 7:0.843269458358378 8:0.506209 9:0.462128 10:0.446188 11:0.426772 12:0.2679 13:0.89441563483005 14:0.775982309916653 15:0.876811594202899 16:0.753623188405797 17:0.779229710014117 18:0.881365644352491 19:0.938405797101449 20:1.42649210773 21:0.25 22:0.5357 23:0.0714 30:0.320750 #T0870:MULTICOM-CONSTRUCT_TS1
0.24187 1:0.48622 2:0.244425 3:0.732985678970489 4:0.147 5:0.831114442128678 6:0.393877 7:0.844910161179011 8:0.478038 9:0.443618 10:0.363555 11:0.428265 12:0.2913 13:0.908955933948392 14:0.763990474570505 15:0.855072463768116 16:0.659420289855073 17:0.768324507202857 18:0.870975639518169 19:0.927536231884058 20:1.42223905152 21:0.25 22:0.3571 23:0.0357 30:0.325203 #T0870:MULTICOM-CONSTRUCT_TS2
0.21545 1:0.46520 2:0.221001 3:0.701998129683409 4:0.137 5:0.826719354399541 6:0.387355 7:0.84342365301988 8:0.452757 9:0.420274 10:0.309415 11:0.3646 12:0.2520 13:0.900083123590433 14:0.761779214152067 15:0.833333333333333 16:0.652173913043478 17:0.765602700920653 18:0.872127988760668 19:0.916666666666667 20:1.40966091786 21:0.25 22:0.5 23:0.1071 30:0.307032 #T0870:MULTICOM-CONSTRUCT_TS3
0.22358 1:0.53696 2:0.226223 3:0.722919179033402 4:0.141 5:0.813333808865129 6:0.363958 7:0.813744742703533 8:0.373804 9:0.353099 10:0.276756 11:0.305589 12:0.2682 13:0.910605430881891 14:0.762246980779044 15:0.855072463768116 16:0.666666666666667 17:0.766815420682186 18:0.863961868838307 19:0.927536231884058 20:1.4202026326 21:0.1786 22:0.1786 23:0 30:0.304129 #T0870:MULTICOM-CONSTRUCT_TS4
0.21341 1:0.51882 2:0.222646 3:0.707661678593201 4:0.142 5:0.806943441842063 6:0.350547 7:0.805540902457757 8:0.4675 9:0.512142 10:0.408603 11:0.423992 12:0.2625 13:0.918186133550495 14:0.761056302092193 15:0.840579710144927 16:0.681159420289855 17:0.764441539795568 18:0.872319829934444 19:0.920289855072464 20:1.39333421654 21:0.2857 22:0.2143 23:0.0714 30:0.314320 #T0870:MULTICOM-CONSTRUCT_TS5
0.27439 1:0.34653 2:0.234433 3:0.650645337981809 4:0.139 5:0.779558645650305 6:0.255526 7:0.753228478372181 8:0.242833 9:0.225448 10:0.202692 11:0.19826 12:0.2682 13:0.879059606365495 14:0.763012417077734 15:0.782608695652174 16:0.594202898550725 17:0.76449176989259 18:0.88083999637303 19:0.891304347826087 20:1.30830178729 21:0.1071 22:0.1071 23:0.0357 30:0.282883 #T0870:MULTICOM-NOVEL_TS1
