0.06541 1:0.13173 2:0.0568927 3:0.45273520091102 4:0.027 5:0.677845746107879 6:0.152965 7:0.501581947605317 8:0.0466602 9:0.0274881 10:-0.0420852 11:-0.00881997 12:0.0619 13:0.583419661348027 14:0.801755643765191 15:0.527932960893855 16:0.525139664804469 17:0.804844335201521 18:0.94124983461938 19:0.752793296089385 20:1.34571360226 21:0.0278 22:0 23:0 30:0.074034 #T0878:ACOMPMOD_TS1
0.11628 1:0.20894 2:0.12674 3:0.53143723936468 4:0.094 5:0.633296057237351 6:0.199578 7:0.498067826056175 8:0.165194 9:0.187171 10:0.191725 11:0.216597 12:0.1123 13:0.632676431484241 14:0.746340951614878 15:0.698324022346369 16:0.636871508379888 17:0.760445390158486 18:0.929394153275297 19:0.842178770949721 20:1.44090707493 21:0.3194 22:0.3611 23:0.1111 30:0.199375 #T0878:FALCON_TOPOX_TS1
0.11701 1:0.21656 2:0.126514 3:0.544823604113508 4:0.095 5:0.636613353972821 6:0.205239 7:0.510225140437145 8:0.18207 9:0.206795 10:0.200323 11:0.232387 12:0.1106 13:0.650193623885788 14:0.740745274275622 15:0.670391061452514 16:0.636871508379888 17:0.754971064358513 18:0.928545285435591 19:0.826815642458101 20:1.45747005196 21:0.3472 22:0.375 23:0.1111 30:0.203303 #T0878:FALCON_TOPOX_TS2
0.11846 1:0.22584 2:0.126838 3:0.530655599893371 4:0.095 5:0.640217055510455 6:0.216345 7:0.503627567365205 8:0.175836 9:0.207069 10:0.177648 11:0.225274 12:0.1122 13:0.648386914270996 14:0.749943168902023 15:0.675977653631285 16:0.650837988826816 17:0.76369323128594 18:0.929458238922115 19:0.831005586592179 20:1.47847974947 21:0.375 22:0.3611 23:0.125 30:0.206362 #T0878:FALCON_TOPOX_TS3
0.1141 1:0.21371 2:0.126979 3:0.544666781618664 4:0.095 5:0.629136316535929 6:0.199606 7:0.493264920920972 8:0.188405 9:0.250298 10:0.206603 11:0.250131 12:0.1124 13:0.627408908932009 14:0.743280815569972 15:0.689944134078212 16:0.659217877094972 17:0.757560509634657 18:0.92912859100117 19:0.837988826815642 20:1.44176862468 21:0.3472 22:0.3611 23:0.1111 30:0.202163 #T0878:FALCON_TOPOX_TS4
0.1141 1:0.20726 2:0.126919 3:0.529522026525259 4:0.094 5:0.632374675588562 6:0.202544 7:0.493840991298303 8:0.177051 9:0.217748 10:0.211901 11:0.23459 12:0.1125 13:0.631608708533893 14:0.747827303408117 15:0.692737430167598 16:0.622905027932961 17:0.761681287311775 18:0.929441505225698 19:0.839385474860335 20:1.43892284185 21:0.3194 22:0.3611 23:0.1111 30:0.199707 #T0878:FALCON_TOPOX_TS5
0.11337 1:0.21975 2:0.122194 3:0.541430217741937 4:0.088 5:0.62715816202078 6:0.198832 7:0.476761895450918 8:0.186289 9:0.212746 10:0.187253 11:0.228374 12:0.1088 13:0.62269389559943 14:0.74763495199958 15:0.70391061452514 16:0.628491620111732 17:0.761610555535283 18:0.929793809602437 19:0.844972067039106 20:1.47707999795 21:0.3472 22:0.3611 23:0.1111 30:0.198448 #T0878:FALCON_TOPO_TS1
0.11483 1:0.21846 2:0.12655 3:0.539442264506592 4:0.095 5:0.632854109255585 6:0.205063 7:0.501974654313519 8:0.186157 9:0.21519 10:0.21389 11:0.237253 12:0.1107 13:0.649400368935017 14:0.740920139192474 15:0.670391061452514 16:0.634078212290503 17:0.755328171878462 18:0.928587377936458 19:0.826815642458101 20:1.45628011774 21:0.3611 22:0.375 23:0.1111 30:0.204437 #T0878:FALCON_TOPO_TS2
0.1141 1:0.21401 2:0.126643 3:0.517469377828284 4:0.095 5:0.63138904869414 6:0.1855 7:0.486312436839757 8:0.183602 9:0.203836 10:0.196354 11:0.222054 12:0.1116 13:0.616094752874581 14:0.744854599821638 15:0.67877094972067 16:0.625698324022346 17:0.75939100506106 18:0.929293526982003 19:0.832402234636871 20:1.44752902867 21:0.3611 22:0.3472 23:0.0972 30:0.200224 #T0878:FALCON_TOPO_TS3
0.11483 1:0.21862 2:0.126591 3:0.540746560351419 4:0.095 5:0.625164339132085 6:0.205804 7:0.488711165782767 8:0.178258 9:0.228887 10:0.214919 11:0.253762 12:0.1108 13:0.642584153064856 14:0.745868816339378 15:0.659217877094972 16:0.64804469273743 17:0.759850803700832 18:0.928671406738884 19:0.822625698324022 20:1.46302639829 21:0.3333 22:0.3472 23:0.1111 30:0.203642 #T0878:FALCON_TOPO_TS4
0.11628 1:0.21215 2:0.119826 3:0.50900880849526 4:0.087 5:0.62960646060804 6:0.18112 7:0.470473140999236 8:0.186803 9:0.211182 10:0.169455 11:0.205876 12:0.1068 13:0.613569081518559 14:0.753930089006243 15:0.667597765363129 16:0.636871508379888 17:0.767547667809567 18:0.929655012279672 19:0.826815642458101 20:1.44587825326 21:0.3056 22:0.3472 23:0.0833 30:0.188614 #T0878:FALCON_TOPO_TS5
0.16788 1:0.21669 2:0.0912599 3:0.399080418131921 4:0.057 5:0.718906455552246 6:0.203216 7:0.569966589604305 8:0.258623 9:0.218008 10:0.253667 11:0.225056 12:0.0818 13:0.657755898419297 14:0.805322888068967 15:0.664804469273743 16:0.600558659217877 17:0.814623201579672 18:0.943056078757162 19:0.826815642458101 20:1.44837291398 21:0.1806 22:0.25 23:0.125 30:0.146061 #T0878:FFAS-3D_TS1
0.05451 1:0.16948 2:0.0564781 3:0.564523289462262 4:0.035 5:0.317566975770618 6:0.081992 7:0.307959506903861 8:-0.00881636 9:0.0715973 10:0.161325 11:0.169788 12:0.0258 13:0.594115054722383 14:0.51342088236837 15:0.575418994413408 16:0.463687150837989 17:0.538008397492847 18:0.6923394471723 19:0.787709497206704 20:1.27840581269 21:0.0139 22:0 23:0 30:0.111773 #T0878:FLOUDAS_SERVER_TS1
0.05378 1:0.20063 2:0.056181 3:0.546254705314415 4:0.035 5:0.310416326911715 6:0.0788511 7:0.297550579555304 8:-0.0619285 9:0.065788 10:0.149515 11:0.128973 12:0.0245 13:0.587828122138632 14:0.500970500288527 15:0.569832402234637 16:0.460893854748603 17:0.525988678842382 18:0.498776852765476 19:0.784916201117318 20:1.25605486108 21:0.0139 22:0 23:0 30:0.118549 #T0878:FLOUDAS_SERVER_TS2
0.05451 1:0.20633 2:0.0552934 3:0.56263229499616 4:0.035 5:0.300123747712283 6:0.08008 7:0.28893680201924 8:-0.037289 9:0.0651253 10:0.142374 11:0.127804 12:0.0202 13:0.588284228846907 14:0.496896147725882 15:0.567039106145251 16:0.455307262569832 17:0.523455853252267 18:0.48372674946238 19:0.783519553072626 20:1.29431344046 21:0.0278 22:0 23:0 30:0.121391 #T0878:FLOUDAS_SERVER_TS3
0.05596 1:0.23877 2:0.0556131 3:0.592806034536424 4:0.034 5:0.303608032887879 6:0.0804207 7:0.290776389010461 8:-0.070516 9:0.0512032 10:0.129551 11:0.114225 12:0.0225 13:0.592150825637262 14:0.498819661811251 15:0.572625698324022 16:0.460893854748603 17:0.52404882542265 18:0.405092674914122 19:0.786312849162011 20:1.28430784463 21:0.0139 22:0 23:0 30:0.126873 #T0878:FLOUDAS_SERVER_TS4
0.05959 1:0.21273 2:0.0578832 3:0.545560132600711 4:0.035 5:0.31453845919578 6:0.0789691 7:0.290206729655279 8:-0.079449 9:0.0692732 10:0.161377 11:0.131915 12:0.0234 13:0.577946678617104 14:0.521884344343994 15:0.564245810055866 16:0.452513966480447 17:0.548442992382132 18:0.43223383652735 19:0.782122905027933 20:1.31375162769 21:0.0278 22:0 23:0 30:0.124927 #T0878:FLOUDAS_SERVER_TS5
0.06831 1:0.20959 2:0.0645153 3:0.573833804312474 4:0.038 5:0.477800259130451 6:0.130639 7:0.400289473264166 8:0.14369 9:0.123559 10:0.294238 11:0.158791 12:0.0525 13:0.606729044178405 14:0.658436357913512 15:0.773743016759777 16:0.592178770949721 17:0.676851773187417 18:0.904556644449809 19:0.885474860335196 20:1.41882291483 21:0.4306 22:0.3056 23:0.125 30:0.149297 #T0878:GAPF_LNCC_SERVER_TS1
0.06831 1:0.18940 2:0.0635745 3:0.561322200385891 4:0.039 5:0.44070002647987 6:0.117826 7:0.359978499515142 8:0.0733371 9:0.0491364 10:0.194685 11:0.068727 12:0.0452 13:0.593710015290406 14:0.641019812195079 15:0.756983240223464 16:0.567039106145251 17:0.661184918788347 18:0.883294502534459 19:0.877094972067039 20:1.37502667711 21:0.625 22:0.4306 23:0.0139 30:0.144954 #T0878:GAPF_LNCC_SERVER_TS2
0.06831 1:0.18478 2:0.0602693 3:0.547360563994749 4:0.037 5:0.445324165193561 6:0.111793 7:0.363592809043242 8:0.0547098 9:0.0553596 10:0.170116 11:0.0543092 12:0.0447 13:0.607249692181942 14:0.647734625002186 15:0.743016759776536 16:0.558659217877095 17:0.666643871197464 18:0.891002150390538 19:0.86731843575419 20:1.38943145893 21:0.375 22:0.2639 23:0 30:0.126115 #T0878:GAPF_LNCC_SERVER_TS3
0.07485 1:0.18484 2:0.0650255 3:0.540763189164086 4:0.039 5:0.470766379126897 6:0.122921 7:0.380164051180393 8:0.129464 9:0.130254 10:0.245542 11:0.132163 12:0.0566 13:0.605101144472749 14:0.65778935772116 15:0.751396648044693 16:0.578212290502793 17:0.67739679083501 18:0.917688827360479 19:0.874301675977654 20:1.37225438597 21:0.4861 22:0.2361 23:0.0833 30:0.142789 #T0878:GAPF_LNCC_SERVER_TS4
0.06977 1:0.19379 2:0.0640628 3:0.566365676629799 4:0.040 5:0.456216444179712 6:0.12665 7:0.393536988045894 8:0.0829332 9:0.0803813 10:0.223265 11:0.0992817 12:0.0474 13:0.629895572630918 14:0.632346512319233 15:0.76536312849162 16:0.572625698324022 17:0.653814641388528 18:0.886142499464565 19:0.877094972067039 20:1.42275770244 21:0.4583 22:0.5278 23:0.0694 30:0.151087 #T0878:GAPF_LNCC_SERVER_TS5
0.16206 1:0.62705 2:0.103129 3:0.625504471274536 4:0.061 5:0.829788357035119 6:0.37399 7:0.782433399754567 8:0.513861 9:0.510651 10:0.524166 11:0.477029 12:0.0945 13:0.831160120477085 14:0.801843076223617 15:0.76536312849162 16:0.737430167597765 17:0.816127907840733 18:0.940863130876398 19:0.88268156424581 20:1.65375621173 21:0.4861 22:0.75 23:0.3889 30:0.256169 #T0878:GOAL_TS1
0.13009 1:0.46390 2:0.0830876 3:0.597799726673485 4:0.048 5:0.766889244489065 6:0.323565 7:0.724749344841198 8:0.508933 9:0.470005 10:0.534272 11:0.486301 12:0.0703 13:0.808569922714218 14:0.777169636455838 15:0.832402234636871 16:0.745810055865922 17:0.794954354757245 18:0.93312228575135 19:0.91340782122905 20:1.68990480422 21:0.7222 22:0.8056 23:0.5278 30:0.252908 #T0878:GOAL_TS2
0.10392 1:0.50310 2:0.0816766 3:0.649231996155077 4:0.043 5:0.770275363740951 6:0.303785 7:0.734090501334432 8:0.433039 9:0.405411 10:0.413252 11:0.383145 12:0.0749 13:0.791528489733691 14:0.778970745099411 15:0.692737430167598 16:0.715083798882682 17:0.792575855325643 18:0.933234801244322 19:0.846368715083799 20:1.57833768541 21:0.5139 22:0.5417 23:0.3472 30:0.214356 #T0878:GOAL_TS3
0.10247 1:0.40697 2:0.0789416 3:0.635762743170803 4:0.044 5:0.773760746960519 6:0.306752 7:0.723417695380549 8:0.372955 9:0.283101 10:0.337563 11:0.313999 12:0.0728 13:0.792140031533671 14:0.784164233129907 15:0.706703910614525 16:0.684357541899441 17:0.798512221748992 18:0.936077679986622 19:0.846368715083799 20:1.53486556845 21:0.4861 22:0.3333 23:0.0556 30:0.165240 #T0878:GOAL_TS4
0.15262 1:0.37713 2:0.096854 3:0.580886126402512 4:0.056 5:0.778413358476201 6:0.297665 7:0.723287463592754 8:0.436365 9:0.432197 10:0.463199 11:0.418195 12:0.0840 13:0.784495424044499 14:0.78190847570252 15:0.779329608938548 16:0.695530726256983 17:0.796082822791107 18:0.939365342778932 19:0.888268156424581 20:1.59341766289 21:0.5139 22:0.7222 23:0.2083 30:0.208292 #T0878:GOAL_TS5
0.13445 1:0.16018 2:0.120245 3:0.535370507854172 4:0.088 5:0.692643072685743 6:0.176986 7:0.607602448017232 8:0.156455 9:0.194327 10:0.174434 11:0.210574 12:0.1150 13:0.681194438282293 14:0.773794743560599 15:0.684357541899441 16:0.581005586592179 17:0.782884367230694 18:0.936146279298671 19:0.840782122905028 20:1.4221090766 21:0.2778 22:0.3611 23:0.0556 30:0.180942 #T0878:HHGG_TS1
0.13517 1:0.16586 2:0.120194 3:0.553435708831707 4:0.088 5:0.688572799144478 6:0.166957 7:0.600871165246419 8:0.176223 9:0.204418 10:0.181248 11:0.218383 12:0.1148 13:0.690613298633392 14:0.777134663472468 15:0.689944134078212 16:0.569832402234637 17:0.785573000342665 18:0.936047372454909 19:0.843575418994413 20:1.41247051037 21:0.2917 22:0.3611 23:0.0556 30:0.183052 #T0878:HHGG_TS2
0.13299 1:0.17565 2:0.120199 3:0.535627955984642 4:0.088 5:0.697341693787018 6:0.171683 7:0.612606441443761 8:0.17897 9:0.19766 10:0.181907 11:0.219948 12:0.1148 13:0.691345287741025 14:0.777466906814486 15:0.689944134078212 16:0.578212290502793 17:0.785433248554501 18:0.936121074189572 19:0.842178770949721 20:1.4323411386 21:0.2917 22:0.375 23:0.0417 30:0.182780 #T0878:HHGG_TS3
0.13445 1:0.16085 2:0.120223 3:0.537980378683261 4:0.088 5:0.695031107014704 6:0.176759 7:0.611447847746055 8:0.177571 9:0.214009 10:0.183508 11:0.222385 12:0.1150 13:0.690459501267749 14:0.776277825379894 15:0.67877094972067 16:0.581005586592179 17:0.784683170638556 18:0.936153704170842 19:0.837988826815642 20:1.41481824539 21:0.2917 22:0.3611 23:0.0556 30:0.181684 #T0878:HHGG_TS4
0.13299 1:0.16371 2:0.120285 3:0.53938376519639 4:0.088 5:0.69143120425167 6:0.167153 7:0.604598275300569 8:0.17125 9:0.204168 10:0.186102 11:0.219061 12:0.1149 13:0.681216994236693 14:0.775420987287321 15:0.684357541899441 16:0.558659217877095 17:0.783067180464127 18:0.936151958257413 19:0.840782122905028 20:1.41833281149 21:0.2917 22:0.375 23:0.0556 30:0.182789 #T0878:HHGG_TS5
0.13227 1:0.15194 2:0.120266 3:0.529503521641419 4:0.087 5:0.64601335495756 6:0.151274 7:0.510768150052777 8:0.0867649 9:0.133667 10:0.0884925 11:0.116651 12:0.1143 13:0.596162212299918 14:0.770437337157046 15:0.681564245810056 16:0.567039106145251 17:0.777189139583895 18:0.936466715451996 19:0.839385474860335 20:1.38960467547 21:0.2917 22:0.3472 23:0.0417 30:0.175590 #T0878:HHPred0_TS1
0.13227 1:0.15194 2:0.120266 3:0.529503521641419 4:0.087 5:0.64601335495756 6:0.151274 7:0.510768150052777 8:0.0867649 9:0.133667 10:0.0884925 11:0.116651 12:0.1143 13:0.596162212299918 14:0.770437337157046 15:0.681564245810056 16:0.567039106145251 17:0.777189139583895 18:0.936466715451996 19:0.839385474860335 20:1.38960467547 21:0.2917 22:0.3472 23:0.0417 30:0.175590 #T0878:HHPred1_TS1
0.0923 1:0.24012 2:0.0779715 3:0.511139002035878 4:0.045 5:0.688615597688505 6:0.190292 7:0.567675549112238 8:0.250672 9:0.171518 10:0.25292 11:0.204312 12:0.0746 13:0.668723898740886 14:0.792505289663735 15:0.639664804469274 16:0.628491620111732 17:0.806158116915614 18:0.942808757795375 19:0.808659217877095 20:1.40687807812 21:0.2361 22:0.0694 23:0.1111 30:0.134107 #T0878:IntFOLD4_TS1
0.09012 1:0.23401 2:0.0874234 3:0.48960341049273 4:0.053 5:0.652136046597367 6:0.249955 7:0.554915682190699 8:0.252564 9:0.274702 10:0.26354 11:0.26024 12:0.0851 13:0.686598115423955 14:0.737457813838809 15:0.64804469273743 16:0.614525139664804 17:0.751809031534966 18:0.926495578796402 19:0.81145251396648 20:1.49487720577 21:0.5139 22:0.6111 23:0.1944 30:0.185647 #T0878:IntFOLD4_TS2
0.09012 1:0.23401 2:0.0874234 3:0.48960341049273 4:0.053 5:0.652136046597367 6:0.249955 7:0.554915682190699 8:0.252564 9:0.274702 10:0.26354 11:0.26024 12:0.0851 13:0.686598115423955 14:0.737457813838809 15:0.64804469273743 16:0.614525139664804 17:0.751809031534966 18:0.926495578796402 19:0.81145251396648 20:1.49487720577 21:0.5139 22:0.6111 23:0.1944 30:0.185647 #T0878:IntFOLD4_TS3
0.11265 1:0.23173 2:0.0717686 3:0.50925525602658 4:0.042 5:0.654121724229862 6:0.225555 7:0.555907631169065 8:0.269732 9:0.271085 10:0.275797 11:0.229263 12:0.0660 13:0.695452034725748 14:0.766870092853271 15:0.636871508379888 16:0.636871508379888 17:0.782579405768095 18:0.933653081747912 19:0.80586592178771 20:1.43521398234 21:0.2917 22:0.1667 23:0.1528 30:0.139501 #T0878:IntFOLD4_TS4
0.10102 1:0.24536 2:0.0823489 3:0.508634447020347 4:0.049 5:0.662289351837619 6:0.232198 7:0.560336308451115 8:0.28462 9:0.235984 10:0.33942 11:0.268796 12:0.0751 13:0.664246876781958 14:0.743280815569972 15:0.653631284916201 16:0.61731843575419 17:0.75479908737916 18:0.916567703134832 19:0.812849162011173 20:1.50459781463 21:0.5278 22:0.2778 23:0.0556 30:0.158261 #T0878:IntFOLD4_TS5
0.0814 1:0.21553 2:0.0977555 3:0.485832507435638 4:0.064 5:0.760799418667768 6:0.267746 7:0.636474309785547 8:0.202993 9:0.190689 10:0.17067 11:0.201879 12:0.0912 13:0.705479086982609 14:0.796684561176491 15:0.611731843575419 16:0.581005586592179 17:0.806771215245782 18:0.939781459543087 19:0.803072625698324 20:1.50262287423 21:0.1806 22:0.25 23:0.0694 30:0.150424 #T0878:MULTICOM-CLUSTER_TS1
0.08648 1:0.19615 2:0.0966058 3:0.504059391637873 4:0.066 5:0.726764909043746 6:0.238282 7:0.606046496472981 8:0.184242 9:0.122971 10:0.130925 11:0.14099 12:0.0867 13:0.68225352594977 14:0.777869096123245 15:0.628491620111732 16:0.589385474860335 17:0.787278996263292 18:0.916390495979898 19:0.807262569832402 20:1.51732307183 21:0.1667 22:0.2222 23:0.125 30:0.154395 #T0878:MULTICOM-CLUSTER_TS2
0.06105 1:0.16147 2:0.0592467 3:0.457690587085774 4:0.029 5:0.489711932634249 6:0.126428 7:0.448359127942401 8:-0.0411423 9:-0.0990811 10:-0.056911 11:-0.0789323 12:0.0334 13:0.693973465860112 14:0.607061045342473 15:0.416201117318436 16:0.466480446927374 17:0.62826461963501 18:0.70819927613972 19:0.646648044692737 20:1.2434631314 21:0.0417 22:0.0972 23:0.0139 30:0.098373 #T0878:MULTICOM-CLUSTER_TS3
0.07849 1:0.21986 2:0.0875387 3:0.52164176011633 4:0.055 5:0.744646059086739 6:0.254719 7:0.622943360000515 8:0.230878 9:0.271132 10:0.213987 11:0.240136 12:0.0848 13:0.69892944825009 14:0.788186126217497 15:0.608938547486033 16:0.583798882681564 17:0.796136110517315 18:0.941630889288392 19:0.803072625698324 20:1.49209987032 21:0.1528 22:0.2083 23:0.1389 30:0.147162 #T0878:MULTICOM-CLUSTER_TS4
0.19622 1:0.21525 2:0.0940693 3:0.479161368897503 4:0.060 5:0.71001717998386 6:0.199435 7:0.585324471934025 8:0.208797 9:0.262017 10:0.18356 11:0.232008 12:0.0890 13:0.674947332218687 14:0.797436480318954 15:0.642458100558659 16:0.608938547486033 17:0.806818729642673 18:0.942726223757729 19:0.807262569832402 20:1.44247436458 21:0.1806 22:0.3889 23:0.1528 30:0.159422 #T0878:MULTICOM-CLUSTER_TS5
0.08285 1:0.21503 2:0.0973978 3:0.467851218005099 4:0.064 5:0.758564047649356 6:0.274206 7:0.640611138772323 8:0.210343 9:0.2033 10:0.19768 11:0.216267 12:0.0915 13:0.714164394942106 14:0.798468183328379 15:0.611731843575419 16:0.581005586592179 17:0.808866997295839 18:0.940319557415423 19:0.803072625698324 20:1.51357346169 21:0.1806 22:0.25 23:0.0694 30:0.151137 #T0878:MULTICOM-CONSTRUCT_TS1
0.08721 1:0.20512 2:0.0973036 3:0.517074720674321 4:0.067 5:0.727995533200113 6:0.237427 7:0.608188281586558 8:0.188884 9:0.128075 10:0.145838 11:0.144276 12:0.0873 13:0.688619292710779 14:0.778043961040097 15:0.628491620111732 16:0.600558659217877 17:0.787343015381368 18:0.9170643760667 19:0.80586592178771 20:1.52012607257 21:0.1667 22:0.2222 23:0.1528 30:0.159419 #T0878:MULTICOM-CONSTRUCT_TS2
0.07994 1:0.23618 2:0.0782007 3:0.545202144110578 4:0.044 5:0.637097719897011 6:0.209458 7:0.531590278771808 8:0.244083 9:0.245449 10:0.300752 11:0.252588 12:0.0756 13:0.653103863098012 14:0.724430377533355 15:0.653631284916201 16:0.642458100558659 17:0.740451277004839 18:0.927398284650973 19:0.810055865921788 20:1.49495238635 21:0.2778 22:0.5694 23:0.3333 30:0.179560 #T0878:MULTICOM-CONSTRUCT_TS3
0.08285 1:0.21869 2:0.0967686 3:0.502233633283004 4:0.064 5:0.730148845753854 6:0.256012 7:0.629126395382265 8:0.189645 9:0.181069 10:0.190314 11:0.195043 12:0.0869 13:0.707551852640387 14:0.770752094007379 15:0.631284916201117 16:0.575418994413408 17:0.782897820609242 18:0.917225736890433 19:0.812849162011173 20:1.50471897323 21:0.1806 22:0.2361 23:0.0694 30:0.152186 #T0878:MULTICOM-CONSTRUCT_TS4
0.08721 1:0.20512 2:0.0973036 3:0.517074720674321 4:0.067 5:0.727995533200113 6:0.237427 7:0.608188281586558 8:0.188884 9:0.128075 10:0.145838 11:0.144276 12:0.0873 13:0.688619292710779 14:0.778043961040097 15:0.628491620111732 16:0.600558659217877 17:0.787343015381368 18:0.9170643760667 19:0.80586592178771 20:1.52012607257 21:0.1667 22:0.2222 23:0.1528 30:0.159419 #T0878:MULTICOM-CONSTRUCT_TS5
0.09448 1:0.30155 2:0.101457 3:0.511342811586002 4:0.068 5:0.651181442822694 6:0.170111 7:0.557970807889023 8:0.27762 9:0.267961 10:0.331704 11:0.234189 12:0.0954 13:0.671363243174032 14:0.768216552713029 15:0.790502793296089 16:0.689944134078212 17:0.777081450524341 18:0.93133406455407 19:0.895251396648045 20:1.51843409652 21:0.5972 22:0.7361 23:0.2639 30:0.219049 #T0878:MULTICOM-NOVEL_TS1
0.09375 1:0.26187 2:0.101243 3:0.492984602401678 4:0.068 5:0.630464643368384 6:0.160266 7:0.523129862995478 8:0.30561 9:0.332516 10:0.372822 11:0.276199 12:0.0957 13:0.637258491237421 14:0.764439470509032 15:0.770949720670391 16:0.684357541899441 17:0.774735090621842 18:0.932933758369185 19:0.885474860335196 20:1.48539987238 21:0.5972 22:0.75 23:0.25 30:0.214096 #T0878:MULTICOM-NOVEL_TS2
