0.23246 1:0.27205 2:0.204105 3:0.659040237633184 4:0.138 5:0.517874602803392 6:0.111436 7:0.490323578976641 8:-0.0211829 9:-0.119515 10:-0.0373695 11:-0.0718857 12:0.2282 13:0.83694130234729 14:0.701304254864229 15:0.431034482758621 16:0.543103448275862 17:0.707031688337721 18:0.825705748305432 19:0.689655172413793 20:1.21983096654 21:0.2174 22:0.0435 23:0.3043 30:0.290824 #T0885:ACOMPMOD_TS1
0.83772 1:0.64173 2:0.562139 3:0.746967271457236 4:0.438 5:0.825245982892045 6:0.410627 7:0.889575036283701 8:0.561074 9:0.466001 10:0.446479 11:0.480255 12:0.5790 13:0.951171553367707 14:0.773626256147103 15:0.767241379310345 16:0.698275862068966 17:0.779811249008304 18:0.871029425452436 19:0.862068965517241 20:1.46551259692 21:0.6522 22:0.8261 23:0.8261 30:0.591331 #T0885:BAKER-ROSETTASERVER_TS5
0.48465 1:0.54916 2:0.442515 3:0.717313220703922 4:0.298 5:0.740114517115368 6:0.31708 7:0.766911927207479 8:0.436192 9:0.438078 10:0.414351 11:0.404005 12:0.4730 13:0.907165706058218 14:0.77063288432756 15:0.698275862068966 16:0.698275862068966 17:0.779307049205622 18:0.873503731555627 19:0.823275862068966 20:1.3982844688 21:0.3478 22:0.1739 23:0.5217 30:0.482958 #T0885:BhageerathH-Plus_TS1
0.67325 1:0.55496 2:0.546148 3:0.73298938923817 4:0.419 5:0.754969599727222 6:0.35973 7:0.796121964749192 8:0.50345 9:0.433761 10:0.409458 11:0.42539 12:0.5619 13:0.907584770576761 14:0.766570451143896 15:0.741379310344828 16:0.71551724137931 17:0.773744620799901 18:0.873328501888403 19:0.844827586206897 20:1.38673998275 21:0.5652 22:0.5652 23:0.6522 30:0.554293 #T0885:BhageerathH-Plus_TS2
0.42982 1:0.61282 2:0.424108 3:0.715895535646303 4:0.290 5:0.750521788292763 6:0.341866 7:0.766595613843424 8:0.413046 9:0.405129 10:0.378867 11:0.37887 12:0.4701 13:0.911550087401426 14:0.777474877057943 15:0.71551724137931 16:0.698275862068966 17:0.781694952979298 18:0.87373256017508 19:0.849137931034483 20:1.37389716316 21:0.3478 22:0.2609 23:0.5652 30:0.479508 #T0885:BhageerathH-Plus_TS3
0.60965 1:0.50732 2:0.514863 3:0.715743823457773 4:0.373 5:0.766812697282593 6:0.341985 7:0.80703580976217 8:0.434781 9:0.366881 10:0.345247 11:0.385754 12:0.5353 13:0.924007432423507 14:0.765982467393628 15:0.724137931034483 16:0.637931034482759 17:0.773802215642957 18:0.870212000276723 19:0.84051724137931 20:1.41907524966 21:0.4348 22:0.3913 23:0.5217 30:0.525170 #T0885:BhageerathH-Plus_TS4
0.67544 1:0.55156 2:0.549015 3:0.722183731225853 4:0.417 5:0.758820825822042 6:0.363844 7:0.773510474468987 8:0.497915 9:0.485232 10:0.521736 11:0.52268 12:0.5552 13:0.906710756319541 14:0.781697669446226 15:0.724137931034483 16:0.663793103448276 17:0.787371392717753 18:0.877978219383881 19:0.853448275862069 20:1.43051930736 21:0.6087 22:0.7826 23:0.8261 30:0.573401 #T0885:BhageerathH-Plus_TS5
0.57018 1:0.40772 2:0.528608 3:0.699726728657163 4:0.403 5:0.688074302265247 6:0.278963 7:0.673630267492982 8:0.417308 9:0.356687 10:0.351408 11:0.358471 12:0.5415 13:0.873845398546098 14:0.755719478298054 15:0.767241379310345 16:0.741379310344828 17:0.763021957215614 18:0.875637121208154 19:0.879310344827586 20:1.39161754388 21:0.3478 22:0.3478 23:0.7391 30:0.533811 #T0885:FALCON_TOPOX_TS1
0.58114 1:0.52072 2:0.533687 3:0.70871733310807 4:0.407 5:0.69997972829632 6:0.321966 7:0.695021895227501 8:0.498286 9:0.468952 10:0.465893 11:0.490739 12:0.5448 13:0.871710778335014 14:0.761385503527902 15:0.71551724137931 16:0.741379310344828 17:0.768502271095545 18:0.875273323873411 19:0.853448275862069 20:1.3919769374 21:0.3913 22:0.3478 23:0.6957 30:0.546288 #T0885:FALCON_TOPOX_TS2
0.58772 1:0.47624 2:0.53325 3:0.692110057059693 4:0.404 5:0.683943248991906 6:0.311084 7:0.6737220837306 8:0.47404 9:0.394801 10:0.435699 11:0.42816 12:0.5432 13:0.869379229722649 14:0.755879837502673 15:0.698275862068966 16:0.758620689655172 17:0.761767159855713 18:0.874689721904646 19:0.849137931034483 20:1.38449853485 21:0.4348 22:0.3478 23:0.6957 30:0.540559 #T0885:FALCON_TOPOX_TS3
0.58772 1:0.46474 2:0.533453 3:0.711443133309367 4:0.408 5:0.698185489704095 6:0.282969 7:0.687657329042852 8:0.469153 9:0.394835 10:0.403375 11:0.429671 12:0.5453 13:0.870953776313993 14:0.755131494547787 15:0.78448275862069 16:0.732758620689655 17:0.76163043023104 18:0.876134436350441 19:0.887931034482759 20:1.35698690951 21:0.3478 22:0.3043 23:0.6957 30:0.536606 #T0885:FALCON_TOPOX_TS4
0.57895 1:0.47972 2:0.531507 3:0.70337066223412 4:0.406 5:0.685881163533667 6:0.310493 7:0.67349254316966 8:0.471927 9:0.434626 10:0.467667 11:0.470448 12:0.5433 13:0.867634613606443 14:0.749251657045114 15:0.78448275862069 16:0.741379310344828 17:0.755368850002726 18:0.87420809175987 19:0.887931034482759 20:1.34920578384 21:0.3478 22:0.3478 23:0.6957 30:0.539467 #T0885:FALCON_TOPOX_TS5
0.58114 1:0.47847 2:0.530048 3:0.713658301725049 4:0.403 5:0.699736996249296 6:0.30453 7:0.701856966272048 8:0.441036 9:0.356551 10:0.370422 11:0.406249 12:0.5427 13:0.870962802657708 14:0.757643788753474 15:0.767241379310345 16:0.71551724137931 17:0.762178716703193 18:0.876188616077963 19:0.879310344827586 20:1.36339873545 21:0.4348 22:0.3478 23:0.6957 30:0.535517 #T0885:FALCON_TOPO_TS1
0.57018 1:0.42684 2:0.531585 3:0.701069599339664 4:0.403 5:0.685183824495212 6:0.242097 7:0.672541016738175 8:0.43453 9:0.354587 10:0.404845 11:0.383708 12:0.5437 13:0.873475758763259 14:0.746632456703015 15:0.681034482758621 16:0.741379310344828 17:0.753495561592046 18:0.874493952634286 19:0.836206896551724 20:1.36398896839 21:0.3913 22:0.3043 23:0.6957 30:0.533284 #T0885:FALCON_TOPO_TS2
0.58991 1:0.43321 2:0.529394 3:0.702632556867448 4:0.402 5:0.687975470542889 6:0.285018 7:0.67705798691668 8:0.456205 9:0.360727 10:0.381256 11:0.388997 12:0.5425 13:0.860030359336542 14:0.752726106478512 15:0.758620689655172 16:0.741379310344828 17:0.757241835924224 18:0.875324935018531 19:0.875 20:1.37467291709 21:0.3913 22:0.3913 23:0.6957 30:0.533951 #T0885:FALCON_TOPO_TS3
0.5614 1:0.42052 2:0.527936 3:0.698193223370723 4:0.399 5:0.678388810077979 6:0.255518 7:0.666732282959903 8:0.410782 9:0.356822 10:0.399911 11:0.375433 12:0.5390 13:0.861940201573666 14:0.755184947615993 15:0.75 16:0.698275862068966 17:0.759827689521041 18:0.87569614444007 19:0.875 20:1.34923509888 21:0.3913 22:0.3478 23:0.6957 30:0.529181 #T0885:FALCON_TOPO_TS4
0.57237 1:0.45829 2:0.529024 3:0.70209862845363 4:0.400 5:0.686089699276544 6:0.301556 7:0.673125019664707 8:0.441651 9:0.414645 10:0.397879 11:0.417352 12:0.5418 13:0.859280402266713 14:0.757643788753474 15:0.758620689655172 16:0.724137931034483 17:0.763740721172583 18:0.875330186018106 19:0.875 20:1.3509739901 21:0.3913 22:0.3478 23:0.6522 30:0.530914 #T0885:FALCON_TOPO_TS5
0.50439 1:0.47826 2:0.449446 3:0.6995125133198 4:0.325 5:0.643506127027308 6:0.228841 7:0.641394562211982 8:0.374467 9:0.303896 10:0.338209 11:0.338655 12:0.4632 13:0.87484490099642 14:0.724770151806714 15:0.681034482758621 16:0.706896551724138 17:0.732258324406328 18:0.854668277685028 19:0.831896551724138 20:1.31813919297 21:0.4783 22:0.2609 23:0.6522 30:0.491634 #T0885:FFAS-3D_TS1
0.56798 1:0.55932 2:0.497573 3:0.716207009671321 4:0.371 5:0.695307895899428 6:0.262171 7:0.732875912654272 8:0.576149 9:0.558662 10:0.514247 11:0.522925 12:0.5211 13:0.902436012029254 14:0.750427624545649 15:0.732758620689655 16:0.724137931034483 17:0.756256904061606 18:0.866474918804748 19:0.857758620689655 20:1.33311130843 21:0.4783 22:0.3913 23:0.6957 30:0.536463 #T0885:FLOUDAS_SERVER_TS1
0.5307 1:0.45431 2:0.480862 3:0.684075371978967 4:0.357 5:0.692515109148457 6:0.262663 7:0.71971160032311 8:0.44123 9:0.372768 10:0.414199 11:0.412793 12:0.5098 13:0.891338122432445 14:0.758338678640154 15:0.732758620689655 16:0.594827586206897 17:0.766266569042422 18:0.868724019416484 19:0.862068965517241 20:1.32878337673 21:0.4783 22:0.3913 23:0.7391 30:0.516100 #T0885:FLOUDAS_SERVER_TS2
0.50219 1:0.43659 2:0.454638 3:0.684917743962101 4:0.327 5:0.694511419374685 6:0.267492 7:0.718761173128873 8:0.413914 9:0.336588 10:0.395268 11:0.36768 12:0.4843 13:0.895024172988776 14:0.757643788753474 15:0.663793103448276 16:0.681034482758621 17:0.765804501016443 18:0.87079137846294 19:0.827586206896552 20:1.29084029172 21:0.4348 22:0.3043 23:0.6087 30:0.486114 #T0885:FLOUDAS_SERVER_TS3
0.50439 1:0.43095 2:0.475475 3:0.679575050561259 4:0.355 5:0.701811969786818 6:0.274837 7:0.739808942608189 8:0.47049 9:0.422175 10:0.433113 11:0.412088 12:0.4989 13:0.897546265515404 14:0.760369895231986 15:0.681034482758621 16:0.629310344827586 17:0.768153027019395 18:0.870361444089986 19:0.831896551724138 20:1.32258438428 21:0.3913 22:0.2609 23:0.6087 30:0.501429 #T0885:FLOUDAS_SERVER_TS4
0.58114 1:0.54288 2:0.472474 3:0.705652974183927 4:0.330 5:0.689384230994456 6:0.320325 7:0.727415304571217 8:0.496502 9:0.489264 10:0.436629 11:0.457367 12:0.4976 13:0.903883309189698 14:0.746204832157366 15:0.689655172413793 16:0.672413793103448 17:0.753822155097716 18:0.871268228500275 19:0.836206896551724 20:1.35885327477 21:0.3478 22:0.3478 23:0.7826 30:0.517723 #T0885:FLOUDAS_SERVER_TS5
0.32018 1:0.43568 2:0.276776 3:0.679477602470124 4:0.162 5:0.680311606465147 6:0.236027 7:0.651315563522962 8:0.373867 9:0.264106 10:0.405124 11:0.286712 12:0.3430 13:0.852710985280455 14:0.753207184092367 15:0.836206896551724 16:0.681034482758621 17:0.768638928483995 18:0.872795887108732 19:0.90948275862069 20:1.36023306299 21:0.1304 22:0.1304 23:0 30:0.339914 #T0885:GAPF_LNCC_SERVER_TS1
0.26754 1:0.39854 2:0.244718 3:0.675541135216282 4:0.126 5:0.678160925704925 6:0.216591 7:0.669389521955612 8:0.417235 9:0.428082 10:0.449047 11:0.372581 12:0.3091 13:0.854251738121552 14:0.759247380799658 15:0.810344827586207 16:0.594827586206897 17:0.770079223948204 18:0.872669880199679 19:0.896551724137931 20:1.30479484966 21:0.0435 22:0.0435 23:0 30:0.303600 #T0885:GAPF_LNCC_SERVER_TS2
0.26316 1:0.39325 2:0.239748 3:0.664407998584777 4:0.155 5:0.666935178232573 6:0.213623 7:0.65549927955665 8:0.304793 9:0.249406 10:0.324695 11:0.237373 12:0.3067 13:0.854699642909036 14:0.762187299550994 15:0.818965517241379 16:0.629310344827586 17:0.770581048985075 18:0.86815677769414 19:0.900862068965517 20:1.28972030822 21:0.087 22:0.087 23:0 30:0.307684 #T0885:GAPF_LNCC_SERVER_TS3
0.39693 1:0.32461 2:0.347265 3:0.677000583741529 4:0.156 5:0.654495998384084 6:0.133081 7:0.653521868478203 8:0.317396 9:0.248784 10:0.31851 11:0.278431 12:0.3986 13:0.851282621426338 14:0.733696814197135 15:0.818965517241379 16:0.586206896551724 17:0.741212022229343 18:0.86857018340405 19:0.900862068965517 20:1.30938794766 21:0.2174 22:0.2174 23:0.2174 30:0.380471 #T0885:GAPF_LNCC_SERVER_TS4
0.24123 1:0.41763 2:0.228473 3:0.700771951768782 4:0.134 5:0.677374435318884 6:0.208423 7:0.676837563297844 8:0.228885 9:0.151041 10:0.224603 11:0.211494 12:0.2818 13:0.856551474376192 14:0.74641864443019 15:0.818965517241379 16:0.612068965517241 17:0.750241071461828 18:0.86354531165614 19:0.900862068965517 20:1.29616694462 21:0.1304 22:0 23:0 30:0.292513 #T0885:GAPF_LNCC_SERVER_TS5
0.69956 1:0.65352 2:0.544052 3:0.732766556042407 4:0.410 5:0.779822650991787 6:0.398153 7:0.844411542322157 8:0.611612 9:0.513409 10:0.457097 11:0.477663 12:0.5601 13:0.930636731494894 14:0.763630532392559 15:0.862068965517241 16:0.689655172413793 17:0.769185255548616 18:0.869687321300303 19:0.922413793103448 20:1.43417215165 21:0.4783 22:0.3913 23:0.6087 30:0.564564 #T0885:GOAL_COMPLEX_TS1
0.5636 1:0.68033 2:0.454061 3:0.741112904551631 4:0.331 5:0.787609595205622 6:0.38004 7:0.857157702937126 8:0.614776 9:0.545775 10:0.469193 11:0.51639 12:0.4900 13:0.921521665426462 14:0.766944622621338 15:0.818965517241379 16:0.71551724137931 17:0.775203697681928 18:0.875303147481948 19:0.900862068965517 20:1.44017067022 21:0.3913 22:0.3913 23:0.5652 30:0.517458 #T0885:GOAL_COMPLEX_TS2
0.68421 1:0.66020 2:0.550836 3:0.738337007129526 4:0.420 5:0.781940563346873 6:0.425103 7:0.845920173340749 8:0.691792 9:0.602157 10:0.546064 11:0.577266 12:0.5662 13:0.929657263124524 14:0.76967072909985 15:0.836206896551724 16:0.698275862068966 17:0.776853577515844 18:0.875808974999249 19:0.90948275862069 20:1.44480943058 21:0.4783 22:0.5217 23:0.6957 30:0.581418 #T0885:GOAL_COMPLEX_TS3
0.66667 1:0.62284 2:0.545658 3:0.735346420861354 4:0.413 5:0.799142359163282 6:0.420416 7:0.871534894591875 8:0.67584 9:0.598868 10:0.543309 11:0.564458 12:0.5647 13:0.94197458974167 14:0.775657472738935 15:0.844827586206897 16:0.681034482758621 17:0.784346157783549 18:0.873850693755807 19:0.900862068965517 20:1.44731285168 21:0.5652 22:0.3913 23:0.6087 30:0.571560 #T0885:GOAL_COMPLEX_TS4
0.57675 1:0.63951 2:0.487631 3:0.739168014903781 4:0.352 5:0.776485071974976 6:0.353555 7:0.836909510501086 8:0.674257 9:0.597739 10:0.563909 11:0.568957 12:0.5167 13:0.925978697828834 14:0.774160786829164 15:0.810344827586207 16:0.681034482758621 17:0.780353047764735 18:0.874496900017443 19:0.896551724137931 20:1.43824776578 21:0.5217 22:0.3913 23:0.5217 30:0.537768 #T0885:GOAL_COMPLEX_TS5
0.58333 1:0.62734 2:0.491714 3:0.731494427560176 4:0.356 5:0.777652576274202 6:0.362623 7:0.836616215835055 8:0.694306 9:0.638539 10:0.584367 11:0.587462 12:0.5196 13:0.92092251434308 14:0.76940346375882 15:0.836206896551724 16:0.706896551724138 17:0.775111623586978 18:0.874763147492103 19:0.90948275862069 20:1.44196663304 21:0.5652 22:0.3478 23:0.5217 30:0.540648 #T0885:GOAL_TS1
0.55921 1:0.68355 2:0.455521 3:0.7419660725332 4:0.334 5:0.781993253661755 6:0.358553 7:0.845367788879178 8:0.646103 9:0.59333 10:0.545325 11:0.564607 12:0.4909 13:0.918980859748231 14:0.77228992944195 15:0.78448275862069 16:0.706896551724138 17:0.782170312470195 18:0.875557215134453 19:0.883620689655172 20:1.45513947248 21:0.3913 22:0.3478 23:0.4783 30:0.519246 #T0885:GOAL_TS2
0.67105 1:0.59709 2:0.546874 3:0.733638190863403 4:0.417 5:0.769051056868384 6:0.382212 7:0.833046633958366 8:0.663821 9:0.544688 10:0.53011 11:0.540357 12:0.5640 13:0.927833171152686 14:0.762401111823819 15:0.827586206896552 16:0.646551724137931 17:0.768993202007129 18:0.870159279529451 19:0.905172413793103 20:1.42693163998 21:0.4783 22:0.3913 23:0.6087 30:0.569278 #T0885:GOAL_TS3
0.66228 1:0.60057 2:0.546095 3:0.7328031109143 4:0.413 5:0.795396167462271 6:0.408101 7:0.863903673459929 8:0.645848 9:0.56369 10:0.520161 11:0.533975 12:0.5653 13:0.942510226186964 14:0.770846696600385 15:0.818965517241379 16:0.672413793103448 17:0.780876922908488 18:0.873923815084858 19:0.887931034482759 20:1.47481236703 21:0.4783 22:0.3913 23:0.5652 30:0.569296 #T0885:GOAL_TS4
0.67763 1:0.68350 2:0.55393 3:0.735947208704075 4:0.424 5:0.789930512275032 6:0.415025 7:0.858870592722072 8:0.699997 9:0.608171 10:0.568183 11:0.589719 12:0.5704 13:0.929165987856265 14:0.768387855462904 15:0.827586206896552 16:0.758620689655172 17:0.774836787334642 18:0.876067637608485 19:0.905172413793103 20:1.44861510639 21:0.4783 22:0.5217 23:0.6522 30:0.582189 #T0885:GOAL_TS5
0.66228 1:0.61897 2:0.56632 3:0.722423042524491 4:0.446 5:0.755481161532304 6:0.319333 7:0.786956442806822 8:0.594923 9:0.549324 10:0.507642 11:0.541304 12:0.5809 13:0.907966739024186 14:0.769991447509087 15:0.75 16:0.71551724137931 17:0.773591439375581 18:0.873726326207703 19:0.866379310344828 20:1.41191369 21:0.5652 22:0.5217 23:0.8696 30:0.588164 #T0885:HHGG_TS1
0.65789 1:0.60262 2:0.569661 3:0.729643197933835 4:0.449 5:0.764469759539835 6:0.319824 7:0.797948202301499 8:0.581018 9:0.524454 10:0.523522 11:0.551302 12:0.5832 13:0.906448111732926 14:0.768815480008552 15:0.75 16:0.71551724137931 17:0.77229160724579 18:0.873986616500944 19:0.866379310344828 20:1.42513210528 21:0.6087 22:0.5652 23:0.8261 30:0.589449 #T0885:HHGG_TS2
0.6557 1:0.61064 2:0.56577 3:0.723762693347809 4:0.444 5:0.751949893186468 6:0.300976 7:0.779687119815668 8:0.570298 9:0.532236 10:0.500594 11:0.527931 12:0.5803 13:0.911485692144439 14:0.772877913192217 15:0.775862068965517 16:0.706896551724138 17:0.776810655655458 18:0.873677785180121 19:0.879310344827586 20:1.42772348889 21:0.5652 22:0.5217 23:0.8696 30:0.589355 #T0885:HHGG_TS3
0.66228 1:0.61031 2:0.566235 3:0.726625242862614 4:0.445 5:0.756274235330744 6:0.308726 7:0.790203568713915 8:0.601821 9:0.545436 10:0.524045 11:0.555732 12:0.5808 13:0.907111658073294 14:0.772022664100919 15:0.75 16:0.71551724137931 17:0.775089049767484 18:0.873441587997719 19:0.866379310344828 20:1.41338674056 21:0.5652 22:0.5652 23:0.8261 30:0.587456 #T0885:HHGG_TS4
0.6557 1:0.60381 2:0.566635 3:0.723101769899771 4:0.446 5:0.765480381148635 6:0.312257 7:0.800666802995392 8:0.573701 9:0.51146 10:0.491322 11:0.530636 12:0.5808 13:0.909637052920793 14:0.771381227282446 15:0.75 16:0.672413793103448 17:0.775470637612205 18:0.873485825596447 19:0.866379310344828 20:1.42602299067 21:0.5652 22:0.5652 23:0.8696 30:0.588404 #T0885:HHGG_TS5
0.6557 1:0.53299 2:0.560627 3:0.709754317168251 4:0.441 5:0.720601009354523 6:0.283318 7:0.723709485539488 8:0.554668 9:0.512308 10:0.515058 11:0.504743 12:0.5752 13:0.876952992563173 14:0.759995723754543 15:0.793103448275862 16:0.681034482758621 17:0.764288529079764 18:0.873730293835116 19:0.887931034482759 20:1.40809392099 21:0.5652 22:0.5217 23:0.7826 30:0.577341 #T0885:HHPred0_TS1
0.6557 1:0.53299 2:0.560627 3:0.709754317168251 4:0.442 5:0.720601009354523 6:0.283318 7:0.723709485539488 8:0.554668 9:0.512308 10:0.515058 11:0.504743 12:0.5752 13:0.876952992563173 14:0.759995723754543 15:0.793103448275862 16:0.681034482758621 17:0.764288529079764 18:0.873730293835116 19:0.887931034482759 20:1.40809392099 21:0.5652 22:0.5217 23:0.7826 30:0.577507 #T0885:HHPred1_TS1
0.72588 1:0.57639 2:0.573608 3:0.732957758856791 4:0.451 5:0.783740244240519 6:0.354333 7:0.808826937337783 8:0.601768 9:0.574455 10:0.510376 11:0.557403 12:0.5844 13:0.903067525857172 14:0.775283301261492 15:0.801724137931034 16:0.681034482758621 17:0.779676569086441 18:0.87811677956522 19:0.892241379310345 20:1.42172579297 21:0.6957 22:0.6522 23:0.6522 30:0.584278 #T0885:IntFOLD4_TS1
0.69956 1:0.53429 2:0.551532 3:0.698989759711379 4:0.423 5:0.786110780346607 6:0.328567 7:0.813459065694687 8:0.538417 9:0.525775 10:0.498056 11:0.507968 12:0.5721 13:0.910473750952169 14:0.773840068419927 15:0.801724137931034 16:0.71551724137931 17:0.778466792952137 18:0.877907976409465 19:0.892241379310345 20:1.35863802802 21:0.6087 22:0.6087 23:0.7826 30:0.562369 #T0885:IntFOLD4_TS2
0.70833 1:0.52817 2:0.57348 3:0.725844048203944 4:0.451 5:0.769068897544994 6:0.364447 7:0.77397414640606 8:0.461728 9:0.442857 10:0.421418 11:0.451162 12:0.5876 13:0.891699506413107 14:0.782071840923669 15:0.862068965517241 16:0.655172413793103 17:0.785763838795389 18:0.878049472380479 19:0.922413793103448 20:1.41853881322 21:0.7391 22:0.6957 23:0.7391 30:0.578191 #T0885:IntFOLD4_TS3
0.65132 1:0.58369 2:0.552252 3:0.718695582012276 4:0.427 5:0.754382044912088 6:0.332674 7:0.75011039931935 8:0.495201 9:0.48473 10:0.472181 11:0.477302 12:0.5725 13:0.898481592863464 14:0.779987171263631 15:0.810344827586207 16:0.681034482758621 17:0.784345033607338 18:0.876860328044353 19:0.896551724137931 20:1.37638901085 21:0.6957 22:0.7391 23:0.6957 30:0.568431 #T0885:IntFOLD4_TS4
0.61842 1:0.45338 2:0.551015 3:0.694295299725327 4:0.422 5:0.718982381363596 6:0.305653 7:0.700543994319085 8:0.489584 9:0.473262 10:0.465823 11:0.495617 12:0.5649 13:0.870285276492319 14:0.76870857387214 15:0.844827586206897 16:0.681034482758621 17:0.771696719380674 18:0.876193753181632 19:0.913793103448276 20:1.35478168901 21:0.5652 22:0.4348 23:0.7826 30:0.555550 #T0885:IntFOLD4_TS5
0.59211 1:0.53658 2:0.528898 3:0.735048205080029 4:0.395 5:0.735576208564355 6:0.316011 7:0.765260851673818 8:0.500803 9:0.404541 10:0.384249 11:0.422932 12:0.5387 13:0.901319937652182 14:0.750534530682061 15:0.689655172413793 16:0.706896551724138 17:0.757926639827148 18:0.867920151933464 19:0.84051724137931 20:1.39786334467 21:0.5652 22:0.3043 23:0.6957 30:0.543818 #T0885:MULTICOM-CLUSTER_TS1
