0.20253 1:0.25291 2:0.176178 3:0.623468213956386 4:0.075 5:0.499534889186239 6:0.1219 7:0.452575088368802 8:-0.0350449 9:-0.0282115 10:-0.0160602 11:-0.0435077 12:0.2130 13:0.855719108349139 14:0.732716747621265 15:0.382022471910112 16:0.539325842696629 17:0.738872220070075 18:0.841208803513268 19:0.679775280898876 20:1.1659700092 21:0.2222 22:0 23:0 30:0.230773 #T0882:ACOMPMOD_TS1
0.90823 1:0.84825 2:0.566854 3:0.723938362951803 4:0.443 5:0.749712589679925 6:0.455836 7:0.815266362467423 8:0.693506 9:0.739604 10:0.668272 11:0.689919 12:0.5749 13:0.949806089544185 14:0.769911504424779 15:0.876404494382023 16:0.775280898876405 17:0.774489688174365 18:0.83933301167551 19:0.938202247191011 20:1.55366830336 21:0.5556 22:0.8889 23:0.1667 30:0.616112 #T0882:BAKER-ROSETTASERVER_TS2
0.81646 1:0.83939 2:0.588677 3:0.712432259011605 4:0.466 5:0.731169071898519 6:0.398335 7:0.787474218574708 8:0.700846 9:0.739293 10:0.727284 11:0.718534 12:0.5913 13:0.948359232637892 14:0.756337747022423 15:0.898876404494382 16:0.808988764044944 17:0.760312414592427 18:0.835263882882615 19:0.949438202247191 20:1.46293848904 21:0.6111 22:0.9444 23:0.1667 30:0.621387 #T0882:BAKER-ROSETTASERVER_TS3
0.87025 1:0.82170 2:0.588663 3:0.703934809483369 4:0.454 5:0.737331543856937 6:0.43352 7:0.786640991128601 8:0.684435 9:0.703618 10:0.63297 11:0.654255 12:0.5858 13:0.943992148225501 14:0.778162219708563 15:0.932584269662921 16:0.764044943820225 17:0.783762756664369 18:0.838408597759123 19:0.966292134831461 20:1.46621036581 21:0.5556 22:0.8333 23:0.1667 30:0.607811 #T0882:BAKER-ROSETTASERVER_TS4
0.86392 1:0.84218 2:0.580629 3:0.712763826573481 4:0.457 5:0.732666584047456 6:0.40635 7:0.789195620911648 8:0.70707 9:0.747138 10:0.708651 11:0.715957 12:0.5874 13:0.950032386244045 14:0.768780357974582 15:0.887640449438202 16:0.786516853932584 17:0.773567722879609 18:0.836882550566591 19:0.943820224719101 20:1.49983928723 21:0.6111 22:0.7778 23:0.1667 30:0.619172 #T0882:BAKER-ROSETTASERVER_TS5
0.79114 1:0.73534 2:0.614144 3:0.71154619312401 4:0.495 5:0.66935041248418 6:0.35828 7:0.701400605895856 8:0.619687 9:0.760881 10:0.636765 11:0.660722 12:0.6064 13:0.905215290028409 14:0.762126555326369 15:0.865168539325843 16:0.741573033707865 17:0.766086500509001 18:0.839259492075208 19:0.932584269662921 20:1.42342487894 21:0.6667 22:0.8889 23:0.2222 30:0.621497 #T0882:BhageerathH-Plus_TS1
0.67089 1:0.69739 2:0.547518 3:0.686795029401451 4:0.413 5:0.647872063338712 6:0.373231 7:0.664928763268265 8:0.564396 9:0.662135 10:0.555318 11:0.597553 12:0.5564 13:0.90024234446172 14:0.747887417659192 15:0.842696629213483 16:0.775280898876405 17:0.752419829611493 18:0.838970188542992 19:0.921348314606742 20:1.39091705007 21:0.7222 22:0.8889 23:0.1111 30:0.571608 #T0882:BhageerathH-Plus_TS2
0.79114 1:0.72295 2:0.622571 3:0.711719743525108 4:0.510 5:0.659029702773726 6:0.383798 7:0.684154895493536 8:0.628038 9:0.786987 10:0.704284 11:0.728287 12:0.6171 13:0.915080942352486 14:0.745492048705835 15:0.831460674157303 16:0.752808988764045 17:0.752530408862366 18:0.837581839519493 19:0.915730337078652 20:1.42639378209 21:0.6111 22:0.9444 23:0.2222 30:0.635193 #T0882:BhageerathH-Plus_TS3
0.75633 1:0.68950 2:0.625144 3:0.712725377009481 4:0.515 5:0.649887706821761 6:0.331477 7:0.676206957058285 8:0.514708 9:0.654568 10:0.559457 11:0.602652 12:0.6248 13:0.900614233899618 14:0.746024352917692 15:0.842696629213483 16:0.764044943820225 17:0.750268928125497 18:0.839936396514055 19:0.921348314606742 20:1.41798090352 21:0.5556 22:0.8333 23:0.1667 30:0.618753 #T0882:BhageerathH-Plus_TS4
0.56329 1:0.49134 2:0.413338 3:0.650857631428232 4:0.311 5:0.590655349783107 6:0.247737 7:0.584147076407946 8:0.366775 9:0.452237 10:0.393103 11:0.41303 12:0.4355 13:0.888753658715272 14:0.747887417659192 15:0.662921348314607 16:0.719101123595506 17:0.758731317877831 18:0.83755640119472 19:0.831460674157303 20:1.3055818504 21:0.2222 22:0 23:0.0556 30:0.446869 #T0882:BhageerathH-Plus_TS5
0.78797 1:0.67191 2:0.645406 3:0.695720410112063 4:0.544 5:0.649812784980726 6:0.320157 7:0.681447896408292 8:0.54659 9:0.665144 10:0.623669 11:0.621597 12:0.6441 13:0.905474031116378 14:0.731186373012176 15:0.808988764044944 16:0.775280898876405 17:0.739263978602684 18:0.833815951623373 19:0.904494382022472 20:1.4391313911 21:0.5556 22:0.8333 23:0.1667 30:0.637365 #T0882:FALCON_TOPOX_TS1
0.7943 1:0.69863 2:0.644556 3:0.689273635958569 4:0.542 5:0.653800926797221 6:0.336464 7:0.695157888986693 8:0.582181 9:0.667502 10:0.611509 11:0.638666 12:0.6420 13:0.916620364609801 14:0.727659857608623 15:0.865168539325843 16:0.786516853932584 17:0.735391092801521 18:0.831726394050361 19:0.932584269662921 20:1.45996237487 21:0.4444 22:0.8333 23:0.1667 30:0.643568 #T0882:FALCON_TOPOX_TS2
0.78797 1:0.71623 2:0.642161 3:0.698956118308446 4:0.539 5:0.646975262011265 6:0.35633 7:0.677366413210446 8:0.563587 9:0.672593 10:0.616346 11:0.605803 12:0.6373 13:0.917459034599207 14:0.72286911970191 15:0.842696629213483 16:0.797752808988764 17:0.730737986984574 18:0.830582098709762 19:0.921348314606742 20:1.4394479878 21:0.5 22:0.8333 23:0.2222 30:0.641817 #T0882:FALCON_TOPOX_TS3
0.79747 1:0.68414 2:0.644592 3:0.69907060404265 4:0.542 5:0.651488106601486 6:0.344313 7:0.676852925318007 8:0.499297 9:0.598694 10:0.523411 11:0.550526 12:0.6411 13:0.912849489436968 14:0.737374409475015 15:0.808988764044944 16:0.752808988764045 17:0.74449307115872 18:0.835766061387741 19:0.904494382022472 20:1.44494174083 21:0.4444 22:0.8333 23:0.1667 30:0.631318 #T0882:FALCON_TOPOX_TS4
0.78797 1:0.68604 2:0.644739 3:0.697045529749176 4:0.542 5:0.64585461693412 6:0.320412 7:0.676572584355961 8:0.550617 9:0.639077 10:0.623788 11:0.616176 12:0.6407 13:0.903208622067068 14:0.721671435225231 15:0.808988764044944 16:0.797752808988764 17:0.730433249393536 18:0.829914858180897 19:0.904494382022472 20:1.44798164785 21:0.5556 22:0.8333 23:0.1667 30:0.639287 #T0882:FALCON_TOPOX_TS5
0.79747 1:0.70810 2:0.6447 3:0.69562078642878 4:0.542 5:0.639154459601766 6:0.335264 7:0.670314782184712 8:0.56363 9:0.656135 10:0.656936 11:0.652937 12:0.6406 13:0.901727576450723 14:0.719808370483731 15:0.865168539325843 16:0.786516853932584 17:0.728377550209955 18:0.829805144807147 19:0.932584269662921 20:1.45837894052 21:0.5 22:0.8333 23:0.1667 30:0.645990 #T0882:FALCON_TOPO_TS1
0.77532 1:0.71095 2:0.642588 3:0.684133475791685 4:0.543 5:0.668512301824997 6:0.342718 7:0.699544616320613 8:0.508042 9:0.642297 10:0.626236 11:0.596361 12:0.6401 13:0.919068229734177 14:0.743695521990818 15:0.842696629213483 16:0.741573033707865 17:0.751667400603608 18:0.840528523059918 19:0.921348314606742 20:1.4328462616 21:0.5556 22:0.8333 23:0.2222 30:0.635367 #T0882:FALCON_TOPO_TS2
0.78481 1:0.71827 2:0.640434 3:0.699259112378871 4:0.538 5:0.647803709990629 6:0.354328 7:0.67968288173769 8:0.559573 9:0.647032 10:0.598178 11:0.590285 12:0.6352 13:0.912831697353166 14:0.720673364827999 15:0.842696629213483 16:0.786516853932584 17:0.7282310208677 18:0.829471515006089 19:0.921348314606742 20:1.43630272651 21:0.5 22:0.8333 23:0.2222 30:0.639135 #T0882:FALCON_TOPO_TS3
0.77848 1:0.70086 2:0.644126 3:0.69731784087576 4:0.541 5:0.659082994290241 6:0.34783 7:0.686565962650374 8:0.561933 9:0.647706 10:0.582626 11:0.588377 12:0.6424 13:0.916472562397303 14:0.740169006587265 15:0.797752808988764 16:0.752808988764045 17:0.748754513121842 18:0.835033803554674 19:0.898876404494382 20:1.46041649512 21:0.5556 22:0.8333 23:0.1667 30:0.639379 #T0882:FALCON_TOPO_TS4
0.80063 1:0.70265 2:0.643782 3:0.691223153502837 4:0.540 5:0.648275629522641 6:0.331194 7:0.682553837915739 8:0.566747 9:0.673976 10:0.657471 11:0.645135 12:0.6427 13:0.906567604685481 14:0.723135271807838 15:0.842696629213483 16:0.797752808988764 17:0.730246487137238 18:0.832105431491054 19:0.921348314606742 20:1.44756696815 21:0.5 22:0.8333 23:0.1667 30:0.641735 #T0882:FALCON_TOPO_TS5
0.78165 1:0.67926 2:0.633425 3:0.680778008230124 4:0.526 5:0.642494720840136 6:0.340275 7:0.676944237387597 8:0.50378 9:0.506685 10:0.52005 11:0.536396 12:0.6260 13:0.912308168194499 14:0.725597178787677 15:0.786516853932584 16:0.764044943820225 17:0.733197357519582 18:0.828131619366438 19:0.893258426966292 20:1.42371761817 21:0.4444 22:0.6111 23:0.1667 30:0.616861 #T0882:FFAS-3D_TS1
0.8481 1:0.78852 2:0.617624 3:0.718193461138661 4:0.508 5:0.682435443883022 6:0.371876 7:0.73209227523775 8:0.634042 9:0.760089 10:0.64226 11:0.648186 12:0.6157 13:0.914330186188924 14:0.749484330294763 15:0.831460674157303 16:0.764044943820225 17:0.758218058618097 18:0.83926914651753 19:0.915730337078652 20:1.42696457187 21:0.4444 22:0.9444 23:0.1667 30:0.624465 #T0882:FLOUDAS_SERVER_TS1
0.82595 1:0.75018 2:0.626528 3:0.683072996545196 4:0.521 5:0.6762864830881 6:0.336723 7:0.723368964169212 8:0.626505 9:0.730671 10:0.576557 11:0.609572 12:0.6212 13:0.917380656399975 14:0.736110186971854 15:0.853932584269663 16:0.786516853932584 17:0.745815466448871 18:0.838396964543407 19:0.926966292134832 20:1.41121432576 21:0.5 22:0.9444 23:0.1111 30:0.622540 #T0882:FLOUDAS_SERVER_TS2
0.77532 1:0.73559 2:0.605814 3:0.690690325006206 4:0.488 5:0.658605566386814 6:0.364784 7:0.713449705724987 8:0.583612 9:0.628366 10:0.579705 11:0.558596 12:0.6087 13:0.913215564468395 14:0.733847894071462 15:0.786516853932584 16:0.775280898876405 17:0.742621126787696 18:0.830282960844523 19:0.893258426966292 20:1.42003385584 21:0.6111 22:0.8333 23:0.1111 30:0.608353 #T0882:FLOUDAS_SERVER_TS3
0.7943 1:0.77352 2:0.600999 3:0.706700972754792 4:0.496 5:0.674926180210034 6:0.384965 7:0.720927431522808 8:0.665107 9:0.774524 10:0.674856 11:0.679815 12:0.6029 13:0.912875886842347 14:0.746423581076585 15:0.820224719101124 16:0.786516853932584 17:0.754001722741745 18:0.839480003142901 19:0.910112359550562 20:1.43985786992 21:0.6111 22:1 23:0.1111 30:0.621425 #T0882:FLOUDAS_SERVER_TS4
0.81013 1:0.73565 2:0.625936 3:0.697499541433816 4:0.519 5:0.667199654033061 6:0.362628 7:0.702995216434526 8:0.628079 9:0.689062 10:0.628029 11:0.617558 12:0.6154 13:0.904806537253484 14:0.753010845698317 15:0.820224719101124 16:0.764044943820225 17:0.76115417024875 18:0.839517441474459 19:0.910112359550562 20:1.41130710181 21:0.6111 22:1 23:0.1667 30:0.623346 #T0882:FLOUDAS_SERVER_TS5
0.35443 1:0.47038 2:0.303264 3:0.669984649898502 4:0.203 5:0.453246319379366 6:0.140973 7:0.452488369405754 8:0.228366 9:0.204004 10:0.248264 11:0.198587 12:0.3120 13:0.852758296285873 14:0.675560582873112 15:0.842696629213483 16:0.629213483146067 17:0.685277205641 18:0.774912377431424 19:0.915730337078652 20:1.29528627305 21:0.6667 22:0.6111 23:0 30:0.395371 #T0882:GAPF_LNCC_SERVER_TS1
0.36392 1:0.53652 2:0.30188 3:0.692800544468838 4:0.217 5:0.552566089926285 6:0.194048 7:0.557753097913323 8:0.34346 9:0.363037 10:0.447125 11:0.340713 12:0.3321 13:0.870683413707812 14:0.719941446536696 15:0.842696629213483 16:0.707865168539326 17:0.727938068000653 18:0.818415623626659 19:0.915730337078652 20:1.32973776301 21:0.6667 22:0.6667 23:0.1111 30:0.413312 #T0882:GAPF_LNCC_SERVER_TS2
0.35443 1:0.43503 2:0.306669 3:0.671092678119523 4:0.224 5:0.454292551566561 6:0.145009 7:0.454861260032103 8:0.181069 9:0.248314 10:0.263714 11:0.208399 12:0.3370 13:0.855038125063232 14:0.678355179985362 15:0.808988764044944 16:0.595505617977528 17:0.68832952155619 18:0.805885329562779 19:0.898876404494382 20:1.30271036657 21:0.6667 22:0.6667 23:0 30:0.405549 #T0882:GAPF_LNCC_SERVER_TS3
0.35759 1:0.43544 2:0.307244 3:0.674445067798279 4:0.227 5:0.457469828465708 6:0.144236 7:0.451149660073526 8:0.243641 9:0.256862 10:0.304731 11:0.241043 12:0.3298 13:0.850973622363603 14:0.681748619335951 15:0.808988764044944 16:0.595505617977528 17:0.693625011786812 18:0.800974813378839 19:0.898876404494382 20:1.30259691739 21:0.6667 22:0.6111 23:0 30:0.405530 #T0882:GAPF_LNCC_SERVER_TS4
0.36392 1:0.45251 2:0.305735 3:0.663306181165332 4:0.213 5:0.44568988102254 6:0.133258 7:0.443727640104248 8:0.179591 9:0.250095 10:0.29375 11:0.199736 12:0.3303 13:0.853680228575947 14:0.675693658926076 15:0.808988764044944 16:0.640449438202247 17:0.68552321453899 18:0.803384048255384 19:0.898876404494382 20:1.29969174914 21:0.6667 22:0.6111 23:0 30:0.401287 #T0882:GAPF_LNCC_SERVER_TS5
0.85759 1:0.84626 2:0.592116 3:0.709875123295095 4:0.472 5:0.726146474199813 6:0.389689 7:0.803577075027184 8:0.670443 9:0.730043 10:0.605627 11:0.619275 12:0.5871 13:0.939489006701685 14:0.749018564109388 15:0.831460674157303 16:0.808988764044944 17:0.754927542019962 18:0.82958149494657 19:0.910112359550562 20:1.49265568459 21:0.7778 22:0.8889 23:0.1667 30:0.620736 #T0882:GOAL_TS1
0.85443 1:0.82645 2:0.589026 3:0.700200791102176 4:0.467 5:0.707137502874202 6:0.350486 7:0.775346700840539 8:0.608869 9:0.728934 10:0.559494 11:0.61311 12:0.5865 13:0.939790658109411 14:0.746024352917692 15:0.853932584269663 16:0.775280898876405 17:0.75431003027989 18:0.828627301791471 19:0.926966292134832 20:1.51583906756 21:0.6667 22:0.9444 23:0.1667 30:0.622515 #T0882:GOAL_TS2
0.87025 1:0.84193 2:0.591814 3:0.70982804415314 4:0.472 5:0.719302757059909 6:0.369725 7:0.784895654654033 8:0.620829 9:0.664845 10:0.49653 11:0.534991 12:0.5876 13:0.943823065285319 14:0.749484330294763 15:0.865168539325843 16:0.820224719101124 17:0.755092689666709 18:0.830511522448916 19:0.932584269662921 20:1.50517917266 21:0.5556 22:0.9444 23:0.1667 30:0.615816 #T0882:GOAL_TS3
0.87975 1:0.85911 2:0.588951 3:0.72221695391815 4:0.469 5:0.720402311872627 6:0.389176 7:0.789143201815703 8:0.711315 9:0.788168 10:0.606656 11:0.657337 12:0.5936 13:0.95299924529004 14:0.754541220307406 15:0.865168539325843 16:0.786516853932584 17:0.761091453908076 18:0.82805885897617 19:0.932584269662921 20:1.53321222356 21:0.6667 22:0.8889 23:0.1667 30:0.633576 #T0882:GOAL_TS4
0.87975 1:0.86456 2:0.588107 3:0.719115100064271 4:0.469 5:0.726393608306685 6:0.39003 7:0.796386642934811 8:0.70325 9:0.760196 10:0.614367 11:0.664194 12:0.5917 13:0.950969784855332 14:0.756404285048905 15:0.865168539325843 16:0.853932584269663 17:0.763179939797771 18:0.827923175990902 19:0.932584269662921 20:1.47960870412 21:0.5556 22:0.8889 23:0.1667 30:0.620287 #T0882:GOAL_TS5
0.8038 1:0.71895 2:0.64949 3:0.694231999683199 4:0.544 5:0.676781999381684 6:0.360623 7:0.736764905762958 8:0.652803 9:0.771899 10:0.649126 11:0.674748 12:0.6396 13:0.928912717618698 14:0.723933728125624 15:0.865168539325843 16:0.752808988764045 17:0.732011149306822 18:0.832985043218817 19:0.932584269662921 20:1.47521442059 21:0.4444 22:0.8333 23:0.2222 30:0.654773 #T0882:HHGG_TS1
0.78481 1:0.73685 2:0.647795 3:0.700391121238187 4:0.542 5:0.682827015419247 6:0.36751 7:0.743120762008319 8:0.63979 9:0.710643 10:0.60887 11:0.64048 12:0.6387 13:0.925255455948312 14:0.728059085767516 15:0.865168539325843 16:0.752808988764045 17:0.735887872383424 18:0.83310959093402 19:0.932584269662921 20:1.453089725 21:0.4444 22:0.8889 23:0.2222 30:0.647341 #T0882:HHGG_TS2
0.79114 1:0.72776 2:0.648641 3:0.690796277046655 4:0.542 5:0.675369252176181 6:0.38316 7:0.736244928631837 8:0.638252 9:0.711842 10:0.609086 11:0.665866 12:0.6393 13:0.914982213730605 14:0.718810300086499 15:0.865168539325843 16:0.752808988764045 17:0.726779728766557 18:0.832476875246444 19:0.932584269662921 20:1.43841803656 21:0.4444 22:0.8889 23:0.1667 30:0.643480 #T0882:HHGG_TS3
0.8038 1:0.72081 2:0.648998 3:0.693132687335912 4:0.543 5:0.683252998782691 6:0.36211 7:0.746893334886691 8:0.621541 9:0.731162 10:0.628006 11:0.650437 12:0.6385 13:0.925416863871953 14:0.723867190099142 15:0.865168539325843 16:0.752808988764045 17:0.731788047105324 18:0.832619842545448 19:0.932584269662921 20:1.454188909 21:0.5 22:0.9444 23:0.1667 30:0.646699 #T0882:HHGG_TS4
0.80063 1:0.75254 2:0.650675 3:0.700942551269521 4:0.545 5:0.687646408455467 6:0.350125 7:0.750422100053505 8:0.61048 9:0.670159 10:0.58113 11:0.623013 12:0.6409 13:0.926609631215455 14:0.724599108390445 15:0.865168539325843 16:0.752808988764045 17:0.733357760088427 18:0.832903347311535 19:0.932584269662921 20:1.46613591924 21:0.4444 22:0.8333 23:0.1111 30:0.644689 #T0882:HHGG_TS5
0.76899 1:0.69536 2:0.646195 3:0.697786522842924 4:0.543 5:0.635946257547799 6:0.35511 7:0.666212567355322 8:0.562396 9:0.650718 10:0.59654 11:0.616163 12:0.6423 13:0.909514927325734 14:0.724532570363963 15:0.865168539325843 16:0.775280898876405 17:0.732165252951832 18:0.83272381256508 19:0.932584269662921 20:1.44346796512 21:0.5 22:0.8889 23:0.2222 30:0.645332 #T0882:HHPred0_TS1
0.76899 1:0.69536 2:0.646195 3:0.697786522842924 4:0.543 5:0.635946257547799 6:0.35511 7:0.666212567355322 8:0.562396 9:0.650718 10:0.59654 11:0.616163 12:0.6423 13:0.909514927325734 14:0.724532570363963 15:0.865168539325843 16:0.775280898876405 17:0.732165252951832 18:0.83272381256508 19:0.932584269662921 20:1.44346796512 21:0.5 22:0.8889 23:0.2222 30:0.645332 #T0882:HHPred1_TS1
0.72785 1:0.72416 2:0.600858 3:0.685621886220549 4:0.481 5:0.658140670002995 6:0.361163 7:0.694850200728352 8:0.544258 9:0.609443 10:0.63269 11:0.581711 12:0.5999 13:0.911821851237248 14:0.724266418258035 15:0.898876404494382 16:0.775280898876405 17:0.730938110088158 18:0.833712665109213 19:0.949438202247191 20:1.38867985913 21:0.3333 22:0.3889 23:0.1111 30:0.592137 #T0882:IntFOLD4_TS1
0.65823 1:0.68444 2:0.547152 3:0.698420509170029 4:0.425 5:0.655304253190606 6:0.327162 7:0.687924603030774 8:0.608924 9:0.570196 10:0.608136 11:0.575881 12:0.5476 13:0.913249869466575 14:0.741167076984497 15:0.865168539325843 16:0.741573033707865 17:0.748267786199109 18:0.837606922759624 19:0.932584269662921 20:1.31934850309 21:0.3333 22:0.3333 23:0.2222 30:0.554416 #T0882:IntFOLD4_TS2
0.62025 1:0.61898 2:0.509939 3:0.712626999820792 4:0.359 5:0.659784338064092 6:0.359937 7:0.683015707381902 8:0.578344 9:0.589878 10:0.500295 11:0.522437 12:0.5202 13:0.903231181964176 14:0.740435158693193 15:0.764044943820225 16:0.730337078651685 17:0.747520213655932 18:0.834881509672671 19:0.882022471910112 20:1.38557993728 21:0.7222 22:0.5 23:0.2222 30:0.538069 #T0882:IntFOLD4_TS3
0.73418 1:0.69560 2:0.603449 3:0.696325631179317 4:0.483 5:0.67171013245481 6:0.37339 7:0.715142117399334 8:0.560026 9:0.640585 10:0.622341 11:0.608607 12:0.6014 13:0.904312894144079 14:0.734912502495176 15:0.887640449438202 16:0.730337078651685 17:0.741558023272056 18:0.836527629127499 19:0.943820224719101 20:1.40594874021 21:0.3333 22:0.3889 23:0.1111 30:0.592631 #T0882:IntFOLD4_TS4
0.77215 1:0.66012 2:0.62154 3:0.682494623053802 4:0.508 5:0.626628992821742 6:0.328639 7:0.66150079109063 8:0.556583 9:0.672095 10:0.56891 11:0.620803 12:0.6197 13:0.902504264867147 14:0.719741832457249 15:0.842696629213483 16:0.764044943820225 17:0.729252070295032 18:0.833106759633853 19:0.921348314606742 20:1.41805978664 21:0.3889 22:0.8333 23:0.2222 30:0.621377 #T0882:IntFOLD4_TS5
0.78797 1:0.67113 2:0.64659 3:0.690461832958794 4:0.543 5:0.671151628875342 6:0.338966 7:0.71476481799824 8:0.533305 9:0.659069 10:0.591588 11:0.574618 12:0.6450 13:0.922591527479466 14:0.738572093951693 15:0.775280898876405 16:0.752808988764045 17:0.7468240516927 18:0.837127270877138 19:0.887640449438202 20:1.42395165427 21:0.5556 22:0.7778 23:0.2222 30:0.631749 #T0882:MULTICOM-CLUSTER_TS1
0.77215 1:0.71519 2:0.633607 3:0.700214981963703 4:0.527 5:0.66026750702851 6:0.352748 7:0.691155792989178 8:0.588229 9:0.72381 10:0.667639 11:0.64149 12:0.6310 13:0.908047254844273 14:0.731119834985694 15:0.842696629213483 16:0.775280898876405 17:0.738419995210256 18:0.833973121571882 19:0.921348314606742 20:1.45147254845 21:0.5 22:0.8333 23:0.1667 30:0.635839 #T0882:MULTICOM-CLUSTER_TS2
0.77848 1:0.71470 2:0.63478 3:0.703370530969302 4:0.530 5:0.641978090757147 6:0.343617 7:0.668678834809023 8:0.555701 9:0.651901 10:0.605186 11:0.611411 12:0.6350 13:0.896423326003305 14:0.715816088894803 15:0.898876404494382 16:0.820224719101124 17:0.720994454045399 18:0.836685413424071 19:0.949438202247191 20:1.41854048242 21:0.5 22:0.8889 23:0.1667 30:0.631937 #T0882:MULTICOM-CLUSTER_TS3
